Summary_file = Roma400High.sum
Title = Roma 400mm wet soil High Population
            day           year            lai        biomass          yield         sum_ep
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
             30           1958          0.002       1744.125          0.000         54.062
             28           1959          0.002       4840.268          0.000        126.387
             29           1960          0.002       4583.005        548.020        110.445
             31           1961          0.002       3330.474          0.000         85.109
             27           1962          0.002      11050.138       4667.063        253.162
             30           1963          0.002       4076.409          0.000        108.784
             31           1964          0.002       7818.591       2285.075        172.221
             37           1965          0.005       2847.523          0.000         67.579
             34           1966          0.006       5713.401       1221.510        135.391
             30           1967          0.002       3873.717          0.000         92.309
             26           1968          0.002       6827.472          0.000        164.052
             32           1969          0.002       2773.082          0.000         76.914
             28           1970          0.002       5592.922          0.000        128.838
             32           1971          0.002       9439.034       1597.318        234.497
             35           1972          0.002       3069.095          0.000         79.051
             29           1973          0.003       8442.764       2796.150        187.983
             31           1974          0.002       8067.413       1619.426        163.598
             36           1975          0.002       3650.786          0.000         83.124
             34           1976          0.002       4598.394          0.000         99.474
             32           1977          0.002       4248.300          0.000        101.577
             24           1978          0.002       2463.862          0.000         63.806
             37           1979          0.011       4526.317          0.000        102.807
             26           1980          0.002       5187.295          0.000        137.200
             26           1981          0.002       7396.758       1433.288        177.909
             32           1982          0.002       6113.570          0.000        141.192
             27           1983          0.002       5884.794       2352.292        159.723
             33           1984          0.003      10185.488       4360.150        196.510
             31           1985          0.002       6466.486          0.000        170.381
             33           1986          0.002       7327.763       1753.549        159.810
             32           1987          0.002       5903.294       1004.292        123.826
             28           1988          0.002       4658.293        521.277        103.265
             23           1989          0.002       3491.481          0.000         86.057
             30           1990          0.002       8677.006       2504.132        179.847
             30           1991          0.002       2528.013          0.000         65.759
             24           1992          0.002       3423.862          0.000         93.036
             39           1993          0.002       2297.721          0.000         52.208
             35           1994          0.002       2622.118          0.000         57.289
             32           1995          0.002       5511.505        728.430        112.034
             33           1996          0.002      15421.060       8306.815        335.287
             40           1997          0.006       4595.777       1443.409        109.065
             26           1998          0.002       6662.531        279.266        165.037
             32           1999          0.002       7488.625          0.000        169.610
             38           2000          0.002      12680.179       2800.392        250.716
             33           2001          0.005       7275.247       2026.511        149.143
             34           2002          0.002       6438.013       1263.979        146.627
