ApsimVersion = 6.1
Title = Wheat Lucerne Rotation
           Date       whtYield lucerneBiomass            alw  stocking_rate
     01/12/1945            0.0          276.9          0.000          0.000
     01/01/1946            0.0         2106.8          0.000          0.000
     01/02/1946            0.0         1054.9        210.740          0.400
     01/03/1946            0.0          534.5        231.835          0.400
     01/04/1946            0.0          515.9        243.726          0.400
     01/05/1946            0.0          407.0        255.233          0.400
     01/06/1946            0.0           90.9        266.849          0.400
     01/07/1946            0.0           45.6        270.137          0.400
     01/08/1946            0.0           41.8        273.534          0.400
     01/09/1946            0.0           36.6        277.206          0.400
     01/10/1946            0.0           34.3        288.713          0.400
     01/11/1946            0.0           33.8        300.604          0.400
     01/12/1946            0.0           39.0        312.495          0.400
     01/01/1947            0.0          245.7        336.275          0.400
     01/02/1947            0.0          158.7        360.056          0.400
     01/03/1947            0.0          301.2        381.152          0.400
     01/04/1947            0.0          364.6        393.043          0.400
     01/05/1947            0.0          159.4        404.550          0.400
     01/06/1947            0.0           52.3        416.167          0.400
     01/07/1947            0.0           46.1        419.454          0.400
     01/08/1947            0.0           40.0        422.852          0.400
     01/09/1947            0.0           70.9        426.523          0.400
     01/10/1947            0.0            0.0          0.000          0.000
     01/11/1947            0.0            0.0          0.000          0.000
     01/12/1947            0.0            0.0          0.000          0.000
     01/01/1948            0.0            0.0          0.000          0.000
     01/02/1948            0.0            0.0          0.000          0.000
     01/03/1948            0.0            0.0          0.000          0.000
     01/04/1948            0.0            0.0          0.000          0.000
     01/05/1948            0.0            0.0          0.000          0.000
     01/06/1948            0.0            0.0          0.000          0.000
     01/07/1948            0.0            0.0          0.000          0.000
     01/08/1948            0.0            0.0          0.000          0.000
     01/09/1948            0.0            0.0          0.000          0.000
     01/10/1948         1020.0            0.0          0.000          0.000
     10/10/1948         1037.7            0.0          0.000          0.000
     01/11/1948            0.0            0.0          0.000          0.000
     01/12/1948            0.0            0.0          0.000          0.000
     01/01/1949            0.0           40.2          0.000          0.000
     01/02/1949            0.0         1041.1          0.000          0.000
     01/03/1949            0.0         1623.9          0.000          0.000
     01/04/1949            0.0          545.2        211.123          0.400
     01/05/1949            0.0          440.9        222.630          0.400
     01/06/1949            0.0          318.7        234.246          0.400
     01/07/1949            0.0          263.2        237.534          0.400
     01/08/1949            0.0          213.4        240.931          0.400
     01/09/1949            0.0          102.1        244.603          0.400
     01/10/1949            0.0           56.2        256.109          0.400
     01/11/1949            0.0          252.3        268.000          0.400
     01/12/1949            0.0          499.9        279.891          0.400
     01/01/1950            0.0          195.7        303.672          0.400
     01/02/1950            0.0          113.0        327.452          0.400
     01/03/1950            0.0          314.8        348.548          0.400
     01/04/1950            0.0          352.9        360.439          0.400
     01/05/1950            0.0          361.0        371.946          0.400
     01/06/1950            0.0          264.6        383.563          0.400
     01/07/1950            0.0          223.2        386.851          0.400
     01/08/1950            0.0          128.6        390.248          0.400
     01/09/1950            0.0          297.1        393.919          0.400
     01/10/1950            0.0          413.5        405.427          0.400
     01/11/1950            0.0          509.7        417.318          0.400
     01/12/1950            0.0            0.0          0.000          0.000
     01/01/1951            0.0            0.0          0.000          0.000
     01/02/1951            0.0            0.0          0.000          0.000
     01/03/1951            0.0            0.0          0.000          0.000
     01/04/1951            0.0            0.0          0.000          0.000
     01/05/1951            0.0            0.0          0.000          0.000
     01/06/1951            0.0            0.0          0.000          0.000
     01/07/1951            0.0            0.0          0.000          0.000
     01/08/1951            0.0            0.0          0.000          0.000
     01/09/1951            0.0            0.0          0.000          0.000
     01/10/1951          347.2            0.0          0.000          0.000
     29/10/1951         2475.2            0.0          0.000          0.000
     01/11/1951            0.0            0.0          0.000          0.000
     01/12/1951            0.0            0.0          0.000          0.000
     01/01/1952            0.0            0.0          0.000          0.000
     01/02/1952            0.0           14.1          0.000          0.000
     01/03/1952            0.0          549.3          0.000          0.000
     01/04/1952            0.0         1902.6          0.000          0.000
     01/05/1952            0.0          796.8        207.671          0.400
     01/06/1952            0.0          347.5        219.288          0.400
     01/07/1952            0.0          241.6        222.575          0.400
     01/08/1952            0.0          257.7        225.973          0.400
     01/09/1952            0.0          270.6        229.644          0.400
     01/10/1952            0.0          123.1        241.151          0.400
     01/11/1952            0.0           56.4        253.041          0.400
     01/12/1952            0.0           95.0        264.932          0.400
     01/01/1953            0.0           50.4        288.712          0.400
     01/02/1953            0.0           70.7        312.493          0.400
     01/03/1953            0.0          331.1        333.589          0.400
     01/04/1953            0.0          482.6        345.480          0.400
     01/05/1953            0.0          408.8        356.987          0.400
     01/06/1953            0.0          327.0        368.604          0.400
     01/07/1953            0.0          237.7        371.891          0.400
     01/08/1953            0.0          136.1        375.289          0.400
     01/09/1953            0.0           73.0        378.960          0.400
     01/10/1953            0.0           96.8        390.467          0.400
     01/11/1953            0.0           72.0        402.358          0.400
     01/12/1953            0.0          137.0        414.249          0.400
     01/01/1954            0.0            0.0          0.000          0.000
     01/02/1954            0.0            0.0          0.000          0.000
     01/03/1954            0.0            0.0          0.000          0.000
     01/04/1954            0.0            0.0          0.000          0.000
     01/05/1954            0.0            0.0          0.000          0.000
     01/06/1954            0.0            0.0          0.000          0.000
     01/07/1954            0.0            0.0          0.000          0.000
     01/08/1954            0.0            0.0          0.000          0.000
     01/09/1954            0.0            0.0          0.000          0.000
     01/10/1954          667.5            0.0          0.000          0.000
     28/10/1954         2363.8            0.0          0.000          0.000
     01/11/1954            0.0            0.0          0.000          0.000
     01/12/1954            0.0            0.0          0.000          0.000
     01/01/1955            0.0            0.0          0.000          0.000
     01/02/1955            0.0           10.2          0.000          0.000
     01/03/1955            0.0           69.3          0.000          0.000
     01/04/1955            0.0         1011.0          0.000          0.000
     01/05/1955            0.0          858.4        202.301          0.400
     01/06/1955            0.0          327.1        213.918          0.400
     01/07/1955            0.0          232.6        217.205          0.400
     01/08/1955            0.0          242.0        220.603          0.400
     01/09/1955            0.0          387.6        224.274          0.400
     01/10/1955            0.0          527.4        235.781          0.400
     01/11/1955            0.0          580.7        247.671          0.400
     01/12/1955            0.0          653.0        259.562          0.400
     01/01/1956            0.0          519.8        283.342          0.400
     01/02/1956            0.0          342.3        307.123          0.400
     01/03/1956            0.0          457.8        328.986          0.400
     01/04/1956            0.0          271.1        340.877          0.400
     01/05/1956            0.0          333.5        352.384          0.400
     01/06/1956            0.0          336.7        364.001          0.400
     01/07/1956            0.0          232.1        367.289          0.400
     01/08/1956            0.0          231.9        370.686          0.400
     01/09/1956            0.0          325.7        374.357          0.400
     01/10/1956            0.0          445.0        385.864          0.400
     01/11/1956            0.0          577.6        397.755          0.400
     01/12/1956            0.0          589.8        409.646          0.400
     01/01/1957            0.0            0.0          0.000          0.000
     01/02/1957            0.0            0.0          0.000          0.000
     01/03/1957            0.0            0.0          0.000          0.000
     01/04/1957            0.0            0.0          0.000          0.000
     01/05/1957            0.0            0.0          0.000          0.000
     01/06/1957            0.0            0.0          0.000          0.000
     01/07/1957            0.0            0.0          0.000          0.000
     01/08/1957            0.0            0.0          0.000          0.000
     01/09/1957          284.0            0.0          0.000          0.000
     01/10/1957         2499.9            0.0          0.000          0.000
     06/10/1957         2499.9            0.0          0.000          0.000
     01/11/1957            0.0            0.0          0.000          0.000
     01/12/1957            0.0           45.6          0.000          0.000
     01/01/1958            0.0          692.9          0.000          0.000
     01/02/1958            0.0         1580.3          0.000          0.000
     01/03/1958            0.0          567.8        221.096          0.400
     01/04/1958            0.0          402.1        232.986          0.400
     01/05/1958            0.0          427.9        244.493          0.400
     01/06/1958            0.0          370.9        256.109          0.400
     01/07/1958            0.0          244.4        259.397          0.400
     01/08/1958            0.0          323.4        262.794          0.400
     01/09/1958            0.0          423.9        266.466          0.400
     01/10/1958            0.0          301.7        277.973          0.400
     01/11/1958            0.0           86.1        289.864          0.400
     01/12/1958            0.0          104.6        301.754          0.400
     01/01/1959            0.0          252.0        325.535          0.400
     01/02/1959            0.0          384.5        349.316          0.400
     01/03/1959            0.0          347.9        370.412          0.400
     01/04/1959            0.0           90.9        382.303          0.400
     01/05/1959            0.0           40.1        393.810          0.400
     01/06/1959            0.0           42.3        405.427          0.400
     01/07/1959            0.0           57.1        408.714          0.400
     01/08/1959            0.0           55.8        412.112          0.400
     01/09/1959            0.0           56.2        415.783          0.400
     01/10/1959            0.0           46.2        427.290          0.400
     01/11/1959            0.0            0.0          0.000          0.000
     01/12/1959            0.0            0.0          0.000          0.000
     01/01/1960            0.0            0.0          0.000          0.000
     01/02/1960            0.0            0.0          0.000          0.000
     01/03/1960            0.0            0.0          0.000          0.000
     01/04/1960            0.0            0.0          0.000          0.000
     01/05/1960            0.0            0.0          0.000          0.000
     01/06/1960            0.0            0.0          0.000          0.000
     01/07/1960            0.0            0.0          0.000          0.000
     01/08/1960            0.0            0.0          0.000          0.000
     01/09/1960            0.0            0.0          0.000          0.000
     01/10/1960          127.3            0.0          0.000          0.000
     31/10/1960         1625.2            0.0          0.000          0.000
     01/11/1960            0.0            0.0          0.000          0.000
     01/12/1960            0.0           10.8          0.000          0.000
     01/01/1961            0.0          352.3          0.000          0.000
     01/02/1961            0.0         2157.4          0.000          0.000
     01/03/1961            0.0         1165.5        208.822          0.400
     01/04/1961            0.0          634.5        220.712          0.400
     01/05/1961            0.0          406.0        232.219          0.400
     01/06/1961            0.0          292.6        243.835          0.400
     01/07/1961            0.0          239.1        247.123          0.400
     01/08/1961            0.0          249.7        250.520          0.400
     01/09/1961            0.0          329.7        254.192          0.400
     01/10/1961            0.0          411.4        265.699          0.400
     01/11/1961            0.0          205.6        277.590          0.400
     01/12/1961            0.0          248.1        289.480          0.400
     01/01/1962            0.0          433.1        313.261          0.400
     01/02/1962            0.0          443.3        337.042          0.400
     01/03/1962            0.0          474.2        358.138          0.400
     01/04/1962            0.0          395.6        370.029          0.400
     01/05/1962            0.0          374.9        381.536          0.400
     01/06/1962            0.0          179.4        393.153          0.400
     01/07/1962            0.0          167.4        396.440          0.400
     01/08/1962            0.0           91.8        399.838          0.400
     01/09/1962            0.0           62.4        403.509          0.400
     01/10/1962            0.0           62.8        415.016          0.400
     01/11/1962            0.0            0.0          0.000          0.000
     01/12/1962            0.0            0.0          0.000          0.000
     01/01/1963            0.0            0.0          0.000          0.000
     01/02/1963            0.0            0.0          0.000          0.000
     01/03/1963            0.0            0.0          0.000          0.000
     01/04/1963            0.0            0.0          0.000          0.000
     01/05/1963            0.0            0.0          0.000          0.000
     01/06/1963            0.0            0.0          0.000          0.000
     01/07/1963            0.0            0.0          0.000          0.000
     01/08/1963            0.0            0.0          0.000          0.000
     01/09/1963            0.0            0.0          0.000          0.000
     01/10/1963          321.9            0.0          0.000          0.000
     30/10/1963         1948.3            0.0          0.000          0.000
     01/11/1963            0.0            0.0          0.000          0.000
     01/12/1963            0.0            0.0          0.000          0.000
     01/01/1964            0.0           19.7          0.000          0.000
     01/02/1964            0.0          720.7          0.000          0.000
     01/03/1964            0.0         1665.9          0.000          0.000
     01/04/1964            0.0          617.3        208.438          0.400
     01/05/1964            0.0          185.7        219.945          0.400
     01/06/1964            0.0           61.3        231.562          0.400
     01/07/1964            0.0           51.2        234.849          0.400
     01/08/1964            0.0           55.3        238.246          0.400
     01/09/1964            0.0           48.5        241.918          0.400
     01/10/1964            0.0           45.7        253.424          0.400
     01/11/1964            0.0          127.7        265.315          0.400
     01/12/1964            0.0          312.2        277.206          0.400
     01/01/1965            0.0          267.6        300.987          0.400
     01/02/1965            0.0          158.5        324.767          0.400
     01/03/1965            0.0          119.5        345.863          0.400
     01/04/1965            0.0          144.5        357.754          0.400
     01/05/1965            0.0           86.0        369.261          0.400
     01/06/1965            0.0          269.5        380.878          0.400
     01/07/1965            0.0          223.8        384.166          0.400
     01/08/1965            0.0          123.7        387.563          0.400
     01/09/1965            0.0           63.5        391.234          0.400
     01/10/1965            0.0           55.2        402.742          0.400
     01/11/1965            0.0           52.1        414.632          0.400
     01/12/1965            0.0            0.0          0.000          0.000
     01/01/1966            0.0            0.0          0.000          0.000
     01/02/1966            0.0            0.0          0.000          0.000
     01/03/1966            0.0            0.0          0.000          0.000
     01/04/1966            0.0            0.0          0.000          0.000
     01/05/1966            0.0            0.0          0.000          0.000
     01/06/1966            0.0            0.0          0.000          0.000
     01/07/1966            0.0            0.0          0.000          0.000
     01/08/1966            0.0            0.0          0.000          0.000
     01/09/1966            0.0            0.0          0.000          0.000
     01/10/1966          353.8            0.0          0.000          0.000
     31/10/1966         2021.0            0.0          0.000          0.000
     01/11/1966            0.0            0.0          0.000          0.000
     01/12/1966            0.0           24.7          0.000          0.000
     01/01/1967            0.0          697.6          0.000          0.000
     01/02/1967            0.0         1963.1          0.000          0.000
     01/03/1967            0.0          821.1        215.726          0.400
     01/04/1967            0.0          592.5        227.616          0.400
     01/05/1967            0.0          175.8        239.123          0.400
     01/06/1967            0.0           53.5        250.740          0.400
     01/07/1967            0.0           91.8        254.027          0.400
     01/08/1967            0.0          205.8        257.424          0.400
     01/09/1967            0.0          300.0        261.096          0.400
     01/10/1967            0.0          220.7        272.603          0.400
     01/11/1967            0.0           57.3        284.494          0.400
     01/12/1967            0.0          205.4        296.385          0.400
     01/01/1968            0.0          160.4        320.165          0.400
     01/02/1968            0.0          133.0        343.946          0.400
     01/03/1968            0.0          262.5        365.809          0.400
     01/04/1968            0.0          428.7        377.700          0.400
     01/05/1968            0.0          324.0        389.207          0.400
     01/06/1968            0.0          228.5        400.824          0.400
     01/07/1968            0.0          228.9        404.112          0.400
     01/08/1968            0.0          196.2        407.509          0.400
     01/09/1968            0.0          345.7        411.180          0.400
     01/10/1968            0.0          410.6        422.687          0.400
     01/11/1968            0.0            0.0          0.000          0.000
     01/12/1968            0.0            0.0          0.000          0.000
     01/01/1969            0.0            0.0          0.000          0.000
     01/02/1969            0.0            0.0          0.000          0.000
     01/03/1969            0.0            0.0          0.000          0.000
     01/04/1969            0.0            0.0          0.000          0.000
     01/05/1969            0.0            0.0          0.000          0.000
     01/06/1969            0.0            0.0          0.000          0.000
     01/07/1969            0.0            0.0          0.000          0.000
     01/08/1969            0.0            0.0          0.000          0.000
     01/09/1969          503.4            0.0          0.000          0.000
     27/09/1969          793.7            0.0          0.000          0.000
     01/10/1969            0.0            0.0          0.000          0.000
     01/11/1969            0.0           13.6          0.000          0.000
     01/12/1969            0.0          565.6          0.000          0.000
     01/01/1970            0.0         1694.6          0.000          0.000
     01/02/1970            0.0          621.5        213.808          0.400
     01/03/1970            0.0          549.4        234.904          0.400
     01/04/1970            0.0          521.1        246.794          0.400
     01/05/1970            0.0          140.0        258.301          0.400
     01/06/1970            0.0           53.3        269.918          0.400
     01/07/1970            0.0           48.5        273.206          0.400
     01/08/1970            0.0           45.1        276.603          0.400
     01/09/1970            0.0           39.8        280.274          0.400
     01/10/1970            0.0           48.6        291.781          0.400
     01/11/1970            0.0           62.3        303.672          0.400
     01/12/1970            0.0           95.3        315.563          0.400
     01/01/1971            0.0          395.2        339.344          0.400
     01/02/1971            0.0          357.5        363.125          0.400
     01/03/1971            0.0          428.2        384.220          0.400
     01/04/1971            0.0          423.9        396.111          0.400
     01/05/1971            0.0          378.8        407.619          0.400
     01/06/1971            0.0          123.8        419.235          0.400
     01/07/1971            0.0           53.6        422.523          0.400
     01/08/1971            0.0           50.7        425.920          0.400
     01/09/1971            0.0           74.6        429.592          0.400
     01/10/1971            0.0            0.0          0.000          0.000
     01/11/1971            0.0            0.0          0.000          0.000
     01/12/1971            0.0            0.0          0.000          0.000
     01/01/1972            0.0            0.0          0.000          0.000
     01/02/1972            0.0            0.0          0.000          0.000
     01/03/1972            0.0            0.0          0.000          0.000
     01/04/1972            0.0            0.0          0.000          0.000
     01/05/1972            0.0            0.0          0.000          0.000
     01/06/1972            0.0            0.0          0.000          0.000
     01/07/1972            0.0            0.0          0.000          0.000
     01/08/1972            0.0            0.0          0.000          0.000
     01/09/1972            0.0            0.0          0.000          0.000
     01/10/1972          283.1            0.0          0.000          0.000
     26/10/1972          811.1            0.0          0.000          0.000
     01/11/1972            0.0            0.0          0.000          0.000
     01/12/1972            0.0            0.0          0.000          0.000
     01/01/1973            0.0           85.7          0.000          0.000
     01/02/1973            0.0         1483.9          0.000          0.000
     01/03/1973            0.0         1961.3        200.384          0.400
     01/04/1973            0.0          293.7        212.274          0.400
     01/05/1973            0.0          255.7        223.781          0.400
     01/06/1973            0.0           73.7        235.397          0.400
     01/07/1973            0.0           70.9        238.685          0.400
     01/08/1973            0.0          133.8        242.082          0.400
     01/09/1973            0.0          339.4        245.753          0.400
     01/10/1973            0.0          278.7        257.260          0.400
     01/11/1973            0.0           66.6        269.151          0.400
     01/12/1973            0.0          211.3        281.042          0.400
     01/01/1974            0.0          456.8        304.822          0.400
     01/02/1974            0.0          489.5        328.603          0.400
     01/03/1974            0.0          485.7        349.699          0.400
     01/04/1974            0.0          531.2        361.590          0.400
     01/05/1974            0.0          447.9        373.097          0.400
     01/06/1974            0.0          334.2        384.714          0.400
     01/07/1974            0.0          264.5        388.002          0.400
     01/08/1974            0.0          214.5        391.399          0.400
     01/09/1974            0.0          145.5        395.070          0.400
     01/10/1974            0.0          155.8        406.577          0.400
     01/11/1974            0.0            0.0          0.000          0.000
     01/12/1974            0.0            0.0          0.000          0.000
     01/01/1975            0.0            0.0          0.000          0.000
     01/02/1975            0.0            0.0          0.000          0.000
     01/03/1975            0.0            0.0          0.000          0.000
     01/04/1975            0.0            0.0          0.000          0.000
     01/05/1975            0.0            0.0          0.000          0.000
     01/06/1975            0.0            0.0          0.000          0.000
     01/07/1975            0.0            0.0          0.000          0.000
     01/08/1975            0.0            0.0          0.000          0.000
     01/09/1975            0.0            0.0          0.000          0.000
     01/10/1975         1633.9            0.0          0.000          0.000
     16/10/1975         1705.3            0.0          0.000          0.000
     01/11/1975            0.0           10.8          0.000          0.000
     01/12/1975            0.0          156.3          0.000          0.000
     01/01/1976            0.0         2029.8          0.000          0.000
     01/02/1976            0.0         1231.0        209.205          0.400
     01/03/1976            0.0          612.9        231.068          0.400
     01/04/1976            0.0          601.8        242.959          0.400
     01/05/1976            0.0          511.4        254.466          0.400
     01/06/1976            0.0          382.0        266.082          0.400
     01/07/1976            0.0          290.5        269.370          0.400
     01/08/1976            0.0          173.4        272.767          0.400
     01/09/1976            0.0           83.8        276.438          0.400
     01/10/1976            0.0           63.4        287.946          0.400
     01/11/1976            0.0           61.3        299.837          0.400
     01/12/1976            0.0          406.6        311.727          0.400
     01/01/1977            0.0          452.3        335.508          0.400
     01/02/1977            0.0          211.4        359.289          0.400
     01/03/1977            0.0           76.6        380.385          0.400
     01/04/1977            0.0          335.2        392.276          0.400
     01/05/1977            0.0          417.9        403.783          0.400
     01/06/1977            0.0          290.1        415.400          0.400
     01/07/1977            0.0          256.5        418.687          0.400
     01/08/1977            0.0          258.0        422.085          0.400
     01/09/1977            0.0          341.0        425.756          0.400
     01/10/1977            0.0            0.0          0.000          0.000
     01/11/1977            0.0            0.0          0.000          0.000
     01/12/1977            0.0            0.0          0.000          0.000
     01/01/1978            0.0            0.0          0.000          0.000
     01/02/1978            0.0            0.0          0.000          0.000
     01/03/1978            0.0            0.0          0.000          0.000
     01/04/1978            0.0            0.0          0.000          0.000
     01/05/1978            0.0            0.0          0.000          0.000
     01/06/1978            0.0            0.0          0.000          0.000
     01/07/1978            0.0            0.0          0.000          0.000
     01/08/1978            0.0            0.0          0.000          0.000
     01/09/1978         1627.8            0.0          0.000          0.000
     27/09/1978         3098.8            0.0          0.000          0.000
     01/10/1978            0.0            0.0          0.000          0.000
     01/11/1978            0.0            0.0          0.000          0.000
     01/12/1978            0.0           63.3          0.000          0.000
     01/01/1979            0.0         1144.1          0.000          0.000
     01/02/1979            0.0         2359.7          0.000          0.000
     01/03/1979            0.0          798.6        218.794          0.400
     01/04/1979            0.0          596.5        230.685          0.400
     01/05/1979            0.0          490.4        242.192          0.400
     01/06/1979            0.0          356.2        253.808          0.400
     01/07/1979            0.0          285.7        257.096          0.400
     01/08/1979            0.0          220.9        260.493          0.400
     01/09/1979            0.0          115.9        264.164          0.400
     01/10/1979            0.0           58.8        275.671          0.400
     01/11/1979            0.0           52.0        287.562          0.400
     01/12/1979            0.0           60.5        299.453          0.400
     01/01/1980            0.0          185.5        323.234          0.400
     01/02/1980            0.0          376.6        347.015          0.400
     01/03/1980            0.0          428.5        368.877          0.400
     01/04/1980            0.0          481.3        380.768          0.400
     01/05/1980            0.0          186.8        392.276          0.400
     01/06/1980            0.0           69.1        403.892          0.400
     01/07/1980            0.0          214.1        407.180          0.400
     01/08/1980            0.0          218.3        410.577          0.400
     01/09/1980            0.0          329.5        414.249          0.400
     01/10/1980            0.0          220.4        425.756          0.400
     01/11/1980            0.0            0.0          0.000          0.000
     01/12/1980            0.0            0.0          0.000          0.000
     01/01/1981            0.0            0.0          0.000          0.000
     01/02/1981            0.0            0.0          0.000          0.000
     01/03/1981            0.0            0.0          0.000          0.000
     01/04/1981            0.0            0.0          0.000          0.000
     01/05/1981            0.0            0.0          0.000          0.000
     01/06/1981            0.0            0.0          0.000          0.000
     01/07/1981            0.0            0.0          0.000          0.000
     01/08/1981            0.0            0.0          0.000          0.000
     01/09/1981          908.0            0.0          0.000          0.000
     27/09/1981         1391.7            0.0          0.000          0.000
     01/10/1981            0.0            0.0          0.000          0.000
     01/11/1981            0.0            0.0          0.000          0.000
     01/12/1981            0.0           34.9          0.000          0.000
     01/01/1982            0.0          854.8          0.000          0.000
     01/02/1982            0.0         1856.1          0.000          0.000
     01/03/1982            0.0          660.0        219.562          0.400
     01/04/1982            0.0          512.3        231.452          0.400
     01/05/1982            0.0          475.0        242.959          0.400
     01/06/1982            0.0          297.5        254.575          0.400
     01/07/1982            0.0           95.8        257.863          0.400
     01/08/1982            0.0           52.1        261.260          0.400
     01/09/1982            0.0           50.6        264.931          0.400
     01/10/1982            0.0           49.0        276.439          0.400
     01/11/1982            0.0           45.1        288.329          0.400
     01/12/1982            0.0           37.3        300.220          0.400
     01/01/1983            0.0           50.6        324.001          0.400
     01/02/1983            0.0          316.2        347.782          0.400
     01/03/1983            0.0          268.0        368.877          0.400
     01/04/1983            0.0          201.8        380.768          0.400
     01/05/1983            0.0          166.4        392.276          0.400
     01/06/1983            0.0          136.6        403.892          0.400
     01/07/1983            0.0          186.0        407.180          0.400
     01/08/1983            0.0          240.0        410.577          0.400
     01/09/1983            0.0          326.1        414.249          0.400
     01/10/1983            0.0          491.8        425.756          0.400
     01/11/1983            0.0            0.0          0.000          0.000
     01/12/1983            0.0            0.0          0.000          0.000
     01/01/1984            0.0            0.0          0.000          0.000
     01/02/1984            0.0            0.0          0.000          0.000
     01/03/1984            0.0            0.0          0.000          0.000
     01/04/1984            0.0            0.0          0.000          0.000
     01/05/1984            0.0            0.0          0.000          0.000
     01/06/1984            0.0            0.0          0.000          0.000
     01/07/1984            0.0            0.0          0.000          0.000
     01/08/1984            0.0            0.0          0.000          0.000
     01/09/1984            0.0            0.0          0.000          0.000
     01/10/1984          689.3            0.0          0.000          0.000
     30/10/1984         3591.3            0.0          0.000          0.000
     01/11/1984            0.0            0.0          0.000          0.000
     01/12/1984            0.0           44.9          0.000          0.000
     01/01/1985            0.0          918.5          0.000          0.000
     01/02/1985            0.0         2170.1          0.000          0.000
     01/03/1985            0.0          555.2        218.794          0.400
     01/04/1985            0.0          516.2        230.685          0.400
     01/05/1985            0.0          439.2        242.192          0.400
     01/06/1985            0.0          289.2        253.808          0.400
     01/07/1985            0.0          283.0        257.096          0.400
     01/08/1985            0.0          303.0        260.493          0.400
     01/09/1985            0.0          407.8        264.164          0.400
     01/10/1985            0.0          342.4        275.671          0.400
     01/11/1985            0.0          293.2        287.562          0.400
     01/12/1985            0.0          271.5        299.453          0.400
     01/01/1986            0.0          353.3        323.234          0.400
     01/02/1986            0.0          129.9        347.015          0.400
     01/03/1986            0.0          105.6        368.110          0.400
     01/04/1986            0.0          324.9        380.001          0.400
     01/05/1986            0.0          123.6        391.508          0.400
     01/06/1986            0.0          187.2        403.125          0.400
     01/07/1986            0.0          222.1        406.413          0.400
     01/08/1986            0.0          244.5        409.810          0.400
