APSIM output file, version = 5.4
Title = 
           year            day     green_pool      dead_pool         litter            alw            lwg      acc_eaten     acc_growth
           1988             81       3088.538       1312.697       2199.154        454.082          0.384        603.320       2803.707
           1988             82       3110.484       1316.083       2201.779        454.466          0.384        609.884       2838.228
           1988             83       3136.027       1319.506       2204.412        454.849          0.384        616.452       2876.396
           1988             84       3158.229       1322.975       2207.051        455.233          0.384        623.026       2911.279
           1988             85       3182.891       1326.482       2209.697        455.617          0.384        629.604       2948.673
           1988             86       3206.144       1330.032       2212.349        456.000          0.384        636.188       2984.712
           1988             87       3230.803       1333.622       2215.010        456.384          0.384        642.777       3022.210
           1988             88       3252.520       1337.254       2217.677        456.767          0.384        649.371       3056.820
           1988             89       3271.625       1340.924       2220.351        457.151          0.384        655.969       3088.868
           1988             90       3292.253       1344.624       2223.033        457.534          0.384        662.572       3122.481
           1988             91       3309.478       1350.452       2225.722        457.918          0.384        669.180       3154.830
           1988             92       3326.054       1354.209       2228.423        458.302          0.384        675.791       3184.476
           1988             93       3356.742       1357.994       2231.132        458.685          0.384        682.407       3228.272
           1988             94       3391.976       1361.833       2233.848        459.069          0.384        689.029       3276.683
           1988             95       3424.545       1365.735       2236.571        459.452          0.384        695.657       3322.506
           1988             96       3459.114       1369.696       2239.303        459.836          0.384        702.291       3370.403
           1988             97       3482.883       1373.719       2242.042        460.220          0.384        708.931       3407.573
           1988             98       3505.732       1377.781       2244.790        460.603          0.384        715.577       3443.879
           1988             99       3526.905       1381.882       2247.545        460.987          0.384        722.227       3478.557
           1988            100       3556.306       1386.018       2250.309        461.370          0.384        728.881       3521.511
           1988            101       3587.923       1390.204       2253.081        461.754          0.384        735.541       3566.748
           1988            102       3589.749       1394.445       2255.861        462.137          0.384        742.207       3582.260
           1988            103       3605.016       1398.682       2258.650        462.521          0.384        748.875       3611.221
           1988            104       3638.472       1402.941       2261.448        462.905          0.384        755.546       3658.405
           1988            105       3660.747       1407.259       2264.253        463.288          0.384        762.224       3694.482
           1988            106       3682.726       1411.614       2267.068        463.672          0.384        768.906       3730.312
           1988            107       3705.659       1416.004       2269.891        464.055          0.384        775.593       3767.145
           1988            108       3733.225       1420.431       2272.723        464.439          0.384        782.284       3808.662
           1988            109       3761.428       1424.906       2275.564        464.822          0.384        788.981       3850.877
           1988            110       3777.183       1429.428       2278.414        465.206          0.384        795.682       3880.705
           1988            111       3802.230       1433.973       2281.273        465.590          0.384        802.388       3919.863
           1988            112       3824.180       1438.559       2284.141        465.973          0.384        809.099       3955.977
           1988            113       3838.696       1443.180       2287.018        466.357          0.384        815.814       3984.705
           1988            114       3854.604       1447.820       2289.904        466.740          0.384        822.532       4014.860
           1988            115       3869.146       1452.484       2292.800        467.124          0.384        829.255       4043.683
           1988            116       3888.664       1457.167       2295.705        467.507          0.384        835.981       4077.515
           1988            117       3908.159       1461.880       2298.619        467.891          0.384        842.712       4111.369
           1988            118       3923.549       1466.623       2301.543        468.275          0.384        849.447       4141.160
           1988            119       3942.014       1471.387       2304.476        468.658          0.384        856.185       4174.061
           1988            120       3961.910       1476.178       2307.419        469.042          0.384        862.928       4208.434
           1988            121       3972.027       1481.000       2310.371        469.425          0.384        869.675       4233.072
           1988            122       3988.990       1485.832       2313.333        469.809          0.384        876.425       4264.580
           1988            123       4015.863       1490.689       2316.305        470.192          0.384        883.180       4306.036
           1988            124       4036.652       1495.590       2319.286        470.576          0.384        889.939       4341.466
           1988            125       4053.240       1500.523       2322.278        470.960          0.384        896.703       4372.743
           1988            126       4067.749       1505.480       2325.279        471.343          0.384        903.470       4401.976
           1988            127       4083.311       1510.455       2328.290        471.727          0.384        910.242       4432.296
           1988            128       4097.399       1515.452       2331.311        472.110          0.384        917.017       4461.178
           1988            129       4117.416       1520.466       2334.341        472.494          0.384        923.796       4496.019
           1988            130       4132.134       1525.511       2337.382        472.878          0.384        930.579       4525.605
           1988            131       4139.797       1530.575       2340.433        473.261          0.384        937.367       4548.171
           1988            132       4133.667       1535.643       2343.494        473.645          0.384        944.157       4556.960
           1988            133       4139.657       1540.689       2346.566        474.028          0.384        950.949       4577.859
           1988            134       4141.283       1545.736       2349.647        474.412          0.384        957.744       4594.408
           1988            135       4154.745       1550.776       2352.739        474.795          0.384        964.541       4622.799
           1988            136       4173.996       1555.833       2355.840        475.179          0.384        971.342       4657.010
           1988            137       4186.169       1560.918       2358.952        475.563          0.384        978.148       4684.186
           1988            138       4201.827       1566.017       2362.074        475.946          0.384        984.957       4714.874
           1988            139       4233.348       1571.138       2365.206        476.330          0.384        991.770       4761.460
           1988            140       4223.000       1576.311       2368.348        476.713          0.384        998.588       4766.246
           1988            141       4207.887       1581.452       2371.500        477.097          0.384       1005.408       4766.246
           1988            142       4192.804       1586.551       2374.664        477.480          0.384       1012.229       4766.246
           1988            143       4177.751       1591.608       2377.837        477.864          0.384       1019.051       4766.246
           1988            144       4190.892       1596.626       2381.020        478.248          0.384       1025.874       4794.411
           1988            145       4209.448       1601.659       2384.213        478.631          0.384       1032.700       4828.021
           1988            146       4194.354       1606.719       2387.417        479.015          0.384       1039.531       4828.021
           1988            147       4203.195       1611.738       2390.630        479.398          0.384       1046.363       4851.926
           1988            148       4221.368       1616.765       2393.853        479.782          0.384       1053.198       4885.185
           1988            149       4206.243       1621.817       2397.087        480.165          0.384       1060.038       4885.185
           1988            150       4191.148       1626.828       2400.331        480.549          0.384       1066.878       4885.185
           1988            151       4176.084       1631.797       2403.584        480.933          0.384       1073.720       4885.185
           1988            152       4161.050       1636.725       2406.848        481.316          0.384       1080.562       4885.185
           1988            153       4165.540       1641.679       2410.121        400.110          0.110       1084.613       4901.952
           1988            154       4172.753       1646.631       2413.405        400.219          0.110       1088.665       4921.452
           1988            155       4187.067       1651.588       2416.698        400.329          0.110       1092.717       4948.069
           1988            156       4196.000       1656.563       2420.001        400.438          0.110       1096.771       4969.334
           1988            157       4221.621       1661.547       2423.314        400.548          0.110       1100.826       5007.307
           1988            158       4238.386       1666.572       2426.637        400.658          0.110       1104.882       5036.477
           1988            159       4225.947       1671.620       2429.970        400.767          0.110       1108.941       5036.477
           1988            160       4213.533       1676.632       2433.313        400.877          0.110       1112.999       5036.477
           1988            161       4201.146       1681.609       2436.667        400.986          0.110       1117.056       5036.477
           1988            162       4203.240       1686.551       2440.030        401.096          0.110       1121.114       5050.934
           1988            163       4190.873       1691.487       2443.403        401.205          0.110       1125.172       5050.934
           1988            164       4178.531       1696.387       2446.786        401.315          0.110       1129.230       5050.934
           1988            165       2921.167       2946.301       2450.179        401.425          0.110       1133.288       5050.934
           1988            166       2333.265       3524.253       2456.072        401.534          0.110       1137.345       5050.934
           1988            167       2096.348       3750.063       2463.120        401.644          0.110       1141.402       5050.934
           1988            168       2088.568       3746.287       2470.620        401.753          0.110       1145.459       5050.934
           1988            169       2080.804       3742.501       2478.113        401.863          0.110       1149.516       5050.934
           1988            170       2082.190       3738.708       2485.598        401.973          0.110       1153.573       5060.068
           1988            171       2074.439       3734.924       2493.075        402.082          0.110       1157.630       5060.068
           1988            172       2066.707       3731.131       2500.545        402.192          0.110       1161.687       5060.068
           1988            173       2058.000       3728.318       2508.007        402.301          0.110       1165.743       5060.068
           1988            174       2047.719       3727.086       2515.464        402.411          0.110       1169.799       5060.068
           1988            175       2036.108       3727.187       2522.918        402.521          0.110       1173.855       5060.068
           1988            176       2023.298       3728.486       2530.372        402.630          0.110       1177.911       5060.068
           1988            177       2009.472       3730.800       2537.829        402.740          0.110       1181.967       5060.068
           1988            178       1994.767       3733.988       2545.291        402.849          0.110       1186.022       5060.068
           1988            179       1987.847       3737.986       2552.759        402.959          0.110       1190.077       5068.669
           1988            180       1971.423       3742.879       2560.235        403.068          0.110       1194.133       5068.669
           1988            181       1954.301       3748.460       2567.721        403.178          0.110       1198.188       5068.669
           1988            182        779.893       4911.316       2575.218        403.288          0.110       1202.243       5068.669
           1988            183        772.170       4905.162       2585.040        403.397          0.110       1206.298       5068.669
           1988            184        764.408       4899.060       2594.851        403.507          0.110       1210.353       5068.669
           1988            185        757.789       4892.948       2604.648        403.616          0.110       1214.407       5069.793
           1988            186        750.864       4886.639       2614.435        403.726          0.110       1218.461       5070.397
           1988            187        758.540       4876.070       2624.208        403.836          0.110       1222.515       5081.333
           1988            188        762.383       4865.562       2633.960        403.945          0.110       1226.570       5088.475
           1988            189        759.084       4855.077       2643.691        404.055          0.110       1230.624       5088.475
           1988            190        755.798       4844.598       2653.401        404.164          0.110       1234.679       5088.475
           1988            191        752.527       4834.125       2663.090        404.274          0.110       1238.733       5088.475
           1988            192        754.188       4823.683       2672.759        404.384          0.110       1242.787       5093.416
           1988            193        750.912       4813.256       2682.406        404.493          0.110       1246.841       5093.416
           1988            194        748.782       4802.843       2692.032        404.603          0.110       1250.895       5094.552
           1988            195        748.311       4792.451       2701.638        404.712          0.110       1254.949       5097.349
           1988            196        745.052       4782.071       2711.223        404.822          0.110       1259.003       5097.349
           1988            197        741.807       4771.698       2720.787        404.931          0.110       1263.056       5097.349
           1988            198        738.576       4761.332       2730.331        405.041          0.110       1267.109       5097.349
           1988            199        740.664       4750.998       2739.854        405.151          0.110       1271.162       5102.678
           1988            200        737.426       4740.681       2749.355        405.260          0.110       1275.216       5102.678
           1988            201        734.202       4730.370       2758.837        405.370          0.110       1279.269       5102.678
           1988            202        734.186       4720.082       2768.297        405.479          0.110       1283.321       5105.887
           1988            203        742.332       4709.859       2777.738        405.589          0.110       1287.374       5117.302
           1988            204        743.194       4699.684       2787.157        405.699          0.110       1291.427       5121.463
           1988            205        739.902       4689.523       2796.557        405.808          0.110       1295.481       5121.463
           1988            206        736.625       4679.368       2805.936        405.918          0.110       1299.534       5121.463
           1988            207        733.362       4669.220       2815.294        406.027          0.110       1303.587       5121.463
           1988            208        740.502       4659.126       2824.633        406.137          0.110       1307.639       5131.900
           1988            209        737.199       4649.058       2833.951        406.247          0.110       1311.692       5131.900
           1988            210        515.650       4857.256       2843.249        406.356          0.110       1315.745       5131.900
           1988            211        514.230       4844.909       2852.964        406.466          0.110       1319.798       5131.900
           1988            212        516.768       4832.586       2862.654        406.575          0.110       1323.850       5135.858
           1988            213        515.343       4820.293       2872.319        406.685          0.110       1327.903       5135.858
           1988            214        513.921       4808.022       2881.959        406.794          0.110       1331.955       5135.858
           1988            215        515.681       4795.775       2891.575        406.904          0.110       1336.007       5139.039
           1988            216        524.507       4783.564       2901.167        407.014          0.110       1340.059       5149.297
           1988            217        534.216       4771.046       2910.734        407.123          0.110       1344.111       5160.108
           1988            218        543.569       4758.722       2920.276        407.233          0.110       1348.164       5170.731
           1988            219        550.105       4746.543       2929.793        407.342          0.110       1352.218       5178.659
           1988            220        548.700       4734.402       2939.287        407.452          0.110       1356.272       5178.659
           1988            221        547.298       4722.282       2948.755        407.562          0.110       1360.325       5178.659
           1988            222        109.375       5146.706       2958.200        407.671          0.110       1364.379       5178.659
           1988            223          0.000       5241.735       2968.493        407.781          0.110       1368.432       5178.659
           1988            224          0.000       5227.198       2978.977        407.890          0.110       1372.485       5178.659
           1988            225          0.000       5212.691       2989.431        408.000          0.110       1376.537       5178.659
           1988            226          0.000       5198.213       2999.857        408.110          0.110       1380.590       5178.659
           1988            227          0.000       5183.765       3010.253        408.219          0.110       1384.642       5178.659
           1988            228          0.000       5169.345       3020.621        408.329          0.110       1388.694       5178.659
           1988            229          0.588       5154.955       3030.959        408.438          0.110       1392.746       5179.248
           1988            230          1.403       5140.596       3041.269        408.548          0.110       1396.798       5180.065
           1988            231          3.102       5126.268       3051.550        408.658          0.110       1400.849       5181.770
           1988            232          4.602       5111.974       3061.803        408.767          0.110       1404.901       5183.280
           1988            233          6.106       5097.713       3072.027        408.877          0.110       1408.952       5184.798
           1988            234          8.468       5083.485       3082.222        408.986          0.110       1413.003       5187.178
           1988            235         10.298       5069.292       3092.389        409.096          0.110       1417.054       5189.034
           1988            236         11.581       5055.132       3102.528        409.205          0.110       1421.105       5190.346
           1988            237         11.549       5041.003       3112.638        409.315          0.110       1425.156       5190.346
           1988            238         11.516       5026.903       3122.720        409.425          0.110       1429.207       5190.346
           1988            239         11.688       5012.831       3132.774        409.534          0.110       1433.257       5190.550
           1988            240         12.333       4998.789       3142.799        409.644          0.110       1437.307       5191.229
           1988            241         12.755       4984.776       3152.797        409.753          0.110       1441.357       5191.686
           1988            242         12.719       4970.792       3162.767        409.863          0.110       1445.407       5191.686
           1988            243         12.683       4956.837       3172.708        409.973          0.110       1449.457       5191.686
           1988            244         12.782       4942.909       3182.622        410.082          0.110       1453.506       5191.820
           1988            245         13.261       4928.062       3192.508        410.466          0.384       1458.506       5192.338
           1988            246         14.445       4913.246       3202.364        410.849          0.384       1463.507       5193.562
           1988            247         16.429       4898.462       3212.190        411.233          0.384       1468.511       5195.592
           1988            248         18.468       4883.711       3221.987        411.616          0.384       1473.516       5197.684
           1988            249         19.460       4868.993       3231.755        412.000          0.384       1478.524       5198.732
           1988            250         20.680       4854.306       3241.493        412.384          0.384       1483.533       5200.013
           1988            251         21.645       4839.648       3251.201        412.767          0.384       1488.545       5201.042
           1988            252         22.661       4825.022       3260.881        413.151          0.384       1493.559       5202.124
           1988            253         23.336       4810.426       3270.531        413.534          0.384       1498.574       5202.869
           1988            254         24.721       4795.860       3280.151        413.918          0.384       1503.592       5204.326
           1988            255         27.074       4781.327       3289.743        414.301          0.384       1508.611       5206.756
           1988            256         28.600       4766.826       3299.306        414.685          0.384       1513.633       5208.367
           1988            257         29.812       4752.357       3308.840        415.069          0.384       1518.657       5209.667
           1988            258         29.721       4737.918       3318.344        415.452          0.384       1523.683       5209.667
           1988            259         30.671       4723.506       3327.820        415.836          0.384       1528.710       5210.709
           1988            260         31.616       4709.125       3337.267        416.219          0.384       1533.740       5211.749
           1988            261         33.603       4694.773       3346.686        416.603          0.384       1538.772       5213.834
           1988            262         35.092       4680.455       3356.075        416.987          0.384       1543.805       5215.428
           1988            263         35.198       4666.166       3365.436        417.370          0.384       1548.841       5215.642
           1988            264         35.090       4651.904       3374.768        417.754          0.384       1553.879       5215.642
           1988            265         35.045       4637.668       3384.072        418.137          0.384       1558.918       5215.705
           1988            266         35.982       4623.461       3393.347        418.521          0.384       1563.960       5216.750
           1988            267         37.596       4609.283       3402.594        418.904          0.384       1569.003       5218.478
           1988            268         39.863       4595.138       3411.813        419.288          0.384       1574.048       5220.863
           1988            269         42.248       4581.026       3421.003        419.672          0.384       1579.096       5223.374
           1988            270         44.845       4566.948       3430.165        420.055          0.384       1584.146       5226.104
           1988            271         47.464       4552.904       3439.299        420.439          0.384       1589.197       5228.866
           1988            272         50.705       4538.896       3448.405        420.822          0.384       1594.251       5232.257
           1988            273         53.372       4524.923       3457.483        421.206          0.384       1599.307       5235.084
           1988            274         57.375       4510.985       3466.532        421.589          0.384       1604.365       5239.257
           1988            275         60.900       4497.085       3475.554        421.973          0.384       1609.425       5242.965
           1988            276         62.932       4483.220       3484.548        422.357          0.384       1614.488       5245.189
           1988            277         65.241       4469.388       3493.515        422.740          0.384       1619.552       5247.696
           1988            278         69.169       4455.590       3502.454        423.124          0.384       1624.619       5251.833
           1988            279         73.091       4441.831       3511.365        423.507          0.384       1629.688       5255.975
           1988            280         77.020       4428.108       3520.249        423.891          0.384       1634.759       5260.137
           1988            281         80.766       4414.424       3529.105        424.274          0.384       1639.832       5264.128
           1988            282         83.840       4400.776       3537.934        424.658          0.384       1644.908       5267.458
           1988            283         87.671       4387.164       3546.735        425.042          0.384       1649.986       5271.557
           1988            284         90.809       4373.588       3555.509        425.425          0.384       1655.066       5274.974
           1988            285         93.221       4360.047       3564.257        425.809          0.384       1660.148       5277.673
           1988            286         96.704       4346.540       3572.977        426.192          0.384       1665.232       5281.453
           1988            287        100.593       4333.069       3581.670        426.576          0.384       1670.318       5285.651
           1988            288        104.448       4319.636       3590.336        426.959          0.384       1675.407       5289.827
           1988            289        108.331       4306.239       3598.975        427.343          0.384       1680.498       5294.044
           1988            290        112.210       4292.880       3607.588        427.727          0.384       1685.591       5298.270
           1988            291        116.062       4279.558       3616.173        428.110          0.384       1690.686       5302.480
           1988            292        119.060       4266.271       3624.733        428.494          0.384       1695.784       5305.849
           1988            293        121.840       4253.020       3633.265        428.877          0.384       1700.884       5309.009
           1988            294        125.730       4239.802       3641.771        429.261          0.384       1705.985       5313.290
           1988            295        129.591       4226.622       3650.251        429.645          0.384       1711.089       5317.554
           1988            296        133.432       4213.479       3658.704        430.028          0.384       1716.196       5321.811
           1988            297        136.956       4200.372       3667.131        430.412          0.384       1721.304       5325.762
           1988            298        141.959       4187.302       3675.532        430.795          0.384       1726.415       5331.207
           1988            299        145.325       4174.270       3683.906        431.179          0.384       1731.528       5335.029
           1988            300        149.628       4161.274       3692.255        431.562          0.384       1736.643       5339.800
           1988            301        153.529       4148.316       3700.577        431.946          0.384       1741.761       5344.183
           1988            302        157.307       4135.395       3708.874        432.330          0.384       1746.881       5348.456
           1988            303        161.068       4122.509       3717.145        432.713          0.384       1752.003       5352.724
           1988            304        164.801       4109.660       3725.390        433.097          0.384       1757.127       5356.977
           1988            305        168.516       4096.846       3733.609        433.480          0.384       1762.253       5361.224
           1988            306        173.399       4084.070       3741.803        433.864          0.384       1767.382       5366.653
           1988            307        178.023       4071.333       3749.971        434.247          0.384       1772.513       5371.839
           1988            308        181.733       4058.633       3758.114        434.631          0.384       1777.646       5376.124
           1988            309        185.942       4045.969       3766.231        435.015          0.384       1782.781       5380.922
           1988            310        190.201       4033.342       3774.323        435.398          0.384       1787.919       5385.785
           1988            311        195.894       4020.755       3782.389        435.782          0.384       1793.059       5392.097
           1988            312        201.693       4008.209       3790.431        436.165          0.384       1798.202       5398.535
           1988            313        208.505       3995.706       3798.447        436.549          0.384       1803.347       5406.004
           1988            314        213.423       3983.246       3806.439        436.932          0.384       1808.494       5411.601
           1988            315        218.790       3970.826       3814.405        437.316          0.384       1813.644       5417.664
           1988            316        225.017       3958.447       3822.347        437.700          0.384       1818.796       5424.606
           1988            317        232.024       3946.111       3830.264        438.083          0.384       1823.951       5432.349
           1988            318        239.016       3933.821       3838.156        438.467          0.384       1829.108       5440.101
           1988            319        244.696       3921.575       3846.024        438.850          0.384       1834.268       5446.562
           1988            320        251.391       3909.371       3853.867        439.234          0.384       1839.430       5454.058
           1988            321        259.041       3897.212       3861.686        439.617          0.384       1844.595       5462.532
           1988            322        266.962       3885.100       3869.480        440.001          0.384       1849.762       5471.304
           1988            323        273.714       3873.035       3877.250        440.385          0.384       1854.932       5478.931
           1988            324        279.592       3861.013       3884.996        440.768          0.384       1860.105       5485.706
           1988            325        287.940       3849.036       3892.718        441.152          0.384       1865.280       5494.973
           1988            326        295.351       3837.105       3900.416        441.535          0.384       1870.458       5503.330
           1988            327        302.657       3825.221       3908.091        441.919          0.384       1875.639       5511.607
           1988            328        308.974       3813.382       3915.741        442.302          0.384       1880.822       5518.918
           1988            329        315.976       3801.585       3923.368        442.686          0.384       1886.008       5526.936
           1988            330        323.718       3789.833       3930.971        443.070          0.384       1891.196       5535.718
           1988            331        331.267       3778.128       3938.551        443.453          0.384       1896.387       5544.333
           1988            332        339.586       3766.471       3946.107        443.837          0.384       1901.581       5553.744
           1988            333        348.148       3754.861       3953.640        444.220          0.384       1906.777       5563.426
           1988            334        356.401       3743.301       3961.150        444.604          0.384       1911.977       5572.827
           1988            335        363.822       3731.787       3968.636        444.988          0.384          5.202        372.881
           1988            336        371.250       3718.399       3976.100        445.755          0.767         12.518        381.701
           1988            337        379.229       3705.098       3983.537        446.522          0.767         19.801        391.098
           1988            338        387.566       3691.881       3990.947        447.289          0.767         27.055        400.883
           1988            339        396.572       3678.750       3998.331        448.056          0.767         34.281        411.367
           1988            340        406.035       3665.704       4005.688        448.823          0.767         41.480        422.341
           1988            341        415.880       3652.317       4013.020        449.590          0.767         48.657        433.307
           1988            342        425.826       3639.342       4020.324        450.357          0.767         55.811        444.737
           1988            343        435.854       3626.744       4027.603        451.124          0.767         62.944        456.579
           1988            344        444.441       3614.458       4034.856        451.892          0.767         70.060        467.248
           1988            345        455.723       3602.516       4042.085        452.659          0.767         77.157        480.915
           1988            346        466.539       3590.883       4049.290        453.426          0.767         84.240        494.386
           1988            347        476.392       3579.518       4056.472        454.193          0.767         91.310        507.126
           1988            348        491.771       3568.491       4063.631        454.960          0.767         98.367        525.694
           1988            349        503.094       3557.720       4070.768        455.727          0.767        105.418        540.434
           1988            350        513.873       3547.172       4077.883        456.494          0.767        112.459        554.822
           1988            351        525.777       3536.849       4084.978        457.261          0.767        119.492        570.531
           1988            352        542.215       3526.790       4092.052        458.029          0.767        126.519        591.010
           1988            353        552.188       3516.911       4099.105        458.796          0.767        133.544        605.184
           1988            354        564.010       3507.214       4106.139        459.563          0.767        140.564        621.360
           1988            355        574.644       3497.679       4113.153        460.330          0.767        147.579        636.490
           1988            356        584.341       3488.289       4120.148        461.097          0.767        154.591        650.804
           1988            357        596.930       3479.061       4127.125        461.864          0.767        161.598        668.148
           1988            358        607.218       3469.972       4134.083        462.631          0.767        168.604        683.312
           1988            359        620.147       3461.034       4141.023        463.398          0.767        175.608        701.246
           1988            360        630.826       3452.226       4147.945        464.166          0.767        182.613        717.045
           1988            361        642.322       3443.547       4154.850        464.933          0.767        189.616        733.770
           1988            362        654.384       3434.996       4161.737        465.700          0.767        196.620        751.171
           1988            363        664.389       3426.556       4168.606        466.467          0.767        203.624        766.611
           1988            364        676.647       3418.234       4175.460        467.234          0.767        210.629        784.404
           1988            365        690.870       3410.038       4182.296        468.001          0.767        217.635        804.275
