APSIM output file, version = 5.4
Title = 
           year            day     green_pool      dead_pool         litter            alw            lwg      acc_eaten     acc_growth
           1988            366        707.413       3401.979       4189.116        468.768          0.767        224.645        826.589
           1989              1        721.067       3394.041       4195.920        469.535          0.767        231.661        846.125
           1989              2        736.770       3386.224       4202.708        470.302          0.767        238.682        867.819
           1989              3        746.316       3378.501       4209.481        471.070          0.767        245.708        883.440
           1989              4        757.680       3370.866       4216.238        471.837          0.767        252.735        900.954
           1989              5        769.918       3363.324       4222.979        472.604          0.767        259.766        919.421
           1989              6        784.942       3355.883       4229.706        473.371          0.767        266.800        940.766
           1989              7        796.294       3348.533       4236.418        474.138          0.767        273.840        958.520
           1989              8        811.468       3341.278       4243.115        474.905          0.767        280.885        980.181
           1989              9        824.661       3334.115       4249.798        475.672          0.767        287.935        999.943
           1989             10        836.915       3327.036       4256.466        476.439          0.767        294.991       1018.843
           1989             11        848.588       3320.035       4263.120        477.207          0.767        302.052       1037.230
           1989             12        861.012       3313.111       4269.760        477.974          0.767        309.118       1056.436
           1989             13        875.451       3306.271       4276.386        478.741          0.767        316.189       1077.732
           1989             14        894.354       3299.526       4282.999        479.508          0.767        323.266       1103.581
           1989             15        911.102       3292.878       4289.598        480.275          0.767        330.354       1127.366
           1989             16        928.506       3286.321       4296.184        481.042          0.767        337.449       1151.894
           1989             17        943.680       3279.849       4302.756        481.809          0.767        344.553       1174.273
           1989             18        956.172       3273.451       4309.316        482.576          0.767        351.664       1194.038
           1989             19        968.661       3267.120       4315.863        483.344          0.767        358.782       1213.860
           1989             20        978.869       3260.851       4322.397        484.111          0.767        365.905       1231.457
           1989             21        991.575       3254.643       4328.919        484.878          0.767        373.033       1251.605
           1989             22       1003.894       3248.500       4335.428        485.645          0.767        380.168       1271.424
           1989             23       1021.462       3242.428       4341.925        486.412          0.767        387.309       1296.559
           1989             24       1045.560       3236.449       4348.410        487.179          0.767        394.458       1328.312
           1989             25       1068.711       3230.570       4354.883        487.946          0.767        401.621       1359.220
           1989             26       1086.156       3224.779       4361.344        488.713          0.767        408.795       1384.509
           1989             27       1101.971       3219.060       4367.793        489.480          0.767        415.979       1408.237
           1989             28       1123.691       3213.417       4374.231        490.248          0.767        423.170       1437.944
           1989             29       1141.773       3207.857       4380.659        491.015          0.767        430.373       1464.095
           1989             30       1154.681       3202.363       4387.074        491.782          0.767        437.585       1485.137
           1989             31       1166.194       3196.922       4393.479        492.549          0.767        444.803       1504.832
           1989             32       1182.327       3191.538       4399.873        493.316          0.767        452.028       1529.200
           1989             33       1202.202       3187.348       4406.256        494.083          0.767        459.261       1558.501
           1989             34       1221.976       3184.269       4412.631        494.850          0.767        466.505       1588.815
           1989             35       1246.931       3181.616       4418.999        495.617          0.767        473.760       1624.741
           1989             36       1256.810       3176.927       4425.362        496.385          0.767        481.028       1643.562
           1989             37       1289.714       3171.891       4431.716        497.152          0.767        488.302       1685.058
           1989             38       1317.135       3166.958       4438.061        497.919          0.767        495.592       1721.179
           1989             39       1337.257       3162.111       4444.394        498.686          0.767        502.894       1750.091
           1989             40       1352.150       3157.328       4450.718        499.453          0.767        510.206       1773.837
           1989             41       1366.640       3152.599       4457.033        500.220          0.767        517.526       1797.232
           1989             42       1382.216       3147.923       4463.338        500.987          0.767        524.853       1821.766
           1989             43       1400.367       3143.305       4469.634        501.754          0.767        532.189       1848.930
           1989             44       1417.973       3138.749       4475.921        502.522          0.767        539.533       1875.610
           1989             45       1428.259       3136.657       4482.198        503.289          0.767        546.887       1897.435
           1989             46       1433.029       3136.943       4488.472        504.056          0.767        554.247       1916.125
           1989             47       1433.434       3139.096       4494.746        504.823          0.767        561.614       1932.323
           1989             48       1432.347       3142.677       4501.023        505.590          0.767        568.985       1948.467
           1989             49       1427.755       3147.323       4507.309        506.357          0.767        576.362       1962.183
           1989             50       1420.350       3152.804       4513.604        507.124          0.767        583.742       1973.935
           1989             51       1410.694       3158.965       4519.909        507.891          0.767        591.127       1984.129
           1989             52       1422.809       3154.389       4526.228        508.659          0.767        598.514       2005.373
           1989             53       1446.100       3149.867       4532.536        509.426          0.767        605.908       2037.846
           1989             54       1469.386       3145.419       4538.836        510.193          0.767        613.314       2070.389
           1989             55       1488.415       3141.042       4545.127        510.960          0.767        620.730       2098.748
           1989             56       1512.651       3136.730       4551.409        511.727          0.767        628.156       2132.381
           1989             57       1533.201       3132.490       4557.683        512.494          0.767        635.594       2162.402
           1989             58       1555.616       3128.316       4563.947        513.261          0.767        643.041       2194.355
           1989             59       1591.729       3124.220       4570.204        514.028          0.767        650.499       2240.087
           1989             60       1615.541       3120.416       4576.452        514.412          0.384        656.401       2272.245
           1989             61       1639.505       3116.678       4582.693        514.796          0.384        662.309       2304.621
           1989             62       1666.776       3113.010       4588.927        515.179          0.384        668.224       2340.371
           1989             63       1691.462       3109.415       4595.152        515.563          0.384        674.146       2373.610
           1989             64       1711.778       3105.886       4601.371        515.946          0.384        680.073       2402.543
           1989             65       1732.644       3102.414       4607.583        516.330          0.384        686.006       2432.082
           1989             66       1753.841       3099.000       4613.788        516.713          0.384        691.945       2462.009
           1989             67       1774.015       3095.644       4619.986        517.097          0.384        697.888       2490.968
           1989             68       1795.454       3092.343       4626.177        517.480          0.384        703.837       2521.247
           1989             69       1812.433       3089.099       4632.362        517.864          0.384        709.790       2547.120
           1989             70       1829.654       3085.903       4638.540        518.247          0.384        715.748       2573.281
           1989             71       1847.686       3083.364       4644.712        518.631          0.384        721.711       2600.909
           1989             72       1856.286       3083.601       4650.879        519.015          0.384        727.678       2621.879
           1989             73       1861.269       3086.146       4657.046        519.398          0.384        733.648       2641.544
           1989             74       1861.970       3090.504       4663.218        519.782          0.384        739.621       2658.749
           1989             75       1891.177       3087.425       4669.399        520.165          0.384        745.597       2697.034
           1989             76       1918.735       3084.420       4675.574        520.549          0.384        751.579       2733.744
           1989             77       1947.952       3081.486       4681.743        520.932          0.384        757.568       2772.184
           1989             78       1976.632       3078.626       4687.906        521.316          0.384        763.563       2810.161
           1989             79       1995.714       3078.170       4694.063        521.699          0.384        769.564       2840.947
           1989             80       2002.667       3080.845       4700.219        522.083          0.384        775.571       2862.736
           1989             81       2002.170       3086.248       4706.381        522.466          0.384        781.580       2879.814
           1989             82       1996.767       3093.844       4712.554        522.850          0.384        787.592       2894.192
           1989             83       1988.527       3103.229       4718.741        523.234          0.384        793.606       2907.539
           1989             84       1989.755       3109.476       4724.948        523.617          0.384        799.622       2927.235
           1989             85       2011.056       3106.646       4731.167        524.001          0.384        805.640       2957.945
           1989             86       2050.470       3103.877       4737.380        524.384          0.384        811.664       3006.826
           1989             87       2077.240       3101.200       4743.588        524.768          0.384        817.695       3043.158
           1989             88       2100.638       3098.590       4749.790        525.151          0.384        823.732       3076.186
           1989             89       2129.183       3096.039       4755.987        525.535          0.384        829.775       3114.419
           1989             90       2159.975       3093.558       4762.180        525.918          0.384        835.823       3154.971
           1989             91       2189.383       3091.153       4768.366        526.302          0.384        841.878       3194.215
           1989             92       2212.791       3088.817       4774.549        526.685          0.384        847.938       3227.529
           1989             93       2234.248       3086.538       4780.727        527.069          0.384        854.004       3258.950
           1989             94       2267.804       3084.314       4786.899        527.453          0.384        860.074       3302.527
           1989             95       2293.577       3082.169       4793.068        527.836          0.384        866.151       3338.399
           1989             96       2319.296       3080.085       4799.232        528.220          0.384        872.233       3374.281
           1989             97       2345.486       3078.062       4805.393        528.603          0.384        878.320       3410.696
           1989             98       2371.549       3076.103       4811.549        528.987          0.384        884.412       3447.047
           1989             99       2393.110       3074.203       4817.701        529.370          0.384        890.510       3478.959
           1989            100       2412.135       3072.355       4823.850        529.754          0.384        896.612       3508.386
           1989            101       2437.352       3070.554       4829.994        530.137          0.384        902.718       3544.053
           1989            102       2450.761       3068.809       4836.135        530.521          0.384        908.829       3567.970
           1989            103       2486.260       3067.103       4842.273        530.904          0.384        914.944       3614.014
           1989            104       2505.464       3065.474       4848.407        531.288          0.384        921.065       3643.844
           1989            105       2522.700       3063.890       4854.538        531.672          0.384        927.190       3671.753
           1989            106       2539.021       3062.347       4860.666        532.055          0.384        933.319       3698.788
           1989            107       2557.718       3060.844       4866.791        532.439          0.384        939.451       3728.239
           1989            108       2576.075       3059.384       4872.912        532.822          0.384        945.588       3757.393
           1989            109       2594.280       3059.008       4879.031        533.206          0.384        951.728       3787.482
           1989            110       2607.721       3061.758       4885.149        533.589          0.384        957.873       3815.936
           1989            111       2613.370       3067.115       4891.272        533.973          0.384        964.021       3839.214
           1989            112       2610.622       3074.353       4897.407        534.356          0.384        970.173       3855.988
           1989            113       2613.476       3083.290       4903.556        534.740          0.384        976.327       3880.083
           1989            114       2624.126       3081.900       4909.723        535.123          0.384        982.484       3901.667
           1989            115       2635.283       3080.538       4915.886        535.507          0.384        988.644       3923.785
           1989            116       2656.923       3079.203       4922.047        535.891          0.384        994.807       3956.414
           1989            117       2687.121       3077.920       4928.206        536.274          0.384       1000.975       3997.654
           1989            118       2710.865       3076.703       4934.361        536.658          0.384       1007.147       4032.510
           1989            119       2729.657       3075.540       4940.515        537.041          0.384       1013.325       4062.471
           1989            120       2750.440       3074.420       4946.666        537.425          0.384       1019.506       4094.465
           1989            121       2769.216       3073.346       4952.814        537.808          0.384       1025.692       4124.502
           1989            122       2788.861       3072.316       4958.961        538.192          0.384       1031.881       4155.454
           1989            123       2811.637       3071.330       4965.106        538.575          0.384       1038.075       4189.582
           1989            124       2830.962       3070.395       4971.249        538.959          0.384       1044.273       4220.312
           1989            125       2846.142       3069.502       4977.390        539.342          0.384       1050.475       4246.941
           1989            126       2858.523       3068.643       4983.528        539.726          0.384       1056.680       4270.809
           1989            127       2865.113       3067.812       4989.666        540.109          0.384       1062.889       4288.913
           1989            128       2880.135       3066.997       4995.802        540.493          0.384       1069.100       4315.467
           1989            129       2916.172       3066.220       5001.936        540.877          0.384       1075.315       4363.075
           1989            130       2939.320       3065.520       5008.067        541.260          0.384       1081.535       4397.875
           1989            131       2963.839       3064.870       5014.199        541.644          0.384       1087.760       4434.101
           1989            132       2980.489       3064.272       5020.328        542.027          0.384       1093.990       4462.512
           1989            133       2996.102       3063.712       5026.457        542.411          0.384       1100.223       4489.926
           1989            134       3015.450       3063.186       5032.584        542.794          0.384       1106.459       4521.112
           1989            135       3034.061       3062.702       5038.711        543.178          0.384       1112.700       4551.606
           1989            136       3050.073       3062.259       5044.836        543.561          0.384       1118.944       4579.544
           1989            137       3063.063       3061.850       5050.961        543.945          0.384       1125.192       4604.498
           1989            138       3085.006       3061.470       5057.085        544.328          0.384       1131.443       4638.436
           1989            139       3105.450       3061.138       5063.208        544.712          0.384       1137.698       4670.926
           1989            140       3127.993       3060.850       5069.330        545.096          0.384       1143.958       4705.562
           1989            141       3154.101       3060.610       5075.452        545.479          0.384       1150.222       4743.816
           1989            142       3169.971       3060.425       5081.573        545.863          0.384       1156.490       4771.891
           1989            143       3194.060       3060.274       5087.694        546.246          0.384       1162.761       4808.222
           1989            144       3181.767       3060.171       5093.814        546.630          0.384       1169.038       4808.222
           1989            145       3196.592       3060.045       5099.935        547.013          0.384       1175.314       4835.317
           1989            146       3192.307       3059.948       5106.055        547.397          0.384       1181.595       4843.336
           1989            147       3199.127       3059.844       5112.175        547.780          0.384       1187.876       4862.453
           1989            148       3227.531       3059.756       5118.295        548.164          0.384       1194.161       4903.173
           1989            149       3225.644       3059.725       5124.414        548.547          0.384       1200.450       4913.665
           1989            150       3239.374       3059.692       5130.534        548.931          0.384       1206.741       4939.771
           1989            151       3256.157       3059.688       5136.653        549.315          0.384       1213.035       4968.965
           1989            152       3246.042       3059.860       5142.772        400.110          0.110       1216.859       4968.965
           1989            153       3235.949       3060.010       5148.892        400.219          0.110       1220.683       4968.965
           1989            154       3248.952       3060.140       5155.012        400.329          0.110       1224.507       4992.043
           1989            155       3266.392       3060.298       5161.132        400.438          0.110       1228.333       5019.585
           1989            156       3269.747       3060.490       5167.252        400.548          0.110       1232.159       5033.080
           1989            157       3259.601       3060.687       5173.374        400.658          0.110       1235.987       5033.080
           1989            158       3249.476       3060.864       5179.495        400.767          0.110       1239.814       5033.080
           1989            159       3239.373       3061.019       5185.616        400.877          0.110       1243.641       5033.080
           1989            160       3229.290       3061.152       5191.738        400.986          0.110       1247.468       5033.080
           1989            161       3219.228       3061.265       5197.861        401.096          0.110       1251.295       5033.080
           1989            162       3209.188       3061.356       5203.983        401.205          0.110       1255.121       5033.080
           1989            163       3199.168       3061.427       5210.106        401.315          0.110       1258.948       5033.080
           1989            164       3189.169       3061.476       5216.229        401.425          0.110       1262.774       5033.080
           1989            165       3179.192       3061.505       5222.352        401.534          0.110       1266.600       5033.080
           1989            166       3169.235       3061.512       5228.475        401.644          0.110       1270.426       5033.080
           1989            167       3160.565       3061.500       5234.598        401.753          0.110       1274.252       5034.346
           1989            168       3171.727       3061.470       5240.721        401.863          0.110       1278.078       5055.428
           1989            169       3191.647       3061.465       5246.844        401.973          0.110       1281.905       5085.292
           1989            170       3182.821       3061.499       5252.967        402.082          0.110       1285.733       5086.452
           1989            171       3172.854       3061.514       5259.090        402.192          0.110       1289.562       5086.452
           1989            172       3162.908       3061.509       5265.213        402.301          0.110       1293.390       5086.452
           1989            173       3152.983       3061.483       5271.336        402.411          0.110       1297.218       5086.452
           1989            174       3143.079       3061.436       5277.459        402.521          0.110       1301.046       5086.452
           1989            175       3133.195       3061.369       5283.582        402.630          0.110       1304.874       5086.452
           1989            176       3123.332       3061.281       5289.705        402.740          0.110       1308.702       5086.452
           1989            177        624.579       5550.084       5295.828        402.849          0.110       1312.529       5086.452
           1989            178        436.934       5722.801       5306.928        402.959          0.110       1316.357       5086.452
           1989            179        435.060       5709.402       5318.373        403.068          0.110       1320.184       5086.452
           1989            180        437.197       5695.299       5329.792        403.178          0.110       1324.011       5089.732
           1989            181        436.050       5681.229       5341.183        403.288          0.110       1327.838       5089.732
           1989            182        441.327       5667.188       5352.545        403.397          0.110       1331.665       5096.157
           1989            183        450.956       5653.191       5363.879        403.507          0.110       1335.492       5106.952
           1989            184        458.617       5639.247       5375.186        403.616          0.110       1339.320       5115.803
           1989            185        463.925       5625.349       5386.464        403.726          0.110       1343.148       5122.319
           1989            186        462.705       5611.489       5397.715        403.836          0.110       1346.977       5122.319
           1989            187        138.724       5920.419       5408.938        403.945          0.110       1350.805       5122.319
           1989            188        138.323       5905.151       5420.779        404.055          0.110       1354.633       5122.319
           1989            189        137.891       5889.945       5432.589        404.164          0.110       1358.461       5122.319
           1989            190        137.425       5874.803       5444.369        404.274          0.110       1362.289       5122.319
           1989            191        137.063       5859.588       5456.118        404.384          0.110       1366.117       5122.319
           1989            192        136.702       5844.402       5467.838        404.493          0.110       1369.944       5122.319
           1989            193        122.952       5842.636       5479.526        404.603          0.110       1373.772       5122.319
           1989            194        116.730       5833.346       5491.212        404.712          0.110       1377.599       5122.319
           1989            195          0.000       5934.582       5502.878        404.822          0.110       1381.426       5122.319
           1989            196          0.000       5918.886       5514.747        404.931          0.110       1385.253       5122.319
           1989            197          0.000       5903.222       5526.585        405.041          0.110       1389.080       5122.319
           1989            198          0.000       5887.588       5538.392        405.151          0.110       1392.906       5122.319
           1989            199          0.000       5871.987       5550.167        405.260          0.110       1396.733       5122.319
           1989            200          0.000       5856.417       5561.910        405.370          0.110       1400.559       5122.319
           1989            201          0.000       5840.878       5573.623        405.479          0.110       1404.385       5122.319
           1989            202          0.000       5825.370       5585.305        405.589          0.110       1408.211       5122.319
           1989            203          0.000       5809.894       5596.956        405.699          0.110       1412.037       5122.319
           1989            204          0.000       5794.448       5608.575        405.808          0.110       1415.862       5122.319
           1989            205          0.000       5779.034       5620.165        405.918          0.110       1419.688       5122.319
           1989            206          0.000       5763.650       5631.723        406.027          0.110       1423.513       5122.319
           1989            207          0.000       5748.298       5643.250        406.137          0.110       1427.338       5122.319
           1989            208          0.000       5732.977       5654.746        406.247          0.110       1431.163       5122.319
           1989            209          0.000       5717.686       5666.212        406.356          0.110       1434.988       5122.319
           1989            210          0.105       5702.426       5677.647        406.466          0.110       1438.813       5122.424
           1989            211          0.506       5687.197       5689.052        406.575          0.110       1442.637       5122.825
           1989            212          0.626       5671.999       5700.427        406.685          0.110       1446.462       5122.946
           1989            213          0.624       5656.833       5711.771        406.794          0.110       1450.286       5122.946
           1989            214          0.000       5642.319       5723.085        406.904          0.110       1454.110       5122.946
           1989            215          0.000       5627.210       5734.369        407.014          0.110       1457.934       5122.946
           1989            216          0.000       5612.132       5745.624        407.123          0.110       1461.758       5122.946
           1989            217          0.000       5597.084       5756.848        407.233          0.110       1465.581       5122.946
           1989            218          0.000       5582.067       5768.042        407.342          0.110       1469.405       5122.946
           1989            219          0.000       5567.080       5779.207        407.452          0.110       1473.228       5122.946
           1989            220          0.000       5552.123       5790.341        407.562          0.110       1477.051       5122.946
           1989            221          0.000       5537.195       5801.445        407.671          0.110       1480.874       5122.946
           1989            222          0.000       5522.298       5812.519        407.781          0.110       1484.697       5122.946
           1989            223          0.000       5507.431       5823.563        407.890          0.110       1488.519       5122.946
           1989            224          0.000       5492.594       5834.579        408.000          0.110       1492.342       5122.946
           1989            225          0.000       5477.787       5845.564        408.110          0.110       1496.164       5122.946
           1989            226          0.000       5463.009       5856.520        408.219          0.110       1499.986       5122.946
           1989            227          0.000       5448.261       5867.445        408.329          0.110       1503.808       5122.946
           1989            228          0.000       5433.543       5878.342        408.438          0.110       1507.630       5122.946
           1989            229          0.000       5418.854       5889.209        408.548          0.110       1511.451       5122.946
           1989            230          0.000       5404.195       5900.047        408.658          0.110       1515.272       5122.946
           1989            231          0.274       5389.566       5910.855        408.767          0.110       1519.094       5123.220
           1989            232          0.273       5374.967       5921.635        408.877          0.110       1522.915       5123.220
           1989            233          0.311       5360.396       5932.384        408.986          0.110       1526.736       5123.259
           1989            234          0.653       5345.856       5943.105        409.096          0.110       1530.557       5123.602
           1989            235          0.964       5331.346       5953.797        409.205          0.110       1534.377       5123.915
           1989            236          0.961       5316.865       5964.460        409.315          0.110       1538.198       5123.915
           1989            237          0.288       5303.084       5975.094        409.425          0.110       1542.018       5123.915
           1989            238          0.287       5288.659       5985.699        409.534          0.110       1545.838       5123.915
           1989            239          0.287       5274.263       5996.277        409.644          0.110       1549.658       5123.915
           1989            240          0.200       5259.980       6006.825        409.753          0.110       1553.478       5123.915
           1989            241          0.622       5245.642       6017.346        409.863          0.110       1557.297       5124.337
           1989            242          0.620       5231.333       6027.837        409.973          0.110       1561.117       5124.337
           1989            243          0.855       5217.053       6038.300        410.082          0.110       1564.936       5124.574
           1989            244          1.647       5201.906       6048.734        410.466          0.384       1569.651       5125.369
           1989            245          1.642       5186.790       6059.138        410.849          0.384       1574.368       5125.369
           1989            246          1.637       5171.702       6069.511        411.233          0.384       1579.087       5125.369
           1989            247          1.632       5156.643       6079.854        411.616          0.384       1583.808       5125.369
           1989            248          1.628       5141.611       6090.168        412.000          0.384       1588.531       5125.369
           1989            249          1.825       5126.608       6100.451        412.384          0.384       1593.256       5125.570
           1989            250          2.142       5111.635       6110.704        412.767          0.384       1597.982       5125.894
           1989            251          2.574       5096.689       6120.928        413.151          0.384       1602.711       5126.332
           1989            252          3.163       5081.774       6131.121        413.534          0.384       1607.441       5126.929
           1989            253          4.928       5066.889       6141.284        413.918          0.384       1612.173       5128.706
           1989            254          7.672       5052.038       6151.418        414.301          0.384       1616.907       5131.466
           1989            255          7.649       5037.220       6161.522        414.685          0.384       1621.644       5131.466
           1989            256          7.627       5022.430       6171.597        415.069          0.384       1626.382       5131.466
           1989            257          7.604       5007.667       6181.642        415.452          0.384       1631.122       5131.466
           1989            258          7.582       4992.933       6191.657        415.836          0.384       1635.864       5131.466
           1989            259          7.560       4978.226       6201.643        416.219          0.384       1640.607       5131.466
           1989            260          8.128       4963.546       6211.599        416.603          0.384       1645.353       5132.058
           1989            261         10.571       4948.898       6221.526        416.987          0.384       1650.100       5134.526
           1989            262         13.143       4934.284       6231.424        417.370          0.384       1654.850       5137.133
           1989            263         15.137       4919.705       6241.292        417.754          0.384       1659.601       5139.167
           1989            264         16.505       4905.158       6251.132        418.137          0.384       1664.355       5140.582
           1989            265         18.650       4890.644       6260.942        418.521          0.384       1669.110       5142.778
           1989            266         21.688       4876.163       6270.723        418.904          0.384       1673.868       5145.874
           1989            267         23.487       4861.717       6280.476        419.288          0.384       1678.628       5147.739
           1989            268         26.794       4847.306       6290.199        419.672          0.384       1683.389       5151.119
           1989            269         28.732       4832.929       6299.894        420.055          0.384       1688.153       5153.139
           1989            270         28.646       4818.583       6309.560        420.439          0.384       1692.919       5153.139
           1989            271         28.987       4804.264       6319.197        420.822          0.384       1697.686       5153.565
           1989            272         30.551       4789.975       6328.806        421.206          0.384       1702.456       5155.218
           1989            273         32.609       4775.716       6338.386        421.589          0.384       1707.227       5157.369
           1989            274         34.661       4761.491       6347.937        421.973          0.384       1712.001       5159.521
           1989            275         38.069       4747.300       6357.460        422.357          0.384       1716.776       5163.036
           1989            276         39.366       4733.144       6366.955        422.740          0.384       1721.553       5164.449
           1989            277         41.549       4719.019       6376.421        423.124          0.384       1726.333       5166.753
           1989            278         45.617       4704.928       6385.859        423.507          0.384       1731.114       5170.949
           1989            279         48.519       4690.875       6395.269        423.891          0.384       1735.898       5173.992
           1989            280         51.265       4676.856       6404.650        424.274          0.384       1740.684       5176.887
           1989            281         54.768       4662.872       6414.004        424.658          0.384       1745.472       5180.548
           1989            282         57.391       4648.925       6423.330        425.042          0.384       1750.262       5183.339
           1989            283         60.592       4635.011       6432.628        425.425          0.384       1755.054       5186.717
           1989            284         62.478       4621.132       6441.898        425.809          0.384       1759.848       5188.787
           1989            285         64.380       4607.285       6451.140        426.192          0.384       1764.644       5190.880
           1989            286         68.324       4593.471       6460.354        426.576          0.384       1769.442       5195.023
           1989            287         72.309       4579.695       6469.542        426.959          0.384       1774.242       5199.220
           1989            288         76.077       4565.956       6478.701        427.343          0.384       1779.045       5203.212
           1989            289         80.011       4552.255       6487.833        427.727          0.384       1783.850       5207.381
           1989            290         83.882       4538.590       6496.938        428.110          0.384       1788.656       5211.499
           1989            291         87.130       4524.963       6506.015        428.494          0.384       1793.466       5215.005
           1989            292         91.055       4511.371       6515.064        428.877          0.384       1798.277       5219.200
           1989            293         94.672       4497.816       6524.087        429.261          0.384       1803.090       5223.098
           1989            294         97.427       4484.297       6533.083        429.645          0.384       1807.906       5226.145
           1989            295        100.040       4470.811       6542.051        430.028          0.384       1812.723       5229.058
           1989            296        103.301       4457.358       6550.993        430.412          0.384       1817.543       5232.627
           1989            297        106.020       4443.941       6559.908        430.795          0.384       1822.365       5235.666
           1989            298        109.484       4430.558       6568.796        431.179          0.384       1827.188       5239.458
           1989            299        112.987       4417.210       6577.656        431.562          0.384       1832.014       5243.301
           1989            300        124.684       4403.907       6586.491        431.946          0.384       1836.843       5255.356
           1989            301        127.555       4390.653       6595.299        432.330          0.384       1841.674       5258.614
           1989            302        131.722       4377.436       6604.081        432.713          0.384       1846.507       5263.177
           1989            303        135.533       4364.255       6612.835        433.097          0.384       1851.342       5267.397
           1989            304        139.173       4351.110       6621.563        433.480          0.384       1856.180       5271.458
           1989            305        144.123       4338.002       6630.266        433.864          0.384       1861.020       5276.842
           1989            306        149.132       4324.934       6638.942        434.247          0.384       1865.862       5282.301
           1989            307        154.034       4311.905       6647.592        434.631          0.384       1870.706       5287.668
           1989            308        158.836       4298.915       6656.215        435.015          0.384       1875.553       5292.951
           1989            309        164.176       4285.965       6664.813        435.398          0.384       1880.402       5298.787
           1989            310        170.195       4273.056       6673.386        435.782          0.384       1885.253       5305.321
           1989            311        175.969       4260.189       6681.932        436.165          0.384       1890.107       5311.627
           1989            312        181.526       4247.364       6690.452        436.549          0.384       1894.963       5317.735
           1989            313        186.560       4234.579       6698.947        436.932          0.384       1899.822       5323.337
           1989            314        191.179       4221.832       6707.416        437.316          0.384       1904.682       5328.540
           1989            315        196.858       4209.125       6715.859        437.700          0.384       1909.546       5334.818
           1989            316        202.796       4196.459       6724.278        438.083          0.384       1914.411       5341.375
           1989            317        207.828       4183.834       6732.670        438.467          0.384       1919.279       5347.042
           1989            318        214.572       4171.250       6741.039        438.850          0.384       1924.149       5354.441
           1989            319        221.173       4158.710       6749.381        439.234          0.384       1929.022       5361.717
           1989            320        227.603       4146.213       6757.699        439.617          0.384       1933.897       5368.843
           1989            321        234.288       4133.760       6765.991        440.001          0.384       1938.775       5376.244
           1989            322        240.415       4121.350       6774.258        440.385          0.384       1943.655       5383.109
           1989            323        248.529       4108.983       6782.501        440.768          0.384       1948.538       5391.983
           1989            324        260.424       4096.669       6790.720        441.152          0.384       1953.424       5404.667
           1989            325        269.794       4084.411       6798.913        441.535          0.384       1958.312       5414.861
           1989            326        280.068       4072.205       6807.082        441.919          0.384       1963.204       5425.990
           1989            327        289.703       4060.052       6815.227        442.302          0.384       1968.098       5436.510
           1989            328        299.759       4047.952       6823.347        442.686          0.384       1972.995       5447.483
           1989            329        310.697       4035.906       6831.442        443.070          0.384       1977.895       5459.371
           1989            330        320.762       4023.915       6839.515        443.453          0.384       1982.798       5470.419
           1989            331        332.876       4011.978       6847.562        443.837          0.384       1987.704       5483.551
           1989            332        344.671       4000.100       6855.586        444.220          0.384       1992.613       5496.402
           1989            333        356.375       3988.280       6863.586        444.604          0.384       1997.525       5509.198
           1989            334        367.436       3976.517       6871.562        444.988          0.384       2002.441       5521.388
           1989            335        377.972       3963.614       6879.516        445.755          0.767          6.227        390.327
           1989            336        387.142       3950.101       6887.443        446.522          0.767         13.190        400.875
           1989            337        397.353       3936.675       6895.343        447.289          0.767         20.126        412.496
           1989            338        406.221       3923.333       6903.216        448.056          0.767         27.037        422.807
           1989            339        419.639       3910.078       6911.063        448.823          0.767         33.926        437.705
           1989            340        431.654       3896.913       6918.883        449.590          0.767         40.795        451.244
           1989            341        444.408       3883.490       6926.677        450.357          0.767         47.645        465.220
           1989            342        458.754       3870.549       6934.443        451.124          0.767         54.479        481.224
           1989            343        468.586       3857.938       6942.185        451.892          0.767         61.298        493.006
           1989            344        479.941       3845.657       6949.901        452.659          0.767         68.103        506.602
           1989            345        489.449       3833.649       6957.592        453.426          0.767         74.895        518.584
           1989            346        499.123       3821.893       6965.260        454.193          0.767         81.674        530.948
           1989            347        510.013       3810.394       6972.903        454.960          0.767         88.442        544.752
           1989            348        524.669       3799.191       6980.524        455.727          0.767         95.200        562.584
           1989            349        537.240       3788.237       6988.123        456.494          0.767        101.953        578.550
           1989            350        556.694       3777.594       6995.699        457.261          0.767        108.698        601.684
           1989            351        573.480       3767.215       7003.254        458.029          0.767        115.443        622.391
           1989            352        588.116       3757.055       7010.789        458.796          0.767        122.186        641.144
           1989            353        600.492       3747.077       7018.302        459.563          0.767        128.926        657.797
           1989            354        610.152       3737.245       7025.797        460.330          0.767        135.664        671.857
           1989            355        619.563       3727.546       7033.271        461.097          0.767        142.397        685.777
           1989            356        628.580       3717.973       7040.726        461.864          0.767        149.126        699.404
           1989            357        636.960       3708.514       7048.162        462.631          0.767        155.851        712.486
           1989            358        652.107       3699.212       7055.579        463.398          0.767        162.573        732.470
           1989            359        667.045       3690.070       7062.977        464.166          0.767        169.296        752.388
           1989            360        678.699       3681.059       7070.357        464.933          0.767        176.021        769.135
           1989            361        691.967       3672.177       7077.719        465.700          0.767        182.746        787.609
           1989            362        705.017       3663.422       7085.064        466.467          0.767        189.473        805.974
           1989            363        717.656       3654.785       7092.391        467.234          0.767        196.201        824.033
           1989            364        730.737       3646.265       7099.701        468.001          0.767        202.931        842.632
           1989            365        742.561       3637.852       7106.993        468.768          0.767        209.663        860.068
           1990              1        753.772       3629.538       7114.269        469.535          0.767        216.397        876.975
