Summary_file = referenc.sum
Title = 
      year       day             no3(1)             no3(2)             no3(3)          sw_dep(1)          sw_dep(2)          sw_dep(3)       tt_tot()            lai        biomass avg@mungbean_swdef_photo avg@mungbean_nfact_photo   plant_status      dm_dead()          yield     residue_wt      residue_n        fom_c()        fom_n()        node_no        leaf_no    dlt_leaf_no    dlt_node_no             rlv(1)             rlv(2)             rlv(3)  root_length()    dm_green(1)         height sum@mungbean_dlt_n_fixed_pot sum@mungbean_dlt_n_fixed sum@mungbean_n_supply_soil    n_conc_crit       n_demand    n_conc_crit        root_wt         root_n     root_depth
    (year)     (day)            (kg/ha)            (kg/ha)            (kg/ha)               (mm)               (mm)               (mm)           (oC)      (m^2/m^2)        (kg/ha)                      (?)                      (?)             ()        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)             ()             ()             ()             ()           (mm/mm3)           (mm/mm3)           (mm/mm3)       (mm/mm2)        (g/m^2)           (mm)                          (?)                      (?)                        (?)            (%)        (g/m^2)            (%)        (g/m^2)        (g/m^2)           (mm)
      1993       315             24.381             20.383              0.414             31.276             79.390             80.000          0.000          0.000          0.000                    0.000                    0.000            out          0.000          0.000          1.025          0.012         36.806          1.316          0.000          0.000          0.000          0.000              0.000              0.000              0.000          0.000          0.000          0.000                        0.000                    0.000                      0.000          0.000          0.000          0.000          0.000          0.000          0.000
      1993       322             26.311             21.481              0.429             30.796             79.397             80.000          0.000          0.000          0.000                    0.000                    0.000            out          0.000          0.000          0.586          0.007         34.695          1.240          0.000          0.000          0.000          0.000              0.000              0.000              0.000          0.000          0.000          0.000                        0.000                    0.000                      0.000          0.000          0.000          0.000          0.000          0.000          0.000
      1993       329             28.850             22.748              0.446             29.637             79.363             80.000          0.000          0.000          0.000                    0.000                    0.000            out          0.000          0.000          0.344          0.004         32.386          1.157          0.000          0.000          0.000          0.000              0.000              0.000              0.000          0.000          0.000          0.000                        0.000                    0.000                      0.000          0.000          0.000          0.000          0.000          0.000          0.000
      1993       336             31.189             24.206              0.464             29.635             79.365             80.000          0.000          0.000          0.000                    0.000                    0.000            out          0.000          0.000          0.199          0.002         30.288          1.081          0.000          0.000          0.000          0.000              0.000              0.000              0.000          0.000          0.000          0.000                        0.000                    0.000                      0.000          0.000          0.000          0.000          0.000          0.000          0.000
      1993       343             33.508             25.601              0.482             31.605             79.326             80.000          0.000          0.000          0.000                    0.000                    0.000            out          0.000          0.000          0.114          0.001         28.322          1.010          0.000          0.000          0.000          0.000              0.000              0.000              0.000          0.000          0.000          0.000                        0.000                    0.000                      0.000          0.000          0.000          0.000          0.000          0.000          0.000
      1993       350             34.618             26.989              0.495             35.547             79.576             80.000          0.000          0.000          0.000                    0.000                    0.000            out          0.000          0.000          0.000          0.000         27.090          0.966          0.000          0.000          0.000          0.000              0.000              0.000              0.000          0.000          0.000          0.000                        0.000                    0.000                      0.000          0.000          0.000          0.000          0.000          0.000          0.000
      1993       357             36.647             28.291              0.511             29.657             79.389             80.000          0.000          0.000          0.000                    0.000                    0.000            out          0.000          0.000          0.000          0.000         25.610          0.913          0.000          0.000          0.000          0.000              0.000              0.000              0.000          0.000          0.000          0.000                        0.000                    0.000                      0.000          0.000          0.000          0.000          0.000          0.000          0.000
      1993       364             38.223             29.905              0.527             33.126             79.530             80.000          0.000          0.000          0.000                    0.000                    0.000            out          0.000          0.000          0.000          0.000         24.245          0.864          0.000          0.000          0.000          0.000              0.000              0.000              0.000          0.000          0.000          0.000                        0.000                    0.000                      0.000          0.000          0.000          0.000          0.000          0.000          0.000
      1994         6             40.239             31.844              0.547             29.381             79.619             80.000          0.000          0.000          0.000                    0.000                    0.000            out          0.000          0.000          0.000          0.000         22.727          0.810          0.000          0.000          0.000          0.000              0.000              0.000              0.000          0.000          0.000          0.000                        0.000                    0.000                      0.000          0.000          0.000          0.000          0.000          0.000          0.000
      1994        13             42.428             33.582              0.566             32.597             79.533             80.000          0.000          0.000          0.000                    0.000                    0.000            out          0.000          0.000          0.000          0.000         21.249          0.757          0.000          0.000          0.000          0.000              0.000              0.000              0.000          0.000          0.000          0.000                        0.000                    0.000                      0.000          0.000          0.000          0.000          0.000          0.000          0.000
      1994        20             44.392             35.130              0.583             29.614             79.386             80.000          0.000          0.000          0.000                    0.000                    0.000            out          0.000          0.000          0.000          0.000         19.987          0.712          0.000          0.000          0.000          0.000              0.000              0.000              0.000          0.000          0.000          0.000                        0.000                    0.000                      0.000          0.000          0.000          0.000          0.000          0.000          0.000
      1994        27             45.911             37.037              0.600             34.204             79.539             80.000          0.000          0.000          0.000                    0.000                    0.000            out          0.000          0.000          0.000          0.000         18.829          0.671          0.000          0.000          0.000          0.000              0.000              0.000              0.000          0.000          0.000          0.000                        0.000                    0.000                      0.000          0.000          0.000          0.000          0.000          0.000          0.000
      1994        30              1.000              1.000              1.000             30.000             60.000             40.000          0.000          0.000          0.000                    0.000                    0.000          alive          0.000          0.000          0.000          0.000         18.548          0.661          0.000          0.000          0.000          0.000              0.000              0.000              0.000          0.000          0.000          0.000                        0.000                    0.000                      0.000          0.000          0.000          0.000          0.000          0.000          0.000
      1994        37              2.981              2.580              2.258             35.357             79.221             61.448        125.252          0.008         21.978                    0.750                    0.625          alive          0.000          0.000          0.000          0.000         17.911          0.634          2.052          2.052          0.019          0.019              0.001              0.000              0.000          0.246          4.097          0.675                        0.031                    0.008                      0.001          5.662          0.003          5.662          4.097          0.062        250.000
      1994        44              5.179              3.494              2.425             33.571             77.268             62.528        242.134          0.030         32.610                    1.000                    1.000          alive          0.000          0.000          0.000          0.000         17.408          0.609          2.331          2.331          0.066          0.066              0.001              0.000              0.000          0.300          5.000          5.393                        0.057                    0.049                      0.006          5.054          0.014          5.054          5.000          0.075        460.000
      1994        51              6.877              4.125              2.495             32.141             75.173             63.399        355.379          0.089         60.502                    1.000                    1.000          alive          0.000          0.000          0.000          0.000         17.101          0.589          3.063          3.063          0.132          0.132              0.002              0.000              0.000          0.454          7.561         18.922                        0.102                    0.095                      0.051          4.465          0.026          4.465          7.561          0.113        640.000
      1994        58              6.894              3.689              2.412             29.987             71.539             63.883        463.139          0.329        176.976                    1.000                    1.000          alive          0.000          0.000          0.000          0.000         17.471          0.586          4.141          5.672          0.506          0.170              0.004              0.001              0.000          1.125         18.756         70.185                        0.243                    0.243                      0.306          3.904          0.176          3.904         18.756          0.265        745.000
      1994        65              7.203              3.621              2.252             28.182             68.624             63.961        567.339          0.662        344.647                    1.000                    1.000          alive          0.000          0.000          0.000          0.000         19.327          0.614          5.183          8.868          0.665          0.166              0.008              0.001              0.000          2.078         34.630        149.517                        0.521                    0.512                      0.210          3.361          0.242          3.361         34.630          0.499        850.000
      1994        72              6.171              2.731              1.626             25.146             62.641             62.640        670.389          1.090        706.441                    0.907                    1.000          alive          0.000          0.000          0.000          0.000         23.451          0.689          6.213         12.992          0.554          0.127              0.013              0.001              0.000          3.080         51.341        310.597                        0.702                    0.671                      0.451          2.943          0.297          2.943         51.341          0.758        965.000
      1994        79              2.385              2.757              0.769             40.990             81.422             65.695        750.989          1.383       1120.740                    0.750                    1.000          alive          0.000          0.000          0.000          0.000         28.834          0.791          7.019         16.575          0.526          0.114              0.016              0.001              0.000          3.779         62.978        511.229                        0.602                    0.602                      0.616          2.809          0.253          2.809         62.978          0.937       1000.000
      1994        86              1.161              0.693              0.188             26.428             69.303             64.502        838.889          2.181       1763.306                    0.929                    1.000          alive          0.000          0.000          0.000          0.000         34.108          0.888          7.898         20.725          0.571          0.123              0.020              0.002              0.000          4.895         81.587        800.000                        1.007                    1.007                      0.575          2.662          0.547          2.662         81.587          1.170       1000.000
      1994        93              1.120              0.487              0.048             21.952             60.060             61.428        928.339          2.123       2241.232                    0.636                    0.929          alive          0.000        266.707          0.000          0.000         42.382          1.050          8.432         21.985          0.000          0.000              0.021              0.002              0.000          4.970         82.841        800.000                        0.401                    0.401                      0.186          2.513          1.185          2.513         82.841          1.190       1000.000
      1994       100              0.470              0.446              0.039             35.036             76.971             65.797       1017.989          1.947       2676.668                    0.878                    0.708          alive          0.000        637.047          0.000          0.000         46.818          1.132          8.496         22.049          0.000          0.000              0.021              0.002              0.000          5.022         83.700        800.000                        0.459                    0.459                      0.221          2.364          1.677          2.364         83.700          1.196       1000.000
      1994       107              0.612              0.316              0.012             26.878             72.105             65.434       1080.457          0.630       2890.612                    1.000                    0.663          alive          0.000       1031.948          0.000          0.000         51.124          1.212          8.496         22.049          0.000          0.000              0.020              0.002              0.000          4.958         82.634        800.000                        0.483                    0.483                      0.159          2.260          1.220          2.260         82.634          1.199       1000.000
      1994       114              0.741              0.344              0.006             24.264             69.048             65.148       1159.607          0.700       3002.986                    1.000                    0.473          alive          0.000       1201.194          0.000          0.000         56.902          1.323          8.700         22.253          0.061          0.061              0.020              0.002              0.000          4.845         80.746        800.000                        0.468                    0.468                      0.125          2.128          0.686          2.128         80.746          1.196       1000.000
      1994       121              0.758              0.363              0.005             22.314             65.570             64.352       1239.807          0.797       3169.872                    1.000                    0.611          alive          0.000       1263.862          0.000          0.000         63.806          1.458          8.966         22.519          0.000          0.000              0.020              0.002              0.000          4.730         78.837        800.000                        0.282                    0.282                      0.105          0.000          0.508          0.000         78.837          1.183       1000.000
      1994       122              0.792              0.454              0.005             22.134             65.497             64.374       1251.107          0.004          0.000                    1.000                    0.000          alive          0.000          0.000       1906.010         26.164         64.893          1.480          2.000          2.000          0.000          0.000              0.019              0.002              0.000          4.707         70.598          1.000                        0.000                    0.000                      0.000          0.000          0.000          0.000         70.598          1.117       1000.000
      1994       123              0.822              0.543              0.006             21.959             65.424             64.395       1262.957          0.000          0.000                    1.000                    0.000            out         70.598          0.000       1906.010         26.164        346.806         12.642          2.000          2.000          0.000          0.000              0.000              0.000              0.000          0.000          0.000          1.000                        0.000                    0.000                      0.000          0.000          0.000          0.000          0.000          0.000       1000.000
      1994       130              0.926              1.107              0.002             20.866             64.933             64.530          0.000          0.000          0.000                    0.000                    0.000            out          0.000          0.000       1906.010         26.164        326.264         11.875          0.000          0.000          0.000          0.000              0.000              0.000              0.000          0.000          0.000          0.000                        0.000                    0.000                      0.000          0.000          0.000          0.000          0.000          0.000          0.000
      1994       137              0.951              1.618              0.002             19.939             64.478             64.643          0.000          0.000          0.000                    0.000                    0.000            out          0.000          0.000       1906.010         26.164        316.797         11.522          0.000          0.000          0.000          0.000              0.000              0.000              0.000          0.000          0.000          0.000                        0.000                    0.000                      0.000          0.000          0.000          0.000          0.000          0.000          0.000
      1994       144              0.961              2.148              0.004             19.142             64.039             64.735          0.000          0.000          0.000                    0.000                    0.000            out          0.000          0.000       1906.010         26.164        311.010         11.307          0.000          0.000          0.000          0.000              0.000              0.000              0.000          0.000          0.000          0.000                        0.000                    0.000                      0.000          0.000          0.000          0.000          0.000          0.000          0.000
