Summary_file = fieldS113.sum
Title = south plots field
      year     month       day day_month              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)             sw(11)             sw(12)             sw(13)             sw(14)             sw(15)             sw(16)             sw(17)             sw(18)             sw(19)             sw(20)             sw(21)             sw(22)             sw(23)             sw(24)             sw(25)             sw(26)             sw(27)             sw(28)             psi(1)             psi(2)             psi(3)             psi(4)             psi(5)             psi(6)             psi(7)             psi(8)             psi(9)            psi(10)            psi(11)            psi(12)     sw_dep_025    sw_dep_2590   sw_dep_90180          sw_dep(1)          sw_dep(2)          sw_dep(3)          sw_dep(4)          sw_dep(5)          sw_dep(6)          sw_dep(7)          sw_dep(8)          sw_dep(9)         sw_dep(10)         sw_dep(11)         sw_dep(12)         sw_dep(13)         sw_dep(14)         sw_dep(15)         sw_dep(16)         sw_dep(17)         sw_dep(18)         sw_dep(19)         sw_dep(20)         sw_dep(21)         sw_dep(22)         sw_dep(23)         sw_dep(24)         sw_dep(25)         sw_dep(26)         sw_dep(27)         sw_dep(28)
    (year)   (month)     (day)     (day)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)            (cc/cc)               (??)               (??)               (??)               (??)               (??)               (??)               (??)               (??)               (??)               (??)               (??)               (??)             ()             ()             ()               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)
      2000        12       353        18              0.099              0.066              0.076              0.168              0.189              0.206              0.201              0.214              0.219              0.233              0.257              0.272              0.289              0.324              0.330              0.332              0.333              0.324              0.312              0.301              0.302              0.302              0.296              0.307              0.313              0.313              0.313              0.313         -28655.730        -237901.070        -114824.973          -1700.139          -1012.531           -671.357           -855.230          -1373.159          -2067.737          -4487.927          -4437.310          -4813.464         44.188        120.684        268.487              0.493              0.657              1.511              6.711             14.183             20.633             20.099             21.430             32.870             46.673             51.303             54.410             57.744             64.767             65.915             66.378             66.530             64.778             62.393             60.127             45.318             90.452            148.148            153.665            156.467            156.568            156.658             78.351
      2001         1        23        23              0.054              0.056              0.061              0.118              0.188              0.206              0.201              0.214              0.219              0.233              0.257              0.272              0.293              0.322              0.328              0.330              0.331              0.322              0.311              0.299              0.301              0.300              0.295              0.307              0.312              0.312              0.313              0.313        -692339.186        -561731.842        -342403.011         -11144.716          -1056.361           -676.861           -855.778          -1374.190          -2077.917          -4462.059          -4440.284          -4710.355         41.473        120.646        268.648              0.269              0.559              1.227              4.718             14.086             20.614             20.098             21.429             32.855             46.692             51.301             54.455             58.559             64.452             65.532             66.003             66.193             64.465             62.118             59.862             45.109             90.046            147.668            153.315            156.107            156.222            156.321             78.183
      2001         2        51        20              0.068              0.150              0.199              0.220              0.235              0.242              0.232              0.215              0.219              0.234              0.257              0.273              0.295              0.321              0.327              0.329              0.330              0.321              0.310              0.299              0.300              0.299              0.295              0.306              0.312              0.312              0.312              0.312        -199119.871          -3091.492           -690.949           -402.461           -263.901           -152.805           -228.444          -1332.405          -2085.763          -4442.320          -4441.636          -4573.403         56.487        127.397        268.779              0.340              1.500              3.977              8.811             17.640             24.219             23.187             21.498             32.843             46.707             51.300             54.515             59.003             64.293             65.318             65.788             65.999             64.282             61.954             59.702             44.983             89.801            147.379            153.107            155.886            156.000            156.102             78.075
      2001         3        85        26              0.084              0.189              0.215              0.233              0.245              0.248              0.240              0.218              0.219              0.234              0.257              0.273              0.297              0.321              0.326              0.328              0.329              0.321              0.309              0.298              0.299              0.299              0.294              0.306              0.311              0.312              0.312              0.312         -65257.303           -904.673           -458.012           -300.373           -207.496           -122.531           -163.041          -1181.554          -2094.584          -4418.776          -4441.614          -4345.077         59.078        129.106        268.935              0.421              1.889              4.299              9.315             18.349             24.805             24.050             21.770             32.831             46.725             51.300             54.621             59.398             64.149             65.117             65.583             65.812             64.104             61.792             59.542             44.857             89.557            147.096            152.851            155.675            155.787            155.887             77.967
      2001         4       120        30              0.088              0.190              0.215              0.232              0.244              0.249              0.241              0.223              0.219              0.234              0.257              0.274              0.298              0.320              0.325              0.327              0.328              0.320              0.308              0.297              0.298              0.298              0.294              0.305              0.311              0.311              0.311              0.312         -52823.469           -870.716           -456.804           -303.440           -210.506           -118.825           -157.090           -952.386          -2100.923          -4394.973          -4439.002          -4057.834         59.132        129.774        269.088              0.438              1.903              4.301              9.297             18.305             24.888             24.147             22.267             32.821             46.743             51.302             54.762             59.687             64.035             64.953             65.415             65.657             63.955             61.655             59.407             44.750             89.350            146.855            152.607            155.483            155.604            155.706             77.877
      2001         6       177        26              0.269              0.269              0.269              0.270              0.265              0.254              0.257              0.275              0.247              0.234              0.257              0.275              0.300              0.319              0.324              0.326              0.327              0.319              0.307              0.296              0.297              0.297              0.293              0.305              0.310              0.311              0.311              0.311           -141.015           -140.538           -139.886           -136.950           -128.659            -98.730            -88.351           -123.529           -574.458          -4318.739          -4427.021          -3545.840         65.472        141.301        269.316              1.344              2.690              5.385             10.814             19.847             25.392             25.699             27.549             37.006             46.802             51.309             55.041             59.980             63.894             64.747             65.201             65.458             63.762             61.476             59.228             44.609             89.077            146.533            152.275            155.216            155.343            155.456             77.753
      2001         7       204        23              0.262              0.263              0.263              0.265              0.262              0.254              0.259              0.276              0.261              0.236              0.257              0.276              0.300              0.319              0.323              0.326              0.327              0.318              0.307              0.296              0.297              0.297              0.293              0.304              0.310              0.310              0.311              0.311           -159.977           -158.839           -157.446           -152.045           -138.016           -100.096            -83.079           -121.773           -308.622          -3772.419          -4414.390          -3308.563         64.780        143.669        269.419              1.312              2.628              5.266             10.601             19.619             25.354             25.870             27.590             39.196             47.261             51.317             55.185             60.068             63.841             64.667             65.118             65.381             63.686             61.404             59.156             44.552             88.967            146.402            152.142            155.107            155.235            155.350             77.701
      2001         8       233        21              0.227              0.228              0.229              0.230              0.212              0.216              0.224              0.249              0.254              0.242              0.257              0.277              0.301              0.319              0.323              0.325              0.327              0.318              0.307              0.295              0.297              0.296              0.293              0.304              0.310              0.310              0.310              0.311           -339.836           -336.120           -330.159           -321.713           -503.376           -434.727           -309.994           -325.941           -422.435          -2788.892          -4375.317          -3068.187         54.687        132.704        269.529              1.137              2.279              4.574              9.194             15.877             21.626             22.433             24.901             38.074             48.302             51.340             55.342             60.137             63.789             64.591             65.038             65.306             63.612             61.334             59.086             44.496             88.859            146.274            152.011            155.000            155.129            155.245             77.649
      2001         9       268        25              0.251              0.239              0.207              0.129              0.150              0.192              0.196              0.210              0.217              0.232              0.256              0.277              0.301              0.319              0.323              0.325              0.326              0.318              0.306              0.295              0.296              0.296              0.292              0.304              0.310              0.310              0.310              0.310           -202.680           -263.284           -564.438          -7034.014          -4400.129          -1310.560          -1076.027          -1638.603          -2252.244          -4952.268          -4583.429          -2992.227         43.345        118.059        269.443              1.255              2.388              4.132              5.144             11.232             19.194             19.607             21.038             32.611             46.343             51.217             55.394             60.197             63.733             64.510             64.953             65.226             63.533             61.258             59.009             44.436             88.742            146.133            151.868            154.883            155.013            155.128             77.591
      2001        10       296        23              0.289              0.287              0.283              0.268              0.186              0.163              0.179              0.197              0.206              0.223              0.253              0.275              0.301              0.318              0.322              0.324              0.326              0.317              0.306              0.295              0.296              0.296              0.292              0.304              0.310              0.310              0.310              0.310            -96.184           -100.767           -106.645           -143.438          -1119.123          -6127.492          -2517.227          -3140.344          -4058.168          -8266.214          -5661.748          -3764.080         50.916        110.009        268.600              1.445              2.866              5.670             10.719             13.957             16.259             17.889             19.650             30.882             44.663             50.659             54.917             60.210             63.692             64.452             64.892             65.168             63.475             61.203             58.953             44.391             88.656            146.029            151.763            154.797            154.928            155.043             77.549
      2001        11       327        23              0.057              0.062              0.081              0.112              0.124              0.149              0.162              0.185              0.198              0.220              0.251              0.273              0.301              0.318              0.322              0.324              0.326              0.317              0.306              0.294              0.296              0.295              0.292              0.303              0.309              0.310              0.310              0.310        -497089.724        -319921.735         -82080.500         -14881.230         -14634.151         -14267.319          -6490.785          -5569.659          -6072.482         -10345.463          -6761.670          -4606.962         31.143        104.365        267.833              0.286              0.621              1.612              4.467              9.304             14.853             16.159             18.503             29.753             43.947             50.194             54.500             60.195             63.648             64.393             64.830             65.110             63.416             61.146             58.896             44.346             88.568            145.922            151.656            154.709            154.840            154.956             77.505
      2001        12       348        14              0.055              0.058              0.065              0.091              0.123              0.148              0.160              0.184              0.198              0.219              0.251              0.273              0.301              0.318              0.322              0.324              0.325              0.317              0.306              0.294              0.295              0.295              0.292              0.303              0.309              0.310              0.310              0.310        -601602.565        -464548.762        -259754.258         -44596.137         -15109.808         -14456.089          -7170.045          -5936.629          -6335.395         -10503.143          -6873.670          -4413.488         29.861        103.911        267.813              0.276              0.579              1.293              3.623              9.258             14.832             15.987             18.380             29.636             43.899             50.152             54.588             60.175             63.618             64.356             64.791             65.073             63.378             61.110             58.859             44.317             88.512            145.854            151.587            154.653            154.785            154.900             77.477
      2002         1         9         9              0.053              0.054              0.056              0.067              0.119              0.148              0.160              0.184              0.198              0.220              0.251              0.274              0.301              0.318              0.322              0.324              0.325              0.317              0.305              0.294              0.295              0.295              0.292              0.303              0.309              0.309              0.310              0.310        -770788.340        -688656.834        -548467.342        -217204.311         -19342.818         -14414.117          -7193.536          -5941.135          -6340.914         -10482.931          -6864.899          -4054.860         28.343        103.909        267.891              0.263              0.538              1.122              2.676              8.907             14.837             15.982             18.378             29.634             43.905             50.155             54.763             60.156             63.582             64.312             64.746             65.030             63.335             61.068             58.816             44.283             88.446            145.774            151.507            154.587            154.720            154.835             77.444
      2002         2        43        12              0.299              0.300              0.301              0.303              0.292              0.267              0.268              0.289              0.240              0.220              0.251              0.275              0.301              0.318              0.321              0.323              0.325              0.316              0.305              0.294              0.295              0.295              0.291              0.303              0.309              0.309              0.310              0.310            -80.156            -79.155            -78.153            -75.128            -70.380            -61.431            -60.949            -79.312           -764.775         -10438.470          -6846.446          -3661.244         71.277        143.453        267.988              1.496              3.000              6.014             12.118             21.920             26.729             26.752             28.851             36.040             43.919             50.162             54.974             60.138             63.536             64.259             64.691             64.978             63.282             61.017             58.764             44.241             88.365            145.675            151.407            154.506            154.639            154.754             77.403
      2002         3        80        21              0.066              0.109              0.185              0.210              0.228              0.242              0.251              0.280              0.289              0.313              0.320              0.323              0.333              0.341              0.328              0.324              0.325              0.316              0.305              0.294              0.295              0.294              0.291              0.303              0.309              0.309              0.309              0.309        -242397.776         -16676.604          -1010.164           -514.810           -319.158           -151.837           -107.905           -107.481           -103.092            -77.247            -62.300            -52.411         54.867        152.728        297.021              0.328              1.093              3.701              8.409             17.100             24.236             25.149             27.951             43.389             62.548             64.006             64.519             66.656             68.162             65.681             64.752             64.931             63.228             60.965             58.711             44.199             88.284            145.575            151.307            154.424            154.558            154.673             77.362
      2002         4       120        30              0.261              0.261              0.262              0.263              0.259              0.251              0.257              0.283              0.291              0.315              0.322              0.324              0.335              0.343              0.340              0.335              0.328              0.317              0.305              0.293              0.294              0.294              0.291              0.302              0.309              0.309              0.309              0.309           -164.493           -163.388           -162.089           -157.238           -145.071           -110.129            -87.838            -95.408            -97.428            -69.886            -56.119            -45.768         64.242        154.903        300.741              1.305              2.614              5.237             10.534             19.459             25.093             25.715             28.301             43.617             63.000             64.354             64.849             67.018             68.612             68.085             67.015             65.674             63.334             60.945             58.666             44.159             88.204            145.475            151.205            154.341            154.476            154.590             77.321
