ApsimVersion = 6.1
Title = Dalby 1500mm wet soil
            day           year            lai        biomass          yield         sum_ep
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
            291           1957          0.000         6808.6         2132.2        159.235
            286           1958          0.000         8464.0         3408.3        186.738
            288           1959          0.000         6397.7         2376.4        156.587
            292           1960          0.000         6150.8         1690.8        154.720
            290           1961          0.000         7649.6         2546.6        190.007
            289           1962          0.000         7439.5         2536.0        177.359
            288           1963          0.000         6802.5         2657.3        158.916
            288           1964          0.000         8988.5         3823.2        197.628
            289           1965          0.000        11980.3         5243.9        252.992
            289           1966          0.000        11335.1         4970.6        228.855
            289           1967          0.000         7354.2         2428.9        153.379
            291           1968          0.000         9133.7         3380.6        185.878
            287           1969          0.000         9743.1         4395.9        195.731
            290           1970          0.000         5766.2         2300.4        144.770
            289           1971          0.000        11664.9         5085.2        240.444
            289           1972          0.000         4766.9         1531.0        125.592
            283           1973          0.000        14186.1         6625.4        256.683
            289           1974          0.000         9459.8         4026.6        182.177
            287           1975          0.000        11055.0         4891.2        215.073
            288           1976          0.000         9590.3         4270.9        193.356
            290           1977          0.000         4938.1         1352.0        118.595
            289           1978          0.000        14237.6         6184.1        243.237
            287           1979          0.000         6883.0         2481.3        152.643
            288           1980          0.000         6089.0         1687.7        143.840
            288           1981          0.000         8596.9         3008.1        174.744
            291           1982          0.000         6144.8         2110.4        145.431
            286           1983          0.000         8165.0         2973.2        148.904
            289           1984          0.000        11950.1         5614.5        223.775
            289           1985          0.000         9871.0         3986.1        209.152
            288           1986          0.000         6393.1         1935.5        144.255
            287           1987          0.000         7058.5         2256.9        162.034
            285           1988          0.000        11785.6         5617.5        227.983
            290           1989          0.000         6675.7         1956.7        139.020
            288           1990          0.000         8136.6         2809.3        173.367
            286           1991          0.000         4590.9         1288.3        118.501
            291           1992          0.000         6007.8         2121.8        155.494
            286           1993          0.000         7227.7         2969.0        167.829
            292           1994          0.000         4207.1         1145.3        121.863
            289           1995          0.000         5469.8         1879.9        135.699
            289           1996          0.000         7586.4         3317.6        169.472
            288           1997          0.000         5918.8         2476.1        151.814
            285           1998          0.000        14636.4         6828.0        273.145
            287           1999          0.000         8045.1         2810.9        180.224
            291           2000          0.000         4414.5         1146.0        119.852
            288           2001          0.000         4631.0         1350.8        123.959
            290           2002          0.000         5796.6         1879.7        164.223
