Summary_file = chickpea.sum
Title = chickpea Sample Simulation
    day   year            lai        biomass  green_biomass
  (day) (year)      (m^2/m^2)        (kg/ha)        (kg/ha)
    130   1988          0.000          0.000          0.000
    131   1988          0.000          0.000          0.000
    132   1988          0.000          0.000          0.000
    133   1988          0.000          0.000          0.000
    134   1988          0.000          0.000          0.000
    135   1988          0.000          0.000          0.000
    136   1988          0.000          0.000          0.000
    137   1988          0.025         50.000         50.000
    138   1988          0.027         50.672         50.672
    139   1988          0.030         51.658         51.658
    140   1988          0.032         53.157         53.157
    141   1988          0.034         54.286         54.286
    142   1988          0.036         55.396         55.396
    143   1988          0.039         56.959         56.959
    144   1988          0.041         58.805         58.805
    145   1988          0.044         60.601         60.601
    146   1988          0.046         62.367         62.367
    147   1988          0.048         64.633         64.633
    148   1988          0.051         67.044         67.044
    149   1988          0.053         69.209         69.209
    150   1988          0.056         71.523         71.523
    151   1988          0.058         73.830         73.830
    152   1988          0.060         76.289         76.289
    153   1988          0.062         78.354         78.354
    154   1988          0.065         80.780         80.780
    155   1988          0.068         83.250         83.250
    156   1988          0.070         84.508         84.508
    157   1988          0.076         86.383         86.383
    158   1988          0.083         89.014         89.014
    159   1988          0.093         92.525         92.525
    160   1988          0.103         96.027         96.027
    161   1988          0.115        100.141        100.141
    162   1988          0.130        105.518        105.518
    163   1988          0.144        110.602        110.602
    164   1988          0.157        115.170        115.170
    165   1988          0.173        120.760        120.760
    166   1988          0.191        127.311        127.311
    167   1988          0.212        134.953        134.953
    168   1988          0.234        142.617        142.617
    169   1988          0.258        151.382        151.382
    170   1988          0.289        162.595        162.595
    171   1988          0.318        173.289        173.289
    172   1988          0.351        185.445        185.445
    173   1988          0.391        200.191        200.191
    174   1988          0.427        213.810        213.810
    175   1988          0.467        228.712        228.712
    176   1988          0.510        245.057        245.057
    177   1988          0.558        263.383        263.383
    178   1988          0.609        282.995        282.995
    179   1988          0.674        309.315        309.315
    180   1988          0.728        333.718        333.718
    181   1988          0.774        355.322        355.322
    182   1988          0.819        378.262        378.262
    183   1988          0.868        403.280        403.280
    184   1988          0.918        423.799        423.799
    185   1988          0.954        438.744        438.744
    186   1988          0.994        455.177        455.177
    187   1988          1.043        475.894        475.894
    188   1988          1.110        512.434        512.434
    189   1988          1.164        543.153        543.153
    190   1988          1.220        577.635        577.635
    191   1988          1.279        618.181        618.181
    192   1988          1.345        653.493        653.493
    193   1988          1.390        674.095        674.095
    194   1988          1.450        701.448        701.448
    195   1988          1.513        743.635        743.635
    196   1988          1.574        787.848        787.848
    197   1988          1.634        834.839        834.839
    198   1988          1.693        879.576        879.576
    199   1988          1.758        933.543        933.543
    200   1988          1.811        981.916        981.916
    201   1988          1.864       1033.758       1033.758
    202   1988          1.927       1091.110       1091.110
    203   1988          2.004       1138.004       1138.004
    204   1988          2.041       1177.731       1170.615
    205   1988          2.083       1222.577       1214.026
    206   1988          2.120       1264.677       1254.721
    207   1988          2.165       1319.656       1307.876
    208   1988          2.224       1394.522       1380.252
    209   1988          2.264       1442.945       1426.910
    210   1988          2.305       1498.001       1480.089
    211   1988          2.350       1549.019       1529.025
    212   1988          2.407       1616.926       1594.695
    213   1988          2.457       1683.432       1659.254
    214   1988          2.506       1748.449       1722.270
    215   1988          2.563       1817.060       1788.541
    216   1988          2.626       1897.370       1866.161
    217   1988          2.688       1975.715       1941.733
    218   1988          2.754       2050.190       2013.212
    219   1988          2.813       2116.827       2076.607
    220   1988          2.846       2164.194       2121.758
    221   1988          2.877       2209.271       2164.739
    222   1988          2.906       2255.614       2209.083
    223   1988          2.940       2312.566       2263.641
    224   1988          2.986       2389.873       2337.635
    225   1988          3.032       2464.802       2409.135
    226   1988          3.076       2539.491       2480.414
    227   1988          3.117       2617.144       2552.667
    228   1988          3.160       2697.218       2626.671
    229   1988          3.208       2791.951       2714.268
    230   1988          3.257       2887.441       2802.129
    231   1988          3.314       2974.322       2879.997
    232   1988          3.369       3062.894       2959.590
    233   1988          3.423       3167.390       3054.935
    234   1988          3.483       3263.442       3140.362
