Summary_file = step8.sum
Title = Step 8. swim
           date  transpiration
     29/10/1977          0.003
     30/10/1977          0.003
     31/10/1977          0.003
     01/11/1977          0.003
     02/11/1977          0.003
     03/11/1977          0.003
     04/11/1977          0.003
     05/11/1977          0.006
     06/11/1977          0.007
     07/11/1977          0.005
     08/11/1977          0.006
     09/11/1977          0.017
     10/11/1977          0.017
     11/11/1977          0.019
     12/11/1977          0.015
     13/11/1977          0.018
     14/11/1977          0.010
     15/11/1977          0.012
     16/11/1977          0.023
     17/11/1977          0.029
     18/11/1977          0.016
     19/11/1977          0.031
     20/11/1977          0.038
     21/11/1977          0.020
     22/11/1977          0.022
     23/11/1977          0.039
     24/11/1977          0.045
     25/11/1977          0.059
     26/11/1977          0.057
     27/11/1977          0.047
     28/11/1977          0.043
     29/11/1977          0.048
     30/11/1977          0.065
     01/12/1977          0.062
     02/12/1977          0.026
     03/12/1977          0.028
     04/12/1977          0.063
     05/12/1977          0.053
     06/12/1977          0.055
     07/12/1977          0.059
     08/12/1977          0.050
     09/12/1977          0.061
     10/12/1977          0.057
     11/12/1977          0.056
     12/12/1977          0.043
     13/12/1977          0.051
     14/12/1977          0.060
     15/12/1977          0.042
     16/12/1977          0.057
     17/12/1977          0.056
     18/12/1977          0.052
     19/12/1977          0.025
     20/12/1977          0.048
     21/12/1977          0.048
     22/12/1977          0.042
     23/12/1977          0.042
     24/12/1977          0.046
     25/12/1977          0.046
     26/12/1977          0.054
     27/12/1977          0.051
     28/12/1977          0.046
     29/12/1977          0.044
     30/12/1977          0.049
     31/12/1977          0.040
