Summary_file = referenc.sum
Title = sugar reference run
      year       day           date             no3(1)             no3(2)             no3(3)          sw_dep(1)          sw_dep(2)          sw_dep(3)       tt_tot()            lai        biomass avg@swdef_photo avg@nfact_photo     root_depth avg@oxdef_photo    crop_status      dm_dead() lodge_redn_photo lodge_redn_sucrose lodge_redn_green_leaf   surfaceom_wt    surfaceom_n        fom_c()        fom_n()
    (year)     (day)             ()            (kg/ha)            (kg/ha)            (kg/ha)               (mm)               (mm)               (mm)           (oC)      (m^2/m^2)        (g/m^2)              ()              ()           (mm)           (0-1)             ()        (g/m^2)               ()                 ()                    ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)
      1985       168     17/06/1985            271.597              0.147              0.001             10.028             69.276             70.772       1044.424          0.458         65.410           1.000           0.663       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        844.894          9.167
      1985       175     24/06/1985            271.597              0.139              0.001             10.027             68.066             70.350       1120.124          0.545         77.412           1.000           0.587       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        857.157          9.336
      1985       182     01/07/1985            271.598              0.152              0.001             10.025             66.556             69.770       1200.524          0.656         93.736           1.000           0.491       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.162          0.001        869.670          9.507
      1985       189     08/07/1985            271.598              0.167              0.001             10.024             65.691             69.454       1291.124          0.726        104.710           1.000           0.421       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          1.697          0.006        881.417          9.669
      1985       196     15/07/1985            271.598              0.167              0.001             10.022             63.726             68.602       1359.273          0.832        123.455           1.000           0.386       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          3.588          0.013        893.511          9.833
      1985       203     22/07/1985            271.599              0.185              0.001             10.021             62.157             67.889       1429.723          0.919        138.469           1.000           0.303       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          5.367          0.020        905.162          9.992
      1985       211     30/07/1985            271.599              0.200              0.001             10.020             61.080             67.398       1527.673          1.003        151.128           1.000           0.282       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          7.559          0.028        918.272         10.170
      1985       218     06/08/1985            271.600              0.221              0.001             10.019             59.630             66.676       1610.723          1.086        166.704           1.000           0.262       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          9.843          0.036        929.338         10.320
      1985       225     13/08/1985            271.600              0.246              0.001             10.017             57.828             65.712       1700.423          1.162        185.321           1.000           0.229       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         12.739          0.047        940.281         10.469
      1985       232     20/08/1985            271.601              0.257              0.001             10.016             56.429             64.923       1796.874          1.225        199.160           1.000           0.202       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         16.680          0.061        951.555         10.621
      1985       239     27/08/1985            271.601              0.269              0.001             10.015             55.103             64.132       1899.374          1.281        211.455           1.000           0.187       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         21.524          0.079        963.382         10.778
      1985       246     03/09/1985            271.602              0.272              0.001             10.014             53.654             63.208       1996.024          1.323        225.686           1.000           0.173       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         27.587          0.101        975.624         10.939
      1985       253     10/09/1985            271.602              0.262              0.001             10.013             52.499             62.429       2083.773          1.311        238.482           1.000           0.178       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         35.577          0.130        989.029         11.113
      1985       260     17/09/1985            139.704            106.870              5.514             36.745             79.151             66.090       2185.489          1.347        279.268           1.000           0.422       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         42.100          0.154        918.969         10.353
      1985       267     24/09/1985            134.821            103.603              3.063             26.829             69.827             63.544       2282.889          1.430        379.660           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         55.034          0.202        788.850          8.918
      1985       274     01/10/1985            132.057            100.077              1.617             21.654             60.943             60.542       2383.789          1.528        465.787           0.863           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         77.944          0.286        723.932          8.210
      1985       281     08/10/1985            131.825             96.775              0.785             19.097             55.077             58.077       2485.239          1.552        520.265           0.945           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        105.364          0.386        696.921          7.926
      1985       288     15/10/1985            131.905             93.396              0.284             17.060             50.495             55.690       2598.388          1.546        567.159           0.532           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        138.060          0.506        686.615          7.830
      1985       295     22/10/1985             66.741            138.500             12.568             33.704             77.909             62.426       2721.539          1.620        654.960           0.882           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        154.421          0.566        596.562          6.830
      1985       302     29/10/1985             64.945            134.492             10.494             26.060             69.459             60.424       2839.938          1.703        743.919           0.882           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        192.750          0.706        504.029          5.798
      1985       309     05/11/1985             64.178            131.048              9.045             21.483             61.215             58.013       2957.088          1.781        821.369           0.790           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        243.535          0.892        451.558          5.218
      1985       316     12/11/1985             64.191            127.781              8.036             19.047             54.758             55.652       3083.138          1.795        871.109           0.568           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        297.908          1.091        424.330          4.924
      1985       323     19/11/1985             64.296            125.882              7.318             17.091             50.268             53.591       3207.139          1.788        908.627           0.426           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        357.100          1.308        410.658          4.785
      1985       330     26/11/1985             31.690            135.995             22.479             30.427             74.590             61.124       3342.938          1.971       1025.839           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        355.853          1.304        354.201          4.147
      1985       337     03/12/1985             31.330            131.820             21.832             23.450             64.554             58.550       3473.802          2.094       1109.541           0.682           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        411.503          1.507        319.924          3.764
      1985       344     10/12/1985             31.161            128.051             21.305             20.045             57.077             56.127       3605.615          2.176       1180.748           0.483           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        479.363          1.756        306.159          3.617
      1985       351     17/12/1985             31.268            126.822             20.987             17.875             51.881             54.009       3742.621          2.169       1218.815           0.303           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        550.189          2.015        303.452          3.599
      1985       358     24/12/1985             15.143            125.133             34.118             34.037             77.046             60.512       3875.708          2.301       1304.481           0.655           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        546.971          2.004        283.618          3.377
      1985       365     31/12/1985             14.794            120.400             33.682             24.101             66.070             57.967       4012.717          2.301       1398.099           0.792           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        568.178          2.081        259.356          3.100
      1986         7     07/01/1986             14.978            119.246             33.520             20.185             58.126             55.628       4148.821          2.274       1450.093           0.476           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        652.697          2.391        253.218          3.037
      1986        14     14/01/1986             15.084            118.225             33.345             17.848             52.607             53.579       4284.390          2.239       1481.262           0.298           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        741.034          2.715        256.028          3.080
      1986        21     21/01/1986              6.334            108.061             49.930             37.505             79.416             64.308       4417.754          2.262       1539.696           0.738           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        720.972          2.641        245.178          2.958
      1986        28     28/01/1986              5.747            105.185             49.575             25.940             71.137             62.273       4545.464          2.283       1625.558           0.877           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        703.759          2.578        227.568          2.753
      1986        35     04/02/1986              5.797            102.089             49.128             21.629             64.648             60.395       4664.114          2.315       1709.042           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        773.360          2.833        224.562          2.724
      1986        42     11/02/1986              5.908             99.885             48.724             18.984             57.141             57.724       4794.891          2.299       1759.122           0.406           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        877.007          3.213        224.330          2.727
      1986        49     18/02/1986              6.004             99.243             48.557             16.910             51.924             55.390       4923.669          2.283       1796.703           0.333           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        982.505          3.599        230.215          2.804
      1986        56     25/02/1986              1.735             89.843             57.077             33.954             76.511             60.900       5055.107          2.404       1895.020           0.585           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        953.561          3.493        221.920          2.708
      1986        63     04/03/1986              1.500             87.315             56.681             24.131             65.806             58.331       5186.779          2.446       1980.510           0.837           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        951.193          3.484        209.875          2.565
      1986        70     11/03/1986              1.436             85.428             56.286             20.234             58.590             56.166       5310.229          2.414       2036.167           0.707           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       1032.772          3.783        211.782          2.592
      1986        77     18/03/1986              1.515             85.360             56.230             17.843             52.996             54.074       5436.179          2.336       2073.826           0.531           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       1148.878          4.209        219.333          2.689
      1986        84     25/03/1986              0.260             73.438             68.007             39.060             80.374             65.554       5556.929          2.375       2121.482           0.775           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       1183.543          4.336        220.919          2.712
      1986        91     01/04/1986              0.244             71.328             67.631             30.758             74.879             64.468       5674.479          2.489       2197.083           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       1187.516          4.350        217.545          2.673
      1986        92     02/04/1986              0.246             71.149             67.578             29.995             74.340             64.335          0.000          0.000          0.000           1.000           1.000       1000.000           1.000            out          0.000            0.000              0.000                 0.000       6205.765         32.920       2235.001         53.159
      1986        98     08/04/1986              0.470             66.905             63.019             24.177             74.172             64.398          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000       1736.402         40.974
      1986       105     15/04/1986              0.593             64.397             60.221             21.629             73.965             64.470          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000       1387.173         32.477
      1986       112     22/04/1986              0.720             63.371             58.846             19.552             73.750             64.541          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000       1169.584         27.200
      1986       119     29/04/1986              0.855             63.102             58.220             17.773             73.525             64.610          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000       1008.954         23.317
      1986       126     06/05/1986              1.001             63.259             58.109             16.203             73.288             64.676          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000        891.176         20.478
      1986       133     13/05/1986              1.158             63.779             58.275             14.791             73.042             64.741          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000        800.724         18.304
      1986       140     20/05/1986              1.327             64.528             58.669             13.505             72.787             64.804          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000        731.693         16.650
      1986       147     27/05/1986              1.506             65.432             59.240             12.320             72.526             64.865          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000        677.614         15.358
      1986       154     03/06/1986              1.695             66.355             59.906             11.220             72.259             64.924          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000        636.708         14.384
      1986       161     10/06/1986              1.894             67.313             60.645             10.194             71.986             64.981          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000        604.363         13.617
      1986       168     17/06/1986              2.100             68.386             61.469             10.031             71.713             65.035          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000        576.777         12.966
      1986       175     24/06/1986              2.308             69.489             62.330             10.031             71.445             65.088          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000        554.002         12.430
      1986       182     01/07/1986              2.517             70.507             63.174             10.030             71.180             65.139          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000        536.185         12.014
      1986       189     08/07/1986              2.729             71.713             64.103             10.030             70.920             65.188          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000        519.794         11.632
      1986       196     15/07/1986              2.942             72.844             65.005             10.030             70.664             65.235          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000        506.384         11.322
      1986       203     22/07/1986              3.157             74.004             65.917             10.029             70.412             65.280          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000        494.835         11.057
      1986       211     30/07/1986              3.405             75.248             66.919             10.029             70.128             65.330          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000        483.956         10.809
      1986       218     06/08/1986              3.624             76.255             67.755             10.029             69.884             65.371          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000        476.051         10.629
      1986       225     13/08/1986              3.845             77.247             68.575             10.029             69.643             65.411          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000        469.117         10.473
      1986       232     20/08/1986              4.067             78.345             69.427             10.028             69.407             65.449          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000        462.492         10.325
      1986       239     27/08/1986              4.290             79.371             70.239             10.028             69.173             65.486          0.000          0.000          0.000           0.000           0.000          0.000           0.000            out          0.000            0.000              0.000                 0.000          0.000          0.000        456.732         10.196
      1986       246     03/09/1986              3.241             79.080             73.453             41.878             82.036             68.032         27.400          0.000          0.000           0.286           0.000        600.000           0.286          alive          0.000            1.000              1.000                 1.000          0.000          0.000        432.309          9.628
