Summary_file = referenc.sum
Title = sugar reference run
      year       day           date             no3(1)             no3(2)             no3(3)          sw_dep(1)          sw_dep(2)          sw_dep(3)       tt_tot()            lai        biomass avg@swdef_photo avg@nfact_photo     root_depth avg@oxdef_photo    crop_status      dm_dead() lodge_redn_photo lodge_redn_sucrose lodge_redn_green_leaf   surfaceom_wt    surfaceom_n        fom_c()        fom_n()
    (year)     (day)             ()            (kg/ha)            (kg/ha)            (kg/ha)               (mm)               (mm)               (mm)           (oC)      (m^2/m^2)        (g/m^2)              ()              ()           (mm)           (0-1)             ()        (g/m^2)               ()                 ()                    ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)
      1986       253     10/09/1986              3.263             77.478             76.984             33.485             79.973             70.970        128.232          0.000          0.000           1.000           0.000        600.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        365.027          8.058
      1986       260     17/09/1986              3.764             78.570             77.804             30.300             79.724             71.057        223.728          0.013          3.951           1.000           0.429        630.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        311.106          6.792
      1986       267     24/09/1986              4.317             77.521             81.206             35.171             80.296             73.788        342.328          0.025          5.539           1.000           1.000        700.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        266.868          5.745
      1986       274     01/10/1986              5.494             78.432             82.192             30.457             79.649             74.022        453.328          0.045          8.324           1.000           1.000        770.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        232.027          4.928
      1986       281     08/10/1986              6.752             79.041             82.867             27.390             78.788             73.969        565.728          0.089         14.446           1.000           1.000        840.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        208.564          4.377
      1986       288     15/10/1986              7.723             78.358             84.560             30.837             79.065             74.998        684.711          0.177         26.549           1.000           1.000        910.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        184.947          3.834
      1986       295     22/10/1986              8.473             77.700             85.030             35.604             79.688             74.946        807.461          0.343         49.558           1.000           1.000        980.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        167.456          3.430
      1986       302     29/10/1986              8.963             76.032             84.535             40.877             79.982             74.241        935.411          0.634         89.648           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        152.144          3.080
      1986       309     05/11/1986             10.024             73.521             83.793             29.873             76.498             73.253       1055.361          0.949        133.272           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        140.313          2.807
      1986       316     12/11/1986              8.259             68.973             82.250             41.021             78.732             71.722       1172.161          1.532        219.027           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        131.576          2.600
      1986       323     19/11/1986              6.940             59.639             77.091             32.889             75.184             68.516       1304.240          2.353        365.800           0.956           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.350          0.001        123.478          2.408
      1986       330     26/11/1986              5.030             49.687             73.571             32.528             74.498             67.298       1419.468          2.986        512.087           0.866           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          2.257          0.008        118.694          2.277
      1986       337     03/12/1986              3.784             40.523             69.137             34.727             76.432             66.443       1544.173          3.597        660.302           0.679           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          6.495          0.024        114.920          2.167
      1986       344     10/12/1986              3.203             32.951             64.770             43.178             78.960             68.914       1664.373          4.233        795.656           0.941           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         12.290          0.045        113.615          2.101
      1986       351     17/12/1986              2.855             24.107             54.648             33.074             74.730             66.892       1796.016          4.868        984.361           0.808           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         18.377          0.067        112.379          2.039
      1986       358     24/12/1986              2.282             16.921             44.995             36.165             76.632             66.593       1932.079          5.477       1171.943           0.744           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         27.106          0.099        111.728          1.987
      1986       365     31/12/1986              2.004             12.422             37.428             39.170             78.632             66.834       2063.605          5.853       1318.252           0.523           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         41.647          0.153        111.637          1.947
      1987         7     07/01/1987              2.172              9.666             31.530             33.757             74.357             66.119       2194.923          6.080       1460.281           0.860           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         59.195          0.217        112.643          1.925
      1987        14     14/01/1987              1.894              7.816             26.658             36.245             76.738             66.396       2328.105          6.178       1614.394           0.566           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         79.909          0.293        113.150          1.900
      1987        21     21/01/1987              1.550              6.215             21.790             39.048             78.689             67.012       2462.130          6.171       1782.984           0.702           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        112.004          0.410        114.011          1.882
      1987        28     28/01/1987              1.391              5.208             17.765             44.142             79.332             66.916       2599.620          5.814       1934.265           0.708           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        166.367          0.609        114.211          1.856
      1987        35     04/02/1987              1.173              4.080             13.668             37.048             77.856             68.501       2734.340          5.482       2073.036           0.883           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        254.398          0.932        115.541          1.848
      1987        42     11/02/1987              0.718              2.936              9.399             34.079             74.929             67.576       2865.190          5.212       2202.705           0.951           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        363.301          1.331        118.107          1.858
      1987        49     18/02/1987              0.153              1.567              4.849             45.100             79.803             67.829       2990.840          5.018       2336.950           0.970           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        483.065          1.770        122.972          1.902
      1987        56     25/02/1987              0.079              0.229              0.719             39.267             78.513             67.494       3117.970          4.849       2470.344           0.882           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        658.817          2.413        128.590          1.957
      1987        63     04/03/1987              0.122              0.171              0.128             33.928             75.027             67.337       3250.336          4.633       2583.997           0.842           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        874.760          3.204        137.937          2.063
      1987        70     11/03/1987              0.066              0.153              0.101             45.430             80.620             68.337       3379.274          4.380       2682.594           0.986           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       1119.661          4.101        148.523          2.186
      1987        77     18/03/1987              0.065              0.152              0.087             45.322             79.642             69.195       3502.324          4.162       2766.949           0.968           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       1393.103          5.103        159.795          2.318
      1987        84     25/03/1987              0.087              0.149              0.088             37.237             76.447             67.782       3626.874          4.187       2902.379           0.872           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       1680.781          6.157        169.989          2.438
      1987        91     01/04/1987              0.098              0.148              0.079             35.411             76.160             68.878       3747.524          4.151       2988.092           0.909           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       1972.193          7.224        180.836          2.566
      1987        98     08/04/1987              0.078              0.131              0.066             36.917             77.480             70.647       3867.074          4.144       3049.155           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       2259.856          8.278        192.156          2.701
      1987       105     15/04/1987              0.064              0.120              0.060             38.175             78.388             71.304       3979.074          4.174       3120.554           0.925           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       2540.635          9.307        203.636          2.839
      1987       112     22/04/1987              0.067              0.128              0.061             39.614             78.995             69.619       4091.674          4.162       3191.602           0.979           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       2814.980         10.312        215.136          2.977
      1987       119     29/04/1987              0.079              0.138              0.059             35.320             75.209             68.535       4205.073          4.097       3238.582           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       3081.693         11.289        226.816          3.118
      1987       126     06/05/1987              0.089              0.140              0.055             34.839             74.813             69.382       4320.523          4.143       3333.017           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       3342.159         12.243        237.473          3.246
      1987       133     13/05/1987              0.068              0.118              0.045             37.668             77.831             71.806       4431.373          4.100       3383.612           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       3598.295         13.181        249.412          3.390
      1987       140     20/05/1987              0.060              0.111              0.044             37.162             76.719             70.218       4533.523          4.201       3501.291           0.987           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       3845.927         14.088        260.622          3.526
      1987       147     27/05/1987              0.061              0.108              0.040             37.526             77.447             71.106       4638.724          4.216       3580.430           0.992           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       4088.981         14.979        272.974          3.676
      1987       154     03/06/1987              0.047              0.098              0.036             40.203             80.350             72.399       4733.974          4.215       3655.459           0.975           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       4325.559         15.845        285.834          3.833
      1987       161     10/06/1987              0.065              0.113              0.033             33.607             73.328             70.368       4830.273          4.295       3765.127           0.996           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       4557.732         16.696        299.344          3.998
      1987       168     17/06/1987              0.045              0.090              0.027             39.015             79.171             72.929       4928.124          4.238       3805.310           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       4785.964         17.532        313.096          4.167
      1987       175     24/06/1987              0.068              0.113              0.027             34.448             74.122             71.252       5030.374          4.213       3871.768           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       5006.629         18.340        325.748          4.322
      1987       182     01/07/1987              0.054              0.099              0.026             35.299             74.318             69.665       5119.874          4.362       4027.240           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       5223.951         19.136        338.789          4.482
      1987       189     08/07/1987              0.043              0.089              0.023             37.041             76.344             69.349       5202.324          4.409       4114.618           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       5436.716         19.916        353.476          4.662
      1987       196     15/07/1987              0.034              0.079              0.021             39.403             78.707             68.956       5282.224          4.468       4203.166           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       5643.829         20.674        368.930          4.853
      1987       203     22/07/1987              0.037              0.082              0.020             41.004             79.032             68.209       5363.024          4.553       4299.995           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       5843.838         21.407        384.283          5.042
      1987       211     30/07/1987              0.041              0.078              0.017             38.260             77.698             69.123       5457.124          4.624       4445.599           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       6064.988         22.217        401.139          5.250
      1987       218     06/08/1987              0.060              0.095              0.018             36.812             75.296             67.943       5557.974          4.725       4594.875           0.992           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       6252.121         22.903        413.631          5.403
      1987       225     13/08/1987              0.043              0.075              0.014             36.956             76.452             70.618       5644.274          4.751       4673.697           0.963           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       6440.006         23.591        429.599          5.600
      1987       232     20/08/1987              0.042              0.079              0.015             38.567             77.158             69.394       5739.224          4.830       4779.255           0.983           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       6621.259         24.255        444.379          5.783
      1987       239     27/08/1987              0.058              0.086              0.017             35.797             74.335             67.716       5830.475          5.000       4914.531           0.908           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       6797.591         24.901        458.986          5.963
      1987       245     02/09/1987              0.045              0.086              0.018             45.477             78.826             67.546          0.000          0.000          0.000           0.887           1.000       1000.000           1.000          alive          0.000            0.000              0.000                 0.000      17534.463        100.098        977.250         13.670
      1987       246     03/09/1987              0.130              0.140              0.028             37.896             80.763             68.344         13.400          0.000          0.000           1.000           0.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        968.385         13.546
      1987       253     10/09/1987              0.842              0.226              0.050             30.977             79.902             69.104        107.113          0.008          2.824           1.000           0.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        937.251         13.058
      1987       260     17/09/1987              0.199              0.029              0.013             33.847             80.132             74.026        207.263          0.012          3.399           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        920.987         12.784
      1987       267     24/09/1987              0.328              0.029              0.013             29.651             79.793             74.152        308.313          0.019          4.352           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        905.104         12.520
      1987       274     01/10/1987              0.411              0.034              0.013             26.877             79.435             74.170        409.713          0.030          5.892           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        896.811         12.365
      1987       281     08/10/1987              0.290              0.043              0.013             31.697             79.810             75.912        518.613          0.050          8.576           1.000           0.941       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        882.737         12.135
      1987       288     15/10/1987              0.472              0.054              0.014             28.053             79.350             75.870        631.263          0.072         11.613           1.000           0.490       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        868.327         11.903
      1987       295     22/10/1987              0.395              0.077              0.015             36.485             80.476             76.348        749.298          0.089         14.028           1.000           0.291       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        856.293         11.707
      1987       302     29/10/1987              0.435              0.069              0.015             30.015             79.785             76.699        876.298          0.105         16.249           1.000           0.242       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        841.254         11.473
      1987       309     05/11/1987              0.522              0.069              0.013             26.864             79.396             76.677        994.698          0.120         18.300           1.000           0.267       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        832.217         11.322
      1987       316     12/11/1987              0.345              0.085              0.015             33.923             80.067             77.196       1118.224          0.140         21.018           1.000           0.270       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        823.908         11.183
      1987       323     19/11/1987              0.477              0.079              0.013             28.904             79.605             77.182       1243.474          0.160         24.948           1.000           0.317       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.326          0.001        810.871         10.984
      1987       330     26/11/1987              0.609              0.095              0.015             25.853             78.886             77.028       1375.306          0.201         30.950           1.000           0.354       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          1.669          0.006        803.743         10.865
      1987       337     03/12/1987              0.358              0.095              0.015             32.185             79.687             77.254       1508.978          0.234         36.379           1.000           0.392       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          2.976          0.011        793.374         10.704
      1987       344     10/12/1987              0.573              0.107              0.016             27.658             78.224             76.807       1636.454          0.305         47.492           1.000           0.488       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          4.958          0.018        782.737         10.542
      1987       351     17/12/1987              0.391              0.107              0.016             31.746             78.832             76.339       1764.448          0.400         62.999           1.000           0.479       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          7.202          0.026        771.706         10.375
      1987       358     24/12/1987              0.351              0.120              0.017             35.253             79.205             75.483       1891.621          0.554         87.089           1.000           0.510       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         10.577          0.039        760.615         10.210
      1987       365     31/12/1987              0.474              0.111              0.015             29.201             77.278             74.878       2021.466          0.668        109.078           1.000           0.501       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         15.366          0.056        751.949         10.077
