APSIM output file, version = 5.3
Title = Continuous spring wheat at Dingxi
            day           year           date          event           flag           rain           w_ep          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)             es         runoff          drain         sw_dep          nh4()        tot_no3         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)           dnit       hum_c(1)      biom_c(1)       fom_c(1)    surfaceom_n   surfaceom_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n          w_mat       n_stress       w_stress             eo
            243           1975     31/08/1975          0.000          0.000         63.100          0.000          0.254          0.254          0.133          0.113          0.121          0.139          0.156          0.165         26.823          0.107          0.000        311.251          0.569        352.940         34.627        128.064         56.053         66.465         39.630         13.332          7.560          7.209          0.000       9357.438        325.997        156.051          1.307         82.683          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        111.142
            273           1975     30/09/1975          0.000          0.000         82.600          0.000          0.224          0.232          0.230          0.146          0.122          0.139          0.156          0.164         59.113          1.821          0.000        332.918          1.634        358.461         32.227         77.117         94.132         86.681         40.132         13.375          7.567          7.230          0.085       9352.824        338.282        101.307          0.550         34.827          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         85.721
            304           1975     31/10/1975          0.000          0.000         57.600          0.000          0.239          0.241          0.229          0.184          0.128          0.140          0.155          0.164         41.196          0.028          0.000        349.294          1.916        362.662         26.287         66.618         87.943        109.955         43.607         13.421          7.579          7.252          0.006       9349.983        338.474         85.530          0.379         23.962          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         58.026
            334           1975     30/11/1975          0.000          0.000          7.900          0.000          0.172          0.202          0.207          0.194          0.141          0.141          0.155          0.163         20.088          0.000          0.000        337.106          2.017        363.824         34.178         56.083         78.591        115.716         50.878         13.532          7.584          7.263          0.000       9349.517        338.269         83.436          0.364         23.030          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         22.570
            365           1975     31/12/1975          0.000          0.000          3.400          0.000          0.164          0.189          0.195          0.189          0.152          0.143          0.154          0.163          6.920          0.000          0.000        333.586          2.036        364.078         37.942         52.851         74.034        112.513         57.884         14.009          7.582          7.262          0.000       9349.470        338.237         83.246          0.364         23.029          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000          7.956
             31           1976     31/01/1976          0.000          0.000          0.000          0.000          0.115          0.173          0.186          0.183          0.159          0.145          0.154          0.163          8.965          0.000          0.000        324.622          2.045        364.166         43.620         48.605         70.470        109.085         62.628         14.909          7.589          7.260          0.000       9349.470        338.236         83.245          0.364         23.029          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         13.989
             60           1976     29/02/1976          0.000          1.000         10.900          0.000          0.165          0.165          0.179          0.179          0.163          0.148          0.154          0.162          8.173          0.000          0.000        327.348          1.990        364.450         46.815         47.053         67.952        106.443         65.318         16.004          7.606          7.260          0.000       9349.467        338.234         83.231          0.364         23.029          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         31.896
             91           1976     31/03/1976          0.000          0.000          7.700          0.000          0.104          0.159          0.174          0.175          0.164          0.151          0.155          0.162         15.793          0.000          0.000        319.255         28.061        368.596         53.527         45.663         66.037        104.249         66.964         17.256          7.643          7.257          0.000       9349.381        338.172         83.790          0.328         20.726          0.000          0.000          0.000          0.000        106.730          0.000              0          1.000          1.000         63.304
            121           1976     30/04/1976          0.000          0.000         18.600          6.312          0.100          0.135          0.169          0.172          0.165          0.154          0.155          0.162         18.248          0.000          0.000        313.295        127.108        365.410         62.835         36.415         62.203        102.687         67.872         18.424          7.713          7.261          0.000       9348.805        338.027         83.491          0.295         18.662          0.545          0.000        420.224         34.715        326.290          1.937              0          1.000          0.861        117.059
            152           1976     31/05/1976          0.000          0.000         38.000         23.473          0.165          0.129          0.135          0.152          0.164          0.156          0.156          0.162         21.578          0.000          0.000        306.244         33.001        437.922        132.223         50.329         55.083         97.750         67.943         19.506          7.817          7.272          0.000       9346.535        337.622         78.910          0.155          9.837          1.034          0.000       1832.015         77.609        812.770          3.416              0          1.000          0.548        152.796
            182           1976     30/06/1976          0.000          0.000         28.800         27.223          0.108          0.121          0.130          0.123          0.136          0.152          0.157          0.162         27.871          0.000          0.000        279.951          1.460        459.111        150.819         55.547         54.928         96.873         66.104         19.634          7.917          7.289          0.000       9344.329        336.844         79.708          0.043          2.705          0.428        169.275       3260.584         92.496       1293.407          4.170              0          1.000          0.705        148.075
            213           1976     31/07/1976          0.000          0.000         68.600         24.029          0.200          0.131          0.130          0.115          0.123          0.140          0.156          0.162         43.407          0.000          0.000        281.116          0.545        418.091         85.042         89.591         55.453         91.880         62.005         18.942          7.869          7.309          0.000       9340.921        334.588         75.250          0.010          0.614          0.266       1785.465       4363.039         79.214       1465.531          8.559              0          1.000          0.850        156.829
            219           1976     06/08/1976          2.000          0.000          4.600          1.096          0.159          0.134          0.130          0.115          0.123          0.140          0.156          0.162          7.362          0.000          0.000        277.258          0.589        418.567         81.971         93.047         55.469         91.945         62.022         18.940          7.863          7.311          0.000       9339.591        333.525         71.636          0.007          0.413          0.002       1785.465       4416.996         77.253       1474.526          8.559            217          1.000          1.000         17.641
            244           1976     31/08/1976          0.000          0.000         83.300          0.000          0.215          0.228          0.161          0.116          0.123          0.140          0.155          0.162         52.049          0.256          0.000        308.253          1.150        421.473         44.623        115.914         71.971         92.757         62.108         18.931          7.844          7.325          0.000       9336.379        345.671         91.630          0.746         57.360          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         98.058
            274           1976     30/09/1976          0.000          0.000         82.400          0.000          0.234          0.238          0.237          0.155          0.125          0.140          0.154          0.162         50.407          1.032          0.000        339.214          1.736        427.712         31.667         80.215        100.795        117.985         62.912         18.937          7.849          7.353          0.076       9330.704        343.875         67.127          0.421         32.347          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        100.410
            305           1976     31/10/1976          0.000          0.000         11.500          0.000          0.191          0.206          0.207          0.178          0.131          0.141          0.154          0.161         19.428          0.000          0.000        331.286          2.018        433.471         41.241         69.839         87.923        132.801         67.448         18.967          7.866          7.386          0.000       9326.423        338.743         56.174          0.392         30.135          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         75.706
            335           1976     30/11/1976          0.000          0.000          0.300          0.000          0.159          0.185          0.192          0.180          0.139          0.142          0.153          0.161          7.881          0.000          0.000        323.705          2.093        434.940         48.891         63.308         81.673        133.349         73.381         19.063          7.872          7.403          0.000       9325.693        337.759         54.638          0.392         30.135          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         25.500
            366           1976     31/12/1976          0.000          0.000          0.000          0.000          0.137          0.171          0.182          0.177          0.146          0.143          0.153          0.161          5.455          0.000          0.000        318.249          2.094        435.249         54.597         58.904         77.710        130.652         78.649         19.450          7.875          7.412          0.000       9325.678        337.737         54.606          0.392         30.135          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         11.126
             31           1977     31/01/1977          0.000          0.000          4.700          0.000          0.150          0.165          0.176          0.173          0.151          0.144          0.153          0.161          5.302          0.000          0.000        317.647          2.097        435.295         57.856         56.894         74.942        127.692         82.492         20.128          7.878          7.413          0.000       9325.678        337.737         54.606          0.392         30.135          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000          5.479
             59           1977     28/02/1977          0.000          1.000          3.700          0.000          0.129          0.162          0.172          0.170          0.154          0.146          0.153          0.160          6.730          0.000          0.000        314.617          2.072        435.393         58.979         56.536         73.292        125.462         84.904         20.923          7.884          7.412          0.000       9325.654        337.706         54.558          0.392         30.135          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         25.551
             90           1977     31/03/1977          0.000          0.000          2.500          0.000          0.100          0.155          0.168          0.168          0.156          0.148          0.153          0.160          7.200          0.000          0.000        309.917         25.275        442.680         68.912         54.545         71.721        123.533         86.730         21.920          7.903          7.415          0.000       9325.511        337.513         55.468          0.353         27.122          0.000          0.000          0.000          0.000        109.636          0.000              0          1.000          1.000         75.989
            120           1977     30/04/1977          0.000          0.000         73.800         11.201          0.260          0.257          0.190          0.167          0.157          0.149          0.153          0.160         21.065          0.000          0.000        351.451        125.447        409.572         22.183         65.238         73.253        122.694         87.932         22.911          7.942          7.418          0.000       9323.066        334.966         56.750          0.282         21.689          1.491          0.000        916.709         68.697        350.252          4.294              0          1.000          0.999        100.211
            151           1977     31/05/1977          0.000          0.000         44.600         65.474          0.100          0.149          0.142          0.150          0.158          0.151          0.154          0.160         30.702          0.000          0.000        299.874         14.705        418.787         71.347         64.138         50.589        104.567         88.779         23.935          8.008          7.425          0.000       9319.642        333.492         81.929          0.122          9.396          3.429          0.000       5136.854        210.494        784.232         11.627              0          1.000          0.748        129.891
            181           1977     30/06/1977          0.000          0.000         20.600         24.652          0.076          0.120          0.130          0.119          0.131          0.149          0.154          0.160         24.038          0.000          0.000        271.785         10.941        422.936         77.657         61.542         50.493        105.465         88.055         24.208          8.080          7.436          0.000       9319.661        334.490        132.207          0.044          3.347          0.470         40.572       6372.902        206.233       1238.242         11.490              0          1.000          0.354        153.152
            212           1977     31/07/1977          0.000          0.000        209.900         39.722          0.267          0.270          0.275          0.257          0.173          0.147          0.154          0.160         32.840          6.096          0.000        403.026          1.285        355.926          5.277         29.067         52.727        121.091        107.929         24.254          8.114          7.468          0.915       9310.499        339.408         98.415          0.005          0.419          0.470       2914.207       8171.079        176.838       1414.975         19.769              0          1.000          1.000        161.143
            218           1977     06/08/1977          2.000          0.000          4.700          3.019          0.262          0.262          0.257          0.249          0.188          0.148          0.154          0.160          4.930          0.000          0.000        399.777          1.336        356.289          6.553         28.683         49.793        115.530        114.998         25.135          8.122          7.476          0.002       9308.598        338.829         94.047          0.004          0.281          0.002       2959.629       8257.049        172.461       1422.146         19.905            216          1.000          1.000         21.514
            243           1977     31/08/1977          0.000          0.000         23.000          0.000          0.211          0.222          0.229          0.228          0.217          0.168          0.155          0.160         33.552          0.000          0.000        389.226          2.148        370.298         16.347         27.808         44.768        102.461        125.650         37.329          8.415          7.521          0.004       9307.199        392.908        181.855          3.566        166.197          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        126.830
            273           1977     30/09/1977          0.000          0.000         27.100          0.000          0.203          0.215          0.220          0.218          0.210          0.186          0.161          0.161         28.514          0.000          0.000        387.812          2.416        381.825         20.058         31.342         44.374         98.076        120.139         50.209         10.023          7.604          0.000       9303.167        403.491        124.384          2.114         98.533          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         92.936
            304           1977     31/10/1977          0.000          0.000         30.100          0.000          0.217          0.226          0.221          0.213          0.207          0.193          0.169          0.163         23.203          0.000          0.000        394.709          2.532        389.404         18.034         35.520         45.065         95.882        117.019         57.180         12.912          7.792          0.000       9300.027        402.132        102.400          1.757         81.888          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         69.178
            334           1977     30/11/1977          0.000          0.000         31.300          0.000          0.202          0.219          0.227          0.223          0.213          0.197          0.177          0.166         23.881          0.000          0.000        402.128          2.604        390.828         16.199         30.485         43.687         96.055        117.739         62.480         16.063          8.120          0.001       9299.693        401.977        100.438          1.704         79.406          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         28.132
            365           1977     31/12/1977          0.000          0.000          3.200          0.000          0.193          0.201          0.210          0.213          0.211          0.201          0.184          0.172          9.607          0.000          0.000        395.721          2.624        391.261         20.130         28.557         40.545         91.224        114.862         67.472         19.785          8.686          0.000       9299.650        401.917        100.217          1.704         79.404          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         14.057
             31           1978     31/01/1978          0.000          0.000          0.900          0.000          0.164          0.189          0.202          0.207          0.206          0.201          0.189          0.178          7.504          0.000          0.000        389.117          2.628        391.321         22.772         27.210         39.009         88.365        111.772         69.665         23.046          9.482          0.000       9299.649        401.916        100.213          1.704         79.404          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         12.926
             59           1978     28/02/1978          0.000          1.000          2.400          0.000          0.149          0.181          0.196          0.202          0.203          0.200          0.192          0.185          6.953          0.000          0.000        384.565          2.607        391.497         25.033         26.339         37.904         86.412        109.547         70.686         25.305         10.271          0.000       9299.597        401.843         99.945          1.704         79.404          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         29.153
             90           1978     31/03/1978          0.000          0.000         29.000          0.000          0.190          0.202          0.199          0.199          0.200          0.198          0.194          0.190         19.838          0.000          0.000        393.727         28.547        396.286         24.095         31.345         38.419         85.112        107.637         71.371         27.234         11.073          0.000       9299.225        401.592        100.985          1.490         69.432          0.000          0.000          0.000          0.000        108.970          0.000              0          1.000          1.000         59.348
            120           1978     30/04/1978          0.000          0.000         15.400         15.911          0.155          0.146          0.185          0.197          0.199          0.198          0.195          0.195         16.491          0.000          0.000        376.724        114.122        391.737         38.853         20.693         28.652         84.549        106.537         72.006         28.727         11.718          0.000       9296.843        398.840         93.117          1.370         63.864          1.119          0.000        806.225         57.537        402.780          3.322              0          1.000          0.921        120.420
            151           1978     31/05/1978          0.000          0.000         30.600         33.891          0.202          0.154          0.135          0.154          0.188          0.196          0.196          0.198         15.440          0.000          0.000        357.994         35.610        446.432         80.144         43.986         27.941         77.450        102.588         72.116         29.958         12.248          0.000       9296.125        400.957        101.054          0.852         39.700          0.833          0.000       2588.195        105.341        954.540          4.928              0          1.000          0.550        151.198
            181           1978     30/06/1978          0.000          0.000         61.100         58.394          0.143          0.137          0.132          0.126          0.143          0.173          0.193          0.200         42.472          0.000          0.000        318.228          1.028        456.330         65.632         80.764         29.909         76.867         95.392         65.824         29.403         12.540          0.000       9291.757        399.016         89.693          0.166          7.725          0.638        737.259       5192.624        115.988       1548.826          7.477              0          1.000          0.912        166.699
            209           1978     28/07/1978          2.000          0.000        125.000         31.501          0.250          0.249          0.231          0.142          0.137          0.165          0.185          0.197         42.434          0.592          0.000        368.701          1.532        426.001         16.246         64.784         65.464         84.580         92.314         62.069         28.128         12.416          0.165       9284.381        388.050         71.921          0.027          1.273          0.002       2359.760       6618.285        101.306       1689.841         11.248            207          1.000          1.000        137.841
            212           1978     31/07/1978          0.000          0.000         40.500          0.000          0.270          0.275          0.273          0.185          0.138          0.165          0.185          0.197          9.927          1.931          0.000        397.342          1.572        426.805          9.668         50.346         70.265        101.247         92.777         62.025         28.082         12.395          0.133       9284.380        394.139        146.513          1.881        179.739          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         12.575
            243           1978     31/08/1978          0.000          0.000         74.100          0.000          0.316          0.277          0.261          0.232          0.175          0.168          0.184          0.194         44.556          1.987          0.000        424.899          2.024        440.910         11.100         40.401         59.780        115.011        111.938         62.595         27.787         12.298          0.060       9277.513        402.009         81.558          0.839         80.190          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        142.504
            273           1978     30/09/1978          0.000          0.000         64.800          0.000          0.231          0.237          0.243          0.243          0.236          0.213          0.191          0.193         44.943          2.868          0.000        441.888          2.333        449.321         12.144         25.846         43.821        102.140        132.318         89.873         30.837         12.342          0.214       9273.030        397.161         65.491          0.498         47.549          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         91.230
            304           1978     31/10/1978          0.000          0.000         52.200          0.000          0.218          0.229          0.237          0.238          0.235          0.227          0.212          0.202         44.235          0.467          0.000        449.386          2.484        454.458         13.374         22.632         39.520         95.229        126.279        100.950         42.384         14.091          0.016       9270.618        393.550         59.350          0.373         35.672          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         57.730
            334           1978     30/11/1978          0.000          0.000          4.200          0.000          0.200          0.210          0.220          0.226          0.227          0.225          0.220          0.218         12.678          0.000          0.000        440.908          2.549        456.469         17.139         22.337         37.174         90.369        120.264        102.028         49.746         17.412          0.000       9269.825        391.902         57.692          0.373         35.672          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         25.980
            365           1978     31/12/1978          0.000          0.000          0.900          0.000          0.177          0.197          0.211          0.218          0.222          0.223          0.224          0.227          8.234          0.000          0.000        433.573          2.571        457.098         19.947         21.746         35.957         87.560        116.812        101.992         53.483         19.601          0.000       9269.692        391.624         57.421          0.373         35.672          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         21.028
             31           1979     31/01/1979          0.000          0.000          2.000          0.000          0.178          0.188          0.204          0.213          0.219          0.222          0.226          0.231          5.952          0.000          0.000        429.621          2.573        457.402         22.260         21.515         35.277         85.574        114.862        101.997         55.322         20.596          0.000       9269.622        391.473         57.275          0.373         35.672          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         17.679
             59           1979     28/02/1979          0.000          1.000          0.500          0.000          0.151          0.181          0.200          0.210          0.217          0.222          0.227          0.232          6.511          0.000          0.000        423.610          2.509        458.033         24.354         21.437         35.060         84.382        113.843        101.915         56.051         20.990          0.000       9269.354        390.923         56.751          0.373         35.672          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         42.379
             90           1979     31/03/1979          0.000          0.000          9.300          0.000          0.159          0.181          0.197          0.207          0.215          0.221          0.227          0.233         10.272          0.000          0.000        422.638         22.885        468.623         34.967         22.621         35.235         83.631        113.039        101.692         56.290         21.147          0.000       9268.725        389.662         56.872          0.333         31.859          0.000          0.000          0.000          0.000        113.170          0.000              0          1.000          1.000         62.709
            120           1979     30/04/1979          0.000          0.000          7.900         13.573          0.117          0.146          0.186          0.205          0.214          0.221          0.227          0.233          8.969          0.000          0.000        407.996        118.344        450.703         34.565         18.065         23.311         83.442        112.477        101.413         56.260         21.170          0.000       9266.627        385.528         56.558          0.323         30.861          1.275          0.000        834.837         57.781        404.560          3.585              0          1.000          0.976        111.605
            151           1979     31/05/1979          0.000          0.000          8.200         31.499          0.085          0.121          0.136          0.168          0.207          0.219          0.226          0.233          8.995          0.000          0.000        375.702         44.984        494.574         90.892         17.661         21.367         78.130        108.957        100.379         56.040         21.150          0.000       9266.078        385.122         69.020          0.264         25.260          1.181          0.000       2777.592        113.282        876.760          5.512              0          1.000          0.551        134.263
            181           1979     30/06/1979          0.000          0.000         77.100         68.207          0.138          0.171          0.135          0.130          0.156          0.197          0.221          0.230         29.452          0.000          0.000        355.142          1.185        517.340         51.715         88.516         25.443         79.912        105.231         91.876         53.716         20.931          0.000       9260.186        377.717         63.516          0.086          8.176          0.732        487.739       5657.389        136.030       1464.280          7.527              0          1.000          0.844        178.235
            212           1979     31/07/1979          0.000          0.000        177.300         37.989          0.296          0.299          0.283          0.255          0.164          0.191          0.210          0.221         35.933          0.414          0.000        458.107          1.637        467.309          3.944         35.983         56.661        117.561        104.959         80.825         47.385         19.992          0.601       9251.818        364.698         55.916          0.016          1.503          0.377       2728.576       7592.380        116.453       2000.000         13.319              0          1.000          1.000        123.197
            217           1979     05/08/1979          2.000          0.000         37.400          0.537          0.270          0.280          0.292          0.270          0.251          0.197          0.209          0.220          4.115          5.147          0.000        485.707          1.657        468.000          2.500         22.741         44.938        106.263        140.157         84.225         47.254         19.922          0.326       9250.905        363.246         55.519          0.012          1.145          0.002       2728.576       7615.267        114.141       2000.000         13.319            215          1.000          1.000         13.976
            243           1979     31/08/1979          0.000          0.000        109.300          0.000          0.259          0.263          0.271          0.265          0.267          0.269          0.269          0.267         50.087          6.986          4.251        533.684          2.041        475.868          2.923         12.795         26.208         74.700        115.803        122.841         84.516         36.082          0.930       9246.854        384.430         84.463          1.074         95.955          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        105.491
            273           1979     30/09/1979          0.000          0.000         71.400          0.000          0.250          0.255          0.265          0.260          0.260          0.260          0.260          0.260         55.135          0.921         29.622        519.406          2.312        467.535          5.376         12.422         22.313         66.189        103.177        116.038         91.423         50.597          0.580       9242.460        383.392         65.241          0.529         47.282          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         93.633
            304           1979     31/10/1979          0.000          0.000         20.800          0.000          0.233          0.239          0.249          0.256          0.260          0.260          0.260          0.260         25.081          1.398          4.161        509.566          2.453        471.380          9.112         13.935         21.517         64.543        101.680        115.393         92.553         52.647          0.097       9238.951        377.532         56.229          0.478         42.723          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         76.951
            334           1979     30/11/1979          0.000          0.000         26.400          0.000          0.233          0.239          0.250          0.257          0.260          0.260          0.260          0.260         20.448          2.486          2.902        510.130          2.474        471.410          9.804         14.139         21.151         63.384        100.457        114.915         93.404         54.155          0.080       9238.035        376.114         54.206          0.449         40.116          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         26.119
            365           1979     31/12/1979          0.000          0.000          0.300          0.000          0.224          0.229          0.240          0.249          0.256          0.260          0.260          0.260          8.874          0.000          0.000        501.556          2.497        471.863         12.193         14.384         21.820         61.978         98.928        114.948         93.429         54.182          0.000       9237.939        375.934         54.011          0.449         40.116          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         16.522
             31           1980     31/01/1980          0.000          0.000          1.600          0.000          0.224          0.228          0.236          0.244          0.252          0.258          0.260          0.260          5.683          0.000          0.000        497.473          2.499        471.903         13.421         14.909         22.551         61.682         97.428        114.283         93.437         54.192          0.000       9237.939        375.933         54.011          0.449         40.116          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         11.721
             60           1980     29/02/1980          0.000          1.000          6.300          0.000          0.221          0.227          0.235          0.242          0.249          0.256          0.260          0.260          8.752          0.000          0.000        495.021          2.505        472.002         13.714         15.722         23.208         61.899         96.668        113.154         93.440         54.197          0.000       9237.881        375.822         53.892          0.449         40.116          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         22.732
             91           1980     31/03/1980          0.000          0.000          5.400          0.000          0.213          0.221          0.231          0.240          0.247          0.254          0.260          0.260         10.471          0.000          0.000        489.951         24.194        481.311         23.663         16.274         23.688         61.898         95.939        112.216         93.427         54.205          0.000       9237.101        374.383         53.858          0.404         36.104          0.000          0.000          0.000          0.000        112.040          0.000              0          1.000          1.000         68.466
            121           1980     30/04/1980          0.000          0.000         21.300         23.104          0.193          0.177          0.212          0.236          0.245          0.252          0.258          0.260         15.770          0.000          0.000        472.377        114.887        450.653         15.100          9.129         10.648         62.018         95.297        111.329         92.910         54.221          0.000       9233.383        368.159         54.134          0.349         31.201          2.197          0.000       1490.617        100.005        419.060          5.037              0          0.996          0.980        119.223
            152           1980     31/05/1980          0.000          0.000         48.500         64.778          0.215          0.199          0.144          0.183          0.228          0.244          0.253          0.260         15.841          0.000          0.000        440.258          4.384        491.323         45.018         44.052         13.748         45.520         90.690        107.322         90.814         54.158          0.000       9229.796        365.568         77.771          0.139         12.443          2.334          0.000       5297.753        203.833        895.220          9.786              0          1.000          0.664        137.648
            182           1980     30/06/1980          0.000          0.000         79.600         91.782          0.210          0.217          0.140          0.144          0.175          0.217          0.240          0.250         28.421          0.000          0.000        399.655          1.079        448.693         13.840         61.236         20.340         48.017         79.345         91.359         82.434         52.121          0.000       9223.826        364.323        103.051          0.033          2.948          1.955        778.309      10212.977        245.055       1451.540         13.781              0          1.000          0.942        134.073
            213           1980     31/07/1980          0.000          0.000         43.800         84.728          0.106          0.137          0.134          0.123          0.141          0.179          0.204          0.223         33.017          0.000          0.000        325.710          0.541        344.637         10.999         46.457         23.824         45.905         66.006         61.319         50.193         39.933          0.000       9219.697        364.927        136.219          0.007          0.605          0.495       5282.883      14020.357        209.787       2000.000         24.652              0          1.000          0.957        154.465
            216           1980     03/08/1980          2.000          0.000         11.000          1.396          0.200          0.137          0.133          0.123          0.141          0.178          0.203          0.221          1.307          0.000          0.000        334.008          0.510        344.805         10.908         46.650         23.831         45.960         66.118         61.357         50.213         39.768          0.000       9219.402        365.379        136.162          0.006          0.533          0.002       5282.883      14020.357        207.695       2000.000         24.652            214          1.000          1.000          7.327
            244           1980     31/08/1980          0.000          0.000         39.900          0.000          0.127          0.137          0.133          0.125          0.145          0.181          0.202          0.213         47.147          0.000          0.000        326.761          0.594        345.686         10.776         46.760         23.920         46.780         67.724         61.709         49.584         38.433          0.000       9225.020        431.344        436.905          2.203        203.563          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        142.264
            274           1980     30/09/1980          0.000          0.000         28.200          0.000          0.075          0.143          0.134          0.126          0.150          0.182          0.200          0.209         31.715          0.000          0.000        323.245          0.738        348.594         11.633         47.463         24.381         47.765         69.294         61.530         48.765         37.762          0.000       9226.521        459.038        354.661          1.699        156.983          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        107.048
