ApsimVersion = 5.4
Title = 
           date            das          stage          zadok            lai        biomass          grain      biomass_n        grain_n         tillers      rootdepth       ws_pheno       ws_photo       ws_expan      ws_tiller       Ns_pheno       Ns_photo       Ns_expan      Ns_tiller RootGreenNConc LeafGreenNConc StemGreenNConc   n_conc_grain        GreenWt     SenescedWt dlt_dm_detached(1) dlt_dm_detached(2) dlt_dm_detached(3) dlt_dm_detached(4) dlt_dm_detached(5)         GreenP      SenescedP    p_demand(1)    p_demand(2)    p_demand(3)    p_demand(4)    p_demand(5)    pfact_photo    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p     LeafGreenP     StemGreenP     RootGreenP       flower_p         head_p         p_dead  dlt_p_green() dlt_p_retrans() dlt_p_detached()   dlt_p_dead()    dlt_p_sen()  p_conc_stover LeafGreenPConc StemGreenPConc GrainGreenPConc p_uptake_stover grain_p_demand    surfaceom_p            esw           sw()             es         runoff          drain          no3()          nh4() uptake_p_sorghum()       fom_cp()  fom_p_pool3()  fom_p_pool2()  fom_p_pool1()        fom_p()        hum_p()       biom_p()  soil_test_p()       rock_p()    unavail_p()     labile_p() p_below_ground p_above_ground        systemp cum_error_systemp    dlt_systemp        p_plant   p_pl_up_diff  dlt_residue_p below_gnd_diff            esw           sw()             es         runoff          drain          no3()          nh4() uptake_p_sorghum()       fom_cp()  fom_p_pool3()  fom_p_pool2()  fom_p_pool1()        fom_p()        hum_p()       biom_p()  soil_test_p()       rock_p()    unavail_p()     labile_p() p_below_ground p_above_ground        systemp cum_error_systemp    dlt_systemp        p_plant   p_pl_up_diff  dlt_residue_p below_gnd_diff
     09/11/1992             10          3.464              ?          0.039          2.914          0.000          0.096          0.000           0.000        243.000          1.000          1.000          1.000              ?          1.000          0.996          1.000              ?          0.010          0.031          0.040          0.000           4.71           0.11               0.00               0.00               0.00               0.00               0.00          0.022          0.000            0.0            0.0            0.0            0.0            0.0          1.000          1.000           1.000          1.000              ?               ?              ?              ?              ?              ?              ?              ?          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?               ?               ?              ?            0.7        267.298          2.376          1.116          0.000          0.000           21.0            0.3                0.0       1400.000            0.4            1.9            0.2            2.4       2432.514         21.063           34.8            0.0          341.4           34.8       2832.173          0.901       2833.074             0.216          0.000          0.216          0.216         -0.005          0.005        267.298          2.376          1.116          0.000          0.000           21.0            0.3                0.0       1400.000            0.4            1.9            0.2            2.4       2432.514         21.063           34.8            0.0          341.4           34.8       2832.173          0.901       2833.074             0.216          0.000          0.216          0.216         -0.005          0.005
     10/11/1992             11          3.586              ?          0.049          3.436          0.000          0.109          0.000           0.000        270.000          1.000          1.000          1.000              ?          1.000          0.995          1.000              ?          0.008          0.030          0.039          0.000           5.75           0.12               0.00               0.00               0.00               0.00               0.00          0.022          0.000            0.0            0.0            0.0            0.0            0.0          1.000          1.000           1.000          1.000              ?               ?              ?              ?              ?              ?              ?              ?          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?               ?               ?              ?            0.7        266.264          2.368          2.540          0.000          0.000           21.0            0.4                0.0       1400.000            0.4            1.8            0.1            2.3       2432.480         21.105           34.9            0.0          341.4           34.9       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000        266.264          2.368          2.540          0.000          0.000           21.0            0.4                0.0       1400.000            0.4            1.8            0.1            2.3       2432.480         21.105           34.9            0.0          341.4           34.9       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000
     11/11/1992             12          3.661              ?          0.056          3.948          0.000          0.120          0.000           0.000        297.000          1.000          1.000          1.000              ?          1.000          0.996          1.000              ?          0.007          0.028          0.038          0.000           6.77           0.12               0.00               0.00               0.00               0.00               0.00          0.022          0.000            0.0            0.1            0.0            0.0            0.0          0.504          1.000           0.504          1.000              ?               ?              ?              ?              ?              ?              ?              ?          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?               ?               ?              ?            0.7        265.343          2.361          0.828          0.000          0.000           21.0            0.4                0.0       1400.000            0.4            1.8            0.1            2.2       2432.445         21.144           34.9            0.0          341.4           34.9       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000        265.343          2.361          0.828          0.000          0.000           21.0            0.4                0.0       1400.000            0.4            1.8            0.1            2.2       2432.445         21.144           34.9            0.0          341.4           34.9       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000
     12/11/1992             13          3.734              ?          0.062          4.587          0.000          0.129          0.000           0.000        324.000          1.000          1.000          1.000              ?          1.000          0.996          1.000              ?          0.006          0.026          0.038          0.000           8.05           0.13               0.00               0.00               0.00               0.00               0.00          0.022          0.000            0.0            0.1            0.0            0.0            0.0          0.002          0.004           0.002          0.014              ?               ?              ?              ?              ?              ?              ?              ?          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?               ?               ?              ?            0.7        264.487          2.355          0.748          0.000          0.000           21.1            0.5                0.0       1400.000            0.4            1.7            0.1            2.2       2432.410         21.179           35.0            0.0          341.4           35.0       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000        264.487          2.355          0.748          0.000          0.000           21.1            0.5                0.0       1400.000            0.4            1.7            0.1            2.2       2432.410         21.179           35.0            0.0          341.4           35.0       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000
     13/11/1992             14          3.808              ?          0.068          5.330          0.000          0.139          0.000           0.000        351.000          1.000          1.000          1.000              ?          1.000          0.996          1.000              ?          0.005          0.024          0.036          0.000           9.52           0.14               0.00               0.00               0.00               0.00               0.00          0.022          0.000            0.0            0.1            0.0            0.0            0.0          0.000          0.000           0.000          0.000              ?               ?              ?              ?              ?              ?              ?              ?          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?               ?               ?              ?            0.7        263.650          2.349          0.688          0.000          0.000           21.2            0.5                0.0       1400.000            0.4            1.7            0.1            2.1       2432.375         21.209           35.1            0.0          341.4           35.1       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000        263.650          2.349          0.688          0.000          0.000           21.2            0.5                0.0       1400.000            0.4            1.7            0.1            2.1       2432.375         21.209           35.1            0.0          341.4           35.1       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000
     14/11/1992             15          3.914              ?          0.080          6.136          0.000          0.153          0.000           0.000        378.000          1.000          1.000          1.000              ?          1.000          0.995          1.000              ?          0.004          0.023          0.035          0.000          11.13           0.14               0.00               0.00               0.00               0.00               0.00          0.022          0.000            0.0            0.2            0.0            0.0            0.0          0.000          0.000           0.000          0.000              ?               ?              ?              ?              ?              ?              ?              ?          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?               ?               ?              ?            0.7        262.869          2.344          0.640          0.000          0.000           21.3            0.6                0.0       1400.000            0.4            1.6            0.1            2.0       2432.341         21.235           35.1            0.0          341.4           35.1       2832.174          0.901       2833.075             0.216          0.000          0.216          0.216          0.000          0.000        262.869          2.344          0.640          0.000          0.000           21.3            0.6                0.0       1400.000            0.4            1.6            0.1            2.0       2432.341         21.235           35.1            0.0          341.4           35.1       2832.174          0.901       2833.075             0.216          0.000          0.216          0.216          0.000          0.000
     15/11/1992             16          4.000              ?          0.094          6.801          0.000          0.169          0.000           0.000        405.000          1.000          1.000          1.000              ?          1.000          0.994          1.000              ?          0.003          0.023          0.034          0.000          12.45           0.15               0.00               0.00               0.00               0.00               0.00          0.021          0.000            0.0            0.2            0.0            0.0            0.0          0.000          0.000           0.000          0.000              ?               ?              ?              ?              ?              ?              ?              ?          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?               ?               ?              ?            0.7        262.185          2.340          0.601          0.000          0.000           21.3            0.6                0.0       1400.000            0.4            1.6            0.1            2.0       2432.308         21.256           35.2            0.0          341.4           35.2       2832.174          0.901       2833.074             0.216         -0.000          0.216          0.216          0.000         -0.000        262.185          2.340          0.601          0.000          0.000           21.3            0.6                0.0       1400.000            0.4            1.6            0.1            2.0       2432.308         21.256           35.2            0.0          341.4           35.2       2832.174          0.901       2833.074             0.216         -0.000          0.216          0.216          0.000         -0.000
     16/11/1992             17          4.105              ?          0.112          7.717          0.000          0.191          0.000           0.000        432.000          1.000          1.000          1.000              ?          1.000          0.993          1.000              ?          0.003          0.024          0.032          0.000          14.27           0.17               0.00               0.00               0.00               0.00               0.00          0.021          0.000            0.0            0.2            0.0            0.0            0.0          0.000          0.000           0.000          0.000              ?               ?              ?              ?              ?              ?              ?              ?          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?               ?               ?              ?            0.7        261.422          2.335          0.568          0.000          0.000           21.3            0.7                0.0       1400.000            0.4            1.5            0.1            1.9       2432.274         21.275           35.3            0.0          341.4           35.3       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000        261.422          2.335          0.568          0.000          0.000           21.3            0.7                0.0       1400.000            0.4            1.5            0.1            1.9       2432.274         21.275           35.3            0.0          341.4           35.3       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000
     17/11/1992             18          4.198              ?          0.134          8.801          0.000          0.219          0.000           0.000        459.000          1.000          1.000          1.000              ?          1.000          0.993          1.000              ?          0.003          0.024          0.030          0.000          16.42           0.18               0.00               0.00               0.00               0.00               0.00          0.021          0.000            0.0            0.3            0.0            0.0            0.0          0.000          0.000           0.000          0.000              ?               ?              ?              ?              ?              ?              ?              ?          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?               ?               ?              ?            0.7        260.677          2.330          0.541          0.000          0.000           21.3            0.7                0.0       1400.000            0.4            1.5            0.1            1.9       2432.238         21.291           35.4            0.0          341.4           35.4       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000        260.677          2.330          0.541          0.000          0.000           21.3            0.7                0.0       1400.000            0.4            1.5            0.1            1.9       2432.238         21.291           35.4            0.0          341.4           35.4       2832.174          0.901       2833.074             0.216          0.000          0.216          0.216          0.000          0.000
     18/11/1992             19          4.296              ?          0.162         10.096          0.000          0.255          0.000           0.000        486.000          1.000          1.000          1.000              ?          1.000          0.992          1.000              ?          0.002          0.025          0.028          0.000          19.00           0.19               0.00               0.00               0.00               0.00               0.00          0.021          0.000            0.0            0.3            0.0            0.0            0.0          0.000          0.000           0.000          0.000              ?               ?              ?              ?              ?              ?              ?              ?          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?               ?               ?              ?            0.6        269.853          2.387          4.417          0.000          0.000           21.2            0.6                0.0       1400.000            0.4            1.4            0.0            1.8       2432.204         21.352           35.4            0.0          341.4           35.4       2832.213          0.862       2833.075             0.216          0.000          0.216          0.216         -0.039          0.039        269.853          2.387          4.417          0.000          0.000           21.2            0.6                0.0       1400.000            0.4            1.4            0.0            1.8       2432.204         21.352           35.4            0.0          341.4           35.4       2832.213          0.862       2833.075             0.216          0.000          0.216          0.216         -0.039          0.039
     19/11/1992             20          4.386              ?          0.193         11.966          0.000          0.299          0.000           0.000        513.000          1.000          1.000          1.000              ?          1.000          0.993          1.000              ?          0.002          0.025          0.024          0.000          22.72           0.21               0.00               0.00               0.00               0.00               0.00          0.021          0.000            0.0            0.4            0.0            0.0            0.0          0.000          0.000           0.000          0.000              ?               ?              ?              ?              ?              ?              ?              ?          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?               ?               ?              ?            0.6        266.386          2.363          4.149          0.000          0.000           21.0            0.5                0.0       1400.000            0.3            1.4            0.0            1.8       2432.167         21.398           35.5            0.0          341.4           35.5       2832.242          0.833       2833.074             0.216         -0.000          0.216          0.216         -0.029          0.029        266.386          2.363          4.149          0.000          0.000           21.0            0.5                0.0       1400.000            0.3            1.4            0.0            1.8       2432.167         21.398           35.5            0.0          341.4           35.5       2832.242          0.833       2833.074             0.216         -0.000          0.216          0.216         -0.029          0.029
     20/11/1992             21          4.485              ?          0.233         13.811          0.000          0.351          0.000           0.000        540.000          1.000          1.000          1.000              ?          1.000          0.992          1.000              ?          0.002          0.026          0.022          0.000          26.39           0.23               0.00               0.00               0.00               0.00               0.00          0.033          0.000            0.0            0.4            0.0            0.0            0.0          0.000          0.000           0.000          0.000              ?               ?              ?              ?              ?              ?              ?              ?          0.000          0.011           0.000            0.000          0.000              ?              ?              ?              ?               ?               ?              ?            0.6        270.646          2.388          4.276          0.000          0.000           20.7            0.5                0.1       1400.000            0.3            1.3            0.0            1.7       2432.128         21.448           35.5            0.0          341.4           35.5       2832.163          0.911       2833.074             0.216          0.000          0.329          0.216         -0.035         -0.078        270.646          2.388          4.276          0.000          0.000           20.7            0.5                0.1       1400.000            0.3            1.3            0.0            1.7       2432.128         21.448           35.5            0.0          341.4           35.5       2832.163          0.911       2833.074             0.216          0.000          0.329          0.216         -0.035         -0.078
     21/11/1992             22          4.590              ?          0.284         16.133          0.000          0.418          0.000           0.000        567.000          1.000          1.000          1.000              ?          1.000          0.992          1.000              ?          0.002          0.027          0.019          0.000          31.01           0.26               0.00               0.00               0.00               0.00               0.00          0.045          0.000            0.0            0.4            0.0            0.0            0.0          0.000          0.000           0.000          0.000              ?               ?              ?              ?              ?              ?              ?              ?          0.000          0.012           0.000            0.000          0.000              ?              ?              ?              ?               ?               ?              ?            0.6        266.567          2.360          3.582          0.000          0.000           20.2            0.5                0.1       1400.000            0.3            1.3            0.0            1.6       2432.086         21.483           35.4            0.0          341.4           35.4       2832.064          1.010       2833.074             0.216         -0.000          0.453          0.216         -0.025         -0.099        266.567          2.360          3.582          0.000          0.000           20.2            0.5                0.1       1400.000            0.3            1.3            0.0            1.6       2432.086         21.483           35.4            0.0          341.4           35.4       2832.064          1.010       2833.074             0.216         -0.000          0.453          0.216         -0.025         -0.099
     22/11/1992             23          4.691              ?          0.342         19.867          0.000          0.500          0.000           0.000        594.000          1.000          1.000          1.000              ?          1.000          0.993          1.000              ?          0.002          0.027          0.015          0.000          38.44           0.29               0.00               0.00               0.00               0.00               0.00          0.063          0.000            0.0            0.4            0.0            0.0            0.0          0.000          0.000           0.000          0.000              ?               ?              ?              ?              ?              ?              ?              ?          0.000          0.018           0.000            0.000          0.000              ?              ?              ?              ?               ?               ?              ?            0.5        282.251          2.452          5.874          0.000          0.000           19.6            0.5                0.2       1400.000            0.3            1.2            0.0            1.6       2432.043         21.521           35.4            0.0          341.4           35.4       2831.918          1.157       2833.074             0.216          0.000          0.632          0.216         -0.032         -0.147        282.251          2.452          5.874          0.000          0.000           19.6            0.5                0.2       1400.000            0.3            1.2            0.0            1.6       2432.043         21.521           35.4            0.0          341.4           35.4       2831.918          1.157       2833.074             0.216          0.000          0.632          0.216         -0.032         -0.147
     23/11/1992             24          4.778              ?          0.400         24.473          0.000          0.591          0.000           0.000        621.000          1.000          1.000          1.000              ?          1.000          0.994          1.000              ?          0.002          0.026          0.012          0.000          47.62           0.33               0.00               0.00               0.00               0.00               0.00          0.078          0.000            0.1            0.3            0.0            0.0            0.0          0.000          0.000           0.000          0.000              ?               ?              ?              ?              ?              ?              ?              ?          0.000          0.015           0.000            0.000          0.000              ?              ?              ?              ?               ?               ?              ?            0.5        277.574          2.419          3.454          0.000          0.000           19.0            0.6                0.2       1400.000            0.3            1.2            0.0            1.5       2431.997         21.544           35.3            0.0          341.4           35.3       2831.784          1.290       2833.074             0.216          0.000          0.787          0.216         -0.021         -0.133        277.574          2.419          3.454          0.000          0.000           19.0            0.6                0.2       1400.000            0.3            1.2            0.0            1.5       2431.997         21.544           35.3            0.0          341.4           35.3       2831.784          1.290       2833.074             0.216          0.000          0.787          0.216         -0.021         -0.133
     24/11/1992             25          4.867              ?          0.467         29.430          0.000          0.693          0.000           0.000        648.000          1.000          1.000          1.000              ?          1.000          0.994          1.000              ?          0.002          0.026          0.012          0.000          57.49           0.37               0.00               0.00               0.00               0.00               0.00          0.092          0.000            0.1            0.4            0.0            0.0            0.0          0.000          0.000           0.000          0.000              ?               ?              ?              ?              ?              ?              ?              ?          0.000          0.014           0.000            0.000          0.000              ?              ?              ?              ?               ?               ?              ?            0.5        274.769          2.400          1.502          0.000          0.000           18.3            0.6                0.1       1400.000            0.3            1.1            0.0            1.5       2431.949         21.554           35.3            0.0          341.4           35.3       2831.658          1.417       2833.074             0.216         -0.000          0.926          0.216         -0.013         -0.127        274.769          2.400          1.502          0.000          0.000           18.3            0.6                0.1       1400.000            0.3            1.1            0.0            1.5       2431.949         21.554           35.3            0.0          341.4           35.3       2831.658          1.417       2833.074             0.216         -0.000          0.926          0.216         -0.013         -0.127
