APSIM output file, version = 5.3
Title = sysbal Sample Simulation
            day           year        biomass          no3()          nh4()       biom_n()        fom_n()         runoff             ep          drain             es           pond       sw_dep()  n_loss_system  n_gain_system   n_dlt_system  n_dlt_surface     n_dlt_crop     n_dlt_soil n_error_system n_cum_error_system n_state_system n_state_surface   n_state_crop   n_state_soil  p_loss_system  p_gain_system   p_dlt_system  p_dlt_surface     p_dlt_crop     p_dlt_soil p_error_system p_cum_error_system p_state_system p_state_surface   p_state_crop   p_state_soil  c_loss_system  c_gain_system   c_dlt_system  c_dlt_surface     c_dlt_crop     c_dlt_soil c_error_system c_cum_error_system c_state_system c_state_surface   c_state_crop   c_state_soil dm_loss_system dm_gain_system  dm_dlt_system dm_dlt_surface    dm_dlt_crop    dm_dlt_soil dm_error_system dm_cum_error_system dm_state_system dm_state_surface  dm_state_crop  dm_state_soil sw_loss_system sw_gain_system  sw_dlt_system sw_dlt_surface    sw_dlt_crop    sw_dlt_soil sw_error_system sw_cum_error_system sw_state_system sw_state_surface  sw_state_crop  sw_state_soil
          (day)         (year)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)            (?)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)         (kg/ha)             (kg/ha)         (kg/ha)          (kg/ha)        (kg/ha)        (kg/ha)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)            (mm)                (mm)            (mm)             (mm)           (mm)           (mm)
            246           1988       3443.580         36.872          0.916        144.643          5.984          0.000              ?          0.000          0.753          0.000        730.768          0.000          0.000          0.000         -0.403          0.799         -0.395          0.000              0.563      10549.200           5.979         64.578      10478.644          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         11.520         68.816         57.297        -12.101         66.576          2.828          0.002              7.010     152533.766         179.363       1837.591     150516.812         28.801        172.039        143.250        -30.254        166.440          7.062           0.012              17.533      381334.406          448.408       4593.978     376292.031          2.775          0.000         -2.775          0.000          0.000         -2.775           0.000               0.000         730.768            0.000          0.000        730.768
            247           1988       3607.846         36.197          0.925        145.133          5.926          0.000              ?          0.000          0.965          0.000        725.818          0.000          0.000          0.000         -0.437          0.745         -0.309          0.000              0.563      10549.200           5.542         65.323      10478.335          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         12.702         82.433         69.719        -13.117         80.132          2.703         -0.013              6.997     152603.484         166.246       1917.724     150519.516         31.754        206.083        174.312        -32.792        200.331          6.750          -0.016              17.517      381508.719          415.615       4794.309     376298.781          4.950          0.000         -4.950          0.000          0.000         -4.950          -0.000               0.000         725.818            0.000          0.000        725.818
            248           1988       3745.493         35.600          0.932        145.610          5.861          0.000              ?          0.000          0.825          0.000        722.865          0.000          0.000          0.000         -0.436          0.696         -0.260          0.000              0.563      10549.200           5.105         66.020      10478.075          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         13.146         68.356         55.234        -13.085         65.983          2.328          0.025              7.022     152658.719         153.161       1983.707     150521.844         32.866        170.890        138.031        -32.712        164.958          5.812           0.007              17.524      381646.750          382.903       4959.266     376304.594          4.152          1.200         -2.952          0.000          0.000         -2.952           0.000               0.000         722.865            0.000          0.000        722.865
            249           1988       3836.344         35.117          0.934        145.918          5.793          0.000              ?          0.000          0.520          0.000        721.879          0.000          0.000          0.000         -0.317          0.656         -0.339          0.000              0.563      10549.200           4.788         66.676      10477.736          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         11.282         44.697         33.406         -9.509         42.269          0.656         -0.009              7.013     152692.125         143.652       2025.976     150522.500         28.204        111.742         83.562        -23.774        105.673          1.656           0.025              17.549      381730.312          359.129       5064.939     376306.250          1.587          0.600         -0.987          0.000          0.000         -0.987          -0.000               0.000         721.879            0.000          0.000        721.879
            250           1988       3953.677         34.679          0.947        146.188          5.723          0.000              ?          0.000          0.622          0.000        719.802          0.000          0.000          0.000         -0.294          0.624         -0.331          0.000              0.563      10549.200           4.495         67.300      10477.405          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         11.101         57.176         46.062         -8.811         54.719          0.156         -0.012              7.001     152738.188         134.841       2080.694     150522.656         27.753        142.939        115.156        -22.027        136.796          0.375          -0.030              17.518      381845.469          337.102       5201.736     376306.625          2.077          0.000         -2.077          0.000          0.000         -2.077           0.000               0.000         719.802            0.000          0.000        719.802
            251           1988       4056.494         34.248          0.947        146.487          5.657          0.000              ?          0.000          0.595          0.000        726.181          0.000          0.000         -0.001         -0.315          0.614         -0.300         -0.001              0.562      10549.199           4.180         67.914      10477.105          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         11.383         49.634         38.234         -9.435         47.138          0.531         -0.017              6.984     152776.422         125.405       2127.832     150523.188         28.457        124.085         95.594        -23.588        117.845          1.344          -0.035              17.484      381941.062          313.514       5319.581     376307.969          1.620          8.000          6.380          0.000          0.000          6.380          -0.000               0.000         726.181            0.000          0.000        726.181
            252           1988       4226.027         33.841          0.961        146.721          5.595          0.000              ?          0.000          0.997          0.000        721.488          0.000          0.000          0.001         -0.264          0.586         -0.321          0.001              0.563      10549.200           3.917         68.500      10476.784          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.267         81.091         70.828         -7.907         78.564          0.172          0.004              6.988     152847.250         117.498       2206.397     150523.359         25.667        202.727        177.094        -19.768        196.411          0.438           0.033              17.517      382118.156          293.746       5515.992     376308.406          4.694          0.000         -4.694          0.000          0.000         -4.694          -0.000               0.000         721.488            0.000          0.000        721.488
            253           1988       4378.995         33.457          0.985        146.895          5.541          0.000              ?          0.000          0.893          0.000        717.779          0.000          0.000          0.000         -0.213          0.552         -0.339          0.000              0.563      10549.200           3.703         69.052      10476.445          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          9.029         72.523         63.500         -6.402         69.943         -0.047          0.007              6.995     152910.750         111.096       2276.339     150523.312         22.574        181.307        158.719        -16.005        174.857         -0.125          -0.014              17.503      382276.875          277.740       5690.849     376308.281          3.709          0.000         -3.709          0.000          0.000         -3.709          -0.000               0.000         717.779            0.000          0.000        717.779
            254           1988       4526.676         33.112          0.997        147.100          5.486          0.000              ?          0.000          0.911          0.000        713.849          0.000          0.000          0.000         -0.240          0.524         -0.283          0.000              0.563      10549.200           3.463         69.575      10476.162          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          9.687         69.320         59.641         -7.200         66.696          0.141          0.008              7.003     152970.391         103.896       2343.035     150523.453         24.217        173.299        149.062        -18.001        166.739          0.344          -0.019              17.484      382425.938          259.740       5857.588     376308.625          3.930          0.000         -3.930          0.000          0.000         -3.930           0.000               0.000         713.849            0.000          0.000        713.849
            255           1988       4670.990         32.809          1.002        147.331          5.426          0.000              ?          0.000          0.813          0.000        709.974          0.000          0.000          0.000         -0.266          0.498         -0.232          0.000              0.563      10549.200           3.197         70.073      10475.930          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.535         66.959         56.438         -7.986         64.297          0.125          0.014              7.016     153026.828          95.910       2407.333     150523.578         26.338        167.398        141.094        -19.964        160.743          0.312           0.034              17.517      382567.031          239.775       6018.331     376308.938          3.875          0.000         -3.875          0.000          0.000         -3.875           0.000               0.000         709.974            0.000          0.000        709.974
            256           1988       4776.182         32.502          1.009        147.561          5.366          0.000              ?          0.000          0.676          0.000        722.384          0.000          0.000         -0.001         -0.269          0.508         -0.240         -0.001              0.562      10549.199           2.928         70.582      10475.689          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.742         48.283         37.516         -8.061         45.589          0.000         -0.025              6.991     153064.344          87.850       2452.921     150523.578         26.856        120.709         93.844        -20.151        113.972          0.000          -0.009              17.509      382660.875          219.624       6132.303     376308.938          1.590         14.000         12.410          0.000          0.000         12.410          -0.000               0.000         722.384            0.000          0.000        722.384
            257           1988       4937.753         32.190          1.015        147.722          5.309          0.000              ?          0.000          1.051          0.000        730.202          0.005          0.000         -0.005         -0.207          0.516         -0.314          0.000              0.563      10549.194           2.721         71.098      10475.375          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          9.409         73.422         64.016         -6.219         70.710         -0.484          0.003              6.994     153128.359          81.631       2523.631     150523.094         23.523        183.556        160.000        -15.547        176.776         -1.219          -0.033              17.476      382820.875          204.077       6309.079     376307.719          5.182         13.000          7.818          0.000          0.000          7.818          -0.000               0.000         730.202            0.000          0.000        730.202
            258           1988       4997.796         31.825          1.078        147.701          5.259          0.000              ?          0.000          0.334          0.000        729.496          0.000          0.000          0.001         -0.074          0.561         -0.485          0.001              0.564      10549.195           2.647         71.659      10474.890          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          6.744         27.113         20.375         -2.235         24.371         -1.750          0.005              6.999     153148.734          79.396       2548.002     150521.344         16.859         67.783         50.969         -5.587         60.926         -4.375           0.045              17.521      382871.844          198.489       6370.005     376303.344          0.706          0.000         -0.706          0.000          0.000         -0.706           0.000               0.000         729.496            0.000          0.000        729.496
            259           1988       5138.502         31.195          1.057        147.861          5.223          0.000              ?          0.000          0.923          0.000        739.040          0.011          0.000         -0.012         -0.176          0.786         -0.621         -0.001              0.563      10549.184           2.471         72.444      10474.269          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.598         62.915         55.312         -5.269         60.170          0.406         -0.004              6.995     153204.047          74.127       2608.172     150521.750         18.995        157.286        138.281        -13.172        150.426          1.031          -0.010              17.511      383010.125          185.317       6520.431     376304.375          3.856         13.400          9.544          0.000          0.000          9.544          -0.000               0.000         739.040            0.000          0.000        739.040
            260           1988       5284.232         30.616          1.047        147.992          5.186          0.000              ?          0.000          0.975          0.000        735.884          0.006          0.000         -0.006         -0.163          0.745         -0.588          0.000              0.563      10549.178           2.308         73.189      10473.681          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.525         64.518         57.000         -4.890         61.754          0.141          0.007              7.002     153261.047          69.237       2669.926     150521.891         18.811        161.295        142.500        -12.224        154.385          0.344           0.017              17.528      383152.625          173.093       6674.815     376304.719          4.356          1.200         -3.156          0.000          0.000         -3.156          -0.000               0.000         735.884            0.000          0.000        735.884
            261           1988       5470.216         30.108          1.064        148.116          5.137          0.000              ?          0.000          1.342          0.000        729.580          0.000          0.000          0.001         -0.185          0.708         -0.522          0.001              0.564      10549.179           2.123         73.898      10473.158          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.909         81.403         72.484         -5.544         78.622         -0.594         -0.010              6.992     153333.531          63.693       2748.548     150521.297         22.273        203.508        181.219        -13.861        196.554         -1.469          -0.016              17.512      383333.844          159.232       6871.370     376303.250          6.304          0.000         -6.304          0.000          0.000         -6.304          -0.000              -0.000         729.580            0.000          0.000        729.580
            262           1988       5655.562         29.659          1.097        148.172          5.085          0.000              ?          0.000          1.333          0.000        723.414          0.000          0.000          0.000         -0.139          0.667         -0.529          0.000              0.564      10549.179           1.984         74.565      10472.629          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.318         80.249         71.938         -4.158         77.447         -1.359          0.006              6.998     153405.469          59.535       2825.995     150519.938         20.794        200.623        179.812        -10.395        193.617         -3.406          -0.016              17.496      383513.656          148.837       7064.987     376299.844          6.166          0.000         -6.166          0.000          0.000         -6.166          -0.000              -0.000         723.414            0.000          0.000        723.414
            263           1988       5826.515         29.292          1.153        148.128          5.023          0.000              ?          0.000          0.833          0.000        718.931          0.000          0.000         -0.001         -0.078          0.632         -0.555         -0.001              0.563      10549.178           1.906         75.197      10472.074          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.997         73.852         65.844         -2.345         71.033         -2.844         -0.012              6.987     153471.312          57.190       2897.028     150517.094         19.992        184.630        164.594         -5.861        177.583         -7.125          -0.045              17.451      383678.250          142.975       7242.570     376292.719          4.483          0.000         -4.483          0.000          0.000         -4.483           0.000               0.000         718.931            0.000          0.000        718.931
            264           1988       5988.103         28.960          1.203        148.054          4.966          0.000              ?          0.000          1.060          0.000        715.034          0.000          0.000          0.001         -0.053          0.602         -0.548          0.001              0.564      10549.179           1.853         75.799      10471.526          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.331         68.835         61.531         -1.597         66.003         -2.875          0.027              7.013     153532.844          55.593       2963.031     150514.219         18.326        172.087        153.844         -3.992        165.007         -7.188           0.083              17.534      383832.094          138.983       7407.577     376285.531          3.897          0.000         -3.897          0.000          0.000         -3.897          -0.000              -0.000         715.034            0.000          0.000        715.034
            265           1988       6160.508         28.659          1.238        147.993          4.912          0.000              ?          0.000          1.200          0.000        709.689          0.000          0.000          0.000         -0.061          0.576         -0.516          0.000              0.564      10549.179           1.792         76.375      10471.011          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.354         72.813         65.438         -1.818         69.974         -2.719         -0.022              6.992     153598.281          53.775       3033.005     150511.500         18.384        182.032        163.594         -4.546        174.935         -6.781          -0.054              17.479      383995.688          134.437       7582.511     376278.750          5.345          0.000         -5.345          0.000          0.000         -5.345           0.000               0.000         709.689            0.000          0.000        709.689
            266           1988       6330.314         28.374          1.260        147.947          4.863          0.000              ?          0.000          1.248          0.000        704.199          0.000          0.000         -0.001         -0.067          0.549         -0.482         -0.001              0.563      10549.178           1.726         76.924      10470.528          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.114         71.022         63.906         -1.998         68.178         -2.266         -0.001              6.990     153662.188          51.777       3101.183     150509.234         17.786        177.555        159.812         -4.994        170.446         -5.656           0.043              17.523      384155.500          129.443       7752.958     376273.094          5.490          0.000         -5.490          0.000          0.000         -5.490          -0.000              -0.000         704.199            0.000          0.000        704.199
            267           1988       6491.478         28.110          1.271        147.920          4.818          0.000              ?          0.000          1.033          0.000        698.937          0.000          0.000          0.001         -0.077          0.523         -0.445          0.001              0.564      10549.179           1.648         77.447      10470.083          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.168         66.644         59.500         -2.324         63.799         -1.984          0.024              7.014     153721.688          49.453       3164.982     150507.250         17.921        166.611        148.719         -5.811        159.497         -4.969           0.029              17.552      384304.219          123.633       7912.455     376268.125          5.262          0.000         -5.262          0.000          0.000         -5.262           0.000               0.000         698.937            0.000          0.000        698.937
            268           1988       6646.677         27.890          1.282        147.884          4.768          0.000              ?          0.000          0.588          0.000        694.419          0.000          0.000         -0.001         -0.078          0.502         -0.425         -0.001              0.563      10549.178           1.570         77.949      10469.658          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.560         63.377         55.812         -2.342         60.536         -2.375         -0.005              7.010     153777.500          47.111       3225.517     150504.875         18.900        158.443        139.531         -5.855        151.338         -5.938          -0.012              17.540      384443.750          117.778       8063.793     376262.188          4.517          0.000         -4.517          0.000          0.000         -4.517          -0.000              -0.000         694.419            0.000          0.000        694.419
            269           1988       6804.425         27.731          1.302        147.810          4.709          0.000              ?          0.000          0.532          0.000        689.583          0.000          0.000          0.000         -0.065          0.485         -0.419          0.000              0.563      10549.178           1.505         78.433      10469.239          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.114         63.555         55.422         -1.951         60.721         -3.344         -0.019              6.990     153832.922          45.160       3286.238     150501.531         20.286        158.889        138.562         -4.878        151.803         -8.375          -0.041              17.499      384582.312          112.900       8215.596     376253.812          4.837          0.000         -4.837          0.000          0.000         -4.837           0.000               0.000         689.583            0.000          0.000        689.583
            270           1988       6952.722         27.622          1.329        147.704          4.643          0.000              ?          0.000          0.489          0.000        684.997          0.000          0.000          0.000         -0.053          0.469         -0.417          0.000              0.563      10549.178           1.452         78.903      10468.822          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.489         59.319         50.859         -1.586         56.496         -4.062          0.030              7.020     153883.781          43.574       3342.735     150497.469         21.223        148.297        127.125         -3.965        141.241        -10.156           0.051              17.551      384709.438          108.935       8356.837     376243.656          4.586          0.000         -4.586          0.000          0.000         -4.586          -0.000               0.000         684.997            0.000          0.000        684.997
            271           1988       7062.218         27.546          1.356        147.577          4.574          0.000              ?          0.000          0.456          0.000        682.046          0.000          0.000          0.001         -0.044          0.456         -0.410          0.001              0.564      10549.179           1.408         79.359      10468.412          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.589         43.798         35.203         -1.319         40.990         -4.469         -0.006              7.014     153918.984          42.255       3383.725     150493.000         21.473        109.496         88.000         -3.298        102.475        -11.156          -0.023              17.528      384797.438          105.637       8459.312     376232.500          2.951          0.000         -2.951          0.000          0.000         -2.951          -0.000              -0.000         682.046            0.000          0.000        682.046
            272           1988       7192.838         27.473          1.353        147.561          4.504          0.000              ?          0.000          1.300          0.000        683.537          0.000          0.000         -0.001         -0.133          0.463         -0.331         -0.001              0.563      10549.178           1.275         79.822      10468.081          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.476         52.248         41.766         -3.998         49.454         -3.688         -0.007              7.007     153960.750          38.257       3433.179     150489.312         26.189        130.621        104.438         -9.994        123.636         -9.219           0.006              17.534      384901.875           95.643       8582.947     376223.281          4.909          6.400          1.491          0.000          0.000          1.491           0.000              -0.000         683.537            0.000          0.000        683.537
            273           1988       7345.650         27.434          1.364        147.502          4.431          0.000              ?          0.000          1.556          0.000        677.693          0.000          0.000          0.001         -0.111          0.450         -0.338          0.001              0.564      10549.179           1.164         80.272      10467.743          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.463         61.125         50.656         -3.338         58.344         -4.344         -0.005              7.002     154011.406          34.919       3491.523     150484.969         26.159        152.812        126.625         -8.345        145.860        -10.875          -0.028              17.506      385028.500           87.298       8728.808     376212.406          5.844          0.000         -5.844          0.000          0.000         -5.844           0.000              -0.000         677.693            0.000          0.000        677.693
            274           1988       7488.767         27.454          1.389        147.391          4.349          0.000              ?          0.000          1.769          0.000        671.131          0.000          0.000          0.000         -0.092          0.437         -0.346          0.000              0.564      10549.179           1.072         80.708      10467.397          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.916         57.247         46.328         -2.748         54.480         -5.406         -0.002              7.000     154057.734          32.171       3546.004     150479.562         27.291        143.117        115.844         -6.870        136.201        -13.500           0.017              17.523      385144.344           80.428       8865.009     376198.906          6.561          0.000         -6.561          0.000          0.000         -6.561          -0.000              -0.000         671.131            0.000          0.000        671.131
            275           1988       7608.271         27.492          1.415        147.257          4.269          0.000              ?          0.000          0.559          0.000        668.549          0.000          0.000          0.000         -0.077          0.428         -0.351          0.000              0.564      10549.179           0.995         81.136      10467.047          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.671         47.802         37.141         -2.323         45.049         -5.594          0.010              7.010     154094.875          29.848       3591.053     150473.969         26.678        119.504         92.812         -5.807        112.624        -14.000          -0.013              17.510      385237.156           74.621       8977.633     376184.906          2.582          0.000         -2.582          0.000          0.000         -2.582           0.000              -0.000         668.549            0.000          0.000        668.549
            276           1988       7743.973         27.544          1.443        147.095          4.191          0.000              ?          0.000          0.510          0.000        664.343          0.000          0.000          0.000         -0.060          0.426         -0.365          0.000              0.564      10549.179           0.935         81.563      10466.682          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.387         54.281         43.875         -1.813         51.542         -5.844         -0.019              6.991     154138.750          28.035       3642.595     150468.125         25.967        135.702        109.719         -4.533        128.854        -14.594          -0.017              17.493      385346.875           70.088       9106.487     376170.312          4.206          0.000         -4.206          0.000          0.000         -4.206          -0.000              -0.000         664.343            0.000          0.000        664.343
            277           1988       7877.944         27.614          1.468        146.916          4.114          0.000              ?          0.000          0.472          0.000        660.132          0.000          0.000         -0.001         -0.053          0.422         -0.369         -0.001              0.563      10549.178           0.881         81.984      10466.312          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.351         53.588         43.250         -1.602         50.863         -6.016          0.012              7.003     154182.000          26.433       3693.458     150462.109         25.876        133.970        108.125         -4.006        127.158        -15.031           0.031              17.524      385455.000           66.083       9233.646     376155.281          4.211          0.000         -4.211          0.000          0.000         -4.211           0.000              -0.000         660.132            0.000          0.000        660.132
            278           1988       8000.387         27.712          1.493        146.712          4.036          0.000              ?          0.000          0.442          0.000        655.980          0.000          0.000          0.000         -0.043          0.418         -0.375          0.000              0.563      10549.178           0.838         82.402      10465.938          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.430         48.977         38.547         -1.297         46.266         -6.422         -0.000              7.003     154220.547          25.136       3739.724     150455.688         26.075        122.443         96.375         -3.243        115.664        -16.062           0.007              17.531      385551.375           62.839       9349.310     376139.219          4.152          0.000         -4.152          0.000          0.000         -4.152          -0.000              -0.000         655.980            0.000          0.000        655.980
            279           1988       8080.121         27.821          1.516        146.491          3.960          0.000              ?          0.000          0.416          0.000        652.065          0.000          0.000          0.000         -0.034          0.415         -0.381          0.000              0.563      10549.178           0.804         82.817      10465.557          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.233         31.894         21.656         -1.006         29.196         -6.531         -0.004              6.999     154242.203          24.130       3768.920     150449.156         25.582         79.734         54.125         -2.515         72.990        -16.344          -0.027              17.505      385605.500           60.325       9422.300     376122.875          3.916          0.000         -3.916          0.000          0.000         -3.916          -0.000              -0.000         652.065            0.000          0.000        652.065
            280           1988       8169.308         27.948          1.558        146.246          3.882          0.000              ?          0.000          0.395          0.000        648.247          0.000          0.000          0.000         -0.025          0.413         -0.389          0.000              0.563      10549.178           0.779         83.230      10465.168          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.530         35.675         25.141         -0.753         32.990         -7.094         -0.004              6.995     154267.344          23.377       3801.910     150442.062         26.325         89.187         62.875         -1.883         82.476        -17.719           0.013              17.518      385668.375           58.442       9504.775     376105.156          3.818          0.000         -3.817          0.000          0.000         -3.817           0.000               0.000         648.247            0.000          0.000        648.247
            281           1988       8277.491         28.092          1.603        145.982          3.803          0.000              ?          0.000          0.377          0.000        644.643          0.000          0.000          0.001         -0.018          0.412         -0.393          0.001              0.564      10549.179           0.761         83.642      10464.775          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.626         43.274         32.656         -0.535         40.603         -7.422          0.008              7.003     154300.000          22.842       3842.513     150434.641         26.564        108.184         81.594         -1.338        101.507        -18.562          -0.026              17.492      385749.969           57.104       9606.282     376086.594          3.604          0.000         -3.604          0.000          0.000         -3.604          -0.000              -0.000         644.643            0.000          0.000        644.643
            282           1988       8370.500         28.243          1.626        145.719          3.730          0.000              ?          0.000          0.361          0.000        641.581          0.000          0.000          0.000         -0.012          0.411         -0.398          0.000              0.564      10549.179           0.750         84.052      10464.377          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.196         37.203         27.016         -0.355         34.546         -7.172          0.008              7.011     154327.016          22.487       3877.059     150427.469         25.489         93.008         67.562         -0.887         86.364        -17.938           0.044              17.536      385817.531           56.217       9692.646     376068.656          3.063          0.000         -3.063          0.000          0.000         -3.063           0.000              -0.000         641.581            0.000          0.000        641.581
            283           1988       8459.846         28.390          1.625        145.462          3.664          0.000              ?          0.000          0.347          0.000        638.750          0.000          0.000         -0.001         -0.006          0.411         -0.406         -0.001              0.563      10549.178           0.744         84.463      10463.971          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          9.556         35.738         26.172         -0.170         33.094         -6.750         -0.010              7.001     154353.188          22.317       3910.153     150420.719         23.891         89.346         65.438         -0.424         82.734        -16.875          -0.018              17.518      385882.969           55.793       9775.381     376051.781          2.831          0.000         -2.831          0.000          0.000         -2.831           0.000               0.000         638.750            0.000          0.000        638.750
            284           1988       8536.066         28.516          1.582        145.228          3.611          0.000              ?          0.000          0.334          0.000        636.636          0.000          0.000          0.001          0.000          0.410         -0.409          0.001              0.564      10549.179           0.744         84.873      10463.562          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.377         30.488         22.109          0.000         27.857         -5.750         -0.001              6.999     154375.297          22.317       3938.010     150414.969         20.943         76.220         55.250          0.000         69.644        -14.375          -0.027              17.491      385938.219           55.793       9845.024     376037.406          2.114          0.000         -2.114          0.000          0.000         -2.114          -0.000              -0.000         636.636            0.000          0.000        636.636
            285           1988       8604.001         28.586          1.539        145.020          3.568          0.000              ?          0.000          0.323          0.000        634.249          0.000          0.000         -0.001          0.000          0.408         -0.409         -0.001              0.563      10549.178           0.744         85.282      10463.152          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.492         27.174         19.672          0.000         24.556         -4.875         -0.010              6.989     154394.969          22.317       3962.566     150410.094         18.729         67.935         49.219          0.000         61.390        -12.188           0.013              17.504      385987.438           55.793       9906.414     376025.219          2.387          0.000         -2.387          0.000          0.000         -2.387           0.000               0.000         634.249            0.000          0.000        634.249
            286           1988       8666.517         28.642          1.499        144.821          3.528          0.000              ?          0.000          0.312          0.000        631.594          0.000          0.000          0.002          0.000          0.405         -0.403          0.002              0.565      10549.180           0.744         85.687      10462.749          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.255         25.006         17.766          0.000         22.402         -4.641          0.014              7.003     154412.734          22.317       3984.967     150405.453         18.138         62.516         44.406          0.000         56.004        -11.594           0.028              17.532      386031.844           55.793       9962.418     376013.625          2.654          0.000         -2.654          0.000          0.000         -2.654          -0.000              -0.000         631.594            0.000          0.000        631.594
            287           1988       8719.917         28.710          1.463        144.616          3.486          0.000              ?          0.000          0.303          0.000        628.971          0.000          0.000         -0.002          0.000          0.401         -0.403         -0.002              0.563      10549.178           0.744         86.088      10462.346          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.490         21.360         13.859          0.000         18.768         -4.906         -0.011              6.992     154426.594          22.317       4003.735     150400.547         18.724         53.400         34.656          0.000         46.920        -12.250          -0.020              17.512      386066.500           55.793      10009.338     376001.375          2.624          0.000         -2.624          0.000          0.000         -2.624           0.000               0.000         628.971            0.000          0.000        628.971
