ApsimVersion = 6.1
Title = lupin Sample Simulation
            day           year            lai        biomass  green_biomass
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)
            130           1988          0.000            0.0            0.0
            131           1988          0.000            0.0            0.0
            132           1988          0.000            0.0            0.0
            133           1988          0.000            0.0            0.0
            134           1988          0.000            0.0            0.0
            135           1988          0.000            0.0            0.0
            136           1988          0.000            0.0            0.0
            137           1988          0.000            0.0            0.0
            138           1988          0.001           50.0           50.0
            139           1988          0.001           50.1           50.1
            140           1988          0.002           50.2           50.2
            141           1988          0.002           50.3           50.3
            142           1988          0.002           50.4           50.4
            143           1988          0.002           50.6           50.6
            144           1988          0.002           50.8           50.8
            145           1988          0.003           51.0           51.0
            146           1988          0.003           51.2           51.2
            147           1988          0.004           51.5           51.5
            148           1988          0.004           51.8           51.8
            149           1988          0.004           52.2           52.2
            150           1988          0.005           52.5           52.5
            151           1988          0.006           53.0           53.0
            152           1988          0.007           53.5           53.5
            153           1988          0.007           53.9           53.9
            154           1988          0.008           54.4           54.4
            155           1988          0.009           55.0           55.0
            156           1988          0.009           55.3           55.3
            157           1988          0.010           55.7           55.7
            158           1988          0.011           56.3           56.3
            159           1988          0.012           57.3           57.3
            160           1988          0.014           58.4           58.4
            161           1988          0.016           59.6           59.6
            162           1988          0.018           60.9           60.9
            163           1988          0.020           62.4           62.4
            164           1988          0.022           64.2           64.2
            165           1988          0.025           66.3           66.3
            166           1988          0.028           68.7           68.7
            167           1988          0.032           71.3           71.3
            168           1988          0.035           73.8           73.8
            169           1988          0.040           76.6           76.6
            170           1988          0.045           79.9           79.9
            171           1988          0.050           83.8           83.8
            172           1988          0.057           88.3           88.3
            173           1988          0.065           93.4           93.4
            174           1988          0.073           99.0           99.0
            175           1988          0.083          105.5          105.5
            176           1988          0.093          112.4          112.4
            177           1988          0.105          119.8          119.8
            178           1988          0.117          127.8          127.8
            179           1988          0.132          138.1          138.1
            180           1988          0.150          149.9          149.9
            181           1988          0.169          162.7          162.7
            182           1988          0.191          177.6          177.6
            183           1988          0.215          193.6          193.6
            184           1988          0.235          206.6          206.6
            185           1988          0.247          214.8          214.8
            186           1988          0.261          224.1          224.1
            187           1988          0.278          235.5          235.5
            188           1988          0.309          255.9          255.9
            189           1988          0.341          277.7          277.7
            190           1988          0.379          302.5          302.5
            191           1988          0.418          331.7          331.7
            192           1988          0.454          356.0          356.0
            193           1988          0.479          372.3          372.3
            194           1988          0.510          393.1          393.1
            195           1988          0.558          425.5          425.5
            196           1988          0.605          462.5          462.5
            197           1988          0.652          503.6          503.6
            198           1988          0.700          545.2          545.2
            199           1988          0.754          592.0          592.0
            200           1988          0.801          644.7          644.7
            201           1988          0.846          703.2          703.2
            202           1988          0.899          758.2          758.2
            203           1988          0.962          802.7          802.7
            204           1988          1.020          841.2          841.2
            205           1988          1.066          904.1          904.1
            206           1988          1.108          968.1          968.1
            207           1988          1.159         1040.5         1040.5
            208           1988          1.218         1118.7         1118.7
            209           1988          1.266         1191.7         1191.7
            210           1988          1.317         1273.0         1273.0
            211           1988          1.371         1343.5         1343.5
            212           1988          1.439         1419.2         1419.2
            213           1988          1.491         1506.4         1503.3
            214           1988          1.543         1592.0         1585.9
            215           1988          1.593         1671.6         1656.9
            216           1988          1.650         1763.0         1745.5
            217           1988          1.709         1852.6         1832.3
            218           1988          1.770         1938.3         1915.3
            219           1988          1.836         2015.3         1989.5
            220           1988          1.875         2098.0         2070.4
            221           1988          1.911         2177.0         2147.7
            222           1988          1.944         2258.5         2226.9
            223           1988          1.982         2358.8         2324.5
            224           1988          2.032         2466.4         2428.4
            225           1988          2.084         2570.2         2528.3
            226           1988          2.133         2677.4         2631.3
            227           1988          2.183         2784.8         2733.6
            228           1988          2.236         2890.1         2833.6
            229           1988          2.289         3003.5         2941.3
            230           1988          2.332         3118.0         3047.2
            231           1988          2.379         3222.2         3140.0
            232           1988          2.430         3328.5         3233.7
            233           1988          2.467         3453.9         3350.0
            234           1988          2.507         3569.2         3455.4
            235           1988          2.559         3640.4         3513.9
            236           1988          2.617         3725.8         3587.1
            237           1988          2.657         3818.2         3671.9
            238           1988          2.698         3935.6         3781.6
            239           1988          2.735         4047.8         3878.8
            240           1988          2.765         4126.0         3932.9
            241           1988          2.793         4216.6         4000.2
            242           1988          2.819         4346.6         4114.6
            243           1988          2.846         4476.5         4227.8
            244           1988          2.877         4548.1         4279.9
            245           1988          2.895         4614.9         4317.2
            246           1988          2.914         4720.7         4392.1
            247           1988          2.924         4849.6         4491.1
            248           1988          2.932         4958.2         4568.3
            249           1988          2.937         5030.3         4600.9
            250           1988          2.865         5124.0         4651.5
            251           1988          2.784         5206.0         4689.2
            252           1988          2.741         5341.1         4786.4
            253           1988          2.685         5463.4         4868.8
            254           1988          2.618         5581.9         4943.6
            255           1988          2.547         5698.2         5016.7
            256           1988          2.445         5783.3         5046.6
            257           1988          2.385         5914.1         5137.9
            258           1988          2.322         5962.8         5152.9
            259           1988          2.239         6077.0         5221.6
            260           1988          2.158         6195.1         5296.4
            261           1988          2.106         6345.9         5411.5
            262           1988          2.048         6496.9         5525.4
            263           1988          1.971         6636.6         5622.8
            264           1988          1.898         6768.4         5714.9
            265           1988          1.823         6908.3         5814.7
            266           1988          1.749         7045.5         5912.2
            267           1988          1.672         7175.2         6000.4
            268           1988          1.591         7299.7         6081.8
            269           1988          1.517         7426.2         6168.3
            270           1988          1.443         7545.3         6247.5
            271           1988          1.361         7633.3         6291.8
            272           1988          1.290         7734.9         6354.9
            273           1988          1.229         7858.0         6445.3
            274           1988          1.176         7956.3         6515.2
            275           1988          1.097         8047.7         6564.3
            276           1988          1.022         8159.7         6635.7
            277           1988          0.961         8269.6         6713.3
            278           1988          0.905         8356.1         6769.6
            279           1988          0.865         8420.3         6812.3
            280           1988          0.820         8489.3         6856.9
            281           1988          0.763         8573.8         6908.5
            282           1988          0.716         8652.7         6950.0
            283           1988          0.673         8721.2         6985.1
            284           1988          0.613         8799.2         7019.8
            285           1988          0.560         8873.9         7055.7
            286           1988          0.500         8924.4         7073.9
            287           1988          0.447         8965.1         7085.8
            288           1988          0.394         8999.8         7092.3
            289           1988          0.346         9030.1         7097.4
            290           1988          0.292         9063.1         7101.6
            291           1988          0.251         9063.1         7081.1
            292           1988          0.000         9063.1         6953.9
            293           1988          0.000            0.0            0.0
            294           1988          0.000            0.0            0.0
            295           1988          0.000            0.0            0.0
            296           1988          0.000            0.0            0.0
            297           1988          0.000            0.0            0.0
            298           1988          0.000            0.0            0.0
            299           1988          0.000            0.0            0.0
            300           1988          0.000            0.0            0.0
