Summary_file = output\xifeng_w.sum
Title = Continuous winter wheat at Xifeng
       day      year           date          event           flag           rain           w_ep              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             es         runoff          drain         sw_dep          nh4()        tot_no3             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)           dnit       hum_c(1)      biom_c(1)       fom_c(1)      residue_n     residue_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n     w_mat       n_stress       w_stress             eo
     (day)    (year)             ()            (?)             ()           (mm)           (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)      (m^2/m^2)        (kg/ha)        (kg/ha)        (g/m^2)           (mm)        (g/m^2)     (doy)             ()             ()           (mm)
        90      1970     31/03/1970          0.000          0.000         14.600          0.013              0.237              0.239              0.244              0.250              0.257              0.263              0.270              0.280              0.280         10.810          0.000          0.000        790.646         99.995        338.303             12.635             16.248             27.406             48.972             43.369             39.440             56.739             49.410             44.084          0.000      13061.996        222.795         66.515          0.023          0.688          0.004          0.000       1159.201         46.059        708.750          5.318         0          1.000          1.000         48.010
       120      1970     30/04/1970          0.000          0.000         50.900          1.960              0.343              0.293              0.269              0.255              0.257              0.262              0.270              0.280              0.280         17.414          1.274          0.000        820.898         24.291        414.928             50.415             47.005             34.560             49.789             43.486             39.424             56.747             49.413             44.087          0.185      13056.036        225.519         57.622          0.017          0.502          0.213          0.000       1318.079         44.584       1043.190          5.319         0          1.000          1.000        111.406
       151      1970     31/05/1970          0.000          0.000         47.000         23.543              0.269              0.272              0.269              0.255              0.258              0.265              0.270              0.280              0.280         33.898          0.000          0.000        810.457          1.078        437.735             34.412             65.087             50.686             51.573             45.497             40.208             56.761             49.419             44.093          0.212      13039.552        226.378         39.971          0.008          0.233          0.400          0.000       2853.457         72.142       1618.350          5.809         0          1.000          1.000        160.735
       181      1970     30/06/1970          0.000          0.000         61.300         28.875              0.238              0.246              0.252              0.255              0.261              0.265              0.269              0.279              0.280         43.819          0.001          1.613        797.448          1.001        409.374             24.186             47.393             56.262             51.299             44.699             38.608             54.422             48.346             44.159          0.296      13019.899        223.298         29.513          0.002          0.048          0.400       1471.755       4570.714         64.865       2256.150          9.254         0          1.000          1.000        177.539
       196      1970     15/07/1970          2.000          2.000         42.800         12.985              0.239              0.246              0.258              0.264              0.267              0.268              0.270              0.278              0.280         21.465          1.723          0.000        804.076          1.005        405.377             20.705             39.231             59.675             54.350             46.092             39.045             54.298             47.809             44.173          0.229      13006.561        220.018         24.374          0.001          0.021          0.002       2426.722       5221.037         60.469       2573.250         10.138       194          0.857          1.000         95.819
       212      1970     31/07/1970          0.000          0.000         73.900          0.000              0.283              0.284              0.277              0.276              0.275              0.274              0.272              0.281              0.281         39.464          5.449          0.751        832.311          1.298        413.046             13.404             39.558             65.171             58.128             48.497             40.398             55.012             48.539             44.339          0.206      12991.149        232.710         38.890          1.156         68.701          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        107.188
       243      1970     31/08/1970          0.000          1.000        226.600          0.000              0.270              0.286              0.288              0.288              0.286              0.284              0.277              0.286              0.285         78.200         56.046         72.516        852.149          1.371        398.860              3.818             16.472             47.034             57.655             56.630             49.806             64.675             54.880             47.890          1.505      12970.781        235.036         23.675          0.159          9.449          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        140.922
       264      1970     21/09/1970          0.000          3.000        101.600          0.000              0.277              0.275              0.273              0.274              0.275              0.276              0.274              0.284              0.284         34.053         21.316         65.354        833.025          1.490        380.742              2.968             10.359             33.934             47.490             52.844             51.180             70.702             60.049             51.216          0.816      12960.637        231.700         19.514          0.091          5.434          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         76.277
       273      1970     30/09/1970          0.000          0.000         12.500          0.000              0.245              0.252              0.265              0.270              0.270              0.271              0.271              0.281              0.281         15.619          0.010         15.929        813.967         17.039        390.737             17.308             10.793             32.031             45.723             51.417             50.370             70.956             60.560             51.580          0.118      12958.220        230.890         18.894          0.064          3.832          0.000          0.000          0.000          0.000        115.150          0.000         0          0.000          0.800         21.829
       304      1970     31/10/1970          0.000          0.000         23.400          4.360              0.239              0.246              0.257              0.264              0.270              0.270              0.270              0.280              0.280         25.284          0.000          1.466        806.257          3.237        379.086             12.287             11.637             25.623             44.877             51.507             50.340             70.876             60.462             51.478          0.005      12950.988        228.190         21.210          0.054          3.224          0.748          0.000        436.736         38.993        413.440          2.320         0          0.935          1.000         71.413
       334      1970     30/11/1970          0.000          0.000          1.500          7.513              0.213              0.224              0.240              0.255              0.264              0.270              0.270              0.280              0.280         10.746          0.000          0.000        789.499          2.238        352.535              6.046              6.570             12.700             43.521             50.448             50.387             70.903             60.472             51.489          0.000      12948.230        227.421         32.182          0.051          3.025          0.083          0.000       1069.736         77.743        555.160          4.523         0          1.000          1.000         34.397
       365      1970     31/12/1970          0.000          0.000          3.100          0.010              0.221              0.227              0.237              0.250              0.260              0.267              0.270              0.280              0.280          6.270          0.000          0.000        786.319          2.135        352.868              6.675              6.971             14.019             42.860             49.628             49.826             70.915             60.479             51.495          0.000      12947.880        227.434         44.710          0.051          3.025          0.002          0.000       1070.966         66.632        571.300          4.474         0          1.000          1.000         16.311
        31      1971     31/01/1971          0.000          0.000          5.900          0.000              0.229              0.234              0.240              0.248              0.257              0.264              0.270              0.280              0.280          4.942          0.000          0.000        787.277          1.969        353.181              6.454              7.703             15.016             42.753             49.095             49.259             70.921             60.482             51.499          0.000      12947.357        227.694         54.665          0.039          2.297          0.002          0.000       1070.985         57.044        573.880          4.474         0          1.000          1.000         11.096
        59      1971     28/02/1971          0.000          0.000          9.000          0.002              0.237              0.239              0.241              0.248              0.255              0.262              0.270              0.280              0.280          7.837          0.000          0.000        788.438          1.866        353.372              6.168              8.286             15.470             42.744             48.842             48.952             70.923             60.483             51.502          0.000      12947.021        227.846         62.528          0.035          2.107          0.003          0.000       1071.334         49.597        599.980          4.474         0          1.000          1.000         18.391
        90      1971     31/03/1971          0.000          0.000          9.000          0.133              0.221              0.230              0.241              0.250              0.256              0.262              0.270              0.280              0.280         11.577          0.000          0.000        785.727         97.008        358.741             10.967              8.518             15.689             42.842             48.935             48.906             70.904             60.476             51.505          0.000      12944.557        229.142         63.481          0.034          1.999          0.019          0.000       1081.646         42.991        756.580          4.474         0          1.000          1.000         68.544
       120      1971     30/04/1971          0.000          0.000         30.000          8.259              0.223              0.230              0.238              0.245              0.254              0.262              0.270              0.280              0.280         24.750          0.000          0.000        782.718         18.536        438.046             79.145             18.523             16.653             43.030             48.880             48.914             70.918             60.475             51.508          0.000      12937.779        231.135         54.906          0.025          1.505          0.531          0.000       1661.109         54.158       1110.220          4.558         0          1.000          1.000        112.222
       151      1971     31/05/1971          0.000          0.000         50.900         41.439              0.184              0.210              0.222              0.226              0.240              0.253              0.267              0.279              0.280         36.586          0.004          0.000        755.589          1.076        434.954             50.107             44.654             25.034             42.648             46.447             45.332             68.928             60.292             51.513          0.211      12921.417        230.908         40.643          0.012          0.738          0.635          0.000       4309.465         95.629       1684.600          6.426         0          1.000          1.000        175.902
       181      1971     30/06/1971          0.000          0.000         78.700         36.498              0.263              0.260              0.238              0.213              0.229              0.244              0.257              0.272              0.280         37.906          0.019          0.000        759.866          1.002        390.868             19.073             47.670             37.717             40.086             40.965             38.977             59.233             55.629             51.519          0.088      12902.188        227.506         31.595          0.003          0.185          0.562       2695.576       6738.896         83.113       2328.340         11.532         0          1.000          1.000        164.487
       193      1971     12/07/1971          2.000          2.000         55.200         10.824              0.266              0.269              0.274              0.254              0.229              0.241              0.255              0.268              0.280         19.111          3.580          0.000        781.552          1.024        389.450             10.905             36.577             49.757             48.141             41.127             38.418             58.438             54.613             51.473          0.172      12892.175        224.978         27.631          0.002          0.093          0.002       3506.772       7276.600         78.654       2520.250         12.037       191          0.818          1.000         73.619
       212      1971     31/07/1971          0.000          0.000         37.600          0.000              0.249              0.252              0.258              0.261              0.259              0.255              0.258              0.268              0.279         24.802          7.022          0.000        787.328          1.246        398.847             15.686             32.138             48.663             49.460             47.085             40.980             59.046             54.491             51.297          0.122      12874.147        235.294         42.350          1.941        143.389          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        140.008
       243      1971     31/08/1971          0.000          1.000         96.200          0.000              0.250              0.255              0.265              0.270              0.270              0.271              0.271              0.281              0.281         47.424         14.489          6.435        815.181          1.395        408.974             11.609             26.227             50.253             51.612             50.069             45.272             63.869             57.977             52.085          0.453      12849.909        239.743         23.761          0.768         56.779          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        177.137
       264      1971     21/09/1971          0.000          3.000         16.500          0.000              0.246              0.251              0.260              0.268              0.270              0.270              0.270              0.280              0.280         20.096          0.000          1.606        809.979          1.545        414.018             15.471             27.582             50.540             51.423             50.208             45.268             63.782             57.830             51.914          0.004      12839.682        236.750         19.739          0.630         46.571          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         60.838
       273      1971     30/09/1971          0.000          0.000         16.800          0.000              0.250              0.255              0.265              0.270              0.270              0.270              0.270              0.280              0.280         13.372          0.000          0.000        813.407         15.027        432.234             30.328             29.196             51.633             51.956             50.272             45.299             63.796             57.835             51.918          0.002      12836.946        236.600         20.437          0.471         34.784          0.000          0.000          0.000          0.000        118.550          0.000         0          0.000          0.800         27.240
       304      1971     31/10/1971          0.000          0.000         14.900          8.060              0.227              0.235              0.250              0.262              0.269              0.270              0.270              0.280              0.280         20.238          0.000          0.000        800.009          2.761        399.885             20.909             21.674             37.253             50.693             50.338             45.395             63.841             57.850             51.931          0.000      12829.341        234.002         23.450          0.423         31.247          1.183          0.000        715.201         63.476        466.370          3.828         0          1.000          1.000         71.386
       334      1971     30/11/1971          0.000          0.000         37.200          4.019              0.248              0.251              0.260              0.268              0.270              0.270              0.270              0.280              0.280         11.742          0.402         10.722        810.324          2.112        368.551              7.850             14.466             24.672             49.302             50.504             46.051             64.804             58.507             52.395          0.148      12827.217        233.792         36.116          0.386         28.540          0.002          0.000       1233.785         92.119        588.770          6.109         0          1.000          1.000         32.557
       365      1971     31/12/1971          0.000          0.000          0.600          0.001              0.239              0.244              0.252              0.261              0.268              0.270              0.270              0.280              0.280          7.672          0.000          0.000        803.250          2.031        368.847              9.739             14.238             24.766             48.066             50.238             46.069             64.817             58.512             52.401          0.000      12826.974        233.958         50.666          0.373         27.533          0.002          0.000       1233.906         78.869        605.630          6.109         0          1.000          1.000         16.515
        31      1972     31/01/1972          0.000          0.000          6.800          0.000              0.249              0.252              0.255              0.260              0.266              0.270              0.270              0.280              0.280          4.389          0.000          0.000        805.660          1.898        369.081              9.111             15.136             25.297             47.873             49.846             46.075             64.822             58.515             52.405          0.000      12826.561        234.292         62.399          0.355         26.233          0.002          0.000       1233.937         67.521        609.050          6.109         0          1.000          1.000         10.490
        60      1972     29/02/1972          0.000          0.000         15.900          0.000              0.262              0.265              0.270              0.270              0.270              0.270              0.270              0.280              0.280          3.410          0.000          0.000        818.150          1.645        369.429              6.260             15.691             26.588             48.549             50.520             46.075             64.823             58.516             52.406          0.001      12825.897        235.543         70.420          0.273         20.147          0.002          0.000       1233.938         58.386        609.110          6.109         0          1.000          1.000          7.330
        91      1972     31/03/1972          0.000          0.000         26.800          0.068              0.245              0.249              0.259              0.268              0.270              0.270              0.270              0.280              0.280         27.228          0.050          8.293        809.310         95.293        372.900             13.566             13.915             25.278             46.091             50.200             46.484             65.556             59.037             52.771          0.068      12824.151        236.968         73.699          0.246         18.152          0.011          0.000       1241.301         50.388        775.610          6.109         0          1.000          1.000         71.014
       121      1972     30/04/1972          0.000          0.000         41.500          4.652              0.236              0.245              0.259              0.267              0.270              0.270              0.270              0.280              0.281         32.050          0.000          6.108        808.000         16.087        450.562             66.171             34.157             29.702             44.907             49.940             46.796             66.194             59.536             53.160          0.265      12817.512        240.357         62.560          0.182         13.454          0.296          0.000       1548.297         52.574       1143.710          6.147         0          1.000          1.000        121.902
       152      1972     31/05/1972          0.000          0.000         45.400         22.971              0.251              0.254              0.258              0.250              0.257              0.264              0.270              0.280              0.280         30.048          0.000          0.582        799.800          1.116        463.771             42.674             62.683             40.040             45.183             48.872             45.864             65.902             59.474             53.078          0.054      12801.594        241.128         45.009          0.084          6.211          0.362          0.000       3005.352         72.374       1727.870          6.795         0          1.000          1.000        160.619
       182      1972     30/06/1972          0.000          0.000         50.300         29.825              0.234              0.243              0.253              0.246              0.248              0.255              0.265              0.276              0.280         36.932          0.000          0.000        783.343          1.108        434.530             28.925             53.254             49.085             45.060             45.325             41.877             61.254             56.665             53.085          0.170      12777.694        235.882         30.415          0.025          1.837          0.356       2001.726       4653.455         62.701       2467.070         10.612         0          1.000          1.000        195.205
       190      1972     08/07/1972          2.000          2.000         11.800          4.318              0.254              0.255              0.247              0.245              0.248              0.255              0.264              0.275              0.280          6.468          0.000          0.000        784.357          1.074        437.394             26.852             56.913             49.616             45.518             45.624             41.920             61.272             56.579             53.100          0.000      12770.744        233.686         27.520          0.020          1.513          0.002       2185.336       4830.447         60.540       2577.830         10.612       188          0.714          1.000         38.303
       213      1972     31/07/1972          0.000          0.000         92.000          0.000              0.249              0.254              0.264              0.270              0.270              0.270              0.270              0.280              0.280         38.130         16.852          8.098        813.278          1.418        442.618             18.504             38.420             60.161             53.492             50.550             45.689             64.023             58.327             53.452          0.552      12756.271        245.714         43.367          1.264         61.965          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        129.239
       244      1972     31/08/1972          0.000          1.000         48.200          0.000              0.254              0.259              0.270              0.273              0.274              0.274              0.272              0.282              0.282         34.613          1.259          3.481        822.125          1.512        455.285             18.116             39.697             64.721             55.911             51.971             46.911             65.112             58.987             53.858          0.192      12730.867        241.541         23.975          0.612         29.985          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        166.189
       264      1972     20/09/1972          0.000          3.000         27.900          0.000              0.237              0.244              0.257              0.267              0.270              0.270              0.270              0.280              0.280         23.511          2.248         17.240        807.025          1.481        453.457             21.560             35.219             61.771             56.054             52.084             47.138             65.951             59.532             54.148          0.223      12722.386        238.437         20.565          0.511         25.032          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         81.940
       274      1972     30/09/1972          0.000          0.000          4.900          0.136              0.234              0.242              0.254              0.264              0.270              0.270              0.270              0.280              0.280          7.947          0.000          0.007        803.835          7.752        479.529             47.715             35.884             61.514             55.395             52.173             47.187             65.972             59.537             54.152          0.000      12717.268        236.543         19.719          0.404         19.822          0.094          0.000         27.215          4.837        139.510          0.159         0          0.182          0.818         38.960
       305      1972     31/10/1972          0.000          0.000         26.700         10.955              0.220              0.232              0.248              0.261              0.268              0.270              0.270              0.280              0.280         22.122          0.000          0.000        797.458          1.906        434.175             24.282             30.019             45.787             55.060             51.997             47.291             66.021             59.553             54.165          0.000      12708.658        233.575         23.760          0.301         14.768          1.298          0.000        848.838         74.995        493.450          4.376         0          1.000          1.000         75.166
       335      1972     30/11/1972          0.000          0.000         29.500          8.485              0.246              0.250              0.258              0.263              0.268              0.270              0.270              0.280              0.280         11.532          0.000          0.000        806.942          1.639        391.797              8.887             19.637             31.579             52.547             52.010             47.347             66.051             59.564             54.176          0.006      12705.794        233.075         40.507          0.252         12.367          0.042          0.000       1621.760        119.685        635.110          7.746         0          1.000          1.000         35.876
       366      1972     31/12/1972          0.000          0.000          2.900          0.035              0.246              0.249              0.254              0.260              0.267              0.270              0.270              0.280              0.280          5.051          0.000          0.000        804.755          1.556        392.174              9.868             19.726             31.500             52.053             51.847             47.366             66.064             59.569             54.182          0.000      12705.298        233.405         58.142          0.217         10.616          0.002          0.000       1625.188        102.676        657.250          7.746         0          1.000          1.000         12.657
        31      1973     31/01/1973          0.000          0.000          8.500          0.000              0.253              0.256              0.259              0.262              0.267              0.270              0.270              0.280              0.280          4.271          0.000          0.000        808.984          1.458        392.388              8.748             20.111             32.174             52.244             51.915             47.370             66.068             59.572             54.186          0.000      12704.734        233.927         72.442          0.179          8.763          0.002          0.000       1625.190         87.899        657.490          7.746         0          1.000          1.000         10.663
        59      1973     28/02/1973          0.000          0.000          0.700          0.005              0.208              0.230              0.248              0.260              0.267              0.270              0.270              0.280              0.280         14.151          0.000          0.000        795.528          1.297        392.621             12.385             18.201             31.108             51.667             52.047             47.377             66.073             59.574             54.188          0.000      12704.279        234.361         83.003          0.173          8.493          0.002          0.000       1625.737         76.425        694.930          7.746         0          1.000          1.000         35.322
        90      1973     31/03/1973          0.000          0.000         19.400          0.258              0.218              0.231              0.246              0.257              0.265              0.270              0.270              0.280              0.280         20.299          0.000          0.000        794.370         93.377        400.814             20.717             18.675             31.351             51.223             51.606             47.393             66.081             59.577             54.192          0.000      12701.184        237.253         81.595          0.155          7.606          0.031          0.000       1643.308         66.248        907.090          7.746         0          1.000          1.000         78.647
       120      1973     30/04/1973          0.000          0.000         42.900         12.101              0.308              0.264              0.242              0.247              0.257              0.266              0.270              0.280              0.280         22.893          0.000          0.000        802.276          5.354        488.784             69.498             56.275             34.252             51.256             50.887             46.743             66.096             59.581             54.196          0.095      12691.365        241.628         63.673          0.082          3.999          0.527          0.000       2446.692         80.145       1334.830          7.937         0          1.000          1.000        122.783
       151      1973     31/05/1973          0.000          0.000         37.100         26.030              0.223              0.237              0.236              0.236              0.247              0.257              0.267              0.279              0.280         37.819          0.000          0.000        775.527          0.967        480.872             48.109             66.809             42.096             51.601             49.409             44.771             64.427             59.452             54.200          0.018      12678.366        242.373         51.615          0.022          1.072          0.527        108.190       4430.204         95.038       1884.490          9.540         0          1.000          1.000        148.008
       181      1973     30/06/1973          0.000          0.000         59.000         35.413              0.254              0.254              0.236              0.232              0.238              0.248              0.259              0.271              0.280         31.453          0.000          0.000        767.661          0.948        446.785             26.306             59.549             53.333             51.622             45.972             40.948             59.592             55.240             54.222          0.157      12656.102        238.273         35.727          0.007          0.352          0.270       3006.435       6500.267         81.769       2612.350         13.722         0          1.000          1.000        177.617
       186      1973     05/07/1973          2.000          2.000          4.900          0.666              0.232              0.240              0.239              0.234              0.238              0.248              0.259              0.271              0.280          8.189          0.000          0.000        763.706          1.018        447.931             28.435             56.504             54.937             52.027             46.105             40.946             59.573             55.168             54.235          0.000      12652.975        237.397         34.313          0.005          0.269          0.002       3006.435       6528.034         80.146       2630.470         13.722       184          0.500          1.000         24.645
       212      1973     31/07/1973          0.000          0.000         38.800          0.000              0.226              0.235              0.237              0.239              0.242              0.249              0.259              0.269              0.280         39.068          0.000          0.000        763.438          1.392        461.408             34.628             57.688             58.306             53.748             47.200             41.193             59.491             54.948             54.207          0.000      12630.936        251.944         43.461          1.909        101.048          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        177.511
       243      1973     31/08/1973          0.000          1.000        224.900          0.000              0.270              0.291              0.291              0.290              0.288              0.286              0.278              0.286              0.285         57.262         69.347          5.192        856.537          1.483        472.488              5.902             30.093             69.316             70.780             62.392             51.958             67.179             59.497             55.372          1.143      12607.022        252.889         25.196          0.458         24.252          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        163.939
       264      1973     21/09/1973          0.000          3.000         56.600          0.000              0.247              0.253              0.265              0.270              0.270              0.270              0.270              0.281              0.281         39.103          1.773         58.331        813.930          1.596        453.865              8.369             20.202             56.276             64.130             60.998             53.621             71.513             62.283             56.472          0.721      12598.572        250.394         21.694          0.196         10.358          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         74.825
       273      1973     30/09/1973          0.000          0.000         28.000          0.000              0.252              0.256              0.268              0.270              0.271              0.271              0.271              0.281              0.281         16.517          2.036          6.253        817.124         11.107        474.062             24.663             22.753             54.807             63.502             61.396             54.443             72.615             63.009             56.873          0.139      12594.841        248.700         20.771          0.141          7.439          0.000          0.000          0.000          0.000        119.620          0.000         0          0.000          0.800         31.180
       304      1973     31/10/1973          0.000          0.000         92.500          2.584              0.241              0.251              0.265              0.270              0.270              0.270              0.270              0.280              0.280         39.225         12.882         42.992        811.942          3.836        443.134             10.773             15.865             37.200             58.425             60.790             56.812             77.741             66.729             58.797          0.681      12590.411        246.779         22.735          0.095          5.004          0.609          0.000        349.229         31.393        402.840          1.849         0          1.000          1.000         55.372
       334      1973     30/11/1973          0.000          0.000          4.900          3.270              0.220              0.231              0.247              0.260              0.268              0.270              0.270              0.280              0.280         16.553          0.000          0.162        796.856          2.749        422.168              9.996             11.656             23.452             56.416             60.515             56.852             77.760             66.727             58.794          0.001      12588.335        245.955         29.750          0.087          4.620          1.181          0.000        776.577         57.146        538.080          3.664         0          1.000          1.000         37.960
       365      1973     31/12/1973          0.000          0.000          0.000          0.175              0.213              0.225              0.240              0.253              0.262              0.269              0.270              0.280              0.280          7.782          0.000          0.000        788.899          2.647        422.051             11.833             11.758             24.221             54.995             59.191             56.742             77.776             66.733             58.801          0.000      12588.077        245.886         38.908          0.087          4.619          0.002          0.000        799.834         50.338        545.280          3.696         0          1.000          1.000         16.545
        31      1974     31/01/1974          0.000          0.000          6.500          0.000              0.235              0.238              0.241              0.251              0.259              0.266              0.270              0.280              0.280          4.140          0.000          0.000        791.259          2.398        422.532             11.319             13.464             25.457             54.458             58.418             56.093             77.782             66.736             58.805          0.000      12587.425        245.853         45.885          0.087          4.619          0.002          0.000        799.838         43.094        545.820          3.696         0          1.000          1.000          9.093
        59      1974     28/02/1974          0.000          0.000          6.900          0.002              0.231              0.236              0.245              0.253              0.259              0.265              0.270              0.280              0.280          6.412          0.000          0.000        791.744          2.108        423.102             10.911             14.067             25.862             54.734             58.350             55.850             77.784             66.738             58.806          0.000      12586.551        245.876         50.501          0.087          4.596          0.002          0.000        800.110         37.468        565.920          3.696         0          1.000          1.000         18.061
        90      1974     31/03/1974          0.000          0.000         25.300          0.058              0.242              0.247              0.254              0.258              0.262              0.267              0.270              0.280              0.280         16.133          0.000          0.000        800.854         97.800        427.807             12.663             15.100             26.718             54.853             58.936             56.202             77.788             66.739             58.809          0.002      12585.302        246.112         53.649          0.080          4.223          0.010          0.000        804.847         32.337        674.520          3.696         0          1.000          1.000         63.536
       120      1974     30/04/1974          0.000          0.000         11.700         12.879              0.213              0.223              0.235              0.245              0.258              0.267              0.270              0.280              0.280         16.975          0.000          0.000        782.700          7.129        515.937             94.549             22.472             26.963             54.363             57.929             56.299             77.805             66.744             58.813          0.000      12575.492        245.637         42.473          0.068          3.588          0.737          0.000       1728.536         54.913       1095.720          4.194         0          1.000          1.000        143.159
       151      1974     31/05/1974          0.000          0.000         78.300         43.909              0.224              0.235              0.247              0.251              0.252              0.257              0.268              0.280              0.280         31.438          0.344          0.000        785.309          1.160        487.408             27.378             46.120             48.916             57.155             55.356             51.668             75.353             66.644             58.817          0.359      12561.610        242.491         35.558          0.039          2.050          0.816          0.000       4780.958        100.492       1666.559          7.156         0          1.000          1.000        159.481
