Summary_file = output\xifeng_w.sum
Title = Continuous winter wheat at Xifeng
       day      year           date          event           flag           rain           w_ep              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             es         runoff          drain         sw_dep          nh4()        tot_no3             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)           dnit       hum_c(1)      biom_c(1)       fom_c(1)      residue_n     residue_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n     w_mat       n_stress       w_stress             eo
     (day)    (year)             ()            (?)             ()           (mm)           (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)      (m^2/m^2)        (kg/ha)        (kg/ha)        (g/m^2)           (mm)        (g/m^2)     (doy)             ()             ()           (mm)
       182      1992     30/06/1992          0.000          0.000         90.900         29.407              0.238              0.250              0.261              0.257              0.242              0.248              0.260              0.272              0.280         37.696          0.000          0.000        781.994          0.997        289.456             12.638             32.882             37.158             30.113             23.373             22.071             37.669             40.700             52.852          0.200      10881.108        245.310         44.441          0.009          0.560          0.529       2973.744       6842.798         90.917       2481.200         14.017         0          1.000          1.000        147.037
       190      1992     08/07/1992          2.000          2.000          0.100          8.705              0.220              0.233              0.246              0.249              0.244              0.248              0.258              0.270              0.280          5.098          0.000          0.000        768.291          0.910        291.794             16.123             31.951             36.436             29.955             23.946             22.235             37.691             40.597             52.861          0.000      10876.061        243.308         39.861          0.008          0.504          0.002       3285.947       7200.481         87.782       2617.220         14.017       188          0.714          1.000         54.720
       213      1992     31/07/1992          0.000          0.000         61.800          0.000              0.248              0.254              0.265              0.266              0.255              0.253              0.259              0.269              0.279         38.423          0.669          0.000        790.999          1.356        300.505             13.849             30.147             43.098             33.667             25.709             22.847             37.867             40.529             52.791          0.099      10864.773        264.155         57.089          1.391         82.567          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        129.505
       244      1992     31/08/1992          0.000          1.000        243.300          0.000              0.263              0.266              0.276              0.275              0.274              0.273              0.272              0.281              0.281         66.582         83.709         57.878        826.130          1.448        289.685              4.779             14.177             35.815             37.926             33.924             29.126             42.082             42.401             49.454          1.028      10850.168        265.008         35.019          0.269         15.948          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        147.266
       264      1992     20/09/1992          0.000          3.000         22.600          0.000              0.252              0.256              0.263              0.270              0.270              0.270              0.270              0.280              0.280         28.191          0.036          7.291        813.213          1.588        291.918              8.004             15.448             35.037             37.356             33.669             29.085             42.116             42.267             48.935          0.040      10843.742        260.865         29.725          0.205         12.184          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         62.266
       274      1992     30/09/1992          0.000          0.000         61.600          0.000              0.253              0.258              0.268              0.270              0.271              0.272              0.272              0.283              0.283         16.061         15.376         23.498        819.877         14.940        301.969             19.131             14.089             31.906             36.185             34.605             30.754             43.834             43.032             48.433          0.280      10841.644        259.579         28.698          0.151          8.971          0.080          0.000         18.400          3.980        122.740          0.108         0          0.091          0.818         28.336
       305      1992     31/10/1992          0.000          0.000         48.800          3.636              0.244              0.251              0.264              0.270              0.270              0.270              0.270              0.280              0.281         27.607          3.283         21.433        812.718          4.650        279.230              8.795             11.517             22.451             35.122             34.788             31.440             44.666             43.115             47.336          0.186      10838.037        257.140         30.896          0.130          7.707          0.739          0.000        431.226         38.485        391.780          2.289         0          1.000          1.000         62.076
       335      1992     30/11/1992          0.000          0.000         10.300          2.341              0.226              0.236              0.252              0.264              0.270              0.270              0.270              0.280              0.280         18.429          0.000          0.810        801.438          3.279        270.483              8.582              9.355             16.920             34.341             34.867             31.483             44.668             43.057             47.209          0.001      10836.624        256.377         38.991          0.122          7.240          0.632          0.000        731.483         54.740        508.180          3.060         0          1.000          1.000         36.624
       366      1992     31/12/1992          0.000          0.000          0.700          0.110              0.218              0.229              0.244              0.256              0.265              0.270              0.270              0.280              0.280          8.996          0.000          0.000        793.033          3.137        270.966             10.274              9.323             17.249             33.420             34.218             31.514             44.690             43.063             47.215          0.000      10836.438        256.304         48.676          0.122          7.231          0.002          0.000        748.051         47.923        523.720          3.060         0          1.000          1.000         18.029
        31      1993     31/01/1993          0.000          0.000          7.600          0.000              0.231              0.238              0.248              0.256              0.262              0.269              0.270              0.280              0.280          4.522          0.000          0.000        796.111          2.589        271.832              9.706             10.681             17.838             33.345             33.916             31.368             44.696             43.065             47.218          0.000      10835.610        256.247         55.131          0.118          7.021          0.002          0.000        748.051         41.026        523.720          3.060         0          1.000          1.000          8.512
        59      1993     28/02/1993          0.000          0.000          7.000          0.008              0.232              0.239              0.246              0.254              0.261              0.267              0.270              0.280              0.280          8.736          0.000          0.000        794.367          2.277        272.475              9.959             11.362             18.077             33.108             33.736             31.240             44.706             43.067             47.221          0.000      10835.042        256.243         60.191          0.118          7.021          0.002          0.000        748.834         35.701        582.640          3.060         0          1.000          1.000         31.300
        90      1993     31/03/1993          0.000          0.000         38.500          0.047              0.246              0.253              0.265              0.270              0.270              0.270              0.270              0.280              0.280         18.461          0.068          1.603        812.688         99.624        275.022              8.591             11.890             19.593             33.357             34.832             31.652             44.812             43.112             47.183          0.035      10833.961        256.429         63.063          0.111          6.559          0.009          0.000        753.753         30.809        731.860          3.060         0          1.000          1.000         60.087
       120      1993     30/04/1993          0.000          0.000          6.900          6.557              0.218              0.228              0.243              0.255              0.266              0.270              0.270              0.280              0.280         20.561          0.000          0.055        792.415         11.266        365.359             99.656             12.270             19.636             32.485             34.506             31.692             44.827             43.110             47.176          0.000      10827.628        255.960         51.556          0.109          6.445          0.311          0.000       1142.098         37.948       1118.860          3.131         0          1.000          1.000        129.132
       151      1993     31/05/1993          0.000          0.000         32.900         17.194              0.213              0.226              0.238              0.245              0.255              0.263              0.270              0.280              0.280         26.659          0.000          0.000        781.461          1.378        369.872             69.652             43.998             24.039             32.806             33.584             30.765             44.734             43.114             47.179          0.000      10818.638        252.870         42.602          0.074          4.394          0.343          0.000       2481.919         57.913       1615.960          3.848         0          1.000          1.000        148.290
       181      1993     30/06/1993          0.000          0.000         47.600         26.190              0.214              0.232              0.232              0.232              0.243              0.254              0.264              0.277              0.280         35.967          0.000          0.000        766.904          1.207        345.497             37.844             54.179             30.736             31.911             31.316             28.560             42.055             41.710             47.185          0.027      10801.479        243.987         30.211          0.020          1.203          0.317       1631.251       4067.151         50.920       2317.960          7.186         0          1.000          1.000        193.458
       192      1993     11/07/1993          2.000          2.000          0.800          5.512              0.183              0.212              0.226              0.231              0.242              0.252              0.263              0.275              0.280          7.399          0.000          0.000        754.792          1.111        348.437             43.452             50.974             31.215             32.312             31.343             28.478             41.981             41.496             47.187          0.000      10794.759        239.933         26.997          0.019          1.143          0.002       2060.498       4336.530         48.431       2496.940          7.268       190          0.800          1.000         71.829
       212      1993     31/07/1993          0.000          0.000        177.400          0.000              0.252              0.257              0.268              0.271              0.271              0.272              0.271              0.282              0.282         46.315         53.496         13.605        818.776          1.354        349.770             13.377             33.287             53.270             44.337             37.981             32.622             44.859             42.961             47.075          0.690      10785.495        248.823         40.075          0.567         41.348          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         95.309
       243      1993     31/08/1993          0.000          1.000         89.200          0.000              0.257              0.260              0.271              0.271              0.271              0.271              0.271              0.281              0.281         56.560          5.920         26.248        819.247          1.439        350.852             11.519             27.300             53.523             47.251             40.309             34.407             46.657             43.588             46.298          0.400      10770.712        243.991         25.951          0.179         13.010          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        142.678
       264      1993     21/09/1993          0.000          3.000         25.900          0.000              0.250              0.255              0.264              0.270              0.270              0.270              0.270              0.280              0.280         29.575          0.001          2.355        813.216          1.443        355.689             15.854             28.066             53.271             47.385             40.407             34.447             46.668             43.505             46.086          0.015      10762.776        239.098         21.662          0.128          9.316          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         88.656
       273      1993     30/09/1993          0.000          0.000          5.400          0.078              0.244              0.250              0.260              0.268              0.270              0.270              0.270              0.280              0.280          8.645          0.000          0.000        809.893          7.274        382.197             40.585             30.005             53.101             47.197             40.508             34.505             46.695             43.510             46.090          0.000      10758.624        236.395         20.243          0.101          7.381          0.092          0.000         26.136          4.730        135.150          0.152         0          0.200          0.800         39.089
       304      1993     31/10/1993          0.000          0.000         60.600          6.189              0.243              0.249              0.259              0.267              0.270              0.270              0.270              0.280              0.280         29.778          5.789         20.038        808.698          2.233        339.478             14.246             22.747             36.591             48.802             42.408             36.132             48.439             44.303             45.812          0.329      10753.577        233.298         23.784          0.081          5.908          1.094          0.000        657.878         58.759        465.210          3.535         0          1.000          1.000         63.333
       334      1993     30/11/1993          0.000          0.000         18.000          6.806              0.248              0.251              0.259              0.266              0.270              0.270              0.270              0.280              0.280         10.389          0.000          0.005        809.498          1.814        301.074              5.743             11.157             18.525             48.353             42.503             36.190             48.474             44.310             45.819          0.005      10751.802        232.560         37.338          0.065          4.760          0.017          0.000       1313.596         97.644        602.250          6.609         0          1.000          1.000         28.662
       365      1993     31/12/1993          0.000          0.000          0.000          0.000              0.239              0.243              0.253              0.262              0.269              0.270              0.270              0.280              0.280          5.981          0.000          0.000        803.518          1.776        301.261              6.924             10.889             18.673             47.611             42.325             36.210             48.490             44.315             45.824          0.000      10751.699        232.617         52.305          0.060          4.358          0.002          0.000       1313.620         83.593        605.850          6.609         0          1.000          1.000         13.243
        31      1994     31/01/1994          0.000          0.000          2.800          0.000              0.235              0.240              0.248              0.257              0.265              0.270              0.270              0.280              0.280          7.849          0.000          0.000        798.469          1.696        301.447              7.939             10.951             19.213             46.749             41.729             36.221             48.500             44.318             45.828          0.000      10751.511        232.723         64.651          0.057          4.138          0.002          0.000       1313.665         71.565        611.910          6.609         0          1.000          1.000         17.374
        59      1994     28/02/1994          0.000          0.000         12.600          0.002              0.251              0.253              0.252              0.256              0.263              0.269              0.270              0.280              0.280          8.757          0.000          0.000        802.310          1.625        301.568              6.995             12.087             20.025             46.334             41.361             36.112             48.505             44.319             45.830          0.000      10751.384        232.844         74.205          0.054          3.957          0.002          0.000       1313.953         62.213        633.690          6.609         0          1.000          1.000         23.886
        90      1994     31/03/1994          0.000          0.000         17.200          0.074              0.240              0.240              0.249              0.258              0.264              0.270              0.270              0.280              0.280         20.383          0.000          0.000        799.053         97.891        305.490             11.009             11.776             19.969             46.262             41.611             36.199             48.512             44.321             45.832          0.000      10750.128        234.008         77.453          0.049          3.566          0.013          0.000       1321.263         53.660        788.430          6.609         0          1.000          1.000         75.626
       120      1994     30/04/1994          0.000          0.000         83.600          7.222              0.235              0.245              0.259              0.266              0.269              0.270              0.270              0.281              0.281         31.310          1.520         34.445        808.155         16.139        375.871             40.584             32.871             34.595             42.244             42.983             38.577             51.867             46.218             45.932          0.569      10745.012        236.649         65.505          0.032          2.326          0.489          0.000       1834.915         61.534       1177.530          6.677         0          1.000          1.000        113.876
       151      1994     31/05/1994          0.000          0.000          6.800         44.372              0.164              0.192              0.211              0.227              0.245              0.256              0.267              0.280              0.280         19.352          0.000          1.293        749.937          0.834        373.648             54.649             29.930             32.776             39.884             39.488             35.479             49.654             46.056             45.733          0.002      10731.546        235.399         45.701          0.031          2.259          0.606          0.000       4449.012         97.017       1824.510          8.678         0          1.000          1.000        187.400
       181      1994     30/06/1994          0.000          0.000        118.800         28.068              0.268              0.271              0.274              0.268              0.242              0.249              0.261              0.273              0.280         42.823          0.062          0.000        797.784          0.961        337.575              8.709             31.921             50.643             46.534             36.080             31.163             44.318             42.470             45.738          0.240      10717.927        230.976         36.189          0.005          0.353          0.437       2819.383       6435.545         83.489       2492.849         12.866         0          1.000          1.000        144.743
       189      1994     08/07/1994          2.000          2.000         14.700          4.891              0.307              0.272              0.265              0.261              0.250              0.250              0.260              0.271              0.280          9.114          0.000          0.000        798.479          0.953        339.527             10.454             31.352             49.995             46.068             37.741             31.473             44.333             42.354             45.757          0.024      10713.657        229.193         33.518          0.003          0.242          0.002       2990.150       6678.199         80.610       2593.049         12.866       187          0.714          1.000         43.173
       212      1994     31/07/1994          0.000          0.000         31.300          0.000              0.242              0.247              0.256              0.262              0.263              0.262              0.264              0.272              0.280         33.315          2.422          0.000        794.042          1.263        349.281             16.596             28.512             49.508             46.919             40.745             33.585             45.236             42.416             45.764          0.074      10699.705        242.695         45.101          1.678        104.478          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        157.047
       243      1994     31/08/1994          0.000          1.000         48.800          0.000              0.242              0.247              0.257              0.262              0.264              0.265              0.268              0.275              0.280         41.533          2.208          0.000        799.101          1.321        363.046             20.575             31.081             52.168             47.767             41.682             34.581             46.388             43.028             45.776          0.031      10679.655        240.496         24.892          0.596         37.128          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        183.785
       264      1994     21/09/1994          0.000          3.000         32.200          0.000              0.241              0.248              0.257              0.262              0.264              0.265              0.270              0.277              0.280         29.610          0.148          0.000        801.543          1.478        368.839             21.158             32.716             53.601             48.202             42.041             34.986             46.933             43.421             45.783          0.005      10671.262        236.492         20.665          0.380         23.682          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         70.248
       273      1994     30/09/1994          0.000          0.000         13.100          0.000              0.242              0.248              0.258              0.261              0.263              0.266              0.270              0.278              0.280         12.081          0.028          0.000        802.533          9.812        392.893             41.404             35.033             54.276             48.294             42.194             35.274             47.051             43.579             45.787          0.019      10667.989        234.658         20.124          0.294         18.292          0.080          0.000         18.400          3.980        122.300          0.108         0          0.100          0.800         36.900
       304      1994     31/10/1994          0.000          0.000         79.700          5.104              0.235              0.243              0.258              0.268              0.270              0.270              0.270              0.280              0.280         29.648          8.882         31.387        807.212          2.562        356.238             13.504             23.687             41.169             51.497             46.124             38.905             50.445             45.310             45.599          0.491      10663.143        231.848         23.799          0.245         15.273          0.912          0.000        541.233         48.204        410.720          2.908         0          1.000          1.000         67.467
       334      1994     30/11/1994          0.000          0.000         14.200          9.066              0.247              0.249              0.249              0.258              0.266              0.270              0.270              0.280              0.280          9.874          0.000          0.131        802.342          1.831        309.726              5.390             11.305             17.655             49.518             45.504             38.979             50.483             45.308             45.584          0.000      10660.720        230.648         36.670          0.242         15.073          2.185          0.000       1373.592        100.459        588.500          6.711         0          1.000          1.000         32.413
       365      1994     31/12/1994          0.000          0.000          7.000          0.663              0.249              0.252              0.253              0.259              0.264              0.270              0.270              0.280              0.280          4.508          0.000          0.000        804.171          1.762        305.321              4.584             10.251             16.515             48.234             45.328             39.005             50.502             45.313             45.589          0.000      10660.519        230.814         53.217          0.220         13.726          0.008          0.000       1475.041         92.231        611.000          7.108         0          1.000          1.000         12.882
        31      1995     31/01/1995          0.000          0.000          0.800          0.000              0.237              0.242              0.250              0.258              0.264              0.270              0.270              0.280              0.280          5.413          0.000          0.000        799.559          1.715        305.428              5.334              9.870             16.500             47.964             45.330             39.013             50.510             45.316             45.593          0.000      10660.403        231.079         67.434          0.196         12.198          0.002          0.000       1475.054         78.958        612.620          7.108         0          1.000          1.000         12.785
        59      1995     28/02/1995          0.000          0.000          1.600          0.003              0.207              0.222              0.240              0.253              0.262              0.269              0.270              0.280              0.280         13.856          0.000          0.000        787.300          1.584        305.638              7.332              9.219             16.803             47.067             44.914             38.873             50.516             45.317             45.595          0.000      10660.175        231.308         77.743          0.191         11.891          0.002          0.000       1475.408         68.640        640.220          7.108         0          1.000          1.000         37.254
        90      1995     31/03/1995          0.000          0.000          2.400          0.059              0.201              0.215              0.234              0.248              0.258              0.266              0.270              0.280              0.280          9.635          0.000          0.000        780.007         98.204        309.316             11.867              9.371             17.853             46.121             44.231             38.429             50.527             45.320             45.598          0.000      10658.200        233.113         78.301          0.191         11.891          0.009          0.000       1480.928         59.022        822.140          7.108         0          1.000          1.000         81.082
       120      1995     30/04/1995          0.000          0.000          6.900          4.686              0.204              0.213              0.226              0.241              0.253              0.262              0.270              0.280              0.280          9.525          0.000          0.000        772.695         19.343        388.412             88.178             12.937             18.926             45.507             43.480             37.921             50.540             45.323             45.600          0.000      10653.470        235.818         68.220          0.160          9.936          0.289          0.000       1870.236         62.080       1185.080          7.187         0          1.000          1.000        121.303
       151      1995     31/05/1995          0.000          0.000          6.800         20.345              0.172              0.192              0.209              0.225              0.242              0.255              0.267              0.279              0.280         11.635          0.000          0.000        747.516          0.872        399.291            100.424             14.393             20.220             45.129             42.303             36.646             49.410             45.161             45.605          0.000      10640.794        235.205         47.792          0.152          9.484          0.306         80.214       3192.488         73.490       1821.140          8.410         0          1.000          1.000        172.625
       181      1995     30/06/1995          0.000          0.000         15.500         25.292              0.173              0.185              0.194              0.211              0.232              0.246              0.259              0.271              0.280         13.272          0.000          0.000        724.451          0.845        375.291             75.868             24.631             22.195             43.550             39.693             34.158             46.683             42.896             45.616          0.000      10623.804        229.317         33.451          0.104          6.456          0.089       1885.396       4472.942         63.230       2544.140         11.635       181          0.967          1.000        200.266
       183      1995     02/07/1995          2.000          2.000          0.000          0.000              0.172              0.185              0.194              0.212              0.232              0.246              0.259              0.271              0.280          0.184          0.000          0.000        724.267          0.839        375.640             76.024             24.721             22.295             43.582             39.695             34.150             46.677             42.879             45.618          0.000      10623.149        229.015         33.059          0.104          6.456          0.002       1885.396       4472.942         62.914       2544.140         11.635       181          0.000          1.000          3.513
       212      1995     31/07/1995          0.000          0.000         37.400          0.000              0.202              0.211              0.206              0.215              0.232              0.245              0.257              0.269              0.280         26.610          0.000          0.000        735.056          1.375        389.563             58.129             49.128             29.072             44.718             39.915             34.024             46.435             42.557             45.585          0.000      10605.729        239.187         39.000          1.439         58.500          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        175.135
       243      1995     31/08/1995          0.000          1.000        190.000          0.000              0.282              0.290              0.284              0.283              0.281              0.278              0.270              0.271              0.279         65.667         25.232          0.000        834.157          1.346        400.717              8.854             37.421             62.855             60.332             52.103             40.989             49.798             42.881             45.483          0.903      10589.568        236.103         24.691          0.254         10.336          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        154.992
       264      1995     21/09/1995          0.000          3.000          9.100          0.000              0.243              0.249              0.258              0.267              0.270              0.270              0.270              0.280              0.280         22.823          0.000         11.592        808.843          1.437        402.679             17.500             34.002             58.368             57.349             51.117             41.596             51.843             45.315             45.588          0.160      10581.076        230.684         20.543          0.201          8.184          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         72.351
       273      1995     30/09/1995          0.000          0.000          0.400          0.000              0.236              0.243              0.254              0.264              0.270              0.270              0.270              0.280              0.280          4.555          0.000          0.001        804.687          9.188        427.434             42.893             34.036             58.086             56.789             51.204             41.648             51.867             45.320             45.592          0.000      10577.582        228.338         19.450          0.181          7.366          0.080          0.000         18.400          3.980        121.960          0.108         0          0.100          0.800         41.467
       304      1995     31/10/1995          0.000          0.000         56.900          5.948              0.243              0.250              0.263              0.270              0.270              0.270              0.270              0.281              0.281         33.050          0.495          9.772        812.322          2.069        393.733             17.572             29.383             47.988             58.251             52.246             43.047             53.417             46.092             45.737          0.247      10571.586        224.899         22.348          0.104          4.242          1.040          0.000        623.156         54.199        487.840          3.286         0          1.000          1.000         64.812
       334      1995     30/11/1995          0.000          0.000          1.100          6.617              0.216              0.226              0.243              0.257              0.266              0.270              0.270              0.280              0.280         13.458          0.000          1.015        792.332          1.710        358.962             15.153             18.558             30.714             54.890             51.541             43.064             53.400             46.027             45.615          0.002      10569.664        223.986         34.928          0.100          4.058          0.358          0.000       1285.242         92.703        626.740          6.026         0          1.000          1.000         37.580
       365      1995     31/12/1995          0.000          0.000          4.400          0.002              0.225              0.233              0.242              0.253              0.261              0.268              0.270              0.280              0.280          5.365          0.000          0.000        791.364          1.687        359.129             15.500             19.681             31.662             53.841             50.578             42.799             53.415             46.032             45.620          0.000      10569.578        223.982         49.266          0.100          4.058          0.002          0.000       1285.907         79.402        628.120          6.026         0          1.000          1.000         11.979
        31      1996     31/01/1996          0.000          0.000          5.800          0.000              0.233              0.238              0.245              0.252              0.259              0.266              0.270              0.280              0.280          4.508          0.000          0.000        792.656          1.557        359.409             14.739             20.896             32.428             53.682             50.143             42.440             53.423             46.034             45.623          0.000      10569.127        224.118         60.235          0.100          4.058          0.002          0.000       1285.934         67.977        631.960          6.026         0          1.000          1.000         11.341
        60      1996     29/02/1996          0.000          0.000          7.000          0.006              0.228              0.237              0.246              0.252              0.258              0.265              0.270              0.280              0.280          8.088          0.000          0.000        791.563          1.390        359.706             14.488             21.506             32.798             53.604             49.951             42.270             53.428             46.036             45.626          0.000      10568.678        224.445         68.389          0.089          3.606          0.002          0.000       1286.394         58.808        666.280          6.026         0          1.000          1.000         26.280
        91      1996     31/03/1996          0.000          0.000         11.800          0.021              0.242              0.243              0.242              0.250              0.257              0.264              0.270              0.280              0.280         11.713          0.000          0.000        791.629         98.362        362.914             17.054             23.125             32.688             53.111             49.708             42.130             53.434             46.037             45.628          0.000      10567.786        225.099         73.570          0.086          3.492          0.005          0.000       1288.851         50.476        779.740          6.026         0          1.000          1.000         60.046
       121      1996     30/04/1996          0.000          0.000         10.500          1.293              0.226              0.234              0.239              0.247              0.256              0.263              0.270              0.280              0.280         15.151          0.000          0.000        785.684         26.872        435.106             82.315             30.359             33.077             52.866             49.431             41.945             53.444             46.039             45.630          0.000      10563.893        227.432         65.225          0.065          2.633          0.126          0.000       1397.592         46.713       1095.640          6.033         0          1.000          1.000        104.281
       152      1996     31/05/1996          0.000          0.000          7.300         11.839              0.205              0.212              0.225              0.237              0.249              0.258              0.269              0.280              0.280         13.076          0.000          0.000        768.070          0.994        462.151            109.905             30.637             33.406             52.816             49.010             41.495             53.252             45.996             45.633          0.000      10553.046        227.438         46.598          0.060          2.426          0.191          0.000       2157.628         56.153       1660.180          6.279         0          1.000          1.000        156.908
       182      1996     30/06/1996          0.000          0.000        102.800         12.954              0.252              0.257              0.266              0.267              0.267              0.269              0.270              0.279              0.280         46.199          0.000          0.000        811.718          0.980        444.070             28.283             56.630             63.612             57.880             51.594             42.539             52.470             45.424             45.638          0.714      10538.828        223.021         33.813          0.013          0.510          0.191       1074.702       2961.353         48.793       2327.260          8.642         0          1.000          1.000        170.422
       195      1996     13/07/1996          2.000          2.000         55.300          4.646              0.256              0.261              0.272              0.276              0.278              0.279              0.276              0.285              0.285         16.197          4.480          9.446        832.248          1.009        438.098             15.587             42.123             66.776             61.936             55.516             46.325             56.063             47.299             46.472          0.664      10530.721        219.395         28.775          0.007          0.281          0.002       1276.808       3201.936         45.944       2565.790          9.255       193          0.833          1.000         74.052
       213      1996     31/07/1996          0.000          0.000        128.300          0.000              0.263              0.266              0.276              0.280              0.283              0.285              0.279              0.288              0.288         33.567         43.858         39.155        843.968          1.677        433.257              8.314             27.173             60.143             63.371             59.797             52.038             63.405             51.470             47.546          0.922      10521.237        227.711         42.461          1.395         42.719          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         97.260
