APSIM output file, version = 5.4
Title = Continuous winter wheat at Xifeng with low N
            day           year           date          event           flag           rain           w_ep          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)             es         runoff          drain         sw_dep          nh4()        tot_no3         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)           dnit       hum_c(1)      biom_c(1)       fom_c(1)    surfaceom_n   surfaceom_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n          w_mat       n_stress       w_stress             eo
            304           1981     31/10/1981          0.000          0.000         11.800          2.674          0.232          0.240          0.254          0.264          0.270          0.270          0.270          0.280          0.280         24.777          0.000          3.342        803.305          2.305         84.988          6.533          4.507          8.615         10.757          9.859          8.603         12.216         11.866         12.033          0.004      11609.961        185.129         16.855          0.062          2.155          0.557          0.000        346.158         29.086        380.560          1.622              0          1.000          1.000         58.362
            334           1981     30/11/1981          0.000          0.000         21.200          0.948          0.243          0.247          0.256          0.265          0.270          0.270          0.270          0.280          0.280         16.500          0.000          0.000        807.058          2.001         81.516          4.058          4.672          7.375         10.791          9.875          8.607         12.223         11.874         12.041          0.004      11608.945        184.917         23.468          0.059          2.058          0.172          0.000        488.479         33.932        451.480          1.924              0          1.000          1.000         26.454
            365           1981     31/12/1981          0.000          0.000          0.400          0.000          0.231          0.237          0.249          0.259          0.267          0.270          0.270          0.280          0.280          8.227          0.000          0.000        799.231          1.989         81.607          4.700          4.514          7.302         10.557          9.774          8.609         12.226         11.878         12.046          0.000      11608.913        184.916         30.223          0.059          2.057          0.002          0.000        488.506         29.050        455.680          1.924              0          1.000          1.000         12.882
             31           1982     31/01/1982          0.000          0.000          1.600          0.002          0.227          0.232          0.242          0.254          0.263          0.269          0.270          0.280          0.280          8.092          0.000          0.000        792.737          1.910         81.835          5.367          4.501          7.280         10.322          9.610          8.592         12.229         11.882         12.051          0.000      11608.672        184.932         35.704          0.059          2.057          0.002          0.000        488.713         24.881        481.720          1.924              0          1.000          1.000         18.534
             59           1982     28/02/1982          0.000          0.000          5.700          0.001          0.224          0.231          0.242          0.252          0.261          0.267          0.270          0.280          0.280          8.025          0.000          0.000        790.411          1.865         81.933          5.405          4.711          7.348         10.247          9.528          8.527         12.230         11.884         12.053          0.000      11608.539        184.961         39.989          0.059          2.057          0.002          0.000        488.905         21.633        497.620          1.924              0          1.000          1.000         21.282
             90           1982     31/03/1982          0.000          0.000         28.500          0.054          0.248          0.251          0.256          0.256          0.260          0.266          0.270          0.280          0.280         17.719          0.000          0.000        801.138          1.495         82.709          4.081          6.101          8.040         10.343          9.497          8.474         12.232         11.885         12.055          0.001      11607.150        185.337         41.637          0.054          1.899          0.010          0.000        493.859         18.707        634.240          1.924              0          1.000          1.000         60.366
            120           1982     30/04/1982          0.000          0.000         18.500          2.623          0.252          0.254          0.251          0.254          0.260          0.267          0.270          0.280          0.280         16.465          0.000          0.000        800.550          1.010         84.479          4.609          7.053          8.485         10.176          9.464          8.511         12.235         11.888         12.058          0.001      11600.854        186.182         35.403          0.050          1.735          0.104          0.000        694.133         21.800        987.160          1.983              0          1.000          1.000        122.015
            151           1982     31/05/1982          0.000          0.000         35.700          8.751          0.251          0.253          0.248          0.253          0.259          0.265          0.270          0.280          0.280         29.144          0.000          0.000        798.355          0.965         85.245          5.040          8.379          9.387          9.690          8.816          7.990         11.987         11.894         12.062          0.005      11585.795        184.868         25.163          0.032          1.137          0.104        132.991       1155.911         24.590       1580.920          2.426              0          1.000          1.000        170.083
            181           1982     30/06/1982          0.000          0.000         17.100         11.911          0.217          0.227          0.236          0.245          0.254          0.260          0.269          0.279          0.280         23.685          0.000          0.000        779.859          0.995         83.537          7.075          9.304          9.865          8.426          7.536          6.858         10.517         11.889         12.069          0.000      11564.378        180.138         17.494          0.018          0.619          0.094        554.542       1664.447         21.156       2277.999          3.396              0          1.000          1.000        196.605
            185           1982     04/07/1982          2.000          2.000          0.000          0.469          0.212          0.224          0.236          0.245          0.253          0.260          0.269          0.279          0.280          1.216          0.000          0.000        778.174          0.981         84.432          7.565          9.513         10.050          8.440          7.534          6.855         10.520         11.886         12.069          0.000      11562.099        179.553         16.937          0.018          0.614          0.000        554.542       1666.218         20.841       2277.999          3.396            183          1.000          1.000         22.239
            212           1982     31/07/1982          0.000          0.000        110.300          0.000          0.279          0.294          0.286          0.279          0.269          0.261          0.268          0.279          0.280         26.012         33.725          0.000        828.738          1.020         94.907          3.825         13.470         16.907         11.087          8.242          6.896         10.526         11.875         12.078          0.101      11539.144        180.542         18.347          0.592         31.688          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        162.489
            243           1982     31/08/1982          0.000          1.000        109.400          0.000          0.281          0.285          0.278          0.275          0.274          0.272          0.271          0.281          0.280         54.340         15.759         37.063        830.976          1.162         99.404          3.869         11.143         17.875         13.394         10.035          8.061         11.171         11.814         12.040          0.197      11521.979        178.210         12.941          0.246         13.176          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        136.146
            264           1982     21/09/1982          0.000          3.000         41.500          0.000          0.242          0.248          0.259          0.268          0.270          0.270          0.270          0.280          0.280         30.824          0.869         31.632        809.150          1.208        100.024          4.700          9.146         16.680         14.137         11.056          8.781         11.731         11.815         11.978          0.118      11514.838        176.663         11.465          0.156          8.357          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         58.511
            273           1982     30/09/1982          0.000          0.000         16.700          0.000          0.251          0.255          0.264          0.269          0.270          0.270          0.270          0.280          0.280         12.456          0.201          0.010        813.183          9.702        112.853         14.747         11.118         17.325         14.271         11.072          8.786         11.735         11.819         11.981          0.009      11512.221        175.939         11.289          0.130          6.945          0.000          0.000          0.000          0.000        116.050          0.000              0          1.000          1.000         21.939
            304           1982     31/10/1982          0.000          0.000         21.800          6.273          0.248          0.251          0.254          0.262          0.269          0.270          0.270          0.280          0.280         22.096          0.000          0.000        806.613          1.692         86.979          3.922          5.358          8.217         14.025         11.083          8.800         11.750         11.832         11.993          0.000      11504.164        173.916         15.123          0.093          4.960          1.132          0.000        687.720         51.602        512.690          2.999              0          1.000          1.000         71.115
            334           1982     30/11/1982          0.000          0.000         13.900          1.606          0.252          0.254          0.256          0.261          0.268          0.270          0.270          0.280          0.280         11.417          0.000          0.000        807.490          1.540         80.894          2.131          3.671          5.655         13.988         11.046          8.805         11.757         11.840         12.001          0.000      11503.151        173.793         25.216          0.087          4.641          0.932          0.000        970.998         59.248        588.410          3.536              0          1.000          1.000         26.557
            365           1982     31/12/1982          0.000          0.000          0.000          0.000          0.236          0.241          0.251          0.260          0.267          0.270          0.270          0.280          0.280          6.285          0.000          0.000        801.206          1.530         80.964          2.479          3.498          5.648         13.906         11.015          8.807         11.760         11.845         12.007          0.000      11503.133        173.794         35.195          0.087          4.641          0.002          0.000        971.007         50.722        589.730          3.536              0          1.000          1.000         12.335
             31           1983     31/01/1983          0.000          0.000          1.000          0.000          0.228          0.233          0.246          0.256          0.264          0.270          0.270          0.280          0.280          6.860          0.000          0.000        795.345          1.514         81.006          2.852          3.408          5.750         13.679         10.890          8.807         11.762         11.847         12.010          0.000      11503.091        173.812         43.665          0.087          4.640          0.002          0.000        971.029         43.423        592.070          3.536              0          1.000          1.000         13.043
             59           1983     28/02/1983          0.000          0.000          2.500          0.000          0.231          0.228          0.240          0.252          0.261          0.268          0.270          0.280          0.280          7.676          0.000          0.000        790.169          1.488         81.057          3.244          3.406          5.862         13.405         10.767          8.748         11.763         11.849         12.013          0.000      11503.029        173.846         50.171          0.087          4.640          0.002          0.000        971.038         37.737        593.090          3.536              0          1.000          1.000         27.892
             90           1983     31/03/1983          0.000          0.000         22.900          0.027          0.242          0.246          0.250          0.253          0.259          0.266          0.270          0.280          0.280         16.379          0.000          0.000        796.663          1.172         81.555          2.711          4.170          6.397         13.330         10.655          8.663         11.764         11.851         12.015          0.000      11501.916        174.562         53.364          0.084          4.477          0.006          0.000        973.977         32.412        699.830          3.537              0          1.000          1.000         63.828
            120           1983     30/04/1983          0.000          0.000         65.300          0.941          0.249          0.254          0.266          0.270          0.270          0.270          0.270          0.281          0.281         38.225          1.452          6.756        814.588          0.696         82.319          2.257          4.017          6.926         12.776         11.360          9.089         11.958         11.898         12.038          0.031      11496.049        177.293         45.044          0.057          3.029          0.039          0.000       1053.920         30.144       1047.350          3.562              0          1.000          1.000        115.520
            151           1983     31/05/1983          0.000          0.000        141.500          2.543          0.264          0.267          0.270          0.272          0.274          0.276          0.275          0.287          0.287         39.942         13.669         67.958        831.976          0.796         77.324          0.887          2.586          5.729          8.684         10.277         10.052         13.867         12.836         12.407          0.181      11485.385        178.761         34.410          0.029          1.558          0.039         51.506       1220.681         27.981       1580.750          3.735              0          1.000          1.000        151.665
            181           1983     30/06/1983          0.000          0.000        117.400          2.295          0.252          0.257          0.269          0.271          0.273          0.275          0.274          0.285          0.286         47.608          3.987         69.746        825.741          0.907         67.334          1.034          2.370          4.802          6.085          7.373          7.999         12.443         12.689         12.539          0.143      11471.691        177.929         26.022          0.007          0.396          0.039        378.228       1382.559         24.075       2187.350          4.548              0          1.000          1.000        152.396
            190           1983     09/07/1983          2.000          2.000          2.700          0.742          0.242          0.248          0.260          0.269          0.270          0.270          0.270          0.280          0.280          8.156          0.000         10.077        809.467          0.896         67.356          1.908          2.965          4.985          5.996          7.171          7.702         12.070         12.263         12.297          0.006      11466.653        177.198         23.537          0.007          0.382          0.000        407.016       1416.013         23.128       2309.750          4.635            188          1.000          1.000         45.300
            212           1983     31/07/1983          0.000          0.000         53.100          0.000          0.262          0.265          0.272          0.272          0.272          0.271          0.271          0.280          0.280         37.258          0.860          3.386        821.062          1.230         75.484          3.875          6.280          7.348          6.291          7.228          7.730         12.129         12.294         12.309          0.017      11451.369        182.009         27.415          0.838         23.515          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        111.072
            243           1983     31/08/1983          0.000          1.000         61.200          0.000          0.245          0.250          0.261          0.269          0.270          0.270          0.270          0.280          0.280         39.422          8.377         23.618        810.845          1.107         82.856          5.676          8.325         10.093          7.150          7.184          7.581         12.203         12.336         12.308          0.091      11432.288        178.918         17.119          0.559         15.685          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        157.088
            264           1983     21/09/1983          0.000          3.000         77.800          0.000          0.325          0.285          0.273          0.272          0.271          0.271          0.270          0.280          0.280         33.942          8.576         15.122        831.005          1.200         86.218          4.153          9.655         12.398          8.135          7.357          7.555         12.261         12.383         12.321          0.077      11422.618        176.937         14.099          0.361         10.140          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         70.732
            273           1983     30/09/1983          0.000          0.000         46.700          0.000          0.259          0.264          0.273          0.277          0.278          0.279          0.275          0.285          0.285         19.334          6.383         18.414        833.574          9.502         97.580         10.122         10.392         13.549          9.857          8.099          7.813         12.550         12.660         12.538          0.122      11420.059        176.564         13.795          0.230          6.454          0.000          0.000          0.000          0.000        120.290          0.000              0          1.000          1.000         21.469
            304           1983     31/10/1983          0.000          0.000         66.700          2.062          0.239          0.250          0.264          0.270          0.270          0.270          0.270          0.281          0.281         37.736          1.629         46.779        812.068          2.514         85.939          4.419          6.446          9.887         11.117          8.811          7.863         12.449         12.552         12.396          0.144      11414.772        175.452         15.758          0.135          3.778          0.547          0.000        311.115         24.685        449.650          1.432              0          1.000          1.000         52.228
            334           1983     30/11/1983          0.000          0.000         10.900          3.460          0.226          0.236          0.251          0.262          0.270          0.270          0.270          0.280          0.280         18.154          0.000          0.950        800.404          1.807         74.457          2.323          2.927          4.649         10.526          8.815          7.860         12.442         12.539         12.377          0.001      11412.490        175.027         21.640          0.123          3.453          0.950          0.000        777.134         45.271        602.590          2.497              0          0.929          1.000         39.163
            365           1983     31/12/1983          0.000          0.000          2.400          0.338          0.236          0.238          0.244          0.255          0.264          0.270          0.270          0.280          0.280          6.530          0.000          0.000        795.936          1.757         73.452          2.546          2.977          4.702          9.365          8.629          7.860         12.447         12.544         12.383          0.000      11412.290        175.012         29.009          0.123          3.446          0.002          0.000        825.840         40.687        622.150          2.577              0          1.000          1.000         13.337
             31           1984     31/01/1984          0.000          0.000          6.800          0.000          0.245          0.248          0.248          0.254          0.261          0.268          0.270          0.280          0.280          4.207          0.000          0.000        798.529          1.748         73.487          2.293          3.269          4.894          9.303          8.547          7.801         12.448         12.546         12.386          0.000      11412.264        175.015         35.470          0.123          3.446          0.002          0.000        825.852         34.832        623.770          2.577              0          1.000          1.000          8.862
             60           1984     29/02/1984          0.000          0.000          2.100          0.000          0.228          0.236          0.246          0.254          0.261          0.267          0.270          0.280          0.280          7.129          0.000          0.000        793.499          1.743         73.498          2.488          3.136          4.870          9.298          8.539          7.784         12.448         12.547         12.387          0.000      11412.250        175.018         40.676          0.123          3.444          0.002          0.000        825.917         30.122        628.690          2.577              0          1.000          1.000         13.266
             91           1984     31/03/1984          0.000          0.000          5.300          0.112          0.221          0.229          0.241          0.251          0.259          0.266          0.270          0.280          0.280         10.313          0.000          0.000        788.374          1.210         74.548          3.268          3.421          5.035          9.199          8.486          7.749         12.450         12.550         12.390          0.000      11410.104        175.734         41.117          0.118          3.313          0.012          0.000        834.570         26.042        801.310          2.578              0          1.000          1.000         84.204
            121           1984     30/04/1984          0.000          0.000         39.100          0.755          0.239          0.245          0.254          0.258          0.262          0.267          0.270          0.280          0.280         26.850          0.000          0.000        799.868          0.862         76.426          3.177          4.526          5.746          9.278          8.532          7.770         12.454         12.552         12.393          0.001      11403.655        176.941         34.900          0.080          2.256          0.020          0.000        888.106         23.787       1165.270          2.599              0          1.000          1.000        108.159
            152           1984     31/05/1984          0.000          0.000         76.800          1.181          0.250          0.255          0.266          0.270          0.270          0.270          0.270          0.281          0.281         53.210          0.421          6.964        814.892          0.923         75.673          2.961          4.958          6.664          8.548          8.240          7.449         11.828         12.590         12.433          0.030      11392.439        176.757         27.071          0.027          0.752          0.020        148.961        970.641         20.919       1708.510          2.957              0          1.000          1.000        149.033
            182           1984     30/06/1984          0.000          0.000         82.100          1.251          0.248          0.254          0.266          0.270          0.271          0.272          0.272          0.282          0.283         35.802          5.373         36.983        817.582          0.989         75.156          2.349          5.069          7.855          8.029          7.941          7.437         11.578         12.380         12.517          0.118      11376.720        174.273         20.096          0.010          0.276          0.000        244.302       1040.075         17.999       2288.950          3.221            181          1.000          1.000        149.489
            183           1984     01/07/1984          2.000          2.000              ?              ?          0.248          0.254          0.266          0.270          0.271          0.272          0.272          0.282          0.283              ?              ?              ?        817.582          0.989         75.156          2.349          5.069          7.855          8.029          7.941          7.437         11.578         12.380         12.517              ?      11376.720        174.273         20.096          0.010          0.276          0.000        244.302       1040.075         17.999       2288.950          3.221            181              ?              ?              ?
            213           1984     31/07/1984          0.000          0.000        154.300          0.000          0.263          0.266          0.274          0.274          0.274          0.274          0.273          0.283          0.283         58.240         29.977         55.955        827.710          1.146         78.826          2.466          5.416          9.362          8.616          8.251          7.830         12.016         12.377         12.492          0.185      11359.628        177.818         21.665          0.293          8.932          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        131.250
            244           1984     31/08/1984          0.000          1.000         67.100          0.000          0.257          0.261          0.270          0.271          0.272          0.273          0.272          0.282          0.282         56.104          1.830         15.424        821.453          1.091         87.409          4.583          8.617         11.917          9.146          8.379          7.889         12.095         12.356         12.427          0.048      11338.205        173.178         13.436          0.102          3.107          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        173.799
            264           1984     20/09/1984          0.000          3.000         53.800          0.000          0.245          0.251          0.262          0.270          0.270          0.270          0.270          0.280          0.281         31.123          7.839         24.503        811.789          1.152         88.956          4.700          8.225         12.625          9.911          8.639          7.975         12.195         12.328         12.357          0.082      11330.193        170.997         11.643          0.065          1.991          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         69.044
            274           1984     30/09/1984          0.000          0.000         47.300          0.000          0.257          0.261          0.271          0.274          0.276          0.277          0.274          0.284          0.284         17.523          1.541         11.300        828.725         10.363         99.883          9.283         10.397         13.988         10.980          9.256          8.370         12.541         12.550         12.518          0.086      11327.858        170.352         11.269          0.048          1.478          0.000          0.000          0.000          0.000        119.580          0.000              0          1.000          1.000         21.720
            305           1984     31/10/1984          0.000          0.000         15.000          6.605          0.234          0.238          0.251          0.263          0.270          0.270          0.270          0.280          0.280         23.097          0.000         11.619        802.403          2.205         80.994          4.443          3.861          7.529         10.683          9.133          8.207         12.400         12.391         12.347          0.016      11321.628        168.722         15.097          0.043          1.302          1.044          0.000        627.925         48.307        441.660          2.333              0          0.982          1.000         66.166
            335           1984     30/11/1984          0.000          0.000          9.900          3.410          0.242          0.245          0.249          0.256          0.264          0.270          0.270          0.280          0.280          8.867          0.000          0.000        800.026          1.742         75.301          2.238          3.225          5.116         10.397          8.949          8.213         12.408         12.399         12.355          0.000      11320.016        168.478         25.846          0.043          1.302          1.160          0.000       1078.898         65.540        569.940          2.891              0          0.560          1.000         26.993
            366           1984     31/12/1984          0.000          0.000         14.200          0.067          0.257          0.259          0.263          0.264          0.267          0.270          0.270          0.280          0.280          2.212          0.000          0.000        811.947          1.732         74.892          1.450          3.282          5.211         10.471          9.090          8.216         12.410         12.403         12.359          0.001      11319.986        168.480         37.135          0.043          1.302          0.002          0.000       1089.878         56.582        573.480          2.928              0          1.000          1.000          5.052
             31           1985     31/01/1985          0.000          0.000          2.600          0.000          0.248          0.252          0.259          0.266          0.270          0.270          0.270          0.280          0.280          4.941          0.000          0.000        809.606          1.731         74.885          1.550          3.170          5.133         10.438          9.199          8.216         12.411         12.405         12.362          0.000      11319.986        168.480         46.832          0.043          1.302          0.002          0.000       1089.879         48.439        573.600          2.929              0          1.000          1.000          9.927
             59           1985     28/02/1985          0.000          0.000          1.700          0.003          0.229          0.235          0.248          0.259          0.267          0.270          0.270          0.280          0.280         13.143          0.000          0.000        798.161          1.614         75.050          2.239          3.029          5.109         10.163          9.108          8.217         12.413         12.407         12.365          0.000      11319.726        168.635         53.677          0.042          1.291          0.002          0.000       1090.237         42.111        603.120          2.931              0          1.000          1.000         26.408
             90           1985     31/03/1985          0.000          0.000          8.400          0.022          0.219          0.229          0.242          0.254          0.263          0.269          0.270          0.280          0.280         15.602          0.000          0.000        790.937          1.294         75.438          2.824          3.127          5.241          9.910          8.948          8.198         12.414         12.408         12.367          0.000      11318.891        169.292         58.142          0.042          1.288          0.005          0.000       1092.586         36.125        698.760          2.933              0          1.000          1.000         58.721
            120           1985     30/04/1985          0.000          0.000         25.700          1.174          0.230          0.238          0.248          0.255          0.262          0.268          0.270          0.280          0.280         19.996          0.000          0.000        795.467          0.630         77.255          3.281          4.028          5.818          9.897          8.878          8.154         12.417         12.412         12.370          0.001      11311.205        173.065         45.235          0.033          1.003          0.026          0.000       1162.281         32.976       1113.360          2.958              0          1.000          1.000        132.407
            151           1985     31/05/1985          0.000          0.000         92.900          1.601          0.256          0.260          0.271          0.274          0.276          0.277          0.275          0.285          0.285         44.215          0.971         12.759        828.822          0.806         75.401          1.655          4.102          6.729          8.786          8.748          8.045         12.120         12.639         12.577          0.068      11299.137        174.408         33.809          0.010          0.311          0.026        153.368       1266.223         29.069       1666.200          3.338              0          1.000          1.000        145.318
            181           1985     30/06/1985          0.000          0.000         80.200          2.258          0.319          0.305          0.289          0.283          0.279          0.276          0.272          0.282          0.281         30.142          8.618         19.642        848.363          0.807         74.848          1.872          5.526          7.995          8.182          8.038          7.421         11.189         12.199         12.425          0.067      11281.423        172.853         23.352          0.005          0.165          0.026        326.054       1369.984         25.011       2298.660          3.800            181          1.000          1.000        162.218
            183           1985     02/07/1985          2.000          2.000          0.100          0.000          0.270          0.287          0.286          0.285          0.282          0.280          0.274          0.283          0.282          2.657          0.000          1.771        844.035          0.824         74.867          1.823          5.175          7.925          8.200          8.136          7.557         11.309         12.261         12.481          0.013      11280.829        172.759         23.120          0.005          0.152          0.000        326.054       1369.984         24.886       2298.660          3.800            181          1.000          1.000          6.084
            212           1985     31/07/1985          0.000          0.000         82.300          0.000          0.260          0.264          0.271          0.273          0.274          0.274          0.272          0.282          0.281         60.163          5.442         37.146        823.585          1.019         81.992          4.293          7.692         10.194          8.324          7.983          7.567         11.477         12.097         12.365          0.103      11258.132        177.910         23.197          0.546         19.191          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        194.187
            243           1985     31/08/1985          0.000          1.000         64.100          0.000          0.250          0.257          0.269          0.272          0.273          0.274          0.272          0.283          0.283         45.643          2.954         17.401        821.686          1.112         90.284          5.152         10.184         13.394          9.417          8.245          7.702         11.665         12.133         12.392          0.093      11236.162        173.726         14.255          0.250          8.807          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        145.339
            264           1985     21/09/1985          0.000          3.000        138.000          0.000          0.253          0.258          0.269          0.273          0.275          0.277          0.276          0.287          0.288         34.070         20.741         73.940        830.935          1.165         86.436          1.218          4.937         11.850         11.604         10.124          8.882         12.734         12.530         12.557          0.283      11230.292        172.549         12.815          0.131          4.618          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         46.841
            273           1985     30/09/1985          0.000          0.000          1.000          0.000          0.240          0.247          0.259          0.269          0.270          0.270          0.270          0.280          0.280          7.974          0.000         15.025        808.936          8.376         99.399         15.037          5.422         11.815         11.478          9.972          8.681         12.527         12.258         12.209          0.010      11227.277        171.661         12.335          0.113          3.988          0.080          0.000         18.400          3.980        121.630          0.108              0          1.000          1.000         33.025
            304           1985     31/10/1985          0.000          0.000         52.100          4.704          0.233          0.243          0.258          0.268          0.270          0.270          0.270          0.280          0.280         24.149          0.932         24.242        807.010          1.820         83.193          3.349          4.432          6.699         11.632         10.422          9.086         12.917         12.419         12.237          0.099      11220.780        169.924         15.725          0.094          3.303          0.847          0.000        500.109         39.226        458.350          1.923              0          0.999          1.000         61.216
            334           1985     30/11/1985          0.000          0.000          0.000          1.898          0.216          0.227          0.244          0.257          0.266          0.270          0.270          0.280          0.280         11.827          0.000          0.074        793.211          1.570         77.874          2.489          2.786          4.443         11.178         10.294          9.091         12.924         12.425         12.242          0.000      11219.482        169.728         23.417          0.093          3.284          0.385          0.000        756.543         48.212        546.610          2.402              0          0.979          1.000         34.648
            365           1985     31/12/1985          0.000          0.000          0.700          0.102          0.216          0.225          0.239          0.252          0.261          0.268          0.270          0.280          0.280          6.274          0.000          0.000        787.534          1.548         77.705          2.756          2.721          4.584         10.908         10.095          9.036         12.928         12.430         12.248          0.000      11219.380        169.726         31.754          0.093          3.284          0.002          0.000        770.491         41.921        559.150          2.417              0          1.000          1.000         13.213
             31           1986     31/01/1986          0.000          0.000          0.400          0.000          0.209          0.220          0.235          0.248          0.258          0.265          0.270          0.280          0.280          6.417          0.000          0.000        781.517          1.524         77.779          3.095          2.696          4.768         10.724          9.952          8.929         12.930         12.433         12.252          0.000      11219.312        169.743         38.872          0.093          3.284          0.002          0.000        770.539         35.890        565.090          2.417              0          1.000          1.000         19.082
             59           1986     28/02/1986          0.000          0.000          1.300          0.002          0.206          0.216          0.231          0.245          0.255          0.262          0.270          0.280          0.280          5.790          0.000          0.000        777.025          1.470         77.886          3.394          2.716          4.914         10.574          9.832          8.836         12.931         12.435         12.254          0.000      11219.138        169.812         44.121          0.093          3.284          0.002          0.000        770.813         31.203        585.910          2.418              0          1.000          1.000         28.540
             90           1986     31/03/1986          0.000          0.000         19.800          0.033          0.224          0.230          0.238          0.245          0.253          0.261          0.269          0.280          0.280         14.525          0.000          0.000        782.267          1.158         78.479          3.025          3.507          5.253         10.574          9.756          8.774         12.906         12.427         12.256          0.000      11217.815        170.460         46.338          0.085          2.996          0.007          0.000        774.315         26.824        716.590          2.419              0          1.000          1.000         65.764
            120           1986     30/04/1986          0.000          0.000         28.300          0.771          0.250          0.252          0.250          0.248          0.253          0.260          0.269          0.279          0.280         17.022          0.000          0.000        792.773          0.783         80.060          2.752          4.704          6.009         10.595          9.703          8.750         12.880         12.408         12.259          0.000      11211.823        172.288         39.251          0.071          2.508          0.028          0.000        835.742         24.777       1069.630          2.439              0          1.000          1.000        110.683
            151           1986     31/05/1986          0.000          0.000         11.100          2.272          0.227          0.234          0.242          0.248          0.254          0.260          0.269          0.279          0.280         17.047          0.000          0.000        784.554          0.860         80.899          4.346          5.620          6.402         10.038          9.202          8.292         12.342         12.395         12.263          0.000      11198.354        172.573         27.843          0.054          1.899          0.028        121.878        955.628         22.383       1680.971          2.748              0          1.000          1.000        161.971
