Summary_file = output\dingxi_w.sum
Title = Continuous spring wheat at Dingxi
       day      year           date          event           flag           rain           w_ep              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)             es         runoff          drain         sw_dep          nh4()        tot_no3             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)           dnit       hum_c(1)      biom_c(1)       fom_c(1)    surfaceom_n   surfaceom_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n     w_mat       n_stress       w_stress             eo
     (day)    (year)             ()             ()             ()           (mm)           (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)      (m^2/m^2)        (kg/ha)        (kg/ha)        (g/m^2)           (mm)        (g/m^2)     (doy)             ()             ()           (mm)
       365      1974     31/12/1974          0.000          0.000          6.000          0.000              0.200              0.190              0.188              0.168              0.136              0.145              0.159              0.168          4.116          0.000          0.000        328.192          1.906        298.762             40.389             63.993             61.810             72.782             32.785             12.303              7.505              7.195          0.000       9370.221        329.433         48.785          0.355         26.242          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000          4.140
        31      1975     31/01/1975          0.000          0.000          1.900          0.000              0.145              0.177              0.181              0.168              0.141              0.146              0.158              0.167          9.561          0.000          0.000        320.532          1.913        298.838             43.990             59.660             59.718             73.469             34.963             12.349              7.500              7.190          0.000       9370.221        329.433         48.785          0.355         26.242          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         12.283
        59      1975     28/02/1975          0.000          1.000          2.900          0.000              0.109              0.166              0.175              0.167              0.145              0.147              0.158              0.167          8.963          0.000          0.000        314.469          1.869        298.998             48.208             55.896             57.763             73.262             36.743             12.447              7.497              7.183          0.000       9370.205        329.411         48.757          0.355         26.242          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         28.362
        90      1975     31/03/1975          0.000          0.000          3.700          0.000              0.073              0.155              0.170              0.166              0.148              0.148              0.158              0.166          9.923          0.000          0.000        308.246         31.684        299.586             52.597             52.647             56.002             72.661             38.370             12.633              7.499              7.178          0.000       9370.198        329.403         49.796          0.320         23.618          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         74.556
       120      1975     30/04/1975          0.000          0.000         21.300          1.073              0.142              0.148              0.165              0.164              0.151              0.150              0.158              0.166         15.359          0.000          0.000        313.114        134.796        311.716             68.476             49.421             54.669             72.004             39.597             12.871              7.505              7.173          0.000       9369.510        328.802         49.399          0.288         21.231          0.196          0.000        107.875         11.117        215.979          0.537         0          1.000          0.830        113.574
       151      1975     31/05/1975          0.000          0.000         62.800         33.059              0.113              0.153              0.145              0.157              0.152              0.151              0.158              0.166         36.687          0.000          0.000        306.168         17.671        335.841             74.679             73.153             50.937             68.688             40.543             13.155              7.516              7.170          0.000       9366.047        325.888         54.765          0.147         10.848          2.707          0.000       2683.974        112.772        647.272          7.882         0          1.000          0.845        132.971
       181      1975     30/06/1975          0.000          0.000         23.700         27.818              0.049              0.121              0.131              0.123              0.135              0.151              0.158              0.165         27.070          0.000          0.000        274.981          5.547        348.016             85.322             74.271             51.090             68.916             40.409             13.303              7.534              7.172          0.000       9365.027        325.821         71.929          0.065          4.824          0.853          0.000       4288.551        133.073       1168.574          7.530         0          1.000          0.595        142.353
       212      1975     31/07/1975          0.000          0.000         50.600         16.009              0.160              0.127              0.130              0.114              0.121              0.140              0.158              0.165         32.774          0.000          0.000        276.798          0.863        328.418             70.226             81.103             50.860             62.292             36.668             12.571              7.520              7.178          0.000       9362.369        325.584         77.245          0.019          1.421          0.384       1501.239       5162.407        114.869       1442.900         10.039         0          1.000          0.751        148.088
       222      1975     10/08/1975          2.000          0.000         14.000          4.543              0.161              0.126              0.130              0.113              0.120              0.138              0.157              0.165         11.206          0.000          0.000        275.049          0.495        318.208             60.270             81.538             50.874             61.902             36.445             12.509              7.492              7.180          0.000       9360.648        324.806         74.666          0.011          0.790          0.002       1698.068       5379.462        109.802       1474.380         11.151       220          1.000          0.867         50.064
       243      1975     31/08/1975          0.000          0.000         63.100          0.000              0.256              0.256              0.134              0.113              0.120              0.138              0.156              0.165         26.804          0.110          0.000        311.235          0.594        318.922             27.158            113.355             52.740             61.976             36.502             12.535              7.474              7.182          0.000       9361.237        342.777        164.073          1.446         92.660          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        111.168
       273      1975     30/09/1975          0.000          0.000         82.600          0.000              0.225              0.232              0.230              0.146              0.122              0.139              0.156              0.164         59.081          1.899          0.000        332.855          1.713        324.772             27.460             66.882             85.357             80.817             36.990             12.583              7.480              7.203          0.072       9357.018        355.814        106.796          0.610         39.116          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         85.721
       304      1975     31/10/1975          0.000          0.000         57.600          0.000              0.239              0.241              0.230              0.185              0.128              0.139              0.155              0.164         41.184          0.030          0.000        349.241          1.994        329.155             22.717             57.779             79.064            101.947             40.298             12.633              7.492              7.225          0.006       9354.327        355.997         90.234          0.420         26.944          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         58.026
       334      1975     30/11/1975          0.000          0.000          7.900          0.000              0.172              0.202              0.208              0.195              0.140              0.140              0.154              0.163         20.087          0.000          0.000        337.054          2.095        330.359             29.605             48.698             70.596            106.842             47.142             12.744              7.496              7.235          0.000       9353.883        355.773         88.034          0.404         25.898          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         22.570
       365      1975     31/12/1975          0.000          0.000          3.400          0.000              0.164              0.189              0.196              0.189              0.152              0.142              0.154              0.163          6.917          0.000          0.000        333.537          2.113        330.620             32.877             45.931             66.511            103.690             53.685             13.198              7.494              7.234          0.000       9353.839        355.736         87.833          0.404         25.897          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000          7.956
        31      1976     31/01/1976          0.000          0.000          0.000          0.000              0.115              0.173              0.186              0.184              0.159              0.145              0.154              0.162          8.968          0.000          0.000        324.569          2.123        330.711             37.829             42.279             63.299            100.433             58.091             14.046              7.501              7.232          0.000       9353.839        355.736         87.832          0.404         25.897          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         13.989
        60      1976     29/02/1976          0.000          1.000         10.900          0.000              0.166              0.165              0.179              0.179              0.163              0.148              0.154              0.162          8.173          0.000          0.000        327.297          2.062        331.008             40.611             41.002             61.036             97.958             60.578             15.076              7.518              7.231          0.000       9353.835        355.733         87.815          0.404         25.897          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         31.896
        91      1976     31/03/1976          0.000          0.000          7.700          0.000              0.104              0.159              0.174              0.175              0.164              0.151              0.155              0.162         15.794          0.000          0.000        319.203         28.130        335.166             46.972             39.842             59.319             95.911             62.090             16.252              7.552              7.228          0.000       9353.751        355.664         88.461          0.364         23.308          0.000          0.000          0.000          0.000        106.730          0.000         0          1.000          0.968         63.304
       121      1976     30/04/1976          0.000          0.000         18.600          6.223              0.101              0.135              0.169              0.172              0.165              0.153              0.155              0.162         18.248          0.000          0.000        313.331        126.012        331.960             56.190             30.822             55.355             94.476             62.920             17.348              7.618              7.231          0.000       9353.173        355.481         87.807          0.328         20.989          0.577          0.000        435.140         35.834        326.290          2.030         0          1.000          0.882        116.997
       152      1976     31/05/1976          0.000          0.000         38.000         23.005              0.168              0.130              0.135              0.153              0.164              0.156              0.156              0.162         21.381          0.000          0.000        306.946         31.922        402.744            124.176             44.647             47.951             89.652             62.996             18.364              7.716              7.242          0.000       9350.961        354.997         82.814          0.171         10.936          1.155          0.000       1912.381         80.597        812.770          3.660         0          1.000          0.595        152.371
       182      1976     30/06/1976          0.000          0.000         28.800         27.025              0.111              0.122              0.130              0.124              0.137              0.152              0.157              0.162         27.717          0.000          0.000        281.004          1.242        419.494            138.591             50.142             47.850             88.389             60.977             18.473              7.813              7.259          0.000       9348.663        353.955         83.057          0.046          2.947          0.579          0.000       3471.040         96.965       1292.478          4.753         0          1.000          0.767        147.132
       213      1976     31/07/1976          0.000          0.000         68.600         24.578              0.203              0.133              0.130              0.116              0.123              0.141              0.156              0.162         42.879          0.000          0.000        282.147          0.563        384.811             75.231             85.216             48.564             84.813             57.968             17.963              7.777              7.278          0.000       9345.123        351.131         77.853          0.010          0.639          0.433       2047.502       4834.115         83.043       1463.149          8.514         0          1.000          0.909        155.445
       219      1976     06/08/1976          2.000          0.000          4.600          1.679              0.161              0.135              0.130              0.115              0.123              0.140              0.156              0.162          7.037          0.000          0.000        278.031          0.617        380.662             68.605             87.882             48.568             84.742             57.872             17.942              7.770              7.281          0.000       9343.810        349.894         74.131          0.007          0.430          0.002       2081.555       4918.590         80.987       1472.059          8.980       217          1.000          1.000         17.479
       244      1976     31/08/1976          0.000          0.000         83.300          0.000              0.217              0.229              0.162              0.117              0.124              0.140              0.155              0.162         52.165          0.262          0.000        308.904          1.202        383.767             38.596            104.746             63.982             85.501             57.958             17.938              7.752              7.295          0.000       9340.905        362.887         96.272          0.817         61.309          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         98.071
       274      1976     30/09/1976          0.000          0.000         82.400          0.000              0.234              0.238              0.237              0.157              0.125              0.141              0.154              0.162         50.402          1.038          0.000        339.864          1.796        390.258             28.223             71.940             89.733            108.581             58.748             17.950              7.758              7.324          0.072       9335.502        360.870         70.581          0.458         34.404          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        100.410
       305      1976     31/10/1976          0.000          0.000         11.500          0.000              0.191              0.206              0.207              0.180              0.132              0.141              0.154              0.161         19.427          0.000          0.000        331.936          2.082        396.207             37.055             62.876             78.463            121.579             63.113             17.988              7.777              7.357          0.000       9331.368        355.347         59.101          0.427         32.031          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         75.706
       335      1976     30/11/1976          0.000          0.000          0.300          0.000              0.159              0.185              0.192              0.181              0.140              0.142              0.153              0.161          7.882          0.000          0.000        324.355          2.159        397.720             43.994             57.073             72.979            121.718             68.694             18.104              7.783              7.374          0.000       9330.663        354.290         57.492          0.427         32.031          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         25.500
       366      1976     31/12/1976          0.000          0.000          0.000          0.000              0.138              0.171              0.183              0.178              0.147              0.143              0.153              0.161          5.456          0.000          0.000        318.899          2.159        398.037             49.154             53.119             69.460            119.074             73.542             18.516              7.788              7.384          0.000       9330.647        354.267         57.458          0.427         32.031          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         11.126
        31      1977     31/01/1977          0.000          0.000          4.700          0.000              0.151              0.165              0.176              0.174              0.152              0.145              0.153              0.161          5.301          0.000          0.000        318.298          2.162        398.082             52.097             51.315             66.989            116.292             77.006             19.206              7.792              7.385          0.000       9330.647        354.267         57.458          0.427         32.031          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000          5.479
        59      1977     28/02/1977          0.000          1.000          3.700          0.000              0.129              0.162              0.172              0.171              0.155              0.146              0.153              0.160          6.730          0.000          0.000        315.268          2.136        398.183             53.112             51.004             65.519            114.228             79.138             19.997              7.800              7.385          0.000       9330.624        354.233         57.408          0.427         32.031          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         25.551
        90      1977     31/03/1977          0.000          0.000          2.500          0.000              0.101              0.155              0.168              0.168              0.157              0.148              0.153              0.160          7.201          0.000          0.000        310.568         24.996        405.830             63.082             49.243             64.131            112.466             80.724             20.972              7.823              7.389          0.000       9330.479        354.019         58.367          0.384         28.828          0.000          0.000          0.000          0.000        109.685          0.000         0          1.000          0.968         75.989
       120      1977     30/04/1977          0.000          0.000         73.800         10.348              0.262              0.259              0.193              0.167              0.158              0.150              0.153              0.160         21.044          0.000          0.000        352.976        125.431        372.357             19.699             56.740             65.203            111.773             81.754             21.928              7.868              7.393          0.000       9328.095        351.237         59.239          0.307         23.010          1.496          0.000        920.154         68.937        350.852          4.310         0          1.000          1.000        100.207
       151      1977     31/05/1977          0.000          0.000         44.600         64.757              0.106              0.153              0.145              0.152              0.159              0.151              0.154              0.160         30.143          0.000          0.000        302.676         13.607        361.862             62.624             50.933             41.803             85.701             82.550             22.914              7.938              7.400          0.000       9324.544        349.281         85.086          0.131          9.846          4.792          0.000       5401.728        219.637        784.832         13.566         0          1.000          0.870        129.314
       181      1977     30/06/1977          0.000          0.000         20.600         26.794              0.082              0.120              0.130              0.120              0.131              0.149              0.154              0.160         23.782          0.000          0.000        272.701          8.021        367.902             69.951             49.144             41.775             86.556             81.875             23.173              8.015              7.413          0.000       9324.521        350.444        138.184          0.045          3.398          0.724          0.000       6721.417        215.822       1242.887         13.210         0          1.000          0.386        150.612
       212      1977     31/07/1977          0.000          0.000        209.900         44.300              0.266              0.269              0.273              0.256              0.166              0.147              0.154              0.160         32.198          6.044          0.000        400.059          1.308        303.173              4.452             24.492             43.693             98.042             93.962             23.039              8.047              7.446          0.750       9315.824        355.301        104.093          0.005          0.411          0.724       3608.456       9331.460        185.176       1418.898         20.999         0          1.000          1.000        159.138
       218      1977     06/08/1977          2.000          0.000          4.700          3.123              0.261              0.261              0.256              0.249              0.181              0.148              0.154              0.160          4.742          0.000          0.000        396.894          1.357        298.722              5.495             23.993             40.665             91.220             98.240             23.601              8.054              7.454          0.000       9314.008        354.683         99.593          0.004          0.273          0.002       3674.385       9456.244        180.593       1426.175         21.619       216          1.000          1.000         21.232
       243      1977     31/08/1977          0.000          0.000         23.000          0.000              0.210              0.221              0.228              0.226              0.213              0.164              0.155              0.160         33.547          0.000          0.000        386.348          2.299        313.916             15.000             24.559             37.169             81.241            107.642             32.547              8.261              7.498          0.002       9313.617        413.397        195.061          3.681        181.101          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        126.840
       273      1977     30/09/1977          0.000          0.000         27.100          0.000              0.201              0.214              0.219              0.216              0.209              0.182              0.160              0.161         28.507          0.000          0.000        384.941          2.525        326.030             18.777             28.456             37.258             78.190            103.154             43.202              9.421              7.572          0.000       9310.126        425.095        133.305          2.181        107.289          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         92.936
       304      1977     31/10/1977          0.000          0.000         30.100          0.000              0.216              0.226              0.220              0.212              0.206              0.190              0.167              0.162         23.201          0.000          0.000        391.840          2.628        333.921             16.989             32.846             38.267             76.836            100.216             49.403             11.639              7.725          0.000       9307.229        423.756        109.684          1.812         89.139          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         69.178
       334      1977     30/11/1977          0.000          0.000         31.300          0.000              0.201              0.218              0.226              0.222              0.211              0.195              0.174              0.165         23.853          0.000          0.000        399.288          2.700        335.397             15.178             28.321             37.738             77.616            100.417             53.966             14.182              7.980          0.001       9306.919        423.602        107.572          1.757         86.434          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         28.132
       365      1977     31/12/1977          0.000          0.000          3.200          0.000              0.192              0.200              0.209              0.212              0.209              0.199              0.182              0.170          9.614          0.000          0.000        392.874          2.720        335.844             18.831             26.379             35.017             73.824             97.859             58.253             17.261              8.420          0.000       9306.881        423.539        107.334          1.757         86.431          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         14.057
        31      1978     31/01/1978          0.000          0.000          0.900          0.000              0.163              0.189              0.201              0.206              0.205              0.199              0.187              0.176          7.506          0.000          0.000        386.268          2.723        335.906             21.255             25.055             33.683             71.517             95.135             60.162             20.045              9.054          0.000       9306.880        423.538        107.329          1.757         86.431          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         12.926
        59      1978     28/02/1978          0.000          1.000          2.400          0.000              0.148              0.180              0.195              0.201              0.202              0.198              0.190              0.182          6.954          0.000          0.000        381.714          2.701        336.089             23.333             24.177             32.714             69.942             93.179             61.034             22.001              9.709          0.000       9306.833        423.462        107.049          1.757         86.431          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         29.153
        90      1978     31/03/1978          0.000          0.000         29.000          0.000              0.189              0.201              0.198              0.198              0.199              0.197              0.192              0.187         19.840          0.000          0.000        390.874         28.640        340.897             22.750             28.876             33.193             68.901             91.493             61.605             23.678             10.401          0.000       9306.499        423.216        108.240          1.536         75.573          0.000          0.000          0.000          0.000        108.970          0.000         0          1.000          0.968         59.348
       120      1978     30/04/1978          0.000          0.000         15.400         14.956              0.158              0.148              0.185              0.197              0.198              0.196              0.193              0.192         16.438          0.000          0.000        374.880        114.227        333.926             35.105             18.257             23.418             68.571             90.496             62.119             24.984             10.978          0.000       9304.168        420.151         98.875          1.413         69.507          1.232          0.000        816.347         58.175        402.780          3.566         0          1.000          0.964        120.337
       151      1978     31/05/1978          0.000          0.000         30.600         32.696              0.208              0.157              0.136              0.155              0.188              0.195              0.194              0.195         15.320          0.000          0.000        357.463         33.719        390.587             77.549             41.178             22.801             61.656             87.650             62.212             26.076             11.465          0.000       9303.510        422.438        106.707          0.868         42.730          0.958          0.000       2638.166        107.198        954.540          5.148         0          1.000          0.595        150.326
       181      1978     30/06/1978          0.000          0.000         61.100         53.834              0.152              0.145              0.134              0.130              0.148              0.174              0.191              0.197         41.616          0.000          0.000        323.113          1.135        391.010             55.210             75.993             26.044             60.819             79.061             56.346             25.773             11.764          0.000       9298.891        419.271         92.338          0.165          8.133          0.901        549.032       5705.381        121.302       1548.031          8.501         0          1.000          0.980        165.304
       209      1978     28/07/1978          2.000          0.000        125.000         28.924              0.256              0.254              0.236              0.154              0.142              0.167              0.184              0.196         42.040          0.557          0.000        376.591          1.624        368.452             15.014             57.091             58.359             70.746             76.984             53.673             24.889             11.696          0.165       9291.601        406.666         74.229          0.027          1.317          0.002       2983.084       7430.010        105.948       1689.232         11.577       207          1.000          1.000        137.087
       212      1978     31/07/1978          0.000          0.000         40.500          0.000              0.270              0.276              0.272              0.205              0.143              0.167              0.184              0.195          9.919          2.028          0.000        405.144          1.670        369.314              8.746             43.981             60.729             88.059             77.628             53.634             24.855             11.682          0.132       9291.679        413.034        154.274          1.963        187.695          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         12.584
       243      1978     31/08/1978          0.000          0.000         74.100          0.000              0.316              0.279              0.263              0.235              0.192              0.172              0.184              0.193         44.544          2.091          0.000        432.609          2.097        384.045             10.288             36.552             52.937             94.683             97.930             55.342             24.684             11.629          0.060       9285.377        421.013         85.764          0.876         83.727          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        142.504
       273      1978     30/09/1978          0.000          0.000         64.800          0.000              0.233              0.239              0.245              0.245              0.239              0.223              0.197              0.194         44.936          2.863          0.000        449.611          2.389        392.702             11.448             23.980             39.367             86.211            108.910             81.146             29.798             11.844          0.212       9281.134        415.763         68.888          0.519         49.650          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         91.230
       304      1978     31/10/1978          0.000          0.000         52.200          0.000              0.220              0.230              0.238              0.240              0.238              0.231              0.219              0.209         44.229          0.538          0.000        457.044          2.540        397.948             12.678             21.205             35.666             80.890            104.157             87.705             41.148             14.498          0.015       9278.836        411.904         62.442          0.390         37.251          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         57.730
       334      1978     30/11/1978          0.000          0.000          4.200          0.000              0.203              0.212              0.222              0.228              0.230              0.229              0.226              0.226         12.678          0.000          0.000        448.566          2.606        399.988             16.241             20.994             33.658             76.888             99.312             87.888             47.017             17.990          0.000       9278.073        410.158         60.703          0.390         37.251          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         25.980
       365      1978     31/12/1978          0.000          0.000          0.900          0.000              0.181              0.199              0.213              0.221              0.225              0.227              0.230              0.234          8.235          0.000          0.000        441.232          2.628        400.620             18.905             20.435             32.608             74.610             96.757             87.786             49.791             19.729          0.000       9277.945        409.863         60.419          0.390         37.251          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         21.028
        31      1979     31/01/1979          0.000          0.000          2.000          0.000              0.182              0.190              0.206              0.216              0.222              0.227              0.231              0.237          5.952          0.000          0.000        437.280          2.633        400.925             21.089             20.239             32.037             73.057             95.439             87.740             50.937             20.389          0.000       9277.873        409.695         60.259          0.390         37.251          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         17.679
        59      1979     28/02/1979          0.000          1.000          0.500          0.000              0.156              0.183              0.202              0.213              0.220              0.226              0.232              0.238          6.511          0.000          0.000        431.269          2.581        401.572             23.116             20.178             31.885             72.233             94.721             87.585             51.259             20.595          0.000       9277.598        409.063         59.663          0.390         37.251          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         42.379
        90      1979     31/03/1979          0.000          0.000          9.300          0.000              0.164              0.184              0.200              0.211              0.219              0.225              0.232              0.238         10.272          0.000          0.000        430.297         22.969        412.222             33.617             21.459             32.119             71.778             94.085             87.295             51.243             20.627          0.000       9276.944        407.617         59.680          0.348         33.269          0.000          0.000          0.000          0.000        113.170          0.000         0          1.000          0.968         62.709
       120      1979     30/04/1979          0.000          0.000          7.900         13.038              0.124              0.151              0.189              0.209              0.217              0.225              0.231              0.237          8.969          0.000          0.000        416.190        118.491        391.350             29.980             16.726             20.588             71.794             93.637             86.908             51.107             20.610          0.000       9274.584        402.461         58.471          0.337         32.227          1.437          0.000        907.564         62.214        404.560          3.873         0          1.000          1.000        111.530
       151      1979     31/05/1979          0.000          0.000          8.200         34.715              0.087              0.121              0.137              0.169              0.210              0.222              0.230              0.237          8.943          0.000          0.000        380.732         39.676        431.887             83.854             16.103             18.373             65.674             90.704             85.813             50.800             20.565          0.000       9273.906        401.753         72.848          0.270         25.777          1.690          0.000       3123.035        126.186        876.760          6.415         0          1.000          0.663        132.667
       181      1979     30/06/1979          0.000          0.000         77.100         68.914              0.142              0.173              0.136              0.132              0.159              0.200              0.224              0.233         28.521          0.000          0.000        360.398          1.206        442.837             44.324             77.979             22.355             66.813             85.765             76.820             48.487             20.293          0.000       9268.121        393.872         67.973          0.083          7.897          1.174        225.677       6542.669        151.850       1464.280          9.095         0          1.000          0.881        174.911
       212      1979     31/07/1979          0.000          0.000        177.300         37.299              0.297              0.300              0.294              0.258              0.172              0.194              0.212              0.224         33.349          0.380          0.000        466.670          1.647        402.757              3.383             30.736             50.404             99.525             88.228             68.399             42.776             19.304          0.563       9260.104        380.524         60.929          0.015          1.420          0.469       3603.274       9112.526        129.996       2000.000         13.907         0          1.000          1.000        121.692
       217      1979     05/08/1979          2.000          0.000         37.400          0.659              0.270              0.280              0.293              0.274              0.259              0.209              0.212              0.223          3.915          4.752          0.000        494.744          1.663        400.336              2.131             19.258             38.116             88.826            115.631             74.564             42.592             19.217          0.311       9259.227        379.043         60.612          0.011          1.080          0.002       3603.274       9140.433        127.415       2000.000         14.220       215          1.000          1.000         13.909
       243      1979     31/08/1979          0.000          0.000        109.300          0.000              0.259              0.263              0.271              0.265              0.267              0.269              0.270              0.270         50.186          6.776         11.935        535.147          2.046        405.092              2.584             11.291             22.570             62.327             93.892            100.923             74.785             36.721          0.889       9256.139        405.249         96.505          1.169        110.621          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        105.525
       273      1979     30/09/1979          0.000          0.000         71.400          0.000              0.250              0.255              0.265              0.260              0.260              0.260              0.260              0.260         55.105          0.892         31.141        519.410          2.347        396.783              4.932             11.306             19.554             55.659             84.120             95.085             78.650             47.479          0.499       9252.188        405.294         73.988          0.585         55.365          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         93.633
