Summary_file = output\dingxi_w.sum
Title = Continuous spring wheat at Dingxi
       day      year           date          event           flag           rain           w_ep              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)             es         runoff          drain         sw_dep          nh4()        tot_no3             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)           dnit       hum_c(1)      biom_c(1)       fom_c(1)    surfaceom_n   surfaceom_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n     w_mat       n_stress       w_stress             eo
     (day)    (year)             ()             ()             ()           (mm)           (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)      (m^2/m^2)        (kg/ha)        (kg/ha)        (g/m^2)           (mm)        (g/m^2)     (doy)             ()             ()           (mm)
       305      1988     31/10/1988          0.000          0.000         23.700          0.000              0.155              0.178              0.176              0.137              0.136              0.153              0.165              0.174         25.456          0.000          0.000        315.302          1.908        638.914             65.402             99.707             93.566            120.534            111.597             74.210             42.437             31.461          0.000       9117.787        499.335         90.500          0.429         26.317          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         48.163
       335      1988     30/11/1988          0.000          0.000          1.400          0.000              0.100              0.164              0.169              0.141              0.137              0.153              0.165              0.173          9.578          0.000          0.000        307.123          1.674        640.772             73.293             92.525             90.505            123.951            112.759             74.025             42.314             31.400          0.000       9117.513        498.354         89.138          0.428         26.276          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         35.059
       366      1988     31/12/1988          0.000          0.000          0.400          0.000              0.064              0.151              0.163              0.143              0.139              0.153              0.164              0.173          6.658          0.000          0.000        300.865          1.642        641.283             80.882             85.670             87.259            126.055            114.023             73.867             42.193             31.335          0.000       9117.513        498.354         89.138          0.428         26.276          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         17.856
        31      1989     31/01/1989          0.000          0.000          4.300          0.000              0.077              0.144              0.158              0.145              0.141              0.153              0.164              0.172          4.883          0.000          0.000        300.282          1.637        641.405             86.105             81.370             84.476            127.132            115.244             73.740             42.074             31.264          0.000       9117.513        498.354         89.138          0.428         26.276          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000          6.183
        59      1989     28/02/1989          0.000          1.000         12.800          0.000              0.127              0.142              0.154              0.145              0.142              0.153              0.164              0.172          8.452          0.000          0.000        304.630          1.636        641.453             87.444             80.796             82.524            127.587            116.265             73.660             41.975             31.200          0.000       9117.512        498.352         89.133          0.428         26.260          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         15.314
        90      1989     31/03/1989          0.000          0.000          8.600          0.000              0.091              0.139              0.151              0.146              0.144              0.153              0.163              0.171         12.942          0.000          0.000        300.288         28.631        644.624             92.428             79.470             81.015            127.804            117.284             73.610             41.879             31.135          0.000       9117.497        498.300         90.103          0.385         23.611          0.000          0.000          0.000          0.000        106.296          0.000         0          1.000          0.968         56.105
       120      1989     30/04/1989          0.000          0.000         28.400          1.774              0.164              0.134              0.149              0.146              0.145              0.154              0.163              0.171         20.594          0.000          0.000        306.321        134.781        649.859             99.826             77.678             79.840            127.889            118.154             73.596             41.799             31.077          0.000       9117.260        497.849         90.189          0.314         19.272          0.286          0.000        186.920         15.589        216.106          0.795         0          1.000          0.805         97.272
       151      1989     31/05/1989          0.000          0.000         21.300         15.176              0.084              0.122              0.137              0.145              0.146              0.154              0.163              0.170         18.690          0.000          0.000        293.754         27.303        728.093            165.215             91.218             78.511            127.837            118.943             73.611             41.733             31.025          0.000       9115.887        493.454         95.335          0.246         15.107          0.489          0.000       1271.465         50.663        519.533          3.081         0          1.000          0.512        153.603
       181      1989     30/06/1989          0.000          0.000         47.600         16.167              0.088              0.153              0.135              0.134              0.142              0.154              0.163              0.170         29.721          0.000          0.000        295.467          1.958        747.172            119.620            153.250             83.573            126.459            117.976             73.626             41.683             30.983          0.000       9113.627        487.153         95.918          0.110          6.773          0.352        140.456       2396.106         56.180       1062.269          3.993         0          1.000          0.895        151.191
       211      1989     30/07/1989          2.000          0.000         88.300         13.795              0.251              0.250              0.203              0.126              0.132              0.150              0.162              0.170         31.909          0.542          0.000        337.521          1.472        737.903             46.192            170.928            134.291            126.001            115.738             72.228             41.576             30.951          0.185       9111.377        481.340         92.640          0.040          2.463          0.002       1299.989       3206.791         48.579       1441.642          5.366       209          1.000          0.990        142.123
       212      1989     31/07/1989          0.000          0.000          0.000          0.000              0.238              0.240              0.208              0.127              0.132              0.150              0.162              0.170          2.009          0.000          0.000        335.511          1.635        738.740             49.050            164.370            137.736            127.071            115.784             72.216             41.566             30.949          0.000       9111.147        482.518        172.616          1.111         94.735          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         13.066
       243      1989     31/08/1989          0.000          0.000         74.000          0.000              0.237              0.243              0.231              0.166              0.135              0.150              0.162              0.170         56.259          0.307          0.000        352.945          2.093        752.483             50.164            125.001            148.685            166.023            118.188             72.058             41.438             30.926          0.042       9106.082        480.267         96.393          0.416         35.518          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        134.150
       273      1989     30/09/1989          0.000          0.000         31.800          0.000              0.212              0.225              0.213              0.184              0.142              0.150              0.161              0.169         33.797          0.000          0.000        350.948          2.305        763.453             57.838            114.162            136.450            184.668            125.989             72.093             41.348             30.905          0.000       9100.979        465.266         72.982          0.307         26.182          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        106.216
       304      1989     31/10/1989          0.000          0.000         39.600          0.000              0.185              0.209              0.212              0.194              0.154              0.151              0.161              0.169         39.136          0.000          0.000        351.413          2.445        770.040             58.476            101.734            132.983            194.525            137.411             72.736             41.291             30.885          0.000       9098.141        456.706         64.458          0.250         21.315          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         65.773
       334      1989     30/11/1989          0.000          0.000         10.700          0.000              0.158              0.192              0.200              0.192              0.164              0.154              0.161              0.168         16.121          0.000          0.000        345.992          2.501        771.707             65.401             94.094            124.977            192.348            148.125             74.623             41.282             30.858          0.000       9097.703        455.338         63.353          0.248         21.192          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         26.278
       365      1989     31/12/1989          0.000          0.000          9.000          0.000              0.193              0.188              0.190              0.187              0.170              0.157              0.161              0.168          7.021          0.000          0.000        347.971          2.438        772.712             67.414             94.759            118.849            187.101            154.648             77.719             41.383             30.839          0.000       9097.561        454.889         63.003          0.248         21.192          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         18.315
        31      1990     31/01/1990          0.000          0.000          3.500          0.000              0.181              0.180              0.186              0.184              0.173              0.160              0.162              0.168          6.250          0.000          0.000        345.221          2.442        772.775             71.034             90.938            116.211            183.387            157.575             81.100             41.698             30.832          0.000       9097.561        454.887         63.002          0.248         21.192          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000          9.160
        59      1990     28/02/1990          0.000          1.000          6.600          0.000              0.152              0.174              0.182              0.181              0.174              0.163              0.163              0.168         10.958          0.000          0.000        340.863          2.437        772.852             74.869             87.934            113.579            180.786            158.730             83.931             42.169             30.854          0.000       9097.550        454.853         62.976          0.248         21.192          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         16.678
        90      1990     31/03/1990          0.000          0.000         26.300          0.000              0.192              0.180              0.178              0.179              0.174              0.165              0.164              0.168         21.416          0.000          0.000        345.747         21.278        784.956             80.369             95.180            111.443            178.389            159.187             86.617             42.840             30.930          0.000       9097.048        453.365         62.541          0.214         18.289          0.000          0.000          0.000          0.000        116.860          0.000         0          1.000          0.968         72.281
       120      1990     30/04/1990          0.000          0.000         57.100         13.600              0.236              0.191              0.186              0.179              0.174              0.167              0.165              0.169         34.137          0.000          0.000        355.111        121.746        739.602             47.418             86.431            104.117            178.737            159.511             88.760             43.577             31.051          0.000       9095.296        448.404         64.215          0.165         14.047          1.955          0.000       1223.251         88.166        372.310          5.296         0          1.000          0.999        105.753
       151      1990     31/05/1990          0.000          0.000         55.600         62.091              0.103              0.146              0.142              0.149              0.172              0.168              0.166              0.169         33.343          0.000          0.000        315.277         21.392        755.449             82.049             96.669             93.514            158.720            158.312             90.578             44.383             31.223          0.000       9093.269        443.942         89.983          0.073          6.267          2.918          0.000       5444.241        213.376        847.750         11.046         0          1.000          0.722        145.660
       181      1990     30/06/1990          0.000          0.000         46.000         37.731              0.157              0.122              0.130              0.120              0.133              0.157              0.167              0.170         33.223          0.000          0.000        290.323          2.088        768.866             95.031            102.342             93.340            159.376            154.320             88.210             44.829             31.419          0.000       9091.478        442.021        118.907          0.022          1.897          0.708        114.640       7237.983        210.544       1396.410         11.619         0          1.000          0.542        169.241
       212      1990     31/07/1990          0.000          0.000         57.200         20.523              0.254              0.145              0.130              0.113              0.120              0.140              0.161              0.170         35.405          0.000          0.000        291.595          0.478        733.306             63.342            118.586             93.152            154.813            146.283             82.424             43.255             31.450          0.000       9089.269        441.191        132.484          0.004          0.349          0.002       2505.904       8291.416        180.243       1605.439         15.441       211          1.000          0.714        168.962
       213      1990     01/08/1990          2.000          0.000              ?              ?              0.254              0.145              0.130              0.113              0.120              0.140              0.161              0.170              ?              ?              ?        291.595          0.478        733.306             63.342            118.586             93.152            154.813            146.283             82.424             43.255             31.450              ?       9089.269        441.191        132.484          0.004          0.349          0.002       2505.904       8291.416        180.243       1605.439         15.441       211              ?              ?              ?
       243      1990     31/08/1990          0.000          0.000         76.700          0.000              0.213              0.224              0.155              0.114              0.121              0.141              0.160              0.169         59.520          0.000          0.000        308.774          1.499        740.344             43.048            128.930            108.556            156.293            146.781             82.431             42.963             31.341          0.000       9092.245        505.752        200.815          1.361         89.551          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        172.195
       273      1990     30/09/1990          0.000          0.000         66.500          0.000              0.241              0.241              0.209              0.121              0.122              0.142              0.159              0.169         46.271          1.093          0.000        327.911          1.922        749.669             40.199            107.681            134.458            163.529            147.419             82.389             42.746             31.247          0.046       9089.459        506.780        135.418          0.689         45.289          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        110.362
       304      1990     31/10/1990          0.000          0.000         48.700          0.000              0.202              0.220              0.223              0.157              0.125              0.142              0.158              0.168         42.761          0.061          0.000        333.789          2.284        754.500             41.200             82.499            129.705            195.071            149.996             82.314             42.558             31.157          0.022       9087.908        503.396        117.975          0.503         33.093          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         59.558
       334      1990     30/11/1990          0.000          0.000          3.800          0.000              0.158              0.188              0.195              0.169              0.130              0.143              0.158              0.167         14.988          0.000          0.000        322.602          2.397        757.527             54.749             71.882            114.191            204.865            156.059             82.305             42.401             31.074          0.000       9087.089        500.816        111.317          0.499         32.845          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         35.792
       365      1990     31/12/1990          0.000          0.000          0.000          0.000              0.120              0.172              0.182              0.170              0.136              0.143              0.157              0.167          7.714          0.000          0.000        314.887          2.375        758.133             62.318             66.179            106.768            204.074            163.121             82.436             42.253             30.985          0.000       9087.056        500.707        111.060          0.499         32.845          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         17.238
        31      1991     31/01/1991          0.000          0.000          7.800          0.000              0.155              0.162              0.174              0.168              0.141              0.144              0.157              0.166          6.783          0.000          0.000        315.904          2.377        758.264             67.112             63.110            102.186            200.718            169.318             82.798             42.127             30.895          0.000       9087.056        500.707        111.060          0.499         32.845          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         11.821
        59      1991     28/02/1991          0.000          1.000          3.900          0.000              0.123              0.157              0.170              0.166              0.145              0.145              0.157              0.166          8.705          0.000          0.000        311.099          2.336        758.412             70.119             61.431             99.359            197.505            173.698             83.442             42.038             30.819          0.000       9087.051        500.694        111.015          0.499         32.803          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         23.834
        90      1991     31/03/1991          0.000          0.000         14.300          0.000              0.136              0.151              0.165              0.164              0.148              0.147              0.157              0.165         14.564          0.000          0.000        310.835         30.688        760.581             74.715             60.088             96.941            194.381            177.303             84.433             41.973             30.746          0.000       9087.021        500.623        112.067          0.445         29.275          0.000          0.000          0.000          0.000        101.620          0.000         0          1.000          0.968         66.704
       120      1991     30/04/1991          0.000          0.000         28.600          9.241              0.137              0.163              0.167              0.162              0.150              0.148              0.157              0.165         16.178          0.000          0.000        314.017        122.361        751.768             60.235             67.041             94.407            192.104            179.791             85.567             41.940             30.683          0.000       9085.998        497.583        107.848          0.408         26.806          1.075          0.000        648.782         50.035        323.476          3.083         0          1.000          0.998        105.237
       151      1991     31/05/1991          0.000          0.000         79.500         29.642              0.260              0.258              0.155              0.151              0.151              0.149              0.157              0.164         23.564          0.000          0.000        340.311         14.783        810.945             52.416            140.792             89.235            187.891            181.217             86.825             41.938             30.632          0.008       9084.308        494.281        110.876          0.166         10.933          1.743          0.000       2902.350        129.089        801.929          6.549         0          1.000          0.672        137.839
       181      1991     30/06/1991          0.000          0.000         81.800         79.181              0.114              0.166              0.173              0.153              0.138              0.148              0.157              0.164         35.245          0.164          0.000        307.521          1.439        769.913             32.272             82.576            120.355            200.680            174.719             86.754             41.957             30.600          0.238       9080.156        483.625        109.816          0.036          2.362          1.356          0.000       7896.952        190.945       1255.694         11.327         0          1.000          0.995        152.976
       211      1991     30/07/1991          2.000          0.000         28.000         37.102              0.128              0.122              0.132              0.121              0.122              0.137              0.156              0.164         24.734          0.000          0.000        273.685          0.555        727.508             34.707             78.777            111.515            179.998            166.567             83.638             41.735             30.570          0.000       9079.215        482.001        134.260          0.010          0.687          0.002       3161.850       9393.653        165.112       1452.229         15.860       209          1.000          0.715        171.123
       212      1991     31/07/1991          0.000          0.000          0.000          0.000              0.113              0.122              0.132              0.121              0.122              0.137              0.156              0.164          1.475          0.000          0.000        272.210          0.412        727.555             34.736             78.793            111.437            180.044            166.618             83.643             41.716             30.567          0.000       9079.748        487.388        359.384          3.594        282.697          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000          8.296
       243      1991     31/08/1991          0.000          0.000         47.700          0.000              0.144              0.129              0.131              0.122              0.123              0.138              0.155              0.163         43.447          0.000          0.000        276.463          0.693        728.212             33.197             80.908            110.363            180.696            167.395             83.679             41.460             30.514          0.000       9083.027        526.267        283.965          1.592        125.222          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        169.170
       273      1991     30/09/1991          0.000          0.000         34.000          0.000              0.096              0.148              0.132              0.122              0.123              0.138              0.154              0.163         34.466          0.000          0.000        275.997          0.756        730.836             30.352             84.858            110.787            181.306            168.132             83.676             41.269             30.457          0.000       9083.405        536.468        240.423          1.223         96.217          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        110.618
       304      1991     31/10/1991          0.000          0.000         31.700          0.000              0.094              0.149              0.133              0.123              0.124              0.139              0.154              0.163         31.282          0.000          0.000        276.415          0.830        732.558             30.902             84.234            111.406            182.000            168.866             83.645             41.109             30.396          0.000       9083.492        540.941        220.431          0.962         75.700          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         64.413
       334      1991     30/11/1991          0.000          0.000          7.100          0.000              0.038              0.137              0.134              0.123              0.125              0.139              0.153              0.162         14.597          0.000          0.000        268.919          0.778        733.112             36.539             78.086            111.344            182.690            169.548             83.591             40.978             30.336          0.000       9083.492        540.957        220.352          0.961         75.613          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         33.166
       365      1991     31/12/1991          0.000          0.000          6.700          0.000              0.086              0.127              0.133              0.124              0.126              0.139              0.153              0.162          4.010          0.000          0.000        271.609          0.734        733.372             42.471             72.158            110.547            183.325            170.221             83.518             40.858             30.274          0.000       9083.492        540.957        220.352          0.961         75.613          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         15.157
        31      1992     31/01/1992          0.000          0.000          0.000          0.000              0.028              0.121              0.132              0.124              0.126              0.140              0.153              0.161          7.027          0.000          0.000        264.581          0.727        733.474             45.894             68.991            109.509            183.830            170.853             83.433             40.750             30.213          0.000       9083.492        540.960        220.352          0.961         75.596          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         14.335
        60      1992     29/02/1992          0.000          1.000          2.700          0.000              0.020              0.120              0.130              0.125              0.127              0.140              0.152              0.161          3.809          0.000          0.000        263.472          0.727        733.548             46.784             68.472            108.499            184.215            171.412             83.350             40.658             30.158          0.000       9083.492        540.960        220.352          0.961         75.596          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         29.051
        91      1992     31/03/1992          0.000          0.000         12.500          0.000              0.020              0.120              0.130              0.125              0.128              0.140              0.152              0.160         12.530          0.000          0.000        263.442         30.729        733.613             46.862             68.497            108.228            184.141            171.959             83.258             40.567             30.101          0.000       9083.492        540.960        223.376          0.865         68.036          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         51.538
       115      1992     24/04/1992          2.000          0.000         13.300          0.000              0.020              0.120              0.130              0.124              0.128              0.140              0.152              0.160         13.300          0.000          0.000        263.442         30.722        733.678             46.862             68.497            108.228            184.012            172.321             83.192             40.505             30.060          0.000       9083.514        541.151        223.376          0.848         66.708          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         94.129
       121      1992     30/04/1992          0.000          0.000          0.000          0.000              0.020              0.120              0.130              0.124              0.128              0.140              0.152              0.160          0.000          0.000          0.000        263.442        150.722        733.706             46.862             68.497            108.228            183.985            172.425             83.173             40.487             30.048          0.000       9083.514        541.151        223.376          0.042          3.335          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         39.428
       152      1992     31/05/1992          0.000          0.000         21.600          0.000              0.032              0.120              0.130              0.124              0.129              0.140              0.152              0.160         20.373          0.000          0.000        264.669        150.721        733.803             46.862             68.497            108.228            183.883            172.843             83.085             40.409             29.996          0.000       9083.521        541.216        223.376          0.037          2.888          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        133.738
       182      1992     30/06/1992          0.000          0.000         74.200          0.000              0.160              0.163              0.132              0.125              0.129              0.141              0.151              0.159         52.270          0.000          0.000        286.599          4.686        884.519            158.810            105.262            109.411            184.516            173.224             83.007             40.341             29.947          0.000       9081.754        539.874        163.227          0.016          1.246          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        146.863
       213      1992     31/07/1992          0.000          0.000         66.700          0.000              0.165              0.194              0.141              0.125              0.130              0.141              0.151              0.159         58.002          0.000          0.000        295.297          1.641        894.521            117.148            149.560            115.513            185.539            173.637             82.940             40.281             29.904          0.000       9078.932        530.407        123.866          0.006          0.506          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        167.141
       244      1992     31/08/1992          0.000          0.000         97.400          0.000              0.213              0.224              0.222              0.141              0.130              0.141              0.151              0.159         65.676          0.076          0.000        326.945          2.094        906.989             68.405            139.321            168.422            203.289            174.527             82.905             40.242             29.878          0.051       9072.938        506.758         84.498          0.002          0.145          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        145.205
       274      1992     30/09/1992          0.000          0.000         58.900          0.000              0.229              0.235              0.233              0.173              0.134              0.141              0.151              0.159         41.590          0.845          0.000        343.410          2.371        916.346             58.268            121.515            165.899            238.651            179.002             82.933             40.215             29.863          0.088       9068.606        489.781         69.355          0.001          0.086          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         95.137
       305      1992     31/10/1992          0.000          0.000         46.900          0.000              0.202              0.220              0.224              0.206              0.147              0.142              0.151              0.158         40.292          0.000          0.000        350.018          2.591        920.706             53.721             99.331            147.990            269.277            196.765             83.577             40.195             29.849          0.001       9066.980        483.588         65.094          0.001          0.072          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         54.532
       335      1992     30/11/1992          0.000          0.000          2.300          0.000              0.162              0.192              0.203              0.199              0.163              0.144              0.151              0.158         12.840          0.000          0.000        339.478          2.651        922.832             68.973             88.337            134.437            257.079            217.292             86.667             40.210             29.838          0.000       9066.421        481.474         63.754          0.001          0.072          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         31.764
       366      1992     31/12/1992          0.000          0.000          0.000          0.000              0.129              0.176              0.191              0.190              0.170              0.148              0.151              0.158          7.783          0.000          0.000        331.695          2.649        923.513             79.317             82.407            126.710            245.319            227.284             92.286             40.362             29.829          0.000       9066.365        481.273         63.630          0.001          0.072          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         18.745
        31      1993     31/01/1993          0.000          0.000          8.600          0.000              0.158              0.180              0.186              0.185              0.173              0.153              0.152              0.158          5.297          0.000          0.000        334.998          2.652        923.586             75.655             87.586            123.175            237.702            230.238             98.602             40.805             29.825          0.000       9066.365        481.273         63.629          0.001          0.072          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000          7.963
        59      1993     28/02/1993          0.000          1.000          7.600          0.000              0.146              0.172              0.181              0.182              0.173              0.156              0.153              0.158         10.949          0.000          0.000        331.650          2.540        924.198             80.945             83.928            120.398            233.197            230.496            103.903             41.481             29.850          0.000       9066.219        480.723         63.291          0.001          0.072          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         32.888
        90      1993     31/03/1993          0.000          0.000          8.200          0.000              0.121              0.163              0.177              0.179              0.173              0.159              0.154              0.158         12.984          0.000          0.000        326.865         28.144        929.388             90.969             80.712            117.491            229.161            229.761            108.902             42.475             29.917          0.000       9065.928        479.633         62.633          0.001          0.064          0.000          0.000          0.000          0.000        109.730          0.000         0          1.000          0.968         65.357
       120      1993     30/04/1993          0.000          0.000         16.600          7.183              0.149              0.133              0.167              0.176              0.172              0.161              0.156              0.159         14.438          0.000          0.000        321.844        123.228        936.597            111.408             71.675            112.438            225.919            228.684            112.830             43.612             30.032          0.000       9065.666        478.665         63.345          0.001          0.063          0.496          0.000        374.288         29.222        398.740          1.504         0          1.000          0.846        123.442
       151      1993     31/05/1993          0.000          0.000         93.800         45.104              0.244              0.245              0.142              0.150              0.170              0.163              0.157              0.159         29.208          0.000          0.000        341.332         11.273        969.374             58.146            178.647            118.354            197.610            225.610            115.933             44.875             30.199          0.000       9062.714        468.201         64.609          0.000          0.030          2.378          0.000       3607.683        123.896        844.420          7.728         0          1.000          0.817        134.767
       181      1993     30/06/1993          0.000          0.000         54.300         68.854              0.113              0.142              0.134              0.124              0.136              0.156              0.158              0.160         40.583          0.000          0.000        286.195          1.008        939.685             47.343            170.003            129.868            193.478            209.733            113.012             45.845             30.402          0.000       9058.048        453.363         68.020          0.000          0.000          1.433          0.000       7748.382        176.770       1336.344         11.108         0          1.000          0.831        159.207
       212      1993     31/07/1993          0.000          0.000         71.400         34.910              0.131              0.177              0.138              0.116              0.123              0.142              0.156              0.160         37.506          0.000          0.000        285.179          0.924        867.220             27.471            144.419            135.760            185.838            193.876            104.125             45.156             30.575          0.000       9053.321        440.359         67.966          0.000          0.000          0.725       3559.498       9736.473        151.330       1503.589         18.788         0          1.000          0.812        154.450
       215      1993     03/08/1993          2.000          0.000          0.000          0.957              0.116              0.172              0.138              0.116              0.123              0.142              0.156              0.160          1.590          0.000          0.000        282.632          0.835        867.577             28.537            143.257            136.082            185.968            193.913            104.106             45.132             30.582          0.000       9053.180        439.977         68.541          0.000          0.000          0.002       3559.498       9736.472        149.820       1503.589         18.788       213          1.000          1.000         12.830
