ApsimVersion = 6.1
Title = Roma 400mm wet soil
            day           year            lai        biomass          yield         sum_ep
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
            288           1957          0.000         2157.5          347.3         74.167
            281           1958          0.000         3443.2         1335.7        117.834
            286           1959          0.000         2074.3          429.1         74.912
            292           1960          0.000         1963.4          338.3         65.593
            287           1961          0.000         2748.1          567.3         88.783
            285           1962          0.000         2079.5          404.7         66.754
            287           1963          0.000         2712.4          576.7         90.147
            285           1964          0.000         3260.8         1015.2        115.108
            284           1965          0.000         2802.6          820.5         90.365
            289           1966          0.000         4488.4         1812.6        132.556
            286           1967          0.000         3004.4          779.9        100.580
            293           1968          0.000         2847.6          688.2         86.193
            285           1969          0.000         3004.4          879.9         96.716
            288           1970          0.000         1713.6          440.4         57.872
            285           1971          0.000         3725.1         1291.7        135.076
            282           1972          0.000         1502.8          200.5         53.369
            278           1973          0.000         5575.2         2303.6        181.102
            294           1974          0.000         3957.9         1362.5        120.932
            283           1975          0.000         3781.2         1437.8        114.543
            293           1976          0.000         2686.3          846.1         84.871
            292           1977          0.000         2662.6          550.4         99.807
            298           1978          0.000         5594.9         2404.1        171.480
            285           1979          0.000         1614.0          253.2         49.803
            284           1980          0.000         2869.7          653.1         97.438
            288           1981          0.000         3795.5         1248.9        126.793
            292           1982          0.000         1481.1          262.8         47.476
            286           1983          0.000         4001.3         1389.4        127.575
            292           1984          0.000         4527.2         1702.3        142.665
            288           1985          0.000         3812.8         1329.0        121.850
            283           1986          0.000         3096.5          777.5         94.130
            284           1987          0.000         2405.7          445.8         71.840
            285           1988          0.000         2946.2          802.0         93.464
            292           1989          0.000         2558.0          552.3         88.756
            290           1990          0.000         3424.5          938.7        107.358
            281           1991          0.000         3102.7          803.8        113.522
            292           1992          0.000         2746.1          549.1         88.711
            284           1993          0.000         3266.2         1200.9        104.449
            299           1994          0.000         1343.2          168.5         45.714
            289           1995          0.000         2009.9          589.6         72.642
            289           1996          0.000         2128.2          480.4         69.991
            290           1997          0.000         2208.0          507.9         83.575
            285           1998          0.000         5580.4         2272.8        176.218
            286           1999          0.000         2075.9          403.4         70.084
            291           2000          0.000         2165.9          379.5         78.313
            288           2001          0.000         2809.7          563.1         90.999
            288           2002          0.000         2048.2          353.2         70.269
