APSIM output file, version = 5.4
Title = soybean P Sample Simulation
            day           year            lai        biomass  green_biomass       dm_green        p_green     p_senesced       p_demand    pfact_photo    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p         leaf_p         stem_p         root_p          pod_p         head_p    dlt_p_green dlt_p_retrans() dlt_p_detached    dlt_p_sen()  p_conc_stover LeafGreenpconc StemGreenpconc grainGreenpconc p_uptake_stover grain_p_demand    surfaceom_p
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)         (g/m2)         (g/m2)         (g/m2)        (g/m^2)             ()             ()              ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (g/m^2)            (?)            (%)            (%)            (%)             (%)             (%)        (g/m^2)        (kg/ha)
             48           1989          1.567         2458.9         2087.5        321.613          0.557          0.058           0.23          0.417          1.000           0.834          1.000           0.48            0.42           0.07           0.12           0.20           0.13           0.04           0.11           0.01           -0.00           0.00              ?          0.197          0.270          0.202           0.244           0.358           0.00            0.0
             49           1989          1.507         2494.1         2105.8        323.300          0.560          0.061           0.23          0.420          1.000           0.841          1.000           0.49            0.43           0.07           0.11           0.19           0.13           0.04           0.12           0.01            0.00           0.00              ?          0.195          0.267          0.202           0.246           0.352           0.00            0.0
             50           1989          1.442         2529.3         2122.6        324.845          0.563          0.063           0.23          0.426          1.000           0.851          1.000           0.49            0.43           0.08           0.11           0.19           0.13           0.05           0.13           0.01            0.00           0.00              ?          0.193          0.264          0.201           0.248           0.346           0.00            0.0
             51           1989          1.377         2564.2         2139.1        326.355          0.565          0.066           0.23          0.431          1.000           0.863          1.000           0.50            0.43           0.09           0.10           0.19           0.13           0.05           0.14           0.01            0.00           0.00              ?          0.191          0.261          0.201           0.250           0.339           0.00            0.0
             52           1989          1.310         2587.5         2143.4        326.550          0.572          0.069           0.22          0.437          1.000           0.875          1.000           0.50            0.44           0.10           0.10           0.19           0.14           0.05           0.15           0.01            0.00           0.00              ?          0.192          0.260          0.204           0.253           0.335           0.00            0.0
             53           1989          1.237         2614.4         2149.7        326.977          0.578          0.072           0.22          0.466          1.000           0.933          1.000           0.51            0.44           0.11           0.09           0.19           0.14           0.05           0.16           0.01            0.00           0.00              ?          0.193          0.260          0.207           0.254           0.332           0.00            0.0
             54           1989          1.180         2639.5         2158.6        327.650          0.585          0.074           0.21          0.493          1.000           0.987          1.000           0.52            0.45           0.12           0.09           0.19           0.14           0.06           0.17           0.01           -0.00           0.00              ?          0.194          0.260          0.210           0.255           0.329           0.00            0.0
             55           1989          1.123         2658.5         2161.5        327.673          0.592          0.077           0.20          0.518          1.000           1.000          1.000           0.53            0.45           0.13           0.08           0.18           0.14           0.06           0.19           0.01           -0.00           0.00              ?          0.196          0.259          0.213           0.257           0.326           0.00            0.0
             56           1989          1.066         2687.6         2174.5        328.797          0.598          0.079           0.19          0.550          1.000           1.000          1.000           0.54            0.46           0.14           0.08           0.18           0.14           0.06           0.20           0.01           -0.00           0.00              ?          0.196          0.260          0.215           0.257           0.323           0.00            0.0
             57           1989          1.008         2717.4         2188.0        329.980          0.605          0.081           0.18          0.570          1.000           1.000          1.000           0.55            0.46           0.15           0.07           0.18           0.14           0.07           0.21           0.01           -0.00           0.00              ?          0.197          0.260          0.216           0.258           0.319           0.00            0.0
             58           1989          0.942         2746.1         2197.8        330.792          0.611          0.084           0.18          0.589          1.000           1.000          1.000           0.55            0.47           0.16           0.07           0.18           0.14           0.07           0.22           0.01           -0.00           0.00              ?          0.197          0.261          0.217           0.259           0.314           0.00            0.0
             59           1989          0.891         2763.4         2200.8        330.819          0.617          0.086           0.17          0.610          1.000           1.000          1.000           0.56            0.48           0.17           0.07           0.17           0.14           0.07           0.24           0.01            0.00           0.00              ?          0.198          0.260          0.221           0.260           0.309           0.00            0.0
             60           1989          0.836         2784.6         2206.4        331.148          0.623          0.088           0.16          0.638          1.000           1.000          1.000           0.57            0.48           0.18           0.06           0.17           0.14           0.08           0.25           0.01           -0.00           0.00              ?          0.199          0.261          0.223           0.260           0.305           0.00            0.0
             61           1989          0.760         2809.4         2209.7        331.276          0.628          0.091           0.16          0.663          1.000           1.000          1.000           0.58            0.48           0.19           0.06           0.16           0.14           0.08           0.26           0.01            0.00           0.00              ?          0.200          0.265          0.225           0.261           0.299           0.00            0.0
             62           1989          0.691         2824.7         2205.6        330.577          0.632          0.094           0.15          0.689          1.000           1.000          1.000           0.58            0.49           0.20           0.05           0.16           0.14           0.08           0.28           0.01           -0.00           0.00              ?          0.201          0.268          0.228           0.262           0.293           0.00            0.0
             63           1989          0.612         2841.4         2199.7        329.721          0.637          0.097           0.14          0.723          1.000           1.000          1.000           0.59            0.49           0.20           0.05           0.15           0.14           0.09           0.29           0.01            0.00           0.00              ?          0.203          0.275          0.225           0.262           0.287           0.00            0.0
             64           1989          0.525         2854.8         2188.5        328.300          0.641          0.101           0.13          0.729          1.000           1.000          1.000           0.60            0.50           0.21           0.04           0.15           0.14           0.09           0.30           0.01           -0.00           0.00              ?          0.205          0.285          0.218           0.263           0.281           0.00            0.0
             65           1989          0.444         2872.5         2183.3        327.532          0.645          0.104           0.12          0.725          1.000           1.000          1.000           0.60            0.50           0.22           0.04           0.15           0.15           0.09           0.32           0.01            0.00           0.00              ?          0.206          0.296          0.212           0.263           0.275           0.00            0.0
             66           1989          0.366         2885.7         2174.6        326.358          0.648          0.107           0.11          0.717          1.000           1.000          1.000           0.61            0.50           0.23           0.03           0.14           0.15           0.09           0.33           0.01           -0.00           0.00              ?          0.208          0.307          0.206           0.264           0.268           0.00            0.0
             67           1989          0.291         2893.8         2161.3        324.688          0.652          0.110           0.10          0.711          1.000           1.000          1.000           0.61            0.51           0.24           0.03           0.14           0.15           0.10           0.34           0.01           -0.00           0.00              ?          0.211          0.322          0.200           0.265           0.261           0.00            0.0
             68           1989          0.210         2898.6         2143.1        322.494          0.656          0.113           0.09          0.708          1.000           1.000          1.000           0.62            0.51           0.25           0.02           0.13           0.15           0.10           0.35           0.01           -0.00           0.00              ?          0.214          0.354          0.196           0.265           0.254           0.00            0.0
             69           1989          0.135         2899.6         2122.9        320.068          0.659          0.116           0.08          0.709          1.000           1.000          1.000           0.63            0.51           0.26           0.02           0.13           0.15           0.10           0.36           0.01           -0.00           0.00              ?          0.219          0.417          0.193           0.266           0.248           0.00            0.0
             70           1989          0.059         2903.9         2105.8        317.897          0.663          0.119           0.07          0.713          1.000           1.000          1.000           0.63            0.51           0.27           0.01           0.13           0.15           0.10           0.37           0.01           -0.00           0.00              ?          0.219          0.659          0.191           0.272           0.242           0.00            0.0
             71           1989          0.000         2906.0         2091.2        315.937          0.667          0.122           0.06          0.752          1.000           1.000          1.000           0.64            0.52           0.27           0.01           0.13           0.15           0.10           0.37           0.01            0.00           0.00              ?          0.224     245531.969          0.196           0.273           0.243           0.00            0.0
             72           1989          0.000         2905.6            0.0          0.000          0.000          0.795           0.05          0.800          1.000           1.000          1.000           0.64            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.01            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
             73           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            3.7
             74           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            3.7
             75           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            3.3
             76           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            3.0
             77           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            2.7
             78           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            2.5
             79           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            2.4
             80           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            2.4
             81           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            2.4
             82           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            2.4
             83           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            2.4
             84           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            2.1
             85           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.9
             86           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.7
             87           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.6
             88           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.5
             89           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.4
             90           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.3
