Summary_file = Dalby1500.sum
Title = Dalby 1500mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw
     18/10/1974       291      1974        235.000          230.754          0.001      13876.336       4101.163          0.296          0.658        208.134          1.530          6.276         44.924        232.091
     12/10/1975       285      1975        177.700          170.996          0.000      13451.364       4291.333          0.319          0.675        202.190          1.539          6.603         43.604        208.193
     15/10/1976       289      1976        195.200          193.594          0.001      14141.854       4377.536          0.310          0.685        223.546          1.533          6.709         43.702        192.761
     13/10/1977       286      1977        104.800           93.677          0.001      12732.894       3537.167          0.278          0.665        231.359          1.733          6.129         43.530        126.613
     19/10/1978       292      1978        298.100          294.191          0.001      13120.164       4788.046          0.365          0.705        184.351          1.445          6.920         43.229        315.239
     10/10/1979       283      1979        205.000          174.971          0.000      13702.387       4361.721          0.318          0.686        220.043          1.532          6.684         41.381        184.534
     05/10/1980       279      1980         89.600           88.108          0.001      12982.222       4093.807          0.315          0.690        229.703          1.640          6.713         44.119        114.621
     12/10/1981       285      1981        217.700          207.975          0.000      13604.544       4126.246          0.303          0.680        206.932          1.604          6.617         41.473        201.852
     16/10/1982       289      1982        133.300          133.106          0.000      12833.470       3983.909          0.310          0.666        228.697          1.573          6.266         43.498        140.825
     08/10/1983       281      1983        263.400          223.454          0.001      11997.773       4107.887          0.342          0.704        175.255          1.607          6.600         44.289        276.014
     15/10/1984       289      1984        295.800          284.544          0.000      12383.440       4066.167          0.328          0.713        182.601          1.736          7.057         41.335        324.644
     17/10/1985       290      1985        245.200          237.373          0.001      13939.481       4432.903          0.318          0.676        219.414          1.497          6.638         43.586        231.624
     09/10/1986       282      1986         98.600           98.600          0.001      12973.171       4161.446          0.321          0.693        201.946          1.615          6.721         42.635        138.217
     08/10/1987       281      1987        122.000          120.651          0.001      13027.326       4514.990          0.347          0.707        208.404          1.536          6.937         43.076        164.778
     03/10/1988       277      1988        243.200          237.594          0.001      12492.364       3924.748          0.314          0.695        191.059          1.709          6.706         44.098        268.120
     12/10/1989       285      1989        101.800          101.800          0.001      12863.926       4452.125          0.346          0.705        201.840          1.509          6.720         45.072        129.507
     12/10/1990       285      1990        264.200          241.676          0.001      13628.181       4320.603          0.317          0.681        205.262          1.542          6.664         42.407        242.487
     01/10/1991       274      1991         41.400           41.400          0.001      11403.410       4232.411          0.371          0.739        195.259          1.614          6.833         48.824        126.098
     15/10/1992       289      1992        129.600          129.600          0.000      13572.850       4286.614          0.316          0.671        236.595          1.476          6.326         45.201        124.864
     06/10/1993       279      1993        137.800          137.800          0.000      11068.084       3798.886          0.343          0.733        176.787          1.811          6.879         44.886        201.489
     17/10/1994       290      1994         80.200           79.881          0.001      12433.186       3400.053          0.273          0.619        242.629          1.698          5.773         44.348         84.397
     10/10/1995       283      1995        164.400          156.987          0.001      12650.955       3939.259          0.311          0.682        222.758          1.609          6.339         45.343        156.548
     10/10/1996       284      1996        159.400          159.400          0.001      12668.323       4267.324          0.337          0.707        198.166          1.619          6.907         44.451        198.818
     09/10/1997       282      1997        163.000          159.426          0.001      12575.131       3769.690          0.300          0.683        218.163          1.695          6.390         45.830        189.461
     06/10/1998       279      1998        279.800          269.010          0.000      11185.424       3966.997          0.355          0.739        154.947          1.822          7.230         42.527        349.324
     07/10/1999       280      1999        143.000          142.903          0.001      11240.063       4082.914          0.363          0.744        180.729          1.737          7.092         44.482        192.562
     09/10/2000       283      2000         59.600           59.114          0.001      12509.706       3618.552          0.289          0.646        231.524          1.670          6.043         47.982         92.754
     09/10/2001       282      2001         45.500           45.500          0.001      13474.238       3957.685          0.294          0.650        232.619          1.581          6.258         42.622         91.647
     09/10/2002       282      2002        132.800          132.092          0.000      13349.169       3986.718          0.299          0.675        241.204          1.648          6.570         43.626        125.392
