Summary_file = Dalby1500.sum
Title = Dalby 1500mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)
     13/10/1957       286      1957        126.100          124.213          0.001      13659.637       4478.011          0.328          0.686        218.302          1.487          6.660         42.112        144.143
     09/10/1958       282      1958        324.400          273.753          0.001      11821.620       4663.603          0.394          0.746        186.273          1.566          7.304         42.905        288.826
     13/10/1959       286      1959        168.900          168.435          0.001      12474.582       3914.589          0.314          0.691        203.329          1.648          6.449         44.423        187.589
     16/10/1960       290      1960        111.300          111.300          0.000      14148.462       4011.243          0.284          0.655        246.153          1.569          6.295         42.282        106.091
     13/10/1961       286      1961        179.100          179.098          0.001      14128.268       4392.179          0.311          0.682        233.477          1.539          6.760         42.643        173.765
     11/10/1962       284      1962        154.400          154.400          0.001      13306.968       4255.083          0.320          0.688        216.502          1.583          6.736         44.143        148.364
     13/10/1963       286      1963        140.300          138.624          0.000      13571.549       4304.558          0.317          0.671        227.169          1.496          6.441         44.182        143.531
     11/10/1964       285      1964        314.000          290.186          0.001      13360.202       3895.299          0.292          0.671        212.815          1.636          6.372         44.851        284.293
     13/10/1965       286      1965        291.600          277.283          0.001      13761.572       4462.423          0.324          0.700        215.233          1.584          7.070         42.456        284.641
     18/10/1966       291      1966        237.300          225.577          0.001      13745.688       4199.360          0.306          0.668        221.354          1.558          6.541         43.338        225.053
     13/10/1967       286      1967        265.100          244.832          0.000      13206.074       4323.562          0.327          0.679        209.438          1.455          6.291         43.835        251.153
     20/10/1968       294      1968        146.800          145.629          0.001      13971.271       4374.370          0.313          0.665        213.075          1.454          6.361         41.451        175.807
     12/10/1969       285      1969        221.300          218.140          0.001      11846.096       4202.610          0.355          0.719        188.571          1.621          6.814         45.025        237.965
     14/10/1970       287      1970        124.400          124.072          0.000      12571.721       3636.852          0.289          0.663        233.939          1.714          6.234         44.819        133.497
     14/10/1971       287      1971        250.400          245.115          0.000      13024.021       3927.323          0.302          0.673        203.351          1.669          6.555         43.276        273.439
     11/10/1972       285      1972         70.600           70.600          0.000      12305.076       3467.682          0.282          0.671        227.817          1.837          6.371         44.281        106.669
     03/10/1973       276      1973        293.100          285.741          0.001      10279.171       4395.273          0.428          0.789        151.193          1.777          7.808         39.204        359.265
