Summary_file = Roma400.sum
Title = Roma 400mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)
     07/10/1957       280      1957         87.400           87.400          0.000       4441.618        901.366          0.203          0.674         83.316          3.138          2.829         14.766          0.116
     30/09/1958       273      1958        198.500          169.462          0.000       7042.029       1900.170          0.270          0.608        125.660          1.549          2.942         12.563          4.864
     04/10/1959       277      1959         96.800           95.751          0.001       4487.519        965.266          0.215          0.682         82.576          2.953          2.850         16.526         10.551
     10/10/1960       284      1960        105.100          105.100          0.001       4771.574        974.305          0.204          0.653         85.220          2.816          2.744         14.764          0.171
     05/10/1961       278      1961        131.000          131.000          0.001       5661.022       1205.406          0.213          0.608        104.305          2.155          2.598         16.527          0.170
     04/10/1962       277      1962        123.500          123.500          0.001       4415.894        942.469          0.213          0.657         83.017          2.815          2.653         17.371          0.052
     05/10/1963       278      1963        112.200          110.389          0.001       5060.865       1105.679          0.218          0.643         94.534          2.476          2.738         15.640          0.412
     03/10/1964       277      1964        233.500          226.807          0.000       5016.410       1331.368          0.265          0.673        101.342          2.125          2.829         16.516         69.159
     02/10/1965       275      1965        125.400          125.400          0.000       4330.898       1251.876          0.289          0.715         83.587          2.290          2.867         19.865          4.774
     08/10/1966       281      1966        188.300          188.300          0.000       7027.832       2082.052          0.296          0.608        118.334          1.286          2.677         15.994         22.398
     05/10/1967       278      1967        148.000          147.067          0.000       6300.334       1442.789          0.229          0.579        110.583          1.747          2.520         15.222          1.098
     12/10/1968       286      1968        138.900          138.900          0.000       6960.209       1646.845          0.237          0.566        115.541          1.534          2.526         13.685          0.833
     05/10/1969       278      1969        143.700          133.239          0.001       5469.899       1319.926          0.241          0.625        101.945          2.042          2.696         12.984          1.029
     08/10/1970       281      1970        118.100          118.100          0.001       2866.570        559.266          0.195          0.468         55.062          2.707          1.514         21.054         35.950
     04/10/1971       277      1971        193.900          193.254          0.000       5520.432       1431.053          0.259          0.656        111.401          1.991          2.850         19.059         31.661
     30/09/1972       274      1972         64.100           64.100          0.001       2434.496        456.838          0.188          0.507         52.737          3.066          1.401         28.481         10.882
     28/09/1973       271      1973        319.500          301.880          0.000       7308.321       2363.399          0.323          0.685        113.552          1.560          3.686         11.130        132.777
     13/10/1974       286      1974        192.100          186.513          0.000       6273.587       1903.264          0.303          0.622        115.104          1.417          2.698         14.454          3.572
     02/10/1975       275      1975        187.000          185.010          0.000       6390.099       1726.705          0.270          0.633        117.431          1.673          2.889         16.012         20.512
     09/10/1976       283      1976        121.300          121.300          0.000       3813.255       1226.103          0.322          0.711         70.318          2.079          2.549         18.977         12.724
     10/10/1977       283      1977        112.500          101.390          0.000       5032.449       1121.614          0.223          0.644        105.575          2.460          2.760         11.318          1.897
     16/10/1978       289      1978        360.700          304.818          0.000       8360.426       2314.201          0.277          0.622        128.959          1.342          3.106         11.886        100.798
     04/10/1979       277      1979         65.500           65.500          0.001       2728.268        511.220          0.187          0.536         50.361          3.085          1.577         22.880          0.009
     02/10/1980       276      1980        131.200          128.236          0.000       5787.086       1290.715          0.223          0.619        107.667          2.155          2.782         13.985          0.868
     07/10/1981       280      1981        271.500          209.301          0.000       7341.316       1752.165          0.239          0.568        127.479          1.466          2.569         11.129         36.501
     10/10/1982       283      1982         68.900           68.900          0.001       2700.738        506.705          0.188          0.503         50.574          3.055          1.548         19.748         12.536
     05/10/1983       278      1983        339.500          193.799          0.000       6828.848       1738.369          0.255          0.580        110.117          1.277          2.219         11.791         28.771
     11/10/1984       285      1984        327.100          233.239          0.000       8997.126       2410.476          0.268          0.582        145.721          1.176          2.835          9.537         33.402
     07/10/1985       280      1985        165.700          162.981          0.000       7588.545       2008.463          0.265          0.582        134.756          1.422          2.857         10.249          3.262
     02/10/1986       275      1986        170.100          170.100          0.000       5461.699       1348.993          0.247          0.625         92.286          1.923          2.594         16.669         56.877
     03/10/1987       276      1987         86.300           86.300          0.000       4059.549        826.987          0.204          0.641         73.443          2.999          2.480         17.774          0.061
     02/10/1988       276      1988        145.800          145.800          0.000       4948.979       1213.340          0.245          0.648         96.056          2.179          2.644         17.750          0.870
     11/10/1989       284      1989        139.300          135.380          0.001       5900.049       1296.127          0.220          0.600        101.431          2.033          2.635         13.576          0.794
     09/10/1990       282      1990        166.000          160.051          0.000       5851.759       1340.490          0.229          0.603        105.514          1.946          2.609         13.237         14.213
     30/09/1991       273      1991        154.600          124.462          0.000       6528.736       1585.581          0.243          0.615        127.068          1.834          2.907         13.282          2.795
     09/10/1992       283      1992         99.200           95.412          0.001       4442.946       1098.919          0.247          0.671         87.326          2.412          2.651         16.213          0.364
     02/10/1993       275      1993        145.700          143.317          0.000       5581.766       1549.975          0.278          0.664        104.199          1.891          2.931         14.907          2.064
     17/10/1994       290      1994         44.600           44.600          0.001       2687.381        449.684          0.167          0.463         53.632          3.164          1.423         22.643          0.000
     07/10/1995       280      1995        112.400          112.255          0.001       3867.761        902.899          0.233          0.662         73.039          2.750          2.483         17.343          2.444
     06/10/1996       280      1996        119.000          119.000          0.001       3940.232        938.999          0.238          0.655         69.799          2.666          2.503         19.223          0.378
     08/10/1997       281      1997        162.600          154.506          0.001       3843.451        781.706          0.203          0.632         77.056          3.025          2.365         16.269         53.519
     03/10/1998       276      1998        270.400          265.974          0.000       7434.151       1987.856          0.267          0.626        115.429          1.548          3.078         16.189         97.929
     05/10/1999       278      1999        133.200          133.200          0.001       4677.693        951.487          0.203          0.659         86.460          2.917          2.775         15.322         28.008
     08/10/2000       282      2000         97.000           97.000          0.001       4374.045        876.067          0.200          0.664         87.636          3.053          2.675         17.595          0.227
     07/10/2001       280      2001        106.800          106.741          0.001       4924.293       1198.419          0.243          0.664         96.609          2.266          2.716         16.183          0.473
     06/10/2002       279      2002        106.200          106.200          0.001       3443.590        781.743          0.227          0.646         71.172          2.676          2.092         20.682          0.103
