APSIM output file, version = 5.4
Title = Roseworthy Late Sowing
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     25/11/1957            329           1957        176.300          173.168          0.000         6150.4         1720.6          0.280          0.609         79.537          2.881           4.96           56.4          2.398            287
     02/12/1958            336           1958        282.700          281.272          0.000        14311.2         4784.0          0.334          0.707        184.876          1.662           7.95           33.2          7.797            293
     18/11/1959            322           1959        123.400          123.400          0.000         3944.0         1080.8          0.274          0.498         54.930          2.903           3.14           85.0          0.411            280
     03/12/1960            338           1960        257.300          257.267          0.000        11211.8         3496.9          0.312          0.741        146.270          2.273           7.95           34.7          9.055            294
     20/11/1961            324           1961        171.900          171.900          0.000         5650.2         1205.2          0.213          0.463         76.228          2.883           3.47           60.9         18.135            282
     22/11/1962            326           1962        210.300          210.300          0.000         6905.7         2472.4          0.358          0.750         99.892          2.875           7.11           57.0         15.476            283
     21/11/1963            325           1963        243.100          243.012          0.000         8766.1         3071.4          0.350          0.799        137.949          2.674           8.21           40.9         13.859            283
     24/11/1964            329           1964        297.500          297.468          0.000        11054.5         4051.6          0.367          0.749        147.047          1.854           7.51           51.6         38.662            283
     20/11/1965            324           1965        181.700          180.866          0.000         6906.6         1682.4          0.244          0.553         97.867          2.893           4.87           48.7          0.881            283
     30/11/1966            334           1966        223.500          222.079          0.000         8074.6         2301.2          0.285          0.737        108.035          2.844           6.54           51.7          2.120            293
     18/11/1967            322           1967        141.700          141.700          0.000         5708.4         1217.6          0.213          0.482         69.898          2.845           3.46           64.6          0.304            283
     30/11/1968            335           1968        333.900          333.202          0.000        13798.1         4906.7          0.356          0.727        205.277          1.715           8.41           35.1         13.708            292
     21/11/1969            325           1969        172.900          172.579          0.000         7574.9         1911.3          0.252          0.662         97.145          2.893           5.53           55.9          0.861            284
     26/11/1970            330           1970        222.400          222.363          0.000         9681.1         2885.1          0.298          0.755        122.618          2.603           7.51           44.6         12.626            287
     28/11/1971            332           1971        272.600          272.363          0.000        10789.7         3386.5          0.314          0.753        145.185          2.380           8.06           38.8         12.799            288
     19/11/1972            324           1972        188.700          188.700          0.000         7117.7         1838.6          0.258          0.607        101.488          2.888           5.31           50.6          0.733            279
     19/11/1973            323           1973        261.600          260.598          0.000        11145.6         4310.5          0.387          0.766        156.381          1.855           8.00           45.6          9.102            281
     25/11/1974            329           1974        266.600          266.503          0.000        11618.6         4252.8          0.366          0.754        151.560          1.827           7.77           47.5          5.502            285
     21/11/1975            325           1975        270.400          268.838          0.000        11462.4         4163.2          0.363          0.755        150.833          1.924           8.01           49.4         20.797            279
     24/11/1976            329           1976        196.800          196.800          0.000         7079.1         2652.8          0.375          0.791         95.834          2.557           6.78           65.4          4.933            284
     18/11/1977            322           1977        156.800          156.800          0.000         5239.4         1351.0          0.258          0.539         72.850          2.878           3.89           69.2          0.502            280
     27/11/1978            331           1978        364.200          352.134          0.000        14190.0         4870.4          0.343          0.720        210.940          1.732           8.44           26.7         36.516            287
