APSIM output file, version = 5.4
Title = Roseworthy Late Sowing
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     19/11/1979            323           1979        387.800          383.954          0.000        13791.3         4755.7          0.345          0.738        201.472          1.872           8.90           28.4         91.150            281
     15/11/1980            320           1980        262.500          262.140          0.000         7594.1         2906.8          0.383          0.794        116.738          2.872           8.35           44.8         45.359            276
     18/11/1981            322           1981        312.900          311.739          0.000        11480.8         4283.2          0.373          0.774        171.799          2.053           8.79           32.6         36.902            278
     16/11/1982            320           1982        120.200          120.200          0.000         3353.0          910.7          0.272          0.397         49.473          2.886           2.63           78.5          0.281            278
     22/11/1983            326           1983        240.200          239.808          0.000        10655.3         3600.2          0.338          0.751        149.209          2.119           7.63           42.2          5.665            284
     24/11/1984            329           1984        292.100          291.967          0.000        12566.5         4927.7          0.392          0.769        168.680          1.801           8.87           31.4         20.429            285
     20/11/1985            324           1985        249.900          249.720          0.000        10702.2         4024.4          0.376          0.771        154.434          1.980           7.97           44.4          6.611            283
     25/11/1986            329           1986        334.600          332.921          0.000        14970.0         4848.0          0.324          0.707        207.056          1.729           8.38           30.3         20.890            285
     21/11/1987            325           1987        196.500          196.500          0.000         7586.7         2706.5          0.357          0.792        105.861          2.649           7.17           48.9          6.307            283
     13/11/1988            318           1988        186.500          186.387          0.000         6179.2         1848.6          0.299          0.667         89.321          2.899           5.36           65.5         10.766            277
     26/11/1989            330           1989        238.000          238.000          0.000         8943.1         2454.3          0.274          0.740        120.874          2.826           6.94           47.8          6.748            289
     16/11/1990            320           1990        247.600          246.357          0.000         9829.1         3202.9          0.326          0.777        140.610          2.568           8.22           34.8          3.351            281
     15/11/1991            319           1991        232.400          232.400          0.000         8935.2         2728.1          0.305          0.773        121.761          2.809           7.66           48.4         18.205            277
     25/11/1992            330           1992        418.900          416.871          0.000        15837.2         5018.4          0.317          0.703        226.128          1.783           8.95           24.7         89.281            287
     16/11/1993            320           1993        260.500          260.373          0.000         9745.1         3707.0          0.380          0.773        149.172          2.018           7.48           56.8         11.378            276
     19/11/1994            323           1994        125.700          125.700          0.000         3510.0          732.3          0.209          0.309         43.427          2.890           2.12           77.0         10.782            282
     18/11/1995            322           1995        206.900          206.898          0.000         7562.9         2489.8          0.329          0.791        111.161          2.870           7.15           50.7          2.424            282
     19/11/1996            324           1996        321.200          319.801          0.000        13121.7         4714.0          0.359          0.756        195.794          1.886           8.89           28.3         12.960            282
     25/11/1997            329           1997        268.300          266.164          0.000         9481.9         2985.3          0.315          0.762        146.628          2.599           7.76           46.2         51.469            288
     25/11/1998            329           1998        208.300          208.270          0.000         6179.0         1965.7          0.318          0.690         96.489          2.912           5.72           65.8         12.189            286
     20/11/1999            324           1999        187.400          187.400          0.000         5520.6         2049.6          0.371          0.734         84.900          2.897           5.94           69.1          6.176            279
     20/11/2000            325           2000        280.800          280.764          0.000        11701.7         4302.9          0.368          0.748        170.169          1.859           8.00           39.4         11.149            283
     26/11/2001            330           2001        295.400          294.142          0.000        13017.0         4625.9          0.355          0.729        180.264          1.711           7.91           42.8         14.017            283
     21/11/2002            325           2002        142.200          142.200          0.000         3820.9          718.2          0.188          0.311         53.218          2.875           2.06           75.1          0.197            284
