Summary_file = Walgett1500.sum
Title = Walgett 1500mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)
     16/10/1957       289      1957         49.800           49.800          0.000       9699.870       2907.266          0.300          0.688        177.984          2.547          7.406         82.191         28.553
     17/10/1958       290      1958        220.800          218.827          0.001      12557.723       5310.227          0.423          0.807        209.611          2.260         12.002         37.515        100.030
     21/10/1959       294      1959        170.900          170.900          0.001      11725.513       4305.667          0.367          0.808        215.529          2.574         11.082         38.978         49.292
     18/10/1960       292      1960         73.500           73.500          0.000       9847.363       3224.842          0.327          0.686        174.454          2.338          7.539         71.440         31.727
     12/10/1961       285      1961         83.900           83.900          0.000       8081.934       3014.675          0.373          0.802        149.842          2.304          6.947        112.081         61.492
     13/10/1962       286      1962        191.200          191.200          0.000       9990.453       4170.921          0.417          0.653        167.801          2.413         10.066         48.136        102.837
     14/10/1963       287      1963        179.300          175.431          0.001      12153.154       4462.796          0.367          0.787        214.064          2.589         11.553         39.589         65.739
     14/10/1964       288      1964        191.300          191.161          0.001      11760.150       4187.929          0.356          0.809        203.881          2.766         11.584         34.508         82.619
     12/10/1965       285      1965         81.400           81.400          0.000       6592.704       2760.119          0.419          0.807        118.698          2.058          5.680        141.543         84.497
     21/10/1966       294      1966        229.300          228.989          0.000      15249.044       6070.174          0.398          0.782        231.557          1.946         11.814         33.034         83.427
     13/10/1967       286      1967        127.800          127.800          0.001      11798.041       3612.709          0.306          0.645        197.350          2.469          8.921         38.774         41.304
     24/10/1968       298      1968        169.000          169.000          0.000      10675.217       4563.788          0.428          0.696        166.411          2.187          9.982         55.313         93.476
     16/10/1969       289      1969        256.800          256.677          0.001      14020.484       6443.233          0.460          0.820        221.112          1.898         12.231         34.376        127.977
     19/10/1970       292      1970        151.600          151.437          0.000       8638.661       3631.424          0.420          0.616        145.394          2.487          9.031         61.106        122.675
     18/10/1971       291      1971        161.000          160.899          0.000      10569.047       4732.680          0.448          0.704        169.949          2.227         10.539         48.769        102.017
     08/10/1972       282      1972         69.500           69.500          0.000       7264.060       2573.846          0.354          0.745        144.332          1.857          4.780        140.099         59.735
     07/10/1973       280      1973        162.100          162.100          0.000      10522.034       4466.386          0.424          0.648        164.377          2.187          9.768         52.802         87.832
     20/10/1974       293      1974        117.500          117.500          0.000       8899.641       3694.841          0.415          0.808        142.308          2.047          7.563        111.265         72.015
     09/10/1975       282      1975        127.000          127.000          0.000      12016.799       4410.187          0.367          0.815        193.448          2.636         11.625         42.878         48.184
     16/10/1976       290      1976        120.100          120.100          0.000       9251.132       4133.442          0.447          0.828        150.167          2.204          9.109         88.352         69.079
     13/10/1977       286      1977         99.600           99.057          0.000       9660.123       2816.118          0.292          0.699        188.316          2.040          5.745        105.709         48.688
     22/10/1978       295      1978        282.300          279.253          0.001      13467.358       5601.403          0.416          0.815        199.493          2.130         11.930         35.172        151.329
     12/10/1979       285      1979        154.300          154.300          0.001      12224.219       4955.676          0.405          0.813        207.480          2.579         12.781         36.763         55.160
     10/10/1980       284      1980         67.400           67.400          0.000       8930.533       2687.338          0.301          0.672        166.177          1.690          4.541        132.794         47.170
     12/10/1981       285      1981        280.600          269.715          0.001      11896.942       4188.350          0.352          0.788        198.739          2.435         10.197         45.973        152.386
     13/10/1982       286      1982         79.900           79.900          0.000       6037.050       1924.373          0.319          0.676        115.893          1.546          2.975        167.040        104.556
     14/10/1983       287      1983        297.300          274.081          0.001      13219.779       5094.324          0.385          0.797        212.592          2.164         11.022         39.045        155.463
     15/10/1984       289      1984        166.800          166.476          0.000       9723.526       4221.993          0.434          0.659        143.442          2.210          9.333         56.020        126.493
     14/10/1985       287      1985        195.400          195.276          0.001      12619.837       5332.691          0.423          0.793        206.948          2.229         11.888         41.131         93.602
     14/10/1986       287      1986        255.400          244.131          0.000      10992.762       4635.037          0.422          0.701        171.134          2.346         10.875         41.012        167.408
     12/10/1987       285      1987        113.500          113.500          0.001      11611.140       3870.117          0.333          0.632        190.758          2.358          9.126         39.915         39.840
     09/10/1988       283      1988        237.800          234.327          0.001      13293.423       5520.882          0.415          0.809        212.548          2.094         11.561         36.521        109.825
     17/10/1989       290      1989        180.600          169.617          0.001      12227.987       4251.367          0.348          0.794        214.607          2.478         10.535         38.950         78.767
     18/10/1990       291      1990        178.300          177.671          0.000      13143.406       4541.008          0.345          0.780        210.699          2.379         10.802         33.980         75.337
     06/10/1991       279      1991        152.300          107.777          0.001      10095.556       3831.914          0.380          0.777        176.279          2.001          7.666         87.581         81.582
     15/10/1992       289      1992         90.000           90.000          0.000       9251.944       4042.815          0.437          0.829        152.885          2.133          8.621         92.545         59.582
     18/10/1993       291      1993        304.500          300.091          0.001      14495.722       6377.943          0.440          0.813        213.484          1.932         12.324         30.915        175.382
     19/10/1994       292      1994         18.600           18.600          0.000       6323.944       1749.292          0.277          0.608        123.619          1.380          2.414        175.710         74.497
     14/10/1995       287      1995        199.300          141.517          0.001      10527.745       3704.167          0.352          0.682        196.507          2.436          9.022         53.305         65.330
     16/10/1996       290      1996        201.700          201.700          0.000      13268.902       4935.325          0.372          0.806        211.121          2.415         11.919         38.882         79.324
     17/10/1997       290      1997        167.600          162.738          0.000       8408.672       2357.021          0.280          0.670        167.520          1.840          4.337        135.689         99.254
     17/10/1998       290      1998        310.600          309.447          0.000      12918.292       5811.253          0.450          0.832        176.366          2.135         12.406         31.734        229.968
     11/10/1999       284      1999        150.000          150.000          0.001      10635.639       3669.484          0.345          0.677        194.717          2.449          8.987         49.870         47.504
     18/10/2000       292      2000         65.800           65.800          0.000       8345.978       2214.312          0.265          0.661        172.244          2.110          4.672        128.384         31.985
     18/10/2001       291      2001        112.200          112.200          0.000       9364.549       3231.539          0.345          0.792        179.427          2.482          8.021         89.023         46.903
     15/10/2002       288      2002         88.600           88.600          0.000       7758.314       3119.443          0.402          0.802        153.721          2.441          7.615        108.773         59.687
