Summary_file = Merredin300.sum
Title = Merredin 300mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     29/10/1957       302      1957        193.400          175.166          0.001       6406.689       1619.359          0.253          0.719         97.146          2.556          4.139         14.020          1.567            256
     06/11/1958       310      1958        296.300          247.475          0.001       9092.935       2654.974          0.292          0.668        130.137          1.603          4.257          9.699         18.823            263
     21/10/1959       294      1959        168.300          168.300          0.001       6388.503       1881.881          0.295          0.746         96.762          2.382          4.482         17.703          1.759            246
     06/11/1960       311      1960        224.700          199.627          0.001       8562.382       2143.009          0.250          0.661        126.428          1.984          4.252          8.167          2.685            269
     26/10/1961       299      1961        142.100          142.100          0.001       5420.937       1224.267          0.226          0.637         75.142          2.987          3.657         14.629          0.578            257
     01/11/1962       305      1962        186.700          186.700          0.001       6432.125       1762.488          0.274          0.741         97.001          2.627          4.630         12.383          0.889            255
     26/10/1963       299      1963        357.500          231.585          0.001       8175.029       2717.523          0.332          0.691        109.876          1.505          4.090         10.614         30.532            255
     04/11/1964       309      1964        250.100          229.306          0.001       9589.004       2949.203          0.308          0.663        130.592          1.470          4.336          8.738          8.272            255
     28/10/1965       301      1965        279.100          226.851          0.001       8624.576       2547.096          0.295          0.675        113.414          1.666          4.244          9.978          8.672            256
     07/11/1966       311      1966        236.900          235.851          0.001       9289.679       2694.657          0.290          0.661        128.301          1.600          4.312          9.286         13.345            264
     25/10/1967       298      1967        192.000          192.000          0.001       6887.863       1741.614          0.253          0.714         98.031          2.550          4.441         12.880          2.783            255
     08/11/1968       313      1968        243.000          195.981          0.001       8020.237       2099.256          0.262          0.662        106.111          1.867          3.920          9.792          2.236            266
