Summary_file = Lameroo.sum
Title = Lameroo
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     17/11/1958       321      1958        276.400          275.834          0.001      11692.900       4801.389          0.411          0.781        155.318          2.883         13.841        165.250         80.250            272
     10/10/1961       283      1961        242.600          234.113          0.001       7041.928       2440.782          0.347          0.619         96.832          2.876          7.019        242.991         85.644            228
     19/11/1962       323      1962        215.400          214.489          0.001       5092.833       1993.068          0.391          0.539         65.930          2.887          5.754        259.276         67.252            274
     28/10/1963       301      1963        336.600          330.137          0.001       9493.092       3502.023          0.369          0.626        136.493          2.875         10.069        170.583        113.174            254
     26/10/1964       300      1964        274.600          274.101          0.001       4859.021       1676.809          0.345          0.597         60.374          2.876          4.822        282.438        111.821            243
     13/11/1967       317      1967        127.200          127.200          0.001        958.538        335.035          0.350          0.499         14.832          2.905          0.973        349.092         58.014            273
     19/11/1968       324      1968        294.400          291.959          0.001       8237.938       3032.394          0.368          0.552        121.955          2.913          8.832        193.509         92.875            282
     28/10/1970       301      1970        192.500          192.500          0.001       1447.863        467.972          0.323          0.435         17.989          2.910          1.362        337.759         53.570            245
     22/10/1971       295      1971        235.700          235.349          0.001       6051.596       2375.883          0.393          0.584         74.189          2.898          6.885        236.186         66.474            236
     21/10/1974       294      1974        317.200          305.024          0.001      11090.819       4121.816          0.372          0.734        137.561          2.879         11.865        183.895        116.185            234
     12/10/1980       286      1980        262.100          262.100          0.001       5811.412       2008.333          0.346          0.568         74.870          2.894          5.811        251.244        104.658            233
     19/11/1981       323      1981        316.100          308.820          0.001       9754.407       3263.256          0.335          0.543        139.239          2.905          9.479        153.318        102.533            278
     10/10/1985       283      1985        207.000          206.965          0.001       3746.992       1276.898          0.341          0.624         50.874          2.878          3.675        314.110         63.862            226
     16/10/1986       289      1986        299.200          294.615          0.001       1941.128        610.008          0.314          0.560         26.318          2.875          1.754        325.620        145.187            233
     08/11/1987       312      1987        213.000          210.724          0.001       8212.757       2408.453          0.293          0.496        103.874          2.899          6.982        199.280         77.206            266
     03/11/1988       308      1988        196.100          195.918          0.001       5463.603       1700.836          0.311          0.483         73.250          2.899          4.931        251.302         66.859            264
     14/11/1991       318      1991        223.200          223.163          0.001       6432.739       1920.957          0.299          0.519         84.655          2.903          5.576        235.991         69.105            275
     22/11/1994       326      1994        159.400          159.400          0.001        980.782        160.798          0.164          0.210         12.171          2.854          0.459        339.842         58.174            284
     26/10/1995       299      1995        293.000          290.101          0.001       7485.581       2505.728          0.335          0.542         95.168          2.900          7.266        203.272        135.525            250
     18/11/1996       323      1996        284.900          284.565          0.001       9431.130       3622.340          0.384          0.639        136.297          2.889         10.467        175.240         78.613            280
     03/11/1997       307      1997        185.000          184.597          0.001        257.842         48.420          0.188          0.135          3.187          2.887          0.140        359.493        100.860            260
     05/10/1998       278      1998        219.600          218.217          0.001       5091.085       1891.385          0.372          0.606         67.826          2.880          5.447        271.517         71.353            226
     05/10/2000       279      2000        216.500          216.453          0.001       4599.217       1516.437          0.330          0.591         60.646          2.877          4.363        292.300         80.513            222
