Summary_file = roma800.sum
Title = Roma 800mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     13/10/1974       286      1974        192.100          157.920          0.001       7190.736       2024.432          0.282          0.617        132.061          1.391          2.817         11.944         14.375            242
     02/10/1975       275      1975        187.000          171.477          0.001       7818.074       2150.769          0.275          0.634        142.127          1.491          3.207         12.666         39.752            234
     09/10/1976       283      1976        121.300          121.300          0.001       6788.507       2072.545          0.305          0.649        126.599          1.498          3.106         12.189         15.270            241
     10/10/1977       283      1977        112.500           45.405          0.001       4956.539       1119.952          0.226          0.649        104.694          2.337          2.618         11.121          2.335            244
     16/10/1978       289      1978        360.700          244.718          0.001       8051.085       2253.518          0.280          0.617        122.154          1.291          2.910         11.795        102.106            246
     04/10/1979       277      1979         65.500           65.179          0.001       5319.843       1265.556          0.238          0.655        104.089          2.218          2.807         13.814          2.744            238
     02/10/1980       276      1980        131.200          101.484          0.001       7125.373       1752.784          0.246          0.614        131.933          1.658          2.906         10.829          4.924            237
     07/10/1981       280      1981        271.500          153.338          0.001       7202.162       1741.319          0.242          0.595        125.040          1.459          2.540         10.806         37.900            240
     10/10/1982       283      1982         68.900           68.900          0.001       5141.674       1302.908          0.253          0.680        104.456          2.319          3.021         11.211         15.494            243
     05/10/1983       278      1983        339.500          137.831          0.001       6602.286       1687.609          0.256          0.582        106.847          1.265          2.136         11.940         31.150            242
     11/10/1984       285      1984        327.100          178.819          0.001       9128.079       2344.547          0.257          0.596        146.844          1.250          2.931          8.872         34.641            239
     07/10/1985       280      1985        165.700          120.475          0.001       8122.071       2262.768          0.279          0.609        143.241          1.310          2.965          8.527          7.604            239
     02/10/1986       275      1986        170.100          170.100          0.001       8295.914       2360.705          0.285          0.613        141.417          1.292          3.049         10.020         66.360            234
     03/10/1987       276      1987         86.300           82.733          0.001       6743.370       1633.857          0.242          0.633        125.502          1.857          3.033         11.279          2.637            235
     02/10/1988       276      1988        145.800          145.800          0.001       7385.304       1939.234          0.263          0.616        143.111          1.549          3.004         12.065          9.572            235
     11/10/1989       284      1989        139.300          103.169          0.001       6934.150       1621.190          0.234          0.600        121.913          1.679          2.722         10.946          3.391            244
     09/10/1990       282      1990        166.000          114.012          0.001       6261.167       1474.222          0.235          0.602        113.864          1.727          2.546         12.095         15.763            242
     30/09/1991       273      1991        154.600           68.487          0.001       6405.067       1555.142          0.243          0.625        125.926          1.794          2.790         12.909          3.447            231
     09/10/1992       283      1992         99.200           69.388          0.001       5763.230       1497.243          0.260          0.638        114.895          1.801          2.697         12.560          2.500            239
     02/10/1993       275      1993        145.700          127.577          0.001       7141.797       1999.292          0.280          0.635        134.756          1.548          3.095         11.106         11.362            232
     17/10/1994       290      1994         44.600           44.600          0.001       4889.625       1045.729          0.214          0.664        105.526          2.751          2.877         14.387          1.257            248
     07/10/1995       280      1995        112.400          104.880          0.001       5975.253       1641.095          0.275          0.657        119.076          1.822          2.990         11.797          5.625            241
     06/10/1996       280      1996        119.000          119.000          0.001       6639.713       1831.237          0.276          0.648        124.978          1.686          3.088         12.603          6.013            239
     08/10/1997       281      1997        162.600          129.755          0.001       5115.130       1191.892          0.233          0.661        107.431          2.343          2.793         12.171         55.092            243
     03/10/1998       276      1998        270.400          242.219          0.001       8113.847       2261.682          0.279          0.635        124.160          1.478          3.343         11.549        124.354            236
     05/10/1999       278      1999        133.200          133.200          0.001       7278.316       1748.467          0.240          0.616        136.288          1.757          3.071         10.032         32.255            238
     08/10/2000       282      2000         97.000           90.255          0.001       6458.214       1501.660          0.233          0.630        131.928          1.991          2.990         11.385          3.127            245
     07/10/2001       280      2001        106.800          106.260          0.001       7428.485       1912.426          0.257          0.621        139.683          1.565          2.993          9.666         11.909            239
     06/10/2002       279      2002        106.200          105.683          0.001       5920.207       1445.596          0.244          0.646        127.403          2.045          2.956         13.176          2.917            243
