Summary_file = roma800.sum
Title = Roma 800mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     07/10/1957       280      1957         87.400           87.143          0.001       6975.332       1664.872          0.239          0.630        134.795          1.878          3.127          9.473          3.498            238
     30/09/1958       273      1958        198.500          116.742          0.001       7037.766       1915.339          0.272          0.638        126.492          1.538          2.945         11.991          6.824            226
     04/10/1959       277      1959         96.800           80.938          0.001       6347.964       1567.146          0.247          0.642        118.673          1.909          2.992         11.865         13.473            237
     10/10/1960       284      1960        105.100          102.567          0.001       7058.449       1734.060          0.246          0.621        132.762          1.754          3.041          9.248          3.554            244
     05/10/1961       278      1961        131.000          131.000          0.001       8078.249       2022.862          0.250          0.607        152.031          1.533          3.102         10.255          6.003            240
     04/10/1962       277      1962        123.500          123.500          0.001       7477.152       1905.423          0.255          0.627        137.714          1.630          3.106         10.868          3.572            235
     05/10/1963       278      1963        112.200           89.891          0.001       6600.874       1684.921          0.255          0.623        125.051          1.700          2.864         11.442          4.502            237
     03/10/1964       277      1964        233.500          203.452          0.001       6449.719       1746.408          0.271          0.638        133.473          1.680          2.933         12.390         70.610            238
     02/10/1965       275      1965        125.400          125.400          0.001       6789.540       1797.741          0.265          0.646        130.309          1.762          3.168         13.436         19.800            238
     08/10/1966       281      1966        188.300          186.923          0.001       8371.089       2414.897          0.288          0.612        140.607          1.307          3.155         11.069         57.153            240
     05/10/1967       278      1967        148.000          115.400          0.001       7372.366       1809.239          0.245          0.609        130.282          1.517          2.745         12.428          4.806            238
     12/10/1968       286      1968        138.900          138.539          0.001       8718.689       2315.032          0.266          0.599        139.085          1.315          3.044          9.166         29.451            246
     05/10/1969       278      1969        143.700           95.172          0.001       6361.574       1688.956          0.265          0.623        117.589          1.598          2.698         11.136          2.928            234
     08/10/1970       281      1970        118.100          118.100          0.001       5258.646       1280.841          0.244          0.667        108.358          2.314          2.964         13.559         36.847            239
     04/10/1971       277      1971        193.900          181.593          0.001       7296.088       1973.553          0.270          0.626        139.941          1.573          3.104         13.793         49.187            237
     30/09/1972       274      1972         64.100           64.100          0.001       4839.547       1178.850          0.244          0.704        108.254          2.656          3.131         14.483         13.569            236
     28/09/1973       271      1973        319.500          245.278          0.001       7279.821       2293.354          0.315          0.687        111.987          1.574          3.609         10.688        133.782            227
