Summary_file = RoseworthyEarly.sum
Title = Roseworthy Early Sowing
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     19/10/1957            292           1957        162.000          161.915          0.001       6613.006       2732.445          0.413          0.829         78.216          2.678          7.318         70.597          1.424            238
     31/10/1958            304           1958        358.600          353.780          0.001      12352.862       4190.652          0.339          0.750        132.481          2.271          9.517         25.005        117.250            249
     20/10/1959            293           1959        122.200          122.200          0.001       3401.812       1307.068          0.384          0.597         48.043          2.877          3.760         98.135          4.178            242
     07/11/1960            312           1960        340.200          338.889          0.001      14159.946       4589.854          0.324          0.731        180.795          1.937          8.889         22.515         53.505            263
     19/10/1961            292           1961        187.000          187.000          0.001       8381.392       2990.147          0.357          0.790         99.595          2.445          7.310         55.674          1.202            246
     22/10/1962            295           1962        300.200          295.969          0.001       9826.468       3523.805          0.359          0.768        127.177          2.370          8.352         46.703         58.594            242
     20/10/1963            293           1963        317.200          312.393          0.001       6956.290       2337.813          0.336          0.628         94.810          2.876          6.724         57.616        111.736            245
     25/10/1964            299           1964        276.600          276.600          0.001      11974.792       4275.594          0.357          0.751        144.395          1.932          8.259         42.015         42.501            245
     21/10/1965            294           1965        224.400          224.391          0.001       9710.255       3631.243          0.374          0.784        129.032          2.314          8.402         47.703          5.868            245
     01/11/1966            305           1966        263.800          263.526          0.001      10418.160       3807.337          0.365          0.776        138.475          2.252          8.573         44.145         20.308            255
     18/10/1967            291           1967        157.200          157.200          0.001       6279.643       2546.523          0.406          0.811         76.118          2.417          6.155         78.463          1.221            240
     01/11/1968            306           1968        446.600          434.308          0.001      11039.128       3765.133          0.341          0.758        143.916          2.462          9.271         28.962        166.445            255
     25/10/1969            298           1969        265.500          261.462          0.001      10817.971       3602.987          0.333          0.765        151.545          2.522          9.088         36.969         16.707            244
     28/10/1970            301           1970        273.800          273.359          0.001      10502.278       3654.987          0.348          0.776        130.149          2.523          9.222         38.382         30.306            248
     28/10/1971            301           1971        314.600          313.946          0.001      10747.428       3635.036          0.338          0.763        132.342          2.636          9.581         31.382         67.430            248
     14/10/1972            288           1972        193.900          193.900          0.001       9819.591       3599.766          0.367          0.778        124.183          2.235          8.045         50.903          5.915            238
     19/10/1973            292           1973        339.800          334.864          0.001      11046.270       3827.910          0.347          0.770        136.572          2.485          9.511         32.352         97.602            242
     26/10/1974            299           1974        337.400          334.221          0.001      10544.460       3636.724          0.345          0.767        118.580          2.592          9.427         32.170        109.488            244
     14/10/1975            287           1975        277.000          276.725          0.001       8353.450       2867.412          0.343          0.723        101.759          2.879          8.254         49.825         73.293            235
     25/10/1976            299           1976        198.000          198.000          0.001       6010.797       2397.826          0.399          0.816         68.773          2.788          6.685         68.974         30.986            245
     17/10/1977            290           1977        190.300          190.300          0.001       7668.832       3143.948          0.410          0.814         96.823          2.293          7.211         62.058          4.571            238
     26/10/1978            299           1978        417.900          400.592          0.001      11299.129       3818.958          0.338          0.759        134.771          2.376          9.073         29.250        159.620            248
     22/10/1979            295           1979        358.900          357.624          0.001      10383.008       3755.631          0.362          0.781        119.414          2.586          9.713         29.728        148.690            243
     09/10/1980            283           1980        253.400          253.379          0.001       8210.813       3162.248          0.385          0.810        105.000          2.708          8.564         50.402         57.313            234
     15/10/1981            288           1981        348.400          346.889          0.001      10043.596       3468.592          0.345          0.767        129.740          2.828          9.810         30.270        115.099            240
     19/10/1982            292           1982        151.900          151.900          0.001       4282.284       1001.451          0.234          0.404         45.800          2.886          2.890         75.583          7.690            241
     24/10/1983            297           1983        303.300          301.081          0.001      13217.740       4477.432          0.339          0.737        172.033          1.947          8.720         34.771         39.887            245
     22/10/1984            296           1984        284.700          284.658          0.001      10346.979       3458.245          0.334          0.763        113.845          2.779          9.610         32.377         76.203            241
     22/10/1985            295           1985        303.600          303.459          0.001      11676.734       3777.100          0.323          0.745        152.786          2.330          8.800         37.383         50.213            242
     21/10/1986            294           1986        321.800          321.669          0.001       9771.208       3248.101          0.332          0.734        109.256          2.878          9.348         32.129        107.481            240
     22/10/1987            295           1987        271.400          270.770          0.001       9667.060       3506.238          0.363          0.780        121.130          2.412          8.456         46.568         49.086            243
     09/10/1988            283           1988        281.400          275.266          0.001       8495.997       2948.177          0.347          0.702        115.996          2.878          8.485         43.912         52.663            233
     29/10/1989            302           1989        295.300          292.603          0.001      12072.941       4396.815          0.364          0.769        155.979          2.033          8.938         34.965         17.257            251
     15/10/1990            288           1990        246.000          245.999          0.001       9339.350       3262.409          0.349          0.767        115.488          2.864          9.343         39.253         49.565            237
     14/10/1991            287           1991        271.600          270.288          0.001       7710.097       2693.593          0.349          0.648         95.103          2.880          7.759         45.762         84.972            235
     25/10/1992            299           1992        410.700          407.415          0.001      11779.311       4043.089          0.343          0.761        138.377          2.423          9.795         24.694        157.407            243
     12/10/1993            285           1993        235.600          235.600          0.001       8608.856       3242.699          0.377          0.786        113.687          2.414          7.829         60.367         27.403            236
     17/10/1994            290           1994        163.100          161.058          0.001       6566.836       1991.774          0.303          0.704         79.679          2.895          5.766         66.303          0.762            239
     18/10/1995            291           1995        253.200          251.810          0.001       8669.241       3128.690          0.361          0.755        116.641          2.875          8.994         41.313         46.019            241
     16/10/1996            290           1996        333.300          332.894          0.001       9316.623       3115.643          0.334          0.700        110.484          2.875          8.958         31.321        131.548            237
     28/10/1997            301           1997        225.200          224.897          0.001      10418.702       3744.951          0.359          0.763        137.148          2.064          7.731         51.253          4.989            250
     25/10/1998            298           1998        217.300          217.300          0.001       8441.746       3308.332          0.392          0.814        109.673          2.425          8.022         53.728         12.727            247
     14/10/1999            287           1999        226.800          226.800          0.001       7414.266       2663.824          0.359          0.812         97.046          2.768          7.374         60.592         26.056            242
     24/10/2000            298           2000        327.000          326.590          0.001      12611.532       4593.837          0.364          0.755        166.884          1.915          8.796         33.007         57.366            248
     23/10/2001            296           2001        346.300          344.796          0.001      10730.498       3720.101          0.347          0.773        135.901          2.654          9.873         29.430        103.155            241
