ApsimVersion = 6.1
Title = Emerald 1500mm wet soil Late sowing
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date  grain_protein   sowing_paw2n
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)            (%)            (?)
     28/09/1969            271           1969          6.100            6.100          0.000         4236.0         1298.0          0.306          0.683         99.002          1.728           2.24           94.9         12.144            233          9.865          1.013
     01/10/1970            274           1970         67.800           67.800          0.000         4195.7         1242.9          0.296          0.695         99.997          2.003           2.49           85.6         28.179            238         11.435          1.013
     30/09/1971            273           1971        136.700          136.611          0.000         7050.6         2542.4          0.361          0.768        163.100          2.274           5.78           39.3         16.781            238         12.982          1.013
     28/09/1972            272           1972          8.800            8.800          0.000         3919.0         1183.1          0.302          0.697         99.781          1.937           2.29           94.2         11.544            236         11.058          1.013
     21/09/1973            264           1973        185.200          148.226          0.000         5883.1         2312.6          0.393          0.810        130.847          2.331           5.39           47.0         29.457            226         13.308          1.013
     06/10/1974            279           1974        100.500          100.500          0.000         4854.4         1936.6          0.399          0.776        124.100          2.500           4.84           60.2         19.144            241         14.277          1.013
     25/09/1975            268           1975        115.800          115.629          0.000         5653.9         1857.3          0.329          0.789        128.823          2.844           5.28           43.6         26.054            232         16.237          1.013
     01/10/1976            275           1976         63.500           63.500          0.000         4787.6         1364.7          0.285          0.736        106.313          2.875           3.92           55.5         10.411            239         16.414          1.013
     02/10/1977            275           1977         18.800           18.800          0.000         4152.3         1235.6          0.298          0.698         99.293          1.989           2.46           84.9         11.860            238         11.356          1.013
     03/10/1978            276           1978        232.900          198.641          0.000         7929.4         2851.6          0.360          0.745        166.463          1.955           5.58           36.3         49.094            238         11.165          1.013
     25/09/1979            268           1979         32.700           32.700          0.000         4794.6         1306.8          0.273          0.718        110.637          2.890           3.78           61.7         11.099            233         16.504          1.013
     26/09/1980            270           1980        126.700           96.128          0.000         6718.5         2030.3          0.302          0.766        150.981          2.737           5.56           37.3         25.465            234         15.627          1.013
     28/09/1981            271           1981         85.000           78.553          0.000         5735.9         1635.8          0.285          0.736        126.200          2.879           4.71           43.2         24.663            236         16.441          1.013
     04/10/1982            277           1982         17.200           17.200          0.000         4329.3         1195.7          0.276          0.728        102.084          2.703           3.23           71.8         11.707            241         15.431          1.013
     28/09/1983            271           1983         64.300           64.300          0.000         5653.3         1552.6          0.275          0.719        112.665          2.890           4.49           46.1         11.326            237         16.499          1.013
     27/09/1984            271           1984        259.700          205.680          0.000         6853.1         2935.6          0.428          0.808        149.921          2.051           6.02           36.7         82.048            233         11.711          1.013
     30/09/1985            273           1985        161.000           93.439          0.000         5909.1         1572.5          0.266          0.713        126.740          2.893           4.55           37.0         24.664            237         16.517          1.013
     25/09/1986            268           1986         90.000           90.000          0.000         5501.5         1697.9          0.309          0.767        113.307          2.867           4.87           48.7         17.022            232         16.368          1.013
     27/09/1987            270           1987         74.200           74.200          0.000         5567.1         1646.1          0.296          0.730        116.639          2.892           4.76           45.2         12.512            233         16.511          1.013
     24/09/1988            268           1988        179.200          170.633          0.000         8505.4         3032.9          0.357          0.758        181.607          2.020           6.13           33.3         36.497            232         11.533          1.013
     02/10/1989            275           1989         59.700           59.700          0.000         6218.7         1585.9          0.255          0.670        119.268          2.888           4.58           36.7         10.741            241         16.492          1.013
     01/10/1990            274           1990         43.900           43.708          0.000         4696.9         1295.0          0.276          0.729        105.109          2.690           3.48           63.9         23.478            237         15.358          1.013
     24/09/1991            267           1991         31.500           31.500          0.000         4829.4         1373.3          0.284          0.694        112.889          2.892           3.97           55.5         10.328            231         16.514          1.013
     25/09/1992            269           1992         33.000           33.000          0.000         4276.2         1491.7          0.349          0.757        101.683          2.099           3.13           80.9         11.908            232         11.984          1.013
     21/09/1993            264           1993        155.400          153.433          0.000         5596.5         2194.5          0.392          0.810        129.430          2.914           6.40           37.7         64.888            228         16.641          1.013
     28/09/1994            271           1994          1.400            1.400          0.000         4185.9         1221.9          0.292          0.686         99.903          1.899           2.32           92.9         11.564            235         10.842          1.013
     25/09/1995            268           1995         40.000           40.000          0.000         4523.1         1418.8          0.314          0.774        106.107          2.660           3.77           69.9         12.298            233         15.187          1.013
     24/09/1996            268           1996         58.400           58.400          0.000         4689.9         1554.8          0.332          0.787        109.042          2.649           4.12           65.0         11.833            230         15.125          1.013
     25/09/1997            268           1997         29.300           29.300          0.000         4423.7         1359.2          0.307          0.713        100.869          2.040           2.77           82.1         12.042            232         11.650          1.013
     22/09/1998            265           1998        268.300          257.561          0.000         7241.7         2688.2          0.371          0.800        147.307          2.569           6.91           30.6        141.612            229         14.669          1.013
     24/09/1999            267           1999         26.200           26.200          0.000         4347.8         1321.7          0.304          0.709         99.697          2.008           2.65           81.8         12.018            232         11.466          1.013
     28/09/2000            272           2000         89.800           87.136          0.000         5518.2         1500.2          0.272          0.689        127.154          2.894           4.34           45.9         24.451            237         16.525          1.013
     24/09/2001            267           2001         40.300           40.300          0.000         4568.4         1332.9          0.292          0.725        108.148          2.894           3.86           56.1         10.049            230         16.522          1.013
     25/09/2002            268           2002         75.200           70.136          0.000         4792.0         1443.6          0.301          0.758        111.051          2.907           4.20           54.9         25.073            233         16.600          1.013
