Summary_file = Roma400.sum
Title = Roma 400mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     07/10/1957       280      1957         87.400           87.400          0.001       4170.165        869.482          0.209          0.613         83.716          2.852          2.479         15.371          0.077            238
     30/09/1958       273      1958        198.500          169.234          0.001       6351.955       1915.769          0.302          0.661        129.684          1.586          3.038         13.304          2.759            226
     04/10/1959       277      1959         96.800           95.725          0.001       4162.440        912.563          0.219          0.642         83.623          2.786          2.543         17.748         10.394            237
     10/10/1960       284      1960        105.100          105.100          0.001       4702.611        984.098          0.209          0.620         85.406          2.592          2.551         15.045          0.123            244
     05/10/1961       278      1961        131.000          131.000          0.001       5336.694       1171.950          0.220          0.594        105.189          2.083          2.441         17.132          0.081            240
     04/10/1962       277      1962        123.500          123.500          0.001       4019.295        892.707          0.222          0.659         82.420          2.820          2.517         18.401          0.020            235
     05/10/1963       278      1963        112.200          110.357          0.001       4830.057       1207.710          0.250          0.651         94.228          2.222          2.684         16.124          0.326            237
     03/10/1964       277      1964        233.500          226.940          0.001       4697.260       1364.438          0.290          0.689        102.055          2.066          2.818         16.839         68.449            238
     02/10/1965       275      1965        125.400          125.400          0.001       4144.334       1273.309          0.307          0.738         82.718          2.342          2.983         18.918          4.537            238
     08/10/1966       281      1966        188.300          188.300          0.001       6841.304       1930.202          0.282          0.597        125.997          1.325          2.557         15.864         13.798            240
     05/10/1967       278      1967        148.000          147.056          0.001       6059.104       1530.278          0.253          0.610        111.154          1.673          2.560         15.479          0.646            238
     12/10/1968       286      1968        138.900          138.900          0.001       6565.193       1765.943          0.269          0.604        116.985          1.489          2.630         13.911          0.273            246
     05/10/1969       278      1969        143.700          133.145          0.001       5278.152       1324.629          0.251          0.658        101.852          2.085          2.762         13.163          1.014            234
     08/10/1970       281      1970        118.100          118.100          0.001       2656.685        499.678          0.188          0.423         56.164          2.885          1.442         20.221         35.753            239
     04/10/1971       277      1971        193.900          193.232          0.001       5142.489       1467.341          0.285          0.685        111.164          2.055          3.015         17.790         30.425            237
     30/09/1972       274      1972         64.100           64.100          0.001       2217.907        441.614          0.199          0.543         52.662          2.884          1.273         34.874         10.753            236
     28/09/1973       271      1973        319.500          312.747          0.001       8786.776       2056.771          0.234          0.584        167.900          1.543          3.174         10.884         88.750            227
     13/10/1974       286      1974        192.100          186.450          0.001       6222.160       1792.749          0.288          0.624        120.171          1.481          2.655         14.323          1.014            242
     02/10/1975       275      1975        187.000          185.185          0.001       6813.835       1720.343          0.252          0.598        129.133          1.556          2.677         14.465          9.110            234
     09/10/1976       283      1976        121.300          121.300          0.001       3695.729       1300.112          0.352          0.740         74.382          2.147          2.792         18.281          8.291            241
     10/10/1977       283      1977        112.500          101.436          0.001       5116.169       1272.798          0.249          0.659        105.902          2.181          2.776         11.551          1.781            244
     16/10/1978       289      1978        360.700          317.844          0.001      11826.587       1373.340          0.116          0.421        218.688          1.539          2.114          8.811         26.392            246
     04/10/1979       277      1979         65.500           65.500          0.001       2478.092        452.281          0.183          0.458         50.747          2.872          1.299         24.894          0.000            238
     02/10/1980       276      1980        131.200          128.186          0.001       5542.095       1432.443          0.258          0.643        108.146          1.969          2.820         14.312          0.631            237
     07/10/1981       280      1981        271.500          209.464          0.001       6980.870       1901.910          0.272          0.597        129.617          1.383          2.630         11.502         35.274            240
     10/10/1982       283      1982         68.900           68.900          0.001       2609.546        490.609          0.188          0.461         50.646          2.865          1.405         21.297         12.420            243
     05/10/1983       278      1983        339.500          194.662          0.001       7560.552       1444.630          0.191          0.484        138.237          1.260          1.820         10.596          6.922            242
     11/10/1984       285      1984        327.100          237.187          0.001       9705.465       1782.288          0.184          0.489        182.112          1.324          2.360          7.943          5.779            239
     07/10/1985       280      1985        165.700          162.923          0.001       7116.660       2007.579          0.282          0.623        136.733          1.486          2.984         10.804          1.546            239
     02/10/1986       275      1986        170.100          170.100          0.001       5016.700       1430.595          0.285          0.669         91.125          1.887          2.699         17.410         56.575            234
     03/10/1987       276      1987         86.300           86.300          0.001       3948.888        890.996          0.226          0.633         73.492          2.690          2.397         18.094          0.050            235
     02/10/1988       276      1988        145.800          145.800          0.001       4586.843       1204.207          0.263          0.689         91.499          2.320          2.794         17.850          1.806            235
     11/10/1989       284      1989        139.300          135.374          0.001       5733.341       1327.687          0.232          0.611        102.035          1.966          2.610         13.812          0.547            244
     09/10/1990       282      1990        166.000          159.941          0.001       5886.351       1672.294          0.284          0.642        107.432          1.636          2.735         13.281         11.980            242
     30/09/1991       273      1991        154.600          124.498          0.001       6062.737       1585.437          0.262          0.651        129.533          1.849          2.932         14.119          1.605            231
     09/10/1992       283      1992         99.200           95.363          0.001       4389.514       1194.415          0.272          0.671         87.437          2.174          2.597         16.589          0.281            239
     02/10/1993       275      1993        145.700          143.295          0.001       5337.517       1512.099          0.283          0.676        102.827          1.910          2.888         15.163          1.656            232
     17/10/1994       290      1994         44.600           44.600          0.001       2577.695        432.972          0.168          0.407         54.184          2.864          1.240         23.811          0.000            248
     07/10/1995       280      1995        112.400          112.275          0.001       3713.698        877.226          0.236          0.655         73.531          2.794          2.451         17.957          2.196            241
     06/10/1996       280      1996        119.000          119.000          0.001       3674.458        946.353          0.258          0.703         68.615          2.718          2.572         19.626          0.306            239
     08/10/1997       281      1997        162.600          154.471          0.001       3684.465        806.461          0.219          0.622         77.369          2.886          2.328         17.212         52.953            243
     03/10/1998       276      1998        270.400          268.750          0.001       8295.726       2218.785          0.267          0.584        152.066          1.318          2.924         15.019         63.769            236
     05/10/1999       278      1999        133.200          133.200          0.001       4450.389        918.076          0.206          0.609         86.618          2.712          2.490         15.766         27.974            238
     08/10/2000       282      2000         97.000           97.000          0.001       4187.765        860.327          0.205          0.604         87.393          2.723          2.343         18.344          0.182            245
     07/10/2001       280      2001        106.800          106.761          0.001       4511.254       1199.022          0.266          0.683         97.238          2.224          2.666         17.839          0.273            239
     06/10/2002       279      2002        106.200          106.200          0.001       3247.629        824.636          0.254          0.680         71.428          2.703          2.229         21.642          0.078            243
