APSIM output file, version = 5.4
Title = Warra 1500mm wet soil Low N
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     13/10/1957            286           1957        122.700          117.804          0.001       8918.692       1794.832          0.201          0.503        189.322          1.338          2.401         14.010         75.581            243
     07/10/1958            280           1958        253.000          168.688          0.001       9697.125       1450.738          0.150          0.444        192.702          1.420          2.060         16.632         85.245            232
     11/10/1959            284           1959        142.500          118.237          0.001       7906.220       1759.575          0.223          0.530        166.336          1.291          2.271         16.781         86.573            242
     16/10/1960            290           1960        106.000          106.000          0.001       8590.052       1871.240          0.218          0.513        177.472          1.272          2.380         14.031         76.827            250
     13/10/1961            286           1961        187.000          185.932          0.001       8976.435       1717.548          0.191          0.493        189.851          1.377          2.365         15.121        126.585            245
     11/10/1962            284           1962        146.900          146.426          0.001       8722.575       1911.283          0.219          0.527        186.340          1.324          2.530         15.402         81.635            242
     12/10/1963            285           1963        137.700          136.378          0.001       8539.996       1816.537          0.213          0.520        179.340          1.359          2.468         16.198         87.205            242
     11/10/1964            285           1964        345.100          301.866          0.001       8974.651       2056.491          0.229          0.517        192.007          1.206          2.480         15.853        207.494            244
     13/10/1965            286           1965        180.000          177.731          0.001       9443.612       1754.559          0.186          0.494        194.732          1.411          2.475         15.591         96.570            246
     17/10/1966            290           1966        197.900          188.231          0.001       9116.497       1738.677          0.191          0.499        179.886          1.418          2.465         14.676        117.459            246
     12/10/1967            285           1967        246.400          160.465          0.001       9571.126       1315.756          0.137          0.398        192.780          1.299          1.709         15.768         81.812            244
     19/10/1968            293           1968        146.800          144.048          0.001       8795.399       1661.337          0.189          0.501        172.942          1.445          2.401         14.302        106.613            251
     11/10/1969            284           1969        146.300          133.621          0.001       8003.330       1734.920          0.217          0.538        163.599          1.421          2.466         16.510         88.683            238
     13/10/1970            286           1970         91.600           91.600          0.001       7195.610       1892.875          0.263          0.578        150.909          1.334          2.526         17.205         89.221            245
     12/10/1971            285           1971        231.200          213.068          0.001       8046.778       2294.589          0.285          0.601        161.939          1.325          3.040         16.953        173.030            246
     10/10/1972            284           1972         67.400           67.400          0.001       7127.497       1942.122          0.272          0.595        152.714          1.373          2.667         14.627         77.668            244
     02/10/1973            275           1973        352.500          261.029          0.001       8701.345       1990.363          0.229          0.550        156.425          1.395          2.776         12.962        233.817            231
     18/10/1974            291           1974        260.000          209.137          0.001       8613.733       1850.896          0.215          0.511        164.212          1.304          2.414         16.306        128.795            246
     11/10/1975            284           1975        224.000          209.030          0.001       8543.468       2333.237          0.273          0.584        159.588          1.296          3.023         16.086        179.909            241
     14/10/1976            288           1976        163.400          163.400          0.001       8803.053       1968.363          0.224          0.528        170.980          1.283          2.525         16.077        112.308            242
     13/10/1977            286           1977        141.400           63.075          0.001       7295.372       1667.863          0.229          0.540        156.103          1.354          2.259         14.970         71.094            245
     18/10/1978            291           1978        352.000          290.010          0.001       9192.464       1854.512          0.202          0.497        152.734          1.320          2.448         14.457        219.376            247
     10/10/1979            283           1979        138.000          133.256          0.001       8511.251       1957.622          0.230          0.537        173.165          1.280          2.506         14.071         93.107            241
     04/10/1980            278           1980         99.000           81.689          0.001       7937.858       1990.358          0.251          0.565        168.549          1.317          2.622         16.387         75.324            238
     11/10/1981            284           1981        240.000          184.173          0.001       8706.868       1744.100          0.200          0.494        169.278          1.302          2.271         15.785        111.314            244
     15/10/1982            288           1982        174.800          161.521          0.001       7751.651       1816.021          0.234          0.556        165.707          1.411          2.563         16.168        120.133            245
     07/10/1983            280           1983        267.900          165.479          0.001       7905.135       1774.197          0.224          0.534        142.266          1.331          2.361         16.229        135.880            242
     14/10/1984            288           1984        351.000          200.199          0.001       9653.351       1836.284          0.190          0.477        175.864          1.232          2.263         13.681        140.750            241
     14/10/1985            287           1985        312.600          249.096          0.001       9248.061       1611.955          0.174          0.477        187.443          1.436          2.315         15.082        169.858            243
     08/10/1986            281           1986        115.000          115.000          0.001       8751.039       1857.426          0.212          0.514        175.863          1.317          2.446         14.832         77.899            241
     08/10/1987            281           1987        105.400           81.786          0.001       8578.412       1824.191          0.213          0.523        167.977          1.337          2.440         14.890         73.960            238
     03/10/1988            277           1988        226.200          183.849          0.001       8233.596       2206.192          0.268          0.583        155.356          1.311          2.891         16.172        138.908            235
     13/10/1989            286           1989        135.600          133.194          0.001       9621.353       1832.721          0.190          0.474        184.804          1.220          2.236         15.784         72.643            245
     12/10/1990            285           1990        179.200          138.191          0.001       8990.341       1601.884          0.178          0.459        164.989          1.287          2.061         15.543         81.519            244
     03/10/1991            276           1991         29.500           29.500          0.001       7424.236       1982.472          0.267          0.594        159.947          1.358          2.693         18.263         67.432            234
     12/10/1992            286           1992        121.300          107.529          0.001       8363.555       1567.654          0.187          0.495        178.079          1.420          2.226         15.896         75.141            243
     02/10/1993            275           1993        105.100          105.100          0.001       7538.074       1941.377          0.258          0.585        155.899          1.382          2.682         17.000         90.384            232
     15/10/1994            288           1994         60.600           60.600          0.001       6928.688       1921.833          0.277          0.601        156.781          1.381          2.654         14.463         68.078            246
     07/10/1995            280           1995        122.100          110.194          0.001       7755.350       1801.107          0.232          0.544        166.581          1.339          2.412         16.373         79.549            240
     07/10/1996            281           1996        172.600          164.026          0.001       8104.312       2050.122          0.253          0.564        164.572          1.297          2.658         16.184        141.048            239
     06/10/1997            279           1997        112.800          102.699          0.001       7133.623       2131.225          0.299          0.609        153.561          1.281          2.731         16.350        111.355            240
     04/10/1998            277           1998        210.100          202.708          0.001       7554.443       2598.096          0.344          0.659        130.316          1.325          3.443         16.109        203.031            236
     05/10/1999            278           1999        113.300          113.300          0.001       8714.388       1709.631          0.196          0.512        177.390          1.423          2.433         14.415         81.891            236
     06/10/2000            280           2000         53.300           53.162          0.001       7043.913       1931.447          0.274          0.593        154.839          1.338          2.584         18.239         70.860            243
     08/10/2001            281           2001         46.700           46.700          0.001       7223.122       1923.722          0.266          0.586        158.516          1.330          2.558         15.508         70.211            239
     08/10/2002            281           2002        131.000          130.339          0.001       8184.120       1787.352          0.218          0.534        192.095          1.389          2.483         17.154         76.790            242
