APSIM output file, version = 5.4
Title = Emerald 600mm wet soil Early sowing
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     14/09/1957            257           1957        178.000          177.987          0.000       6689.805       1961.932          0.293          0.709        139.239          2.160          4.238         39.072         12.499            215
     04/09/1958            247           1958         66.700           66.691          0.000       4092.434        854.352          0.209          0.517         89.670          2.876          2.457         45.700          0.198            209
     12/09/1959            255           1959         91.600           89.261          0.000       5354.621       1212.656          0.226          0.639         98.178          2.858          3.465         41.801          0.497            212
     19/09/1960            263           1960         48.400           48.400          0.000       3071.793        588.694          0.192          0.466         58.762          2.867          1.688         54.212          0.087            221
     18/09/1961            261           1961         53.000           53.000          0.000       3159.534        551.286          0.174          0.412         64.833          2.873          1.584         50.045          0.080            218
     11/09/1962            254           1962         69.100           68.821          0.000       4223.189        846.507          0.200          0.513         82.228          2.876          2.434         42.719          0.227            211
     17/09/1963            260           1963         69.100           69.100          0.000       3433.749       1320.719          0.385          0.752         77.378          2.873          3.794         55.528          3.547            219
     10/09/1964            254           1964         65.400           65.400          0.000       4034.395        822.505          0.204          0.507         81.498          2.875          2.365         45.724          0.096            211
     15/09/1965            258           1965         16.300           16.300          0.000       2707.057        505.684          0.187          0.493         58.476          2.870          1.451         68.222          0.082            219
     17/09/1966            260           1966        178.600          177.222          0.000       3982.843       1361.376          0.342          0.716         79.437          2.898          3.946         37.649         63.289            218
     17/09/1967            260           1967        172.200          170.914          0.000       8027.977       2445.372          0.305          0.693        152.378          1.843          4.507         32.038          1.360            214
     19/09/1968            263           1968        219.000          185.767          0.000       6573.428       1853.740          0.282          0.709        122.050          2.263          4.194         32.908         30.784            222
     04/09/1969            247           1969         49.500           49.500          0.000       3222.405        606.130          0.188          0.430         68.533          2.881          1.746         53.858          0.147            208
     13/09/1970            256           1970         18.500           18.500          0.000       2211.829        449.089          0.203          0.573         54.789          2.875          1.291         77.534          0.113            215
     14/09/1971            257           1971        133.000          132.464          0.000       3222.740       1051.363          0.326          0.572         68.177          2.916          3.066         47.234         41.066            219
     11/09/1972            255           1972         32.900           32.900          0.000       2764.336        495.179          0.179          0.412         61.719          2.869          1.421         62.126          0.068            214
     30/08/1973            242           1973        179.900          178.542          0.000       6848.037       2375.083          0.347          0.742        144.966          1.968          4.675         39.517          3.994            203
     17/09/1974            260           1974         85.300           85.296          0.000       3117.108        620.144          0.199          0.433         70.669          2.886          1.790         49.540          3.355            218
     07/09/1975            250           1975        114.500          114.500          0.000       3580.315        873.236          0.244          0.581         81.518          2.880          2.515         51.411         15.308            210
     13/09/1976            257           1976         73.500           73.431          0.000       3419.941        656.829          0.192          0.464         74.400          2.873          1.887         50.485          0.270            213
