APSIM output file, version = 5.4
Title = Emerald 600mm wet soil Early sowing
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     11/09/1977            254           1977        206.100          130.315          0.000       5317.411       1428.983          0.269          0.722        112.631          2.622          3.747         36.806         22.613            214
     13/09/1978            256           1978        256.600          252.118          0.000       8150.777       2646.812          0.325          0.703        156.751          1.757          4.650         35.696         46.827            214
     07/09/1979            250           1979         33.200           33.200          0.000       2772.533        607.572          0.219          0.503         62.914          2.881          1.750         62.792          0.153            209
     06/09/1980            250           1980        179.200          162.537          0.000       6645.338       2395.252          0.360          0.742        147.157          1.918          4.595         34.752          4.302            210
     12/09/1981            255           1981        178.700          161.166          0.000       6765.571       1939.270          0.287          0.718        139.196          2.336          4.530         32.811          6.736            213
     15/09/1982            258           1982         44.600           44.553          0.000       3022.062        542.381          0.179          0.434         67.705          2.871          1.557         59.082          0.224            219
     09/09/1983            252           1983        322.300          182.280          0.000       7029.115       2163.908          0.308          0.696        129.639          1.788          3.868         33.276         23.868            212
     09/09/1984            253           1984        187.600          182.354          0.000       5051.715       1719.683          0.340          0.742        107.386          2.881          4.955         41.411         62.863            211
     11/09/1985            254           1985        173.200          159.726          0.000       7024.217       1879.180          0.268          0.703        137.936          2.338          4.394         33.504          4.697            214
     08/09/1986            251           1986        173.100          163.539          0.000       6841.123       2044.877          0.299          0.729        135.429          2.304          4.712         33.938          5.481            208
     07/09/1987            250           1987         92.500           92.500          0.000       4520.565       1064.490          0.235          0.605         81.529          2.884          3.070         43.602          0.137            209
     04/09/1988            248           1988        243.300          238.194          0.000       7339.524       2341.867          0.319          0.719        150.325          2.031          4.757         36.970         58.427            207
     14/09/1989            257           1989        234.900          182.801          0.000       7529.270       2351.175          0.312          0.707        133.431          1.876          4.411         32.949         23.314            214
     13/09/1990            256           1990        138.200          117.348          0.000       6041.674       1606.927          0.266          0.718        119.106          2.619          4.209         35.155          4.636            212
     05/09/1991            248           1991         79.700           79.444          0.000       3626.724        722.773          0.199          0.481         86.246          2.874          2.077         50.347          0.162            208
     05/09/1992            249           1992         80.000           79.363          0.000       3357.364        682.356          0.203          0.511         72.667          2.872          1.960         58.436          2.754            209
     01/09/1993            244           1993        100.900          100.900          0.000       3012.305        778.469          0.258          0.668         62.532          2.886          2.246         66.643         46.086            204
     11/09/1994            254           1994         21.800           21.698          0.000       2976.417        561.715          0.189          0.471         68.819          2.872          1.613         63.371          0.329            213
     06/09/1995            249           1995         67.500           67.500          0.000       2748.542        628.942          0.229          0.495         60.262          2.881          1.812         61.750          0.189            208
     06/09/1996            250           1996         85.800           83.176          0.000       4198.485       1183.268          0.282          0.667         92.976          2.901          3.432         43.483          0.895            208
     08/09/1997            251           1997         66.300           66.300          0.000       2875.749        526.547          0.183          0.433         60.886          2.877          1.515         58.688          0.103            211
     03/09/1998            246           1998        222.400          214.337          0.000       5661.219       1822.201          0.322          0.749        118.957          2.388          4.351         40.701         78.767            207
     04/09/1999            247           1999         29.800           29.800          0.000       2469.115        571.371          0.231          0.663         54.425          2.767          1.581         78.279          0.205            207
     08/09/2000            252           2000        127.600          127.006          0.000       5155.044       1465.313          0.284          0.725        104.592          2.671          3.914         41.047          0.587            213
     06/09/2001            249           2001         29.500           29.500          0.000       2457.103        586.198          0.239          0.621         57.294          2.892          1.695         72.972          0.165            207
     06/09/2002            249           2002         80.500           80.500          0.000       3832.367        760.525          0.198          0.476         79.909          2.878          2.189         44.258          0.144            209
