ApsimVersion = 6.0
Title = Warra 600mm wet soil High N
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date  grain_protein   sowing_paw2n
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)            (%)            (?)
     13/10/1957            286           1957        122.700          118.247          0.000         7570.5         1756.5          0.232          0.501        139.600          2.883           5.06           43.8          7.578            243         16.462          0.611
     07/10/1958            280           1958        253.000          212.892          0.000         9099.6         3355.3          0.369          0.808        173.405          2.462           8.26           53.2         21.595            232         14.059          0.611
     11/10/1959            284           1959        142.500          140.777          0.000         6991.3         1736.2          0.248          0.523        131.430          2.882           5.00           51.8         18.501            242         16.457          0.611
     16/10/1960            290           1960        106.000          106.000          0.000         7302.0         1564.7          0.214          0.454        130.451          2.876           4.50           44.2          6.490            250         16.421          0.611
     13/10/1961            286           1961        187.000          186.928          0.000         8264.0         1894.5          0.229          0.533        156.880          2.885           5.47           43.8         40.593            245         16.474          0.611
     11/10/1962            284           1962        146.900          146.900          0.000         7761.9         1867.1          0.241          0.533        147.193          2.875           5.37           45.5          5.602            242         16.418          0.611
     12/10/1963            285           1963        137.700          137.542          0.000         7214.5         2244.6          0.311          0.634        136.007          2.899           6.51           48.8          8.149            242         16.553          0.611
     11/10/1964            285           1964        345.100          321.702          0.000         8800.6         2717.7          0.309          0.754        171.922          2.897           7.87           40.3        129.069            244         16.544          0.611
     13/10/1965            286           1965        180.000          179.758          0.000         9611.3         2615.9          0.272          0.699        171.788          2.883           7.54           42.0          6.934            246         16.462          0.611
     17/10/1966            290           1966        197.900          193.919          0.000         9411.9         2943.5          0.313          0.772        172.182          2.741           8.07           42.0         14.378            246         15.651          0.611
     12/10/1967            285           1967        246.400          223.522          0.000        10440.4         3190.5          0.306          0.767        189.674          2.596           8.28           41.4         31.040            244         14.822          0.611
     19/10/1968            293           1968        146.800          146.758          0.000         9867.1         2439.3          0.247          0.660        165.576          2.867           6.99           41.2          8.268            251         16.368          0.611
     11/10/1969            284           1969        146.300          143.031          0.000         6768.6         2050.7          0.303          0.600        125.230          2.883           5.91           52.5         10.868            238         16.464          0.611
     13/10/1970            286           1970         91.600           91.600          0.000         4771.0          953.4          0.200          0.301         95.798          2.885           2.75           63.7         18.162            245         16.474          0.611
     12/10/1971            285           1971        231.200          225.912          0.000        11659.7         4127.4          0.354          0.745        215.313          1.975           8.15           40.5         19.104            246         11.275          0.611
     10/10/1972            284           1972         67.400           67.400          0.000         4880.7          900.0          0.184          0.288         96.292          2.873           2.59           62.7          6.714            244         16.407          0.611
     02/10/1973            275           1973        352.500          333.033          0.000        10808.2         3725.5          0.345          0.768        197.005          2.524           9.40           37.2        141.100            231         14.412          0.611
     18/10/1974            291           1974        260.000          238.105          0.000         9213.6         3056.1          0.332          0.767        165.754          2.544           7.78           43.4         47.976            246         14.528          0.611
     11/10/1975            284           1975        224.000          218.278          0.000        10932.6         3896.0          0.356          0.763        199.848          2.134           8.31           40.6         33.035            241         12.185          0.611
     14/10/1976            288           1976        163.400          163.400          0.000         6666.7         1634.3          0.245          0.458        118.758          2.898           4.74           47.1         41.938            242         16.550          0.611
     13/10/1977            286           1977        141.400           98.725          0.000         6798.6         1428.1          0.210          0.450        127.411          2.875           4.11           49.8         11.224            245         16.419          0.611
     18/10/1978            291           1978        352.000          337.218          0.000        15373.5         4466.1          0.291          0.690        262.499          1.835           8.19           33.2         47.696            247         10.477          0.611
     10/10/1979            283           1979        138.000          135.337          0.000         6558.1         1468.7          0.224          0.435        120.703          2.884           4.24           47.6         26.385            241         16.470          0.611
     04/10/1980            278           1980         99.000           90.677          0.000         6531.9         1540.4          0.236          0.445        119.047          2.891           4.45           50.3          8.866            238         16.509          0.611
     11/10/1981            284           1981        240.000          220.464          0.000        11080.1         3126.9          0.282          0.751        189.675          2.704           8.45           36.0         13.379            244         15.439          0.611
     15/10/1982            288           1982        174.800          170.043          0.000         6797.6         1705.5          0.251          0.491        126.587          2.900           4.95           45.6         47.019            245         16.562          0.611
     07/10/1983            280           1983        267.900          223.138          0.000        10533.1         3368.5          0.320          0.773        170.176          2.533           8.53           40.1         43.396            242         14.466          0.611
     14/10/1984            288           1984        351.000          315.913          0.000        14225.9         4522.3          0.318          0.733        256.290          1.981           8.96           28.3         65.656            241         11.314          0.611
     14/10/1985            287           1985        312.600          280.825          0.000        10304.7         3218.5          0.312          0.768        189.187          2.642           8.50           39.0         82.970            243         15.085          0.611
     08/10/1986            281           1986        115.000          115.000          0.000         7303.2         1823.0          0.250          0.533        127.785          2.890           5.27           50.4          5.869            241         16.503          0.611
     08/10/1987            281           1987        105.400          100.644          0.000         7244.1         1755.0          0.242          0.508        129.546          2.878           5.05           48.7          9.582            238         16.435          0.611
     03/10/1988            277           1988        226.200          207.223          0.000        10964.7         4018.0          0.366          0.774        192.121          2.134           8.58           39.5         13.088            235         12.187          0.611
     13/10/1989            286           1989        135.600          134.531          0.000         7920.4         1994.9          0.252          0.581        129.135          2.882           5.75           50.2          7.696            245         16.459          0.611
     12/10/1990            285           1990        179.200          159.527          0.000         7958.2         1927.8          0.242          0.556        138.023          2.879           5.55           46.3         11.792            244         16.438          0.611
     03/10/1991            276           1991         29.500           29.500          0.000         4990.5         1125.3          0.225          0.395         97.211          2.875           3.24           78.9          5.444            234         16.416          0.611
     12/10/1992            286           1992        121.300          119.195          0.000         6545.2         2065.5          0.316          0.586        128.615          2.887           5.96           49.2         10.414            243         16.486          0.611
     02/10/1993            275           1993        105.100          105.100          0.000         5979.5         1596.0          0.267          0.483        113.003          2.894           4.62           59.3          7.748            232         16.523          0.611
     15/10/1994            288           1994         60.600           60.600          0.000         4739.7          861.1          0.182          0.261         97.079          2.871           2.47           57.7          5.432            246         16.394          0.611
     07/10/1995            280           1995        122.100          117.942          0.000         6137.9         1434.7          0.234          0.439        114.369          2.872           4.12           54.0         11.947            240         16.398          0.611
     07/10/1996            281           1996        172.600          172.144          0.000         6506.1         1833.7          0.282          0.516        113.564          2.903           5.32           51.6         76.033            239         16.575          0.611
