ApsimVersion = 5.4
Title = Warra 1500mm wet soil Medium N
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date  grain_protein   sowing_paw2n
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)            (%)            (?)
     13/10/1957            286           1957        122.700          117.804          0.000        10219.5         3214.7          0.315          0.672        203.668          1.585           5.09           15.6         69.530            243          9.048          1.991
     07/10/1958            280           1958        253.000          168.721          0.000        10469.1         3138.9          0.300          0.671        201.605          1.585           4.97           19.2         78.472            232          9.049          1.991
     11/10/1959            284           1959        142.500          118.238          0.000         9060.6         2577.5          0.284          0.667        178.561          1.767           4.56           19.2         78.131            242         10.091          1.991
     16/10/1960            290           1960        106.000          106.000          0.000         9997.8         2853.5          0.285          0.653        194.703          1.674           4.78           15.6         67.630            250          9.557          1.991
     13/10/1961            286           1961        187.000          186.525          0.000        10649.8         3377.0          0.317          0.662        214.191          1.494           5.05           16.5        110.207            245          8.533          1.991
     11/10/1962            284           1962        146.900          146.809          0.000        10523.9         3182.0          0.302          0.661        211.471          1.569           4.99           17.3         69.505            242          8.958          1.991
     12/10/1963            285           1963        137.700          136.483          0.000         9956.9         3232.1          0.325          0.675        197.080          1.560           5.04           17.9         75.100            242          8.907          1.991
     11/10/1964            285           1964        345.100          298.739          0.000        10749.4         3289.9          0.306          0.643        218.085          1.446           4.76           17.0        190.356            244          8.259          1.991
     13/10/1965            286           1965        180.000          179.061          0.000        11935.3         3503.0          0.293          0.641        231.877          1.446           5.07           17.0         74.429            246          8.259          1.991
     17/10/1966            290           1966        197.900          191.082          0.000        11963.3         3344.5          0.280          0.609        225.666          1.398           4.68           15.8         87.966            246          7.985          1.991
     12/10/1967            285           1967        246.400          161.522          0.000        11309.1         3164.6          0.280          0.616        211.787          1.369           4.33           17.7         74.269            244          7.816          1.991
     19/10/1968            293           1968        146.800          144.259          0.000        11917.2         3145.8          0.264          0.601        221.641          1.457           4.58           14.8         74.553            251          8.317          1.991
     11/10/1969            284           1969        146.300          133.622          0.000         9680.8         2676.8          0.277          0.656        187.335          1.744           4.67           19.4         69.878            238          9.960          1.991
     13/10/1970            286           1970         91.600           91.600          0.000         7816.7         2238.1          0.286          0.693        161.952          2.100           4.70           21.4         81.273            245         11.992          1.991
     12/10/1971            285           1971        231.200          214.096          0.000        12074.6         3141.7          0.260          0.605        239.988          1.505           4.73           16.7        108.754            246          8.593          1.991
     10/10/1972            284           1972         67.400           67.400          0.000         7839.8         2143.3          0.273          0.691        162.101          2.205           4.73           19.2         70.012            244         12.592          1.991
     02/10/1973            275           1973        352.500          271.073          0.000        10307.4         3159.7          0.307          0.691        185.010          1.737           5.49           14.2        220.276            231          9.920          1.991
     18/10/1974            291           1974        260.000          209.145          0.000        11176.9         2969.2          0.266          0.603        204.109          1.480           4.39           18.5        108.180            246          8.450          1.991
     11/10/1975            284           1975        224.000          210.779          0.000        12675.2         3152.8          0.249          0.590        238.320          1.486           4.68           16.7        114.786            241          8.484          1.991
     14/10/1976            288           1976        163.400          163.400          0.000         9793.3         3013.6          0.308          0.674        181.487          1.660           5.00           18.3        109.474            242          9.476          1.991
     13/10/1977            286           1977        141.400           63.075          0.000         8020.7         2303.3          0.287          0.678        162.433          1.930           4.44           18.2         67.339            245         11.018          1.991
     18/10/1978            291           1978        352.000          298.398          0.000        13873.7         2737.0          0.197          0.523        236.593          1.479           4.05           15.4        160.258            247          8.445          1.991
     10/10/1979            283           1979        138.000          133.257          0.000         9426.4         2819.8          0.299          0.672        184.472          1.719           4.85           16.6         89.609            241          9.816          1.991
     04/10/1980            278           1980         99.000           81.689          0.000         9054.5         2731.9          0.302          0.689        178.973          1.837           5.02           18.7         68.003            238         10.490          1.991
     11/10/1981            284           1981        240.000          185.130          0.000        11793.6         3344.9          0.284          0.616        215.096          1.350           4.52           16.4         78.558            244          7.708          1.991
     15/10/1982            288           1982        174.800          161.521          0.000         9096.0         2808.1          0.309          0.680        183.797          1.748           4.91           17.8        109.948            245          9.979          1.991
     07/10/1983            280           1983        267.900          166.298          0.000        11059.2         3141.4          0.284          0.622        187.797          1.403           4.41           17.7         96.964            242          8.013          1.991
     14/10/1984            288           1984        351.000          216.557          0.000        14033.1         2880.2          0.205          0.553        254.474          1.478           4.26           13.9         95.487            241          8.440          1.991
     14/10/1985            287           1985        312.600          254.866          0.000        12108.9         3289.9          0.272          0.605        233.292          1.394           4.59           16.6        141.455            243          7.961          1.991
     08/10/1986            281           1986        115.000          115.000          0.000        10375.4         3234.5          0.312          0.668        194.477          1.557           5.04           17.3         69.221            241          8.891          1.991
     08/10/1987            281           1987        105.400           81.786          0.000         9618.6         2949.4          0.307          0.676        181.029          1.660           4.90           18.5         66.968            238          9.480          1.991
     03/10/1988            277           1988        226.200          194.076          0.000        12294.8         3116.8          0.254          0.597        227.251          1.495           4.66           17.0         92.117            235          8.534          1.991
     13/10/1989            286           1989        135.600          133.194          0.000        10762.7         3313.3          0.308          0.665        193.236          1.521           5.04           17.6         70.024            245          8.682          1.991
     12/10/1990            285           1990        179.200          138.192          0.000        10401.5         3200.0          0.308          0.650        184.093          1.458           4.66           18.6         71.145            244          8.323          1.991
     03/10/1991            276           1991         29.500           29.500          0.000         7970.2         2362.9          0.296          0.727        163.856          2.207           5.21           21.2         65.625            234         12.601          1.991
     12/10/1992            286           1992        121.300          107.530          0.000         9225.4         2895.2          0.314          0.673        190.178          1.624           4.70           18.8         68.176            243          9.271          1.991
     02/10/1993            275           1993        105.100          105.100          0.000         8656.8         2820.9          0.326          0.720        170.860          1.876           5.29           19.2         80.406            232         10.712          1.991
     15/10/1994            288           1994         60.600           60.600          0.000         7504.0         1939.5          0.258          0.691        163.514          2.395           4.64           19.1         64.995            246         13.673          1.991
     07/10/1995            280           1995        122.100          110.199          0.000         8758.8         2620.1          0.299          0.678        175.867          1.775           4.65           19.5         72.689            240         10.132          1.991
     07/10/1996            281           1996        172.600          163.160          0.000         9102.7         2896.0          0.318          0.695        172.009          1.766           5.11           18.7        140.182            239         10.084          1.991
     06/10/1997            279           1997        112.800          102.699          0.000         7851.3         2173.5          0.277          0.700        163.444          2.232           4.85           19.7        107.282            240         12.742          1.991
     04/10/1998            277           1998        210.100          203.143          0.000        11275.5         3417.5          0.303          0.662        194.012          1.578           5.39           17.4        154.161            236          9.008          1.991
     05/10/1999            278           1999        113.300          113.300          0.000         9864.7         3147.5          0.319          0.697        192.117          1.690           5.32           16.7         72.043            236          9.652          1.991
     06/10/2000            280           2000         53.300           53.162          0.000         7646.9         2035.7          0.266          0.693        162.745          2.280           4.64           23.2         66.339            243         13.017          1.991
     08/10/2001            281           2001         46.700           46.700          0.000         7691.7         2259.9          0.294          0.712        164.651          2.152           4.86           19.3         66.319            239         12.287          1.991
     08/10/2002            281           2002        131.000          130.593          0.000         8941.2         2988.5          0.334          0.700        202.621          1.698           5.07           19.9         70.168            242          9.696          1.991
