Summary data matching this run is in the file : peanut.sum
Title =run  of peanut model
   year    day    das            gdd            lai            eff           ftsw           atsw           ttsw             hi            veg          yield            phs      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)      sw_dep(5)
   1984    202      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         49.682        110.024        113.088        114.253         97.386
   1984    203      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         48.365        109.349        112.746        114.400         97.508
   1984    204      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         50.256        108.884        112.443        114.505         97.631
   1984    205      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         48.321        108.317        112.167        114.571         97.754
   1984    206      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         54.160        108.577        111.944        114.606         97.877
   1984    207      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         54.892        110.886        111.869        114.618         98.001
   1984    208      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         55.128        111.300        113.953        117.999        110.285
   1984    209      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         55.891        111.300        113.966        118.058        116.126
   1984    210      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         55.149        111.300        113.811        117.995        116.125
   1984    211      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         52.749        110.850        113.545        117.913        116.124
   1984    212      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         51.159        110.294        113.256        117.810        116.122
   1984    213      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         49.544        109.669        112.972        117.689        116.120
   1984    214      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.494        108.987        112.703        117.554        116.113
   1984    215      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.808        108.342        112.448        117.410        116.090
   1984    216      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.414        107.742        112.208        117.258        116.052
   1984    217      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.157        107.184        111.982        117.101        116.000
   1984    218      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.977        106.668        111.771        116.942        115.935
   1984    219      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.846        106.188        111.573        116.781        115.859
   1984    220      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.668        105.781        111.389        116.620        115.773
   1984    221      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.245        105.386        111.217        116.460        115.678
   1984    222      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.126        105.015        111.058        116.304        115.576
   1984    223      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.027        104.666        110.909        116.150        115.468
   1984    224      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         54.601        111.202        113.923        118.057        116.126
   1984    225      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         52.269        110.713        113.626        117.977        116.125
   1984    226      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         49.716        110.060        113.305        117.871        116.123
   1984    227      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.389        109.340        113.001        117.747        116.121
   1984    228      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.717        108.663        112.716        117.607        116.118
   1984    229      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.342        108.036        112.450        117.457        116.100
   1984    230      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.103        107.456        112.200        117.299        116.066
   1984    231      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.940        106.919        111.968        117.136        116.017
   1984    232      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.824        106.421        111.751        116.970        115.954
   1984    233      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.738        105.960        111.550        116.804        115.878
   1984    234      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         53.018        106.251        111.384        116.638        115.792
   1984    235      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         51.963        106.292        111.241        116.476        115.697
   1984    236      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         49.285        106.030        111.108        116.320        115.595
   1984    237      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.702        105.678        110.981        116.170        115.486
   1984    238      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         51.148        105.658        110.869        116.026        115.373
   1984    239      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         48.303        105.371        110.763        115.887        115.257
   1984    240      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.945        105.083        110.661        115.755        115.138
   1984    241      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.689        104.802        110.564        115.628        115.019
   1984    242      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.474        104.529        110.471        115.507        114.898
   1984    243      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.289        104.267        110.383        115.390        114.778
   1984    244      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.129        104.014        110.297        115.280        114.658
   1984    245      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.988        103.771        110.207        115.182        114.540
   1984    246      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         48.104        103.616        110.117        115.092        114.427
   1984    247      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.144        103.408        110.024        115.002        114.326
   1984    248      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.010        103.206        109.929        114.913        114.234
   1984    249      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         55.640        111.300        113.966        118.058        116.126
   1984    250      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         53.484        110.975        113.719        117.988        116.125
   1984    251      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         50.976        110.379        113.419        117.893        116.123
   1984    252      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         48.603        109.687        113.112        117.778        116.121
   1984    253      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.250        108.997        112.823        117.646        116.119
   1984    254      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.667        108.350        112.552        117.501        116.106
   1984    255      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.322        107.749        112.298        117.348        116.077
   1984    256      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.095        107.192        112.061        117.189        116.032
   1984    257      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.050        106.724        111.841        117.026        115.974
   1984    258      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         54.115        107.309        111.670        116.862        115.903
   1984    259      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         49.623        106.985        111.511        116.701        115.821
   1984    260      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         48.366        106.593        111.359        116.545        115.731
   1984    261      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         54.155        109.377        111.327        116.394        115.633
   1984    262      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         53.986        109.374        111.296        116.259        115.530
   1984    263      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         50.704        108.895        111.249        116.137        115.425
   1984    264      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         48.265        108.280        111.183        116.025        115.318
   1984    265      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.701        107.700        111.104        115.919        115.211
   1984    266      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.327        107.159        111.017        115.818        115.104
   1984    267      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.057        106.658        110.924        115.719        114.998
   1984    268      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.852        106.192        110.828        115.623        114.893
   1984    269      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.689        105.760        110.731        115.528        114.788
   1984    270      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.556        105.358        110.635        115.434        114.685
   1984    271      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.444        104.984        110.541        115.342        114.582
   1984    272      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.348        104.635        110.450        115.251        114.481
   1984    273      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.265        104.309        110.361        115.161        114.380
   1984    274      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.191        104.004        110.272        115.073        114.284
   1984    275      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.125        103.717        110.178        114.985        114.198
   1984    276      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.065        103.448        110.081        114.897        114.120
   1984    277      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.010        103.193        109.981        114.810        114.050
   1984    278      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         49.884        103.227        109.885        114.724        113.986
   1984    279      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         53.206        103.721        109.804        114.638        113.927
   1984    280      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         54.120        104.490        109.747        114.554        113.875
   1984    281      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         50.008        104.416        109.688        114.471        113.827
   1984    282      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         48.105        104.187        109.625        114.390        113.783
   1984    283      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.903        103.962        109.557        114.310        113.743
   1984    284      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.724        103.742        109.486        114.230        113.706
   1984    285      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.565        103.527        109.411        114.152        113.672
   1984    286      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.421        103.319        109.333        114.075        113.641
   1984    287      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.291        103.117        109.253        113.998        113.613
   1984    288      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.172        102.921        109.171        113.923        113.586
   1984    289      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.063        102.731        109.086        113.848        113.562
   1984    290      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.962        102.546        109.000        113.774        113.539
   1984    291      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         48.317        102.463        108.915        113.701        113.518
   1984    292      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.071        102.300        108.829        113.628        113.499
   1984    293      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         54.603        111.202        113.870        115.782        113.572
   1984    294      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         54.775        111.241        113.925        118.020        113.902
   1984    295      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         53.476        110.953        113.643        117.923        114.185
   1984    296      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         54.220        111.122        113.920        118.051        115.629
   1984    297      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         54.461        111.172        113.922        118.057        116.126
   1984    298      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         50.178        110.468        113.612        117.976        116.125
   1984    299      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.383        109.710        113.277        117.869        116.123
   1984    300      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.615        108.999        112.965        117.741        116.121
   1984    301      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.215        108.340        112.674        117.599        116.118
   1984    302      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.971        107.732        112.403        117.445        116.099
   1984    303      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.811        107.170        112.151        117.284        116.063
   1984    304      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         53.883        111.056        113.917        118.057        116.126
   1984    305      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         51.621        110.520        113.600        117.974        116.125
   1984    306      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         48.756        109.827        113.272        117.866        116.123
   1984    307      1         10.000          0.000          0.000          1.000        106.667        134.700          0.001          0.000          0.000          0.000         53.255        110.341        110.392        106.225         96.354
   1984    308      2         22.450          0.000          0.000          1.000        105.316        134.700          0.001          0.000          0.000          0.000         52.303        109.889        110.366        106.249         96.408
   1984    309      3         36.950          0.000          0.000          1.000        104.249        134.700          0.001          0.000          0.000          0.000         51.674        109.418        110.323        106.273         96.462
   1984    310      4         50.000          0.000          0.000          1.000        105.401        134.700          0.001          0.000          0.000          0.000         52.966        109.249        110.275        106.295         96.515
   1984    311      5         61.900          0.000          0.000          1.000        103.340        134.700          0.001          0.000          0.000          0.000         51.323        108.818        110.213        106.316         96.569
   1984    312      6         76.600          0.000          0.000          1.000        102.533        134.700          0.001          0.000          0.000          0.000         50.939        108.395        110.139        106.336         96.623
   1984    313      7         89.450          0.000          0.000          1.000        115.213        134.700          0.001          0.000          0.000          0.000         53.929        111.065        113.759        109.658         96.701
   1984    314      8        105.050          0.000          0.000          1.000        108.126        134.700          0.001          0.000          0.000          0.000         47.713        110.223        113.305        110.003         96.782
   1984    315      9        120.300          0.000          0.000          1.000        106.282        134.700          0.001          0.000          0.000          0.000         46.713        109.456        112.864        110.284         96.866
   1984    316     10        136.800          0.000          0.000          1.000        105.025        134.700          0.001          0.000          0.000          0.000         46.254        108.744        112.469        110.508         96.950
   1984    317     11        152.600          0.000          1.000          1.000        104.006        134.700          0.001          0.002          0.000          0.002         45.988        108.086        112.113        110.682         97.037
   1984    318     12        167.300          0.001          1.000          1.000        121.600        134.700          0.001          0.013          0.000          0.011         53.514        110.991        113.864        115.862         97.266
   1984    319     13        179.300          0.003          0.500          1.000        115.724        134.700          0.001          0.037          0.000          0.024         48.455        110.206        113.491        115.953         97.506
   1984    320     14        191.800          0.006          0.875          1.000        113.390        134.700          0.001          0.118          0.000          0.081         46.937        109.458        113.123        115.990         97.752
   1984    321     15        202.000          0.009          0.900          1.000        114.683        134.700          0.001          0.176          0.000          0.058         48.911        108.889        112.792        115.984         97.998
   1984    322     16        210.500          0.012          0.288          1.000        112.060        134.700          0.001          0.202          0.000          0.026         47.012        108.267        112.489        115.945         98.239
   1984    323     17        219.050          0.016          0.000          1.000        110.965        134.700          0.001          0.202          0.000          0.000         46.618        107.684        112.211        115.880         98.471
   1984    324     18        228.750          0.021          0.125          1.000        110.042        134.700          0.001          0.241          0.000          0.039         46.338        107.141        111.956        115.795         98.693
   1984    325     19        240.650          0.028          0.400          1.000        109.207        134.700          0.001          0.380          0.000          0.140         46.078        106.634        111.721        115.695         98.902
   1984    326     20        255.550          0.039          0.850          1.000        108.392        134.700          0.001          0.894          0.000          0.514         45.642        106.160        111.505        115.585         99.097
   1984    327     21        270.850          0.052          0.938          1.000        107.407        134.700          0.001          1.617          0.000          0.723         45.132        105.706        111.306        115.466         99.277
   1984    328     22        282.550          0.064          1.000          1.000        106.353        134.700          0.001          2.646          0.000          1.029         44.972        105.270        111.122        115.343         99.441
   1984    329     23        290.100          0.073          0.000          1.000        105.651        134.700          0.001          2.646          0.000          0.000         44.933        104.860        110.951        115.218         99.589
   1984    330     24        299.850          0.085          0.500          1.000        105.087        134.700          0.001          3.276          0.000          0.630         44.705        104.478        110.793        115.091         99.721
   1984    331     25        309.450          0.097          0.587          1.000        104.351        134.700          0.001          4.096          0.000          0.820         44.471        104.115        110.646        114.958         99.844
   1984    332     26        319.500          0.112          0.563          1.000        103.619        134.700          0.001          5.002          0.000          0.906         44.185        103.768        110.509        114.813         99.964
   1984    333     27        329.500          0.127          0.175          1.000        102.847        134.700          0.001          5.342          0.000          0.340         44.025        103.435        110.380        114.658        100.083
   1984    334     28        343.100          0.150          0.525          1.000        102.207        134.700          0.001          6.565          0.000          1.222         43.245        103.118        110.258        114.495        100.199
   1984    335     29        358.100          0.179          0.925          1.000        100.958        134.700          0.001          8.612          0.000          2.047         42.138        102.800        110.132        114.335        100.313
   1984    336     30        375.550          0.215          1.000          1.000         99.376        134.700          0.001         11.673          0.000          3.061         40.115        102.476        110.002        114.179        100.425
   1984    337     31        391.450          0.252          0.775          1.000         96.868        134.700          0.001         14.688          0.000          3.015         37.924        102.141        109.867        114.026        100.535
   1984    338     32        408.700          0.295          1.000          1.000         94.177        134.700          0.001         18.639          0.000          3.951         36.002        101.810        109.730        113.875        100.643
   1984    339     33        422.900          0.334          1.000          1.000         91.755        134.700          0.001         23.681          0.000          5.043         34.275        101.494        109.590        113.727        100.749
   1984    340     34        432.900          0.364          0.000          1.000         89.540        134.700          0.001         23.681          0.000          0.000         34.361        101.197        109.448        113.581        100.853
   1984    341     35        445.900          0.404          0.250          1.000         89.155        134.700          0.001         24.861          0.000          1.180         33.570        100.910        109.304        113.438        100.956
   1984    342     36        459.100          0.447          0.900          1.000         87.901        134.700          0.001         29.429          0.000          4.568         32.400        100.078        109.160        113.297        101.056
   1984    343     37        472.100          0.493          0.875          1.000         86.597        134.700          0.001         32.337          0.000          2.908         32.400         99.639        109.005        113.159        101.154
   1984    344     38        484.500          0.538          0.750          1.000         84.582        134.700          0.001         35.024          0.000          2.687         32.400         97.872        108.846        113.022        101.251
   1984    345     39        497.850          0.590          1.000          1.000         83.131        134.700          0.001         38.805          0.000          3.781         32.400         96.442        108.666        112.887        101.346
   1984    346     40        514.300          0.658          1.000          1.000         81.486        134.700          0.001         46.484          0.000          7.679         32.400         93.361        108.471        112.753        101.439
   1984    347     41        530.300          0.729          1.000          1.000         81.467        134.700          0.001         51.058          0.000          4.573         32.962         93.364        108.249        112.619        101.530
   1984    348     42        549.150          0.817          1.000          1.000         80.807        134.700          0.001         56.137          0.000          5.080         32.400         92.606        108.034        112.487        101.619
   1984    349     43        569.150          0.917          1.000          1.000         72.899        134.700          0.001         65.092          0.000          8.955         32.400         81.735        107.818        112.356        101.707
   1984    350     44        587.950          1.017          1.000          1.000         82.288        134.700          0.001         71.061          0.000          5.969         44.622         82.392        107.559        112.226        101.794
   1984    351     45        607.050          1.126          1.000          1.000         73.411        134.700          0.001         80.717          0.000          9.656         32.831         82.663        107.308        112.096        101.878
   1984    352     46        624.400          1.230          1.000          1.000         65.939        134.700          0.001         91.600          0.000         10.883         32.400         76.774        107.064        111.966        101.961
   1984    353     47        640.500          1.332          1.000          1.000        116.795        134.700          0.001         98.922          0.000          7.322         50.910        110.768        108.540        111.860        102.043
   1984    354     48        655.800          1.433          1.000          1.000        121.300        134.700          0.001        106.523          0.000          7.601         52.037        110.940        112.493        112.051        102.126
   1984    355     49        673.300          1.554          1.000          1.000        135.570        134.700          0.001        114.771          0.000          8.248         49.612        110.962        113.913        117.991        109.253
   1984    356     50        688.600          1.664          0.875          1.000        131.341        134.700          0.001        122.313          0.000          7.542         45.176        110.278        113.576        117.853        109.684
   1984    357     51        703.300          1.775          1.000          1.000        121.090        134.700          0.001        139.295          0.000         16.982         34.358        109.440        113.234        117.699        110.092
   1984    358     52        716.850          1.880          0.950          1.000        112.822        134.700          0.001        155.539          0.000         16.244         32.400        102.896        112.916        117.533        110.475
   1984    359     53        729.400          1.981          0.575          1.000        104.996        134.700          0.001        167.615          0.000         12.076         32.400         95.650        112.463        117.356        110.833
   1984    360     54        742.700          2.091          0.750          1.000         97.749        134.700          0.001        181.682          0.000         14.067         32.400         88.098        111.965        117.157        111.163
   1984    361     55        758.100          2.224          1.000          1.000         89.982        134.700          0.001        202.786          0.000         21.104         32.400         76.591        111.485        116.937        111.462
   1984    362     56        774.400          2.369          1.000          1.000         78.174        134.700          0.001        221.748          0.000         18.962         32.400         69.143        111.067        116.699        111.729
   1984    363     57        786.100          2.476          0.975          1.000         84.028        134.700          0.001        232.071          0.000         10.323         42.616         69.738        110.724        116.454        111.961
   1984    364     58        798.100          2.590          1.000          1.000         80.746        134.700          0.001        242.671          0.000         10.601         39.826         70.214        110.420        116.208        112.160
   1984    365     59        809.700          2.702          0.600          1.000         92.601        134.700          0.001        249.269          0.000          6.598         49.860         71.470        110.146        115.965        112.326
   1984    366     60        824.100          2.846          1.000          1.000         83.266        134.700          0.001        274.626          0.000         25.357         32.400         71.232        109.878        115.750        112.464
   1985      1     61        838.600          2.994          0.750          1.000         77.307        134.700          0.009        280.391          2.534          9.565         32.400         71.222        109.617        115.561        112.576
   1985      2     62        855.400          3.173          1.000          1.000         64.381        134.700          0.018        302.798          5.305         26.564         32.400         66.600         88.532        115.393        112.666
   1985      3     63        874.150          3.379          1.000          1.000         44.252        134.700          0.026        323.682          8.472         25.635         32.400         66.600         81.900        107.556        112.735
   1985      4     64        889.300          3.551          1.000          1.000         30.183        134.700          0.034        341.279         11.940         22.799         32.400         66.600         81.900         97.066        112.704
   1985      5     65        905.400          3.739          1.000          1.000         19.836        134.700          0.043        359.046         15.777         23.522         32.400         66.600         81.900         92.700        112.622
   1985      6     66        921.950          3.939          1.000          1.000         23.325        134.700          0.051        366.115         19.445         12.572         32.400         66.600         81.900         92.700        112.530
   1985      7     67        938.650          4.147          1.000          1.000         14.634        134.700          0.059        373.088         23.277         12.720         32.400         66.600         81.900         92.700        112.440
   1985      8     68        953.900          4.342          1.000          1.000         73.562        134.700          0.067        380.236         27.312         13.201         46.359        103.233         82.151         92.790        112.349
   1985      9     69        970.950          4.567          1.000          1.000         65.620        134.700          0.076        386.860         31.506         12.914         38.683        102.570         82.413         92.855        112.260
   1985     10     70        988.800          4.809          1.000          1.000         54.430        134.700          0.084        398.923         36.369         19.358         32.400         90.764         82.660         92.919        112.172
   1985     11     71       1006.750          4.809          1.000          1.000         38.640        134.700          0.092        420.097         42.442         30.284         32.400         68.311         82.750         92.982        112.084
   1985     12     72       1022.150          4.809          1.000          1.000         17.253        134.700          0.101        437.779         48.678         27.036         32.400         66.600         81.900         92.700        111.998
   1985     13     73       1034.450          4.809          0.700          1.000         14.620        134.700          0.109        445.526         54.186         16.009         32.400         66.600         81.900         92.700        111.911
   1985     14     74       1047.200          4.809          0.750          1.000         14.694        134.700          0.117        456.311         60.283         19.929         32.400         66.600         81.900         92.700        111.826
   1985     15     75       1059.700          4.809          0.600          1.000         14.714        134.700          0.125        463.272         66.191         15.823         32.400         66.600         81.900         92.700        111.741
   1985     16     76       1072.400          4.809          0.650          1.000         14.704        134.700          0.134        473.059         72.742         19.614         32.400         66.600         81.900         92.700        111.656
   1985     17     77       1086.800          4.809          0.837          1.000         14.678        134.700          0.142        486.996         80.283         25.249         32.400         66.600         81.900         92.700        111.573
   1985     18     78       1105.050          4.809          1.000          1.000         14.640        134.700          0.150        502.409         88.517         27.764         32.400         66.600         81.900         92.700        111.490
   1985     19     79       1118.350          4.809          1.000          1.000         19.068        134.700          0.159        505.775         95.055         13.172         32.506         66.636         81.900         92.782        111.407
   1985     20     80       1130.800          4.809          0.775          1.000         10.859        134.700          0.167        516.873        103.185         23.294         32.400         66.600         81.900         92.700        111.326
   1985     21     81       1146.900          4.809          1.000          1.000         14.462        134.700          0.175        532.622        112.705         30.029         32.400         66.600         81.900         92.700        111.244
   1985     22     82       1164.450          4.809          1.000          1.000         14.408        134.700          0.183        547.054        122.492         29.110         32.400         66.600         81.900         92.700        111.164
   1985     23     83       1183.200          4.809          1.000          1.000         14.351        134.700          0.192        549.083        129.945         13.209         32.400         66.600         81.900         92.700        111.084
   1985     24     84       1199.300          4.809          1.000          1.000         42.467        134.700          0.200        550.964        137.442         13.127         45.863         74.140         81.900         92.779        111.005
   1985     25     85       1212.850          4.809          1.000          1.000         34.260        134.700          0.208        552.626        145.079         13.118         40.157         74.327         81.925         92.832        110.926
   1985     26     86       1227.450          4.809          1.000          1.000         25.092        134.700          0.217        563.144        155.255         25.781         32.400         69.652         81.929         92.885        110.849
   1985     27     87       1241.850          4.809          1.000          1.000         15.890        134.700          0.225        574.211        166.120         27.364         32.400         66.600         81.900         92.700        110.772
   1985     28     88       1255.600          4.809          0.875          1.000         13.191        134.700          0.233        580.250        176.002         20.863         32.400         66.600         81.900         92.700        110.695
   1985     29     89       1269.450          4.809          1.000          1.000         13.364        134.700          0.241        587.768        186.624         23.452         32.400         66.600         81.900         92.700        110.618
   1985     30     90       1282.700          4.809          0.750          1.000         13.431        134.700          0.250        593.420        197.070         21.321         32.400         66.600         81.900         92.700        110.543
   1985     31     91       1296.050          4.809          0.650          1.000         13.451        134.700          0.258        595.745        206.744         16.834         32.400         66.600         81.900         92.700        110.468
   1985     32     92       1310.150          4.809          1.000          1.000         13.447        134.700          0.266        601.083        217.691         21.760         32.400         66.600         81.900         92.700        110.393
   1985     33     93       1325.300          4.809          1.000          1.000         13.427        134.700          0.275        609.474        230.159         27.091         32.400         66.600         81.900         92.700        110.319
   1985     34     94       1337.800          4.809          0.875          1.000         13.396        134.700          0.283        616.522        242.648         25.782         32.400         66.600         81.900         92.700        110.246
   1985     35     95       1350.800          4.809          0.900          1.000         13.359        134.700          0.291        622.442        255.130         24.644         32.400         66.600         81.900         92.700        110.173
   1985     36     96       1363.400          4.809          0.950          1.000         13.316        134.700          0.299        629.207        268.377         26.635         32.400         66.600         81.900         92.700        110.100
   1985     37     97       1375.650          4.809          1.000          1.000         13.270        134.700          0.308        634.348        281.427         24.717         32.400         66.600         81.900         92.700        110.028
   1985     38     98       1388.000          4.809          0.500          1.000         13.221        134.700          0.316        628.344        289.958          6.791         32.400         66.600         81.900         92.700        109.957
