Summary_file = Dalby600.sum
Title = Dalby 600mm wet soil
            day           year            lai        biomass          yield         sum_ep
          (day)         (year)        (m2/m2)        (kg/ha)        (kg/ha)             ()
             16           1958          0.099       3731.745          0.000        107.849
             28           1959          1.645      10330.545       4531.975        213.828
             26           1960          1.694      12836.146       6513.581        287.454
             31           1961          0.920       9519.942       3107.733        193.237
             25           1962          1.606      12881.196       6276.065        248.764
             38           1963          0.845       7477.294       2458.179        156.917
             27           1964          1.902      12405.151       5916.739        269.177
             37           1965          0.587       8056.182       2172.511        187.402
             26           1966          1.734      12225.830       5668.558        258.613
             41           1967          0.658       8641.303       3222.306        201.003
             48           1968          0.616       6976.700       2286.096        161.658
             22           1969          1.626       8744.324       3162.191        208.823
             29           1970          1.666      13162.504       5791.616        287.299
             27           1971          1.578      13810.674       6661.321        276.732
             34           1972          1.612      13693.632       5917.773        262.720
             23           1973          1.928      11129.052       3719.427        234.665
             23           1974          1.484      11541.428       5393.730        230.873
             35           1975          1.055      11424.463       5189.000        235.570
             32           1976          1.640      12699.487       5627.065        242.427
             47           1977          0.107       6834.931       1305.417        163.764
             22           1978          0.453       7348.027       1279.693        171.446
             30           1979          0.813       9781.457       3448.090        200.376
             22           1980          0.962       7653.178       2599.317        192.395
             24           1981          1.062      10029.000       4336.708        195.660
             25           1982          1.735      12837.869       6269.696        285.926
             25           1983          1.357       9146.254       3847.953        216.829
             32           1984          1.623      13342.547       6241.237        243.144
             26           1985          0.896       9082.040       3226.656        206.728
             26           1986          0.553       8044.116       2493.988        192.710
             35           1987          1.684      11019.383       4786.716        253.152
             26           1988          1.636      11829.545       4605.699        256.359
             24           1989          1.474       9649.786       4449.762        208.156
             25           1990          1.737      12551.574       5620.650        256.144
             62           1991          0.304       5926.978       1476.382        143.388
             19           1992          1.272       9370.616       3075.278        205.087
             41           1993          0.211       6986.784       1274.439        155.403
             24           1994          1.500      10142.671       4663.497        238.547
             37           1995          1.090       8800.359       3329.967        190.038
             26           1996          1.510      14403.863       6850.854        277.829
             32           1997          0.317       7765.055       2102.832        175.887
             23           1998          0.875       9063.627       3504.849        220.801
             28           1999          1.019       9826.945       4002.134        204.199
             37           2000          1.701      14971.030       6362.055        284.555
             34           2001          0.267       5740.468       1393.345        129.227
             23           2002          1.422      10753.257       5055.510        255.427
