Summary_file = co2.sum
Title = Rising CO2 levels
           Date          yield            co2
             ()        (kg/ha)             ()
     25/10/1940       4060.772        350.000
     31/10/1941       2226.359        357.000
     26/10/1942       2575.187        364.000
     05/11/1943       2505.280        371.000
     30/10/1944       3015.021        378.000
     02/11/1945       2013.447        385.000
     03/11/1946       3663.744        392.000
     05/11/1947       1570.449        399.000
     04/11/1948       1859.912        406.000
     02/11/1949       2566.206        413.000
     30/10/1950       1455.502        420.000
     04/11/1951       2749.566        427.000
     03/11/1952       1650.059        434.000
     04/11/1953       2051.919        441.000
     28/10/1954       2025.937        448.000
     31/10/1955       1616.811        455.000
     12/11/1956       1505.967        462.000
     31/10/1957       2674.646        469.000
     04/11/1958       1650.026        476.000
     03/11/1959       2122.625        483.000
     05/11/1960       1828.368        490.000
     02/11/1961       2013.776        497.000
     01/11/1962       1172.591        504.000
     03/11/1963       2209.882        511.000
     05/11/1964       1284.194        518.000
     29/10/1965       2431.192        525.000
     08/11/1966       1450.586        532.000
     31/10/1967       1695.634        539.000
     06/11/1968       1662.298        546.000
     03/11/1969       2111.450        553.000
     05/11/1970       1385.028        560.000
     04/11/1971       1178.691        567.000
     30/10/1972       1944.602        574.000
     22/10/1973       1055.575        581.000
     06/11/1974       2482.628        588.000
     30/10/1975        860.914        595.000
     06/11/1976        994.880        602.000
     01/11/1977       1779.075        609.000
     10/11/1978       1127.150        616.000
     30/10/1979       1534.439        623.000
     24/10/1980       1564.602        630.000
     02/11/1981       1040.170        637.000
     03/11/1982       1404.999        644.000
     30/10/1983        856.341        651.000
     07/11/1984       1564.805        658.000
     05/11/1985        760.311        665.000
     04/11/1986       1558.845        672.000
     01/11/1987        834.248        679.000
     27/10/1988       1124.137        686.000
     06/11/1989       1213.756        693.000
