ApsimVersion = 6.0
Title = MelliodoraW60
           Date            day            lai        stem_wt        leaf_wt             fw             fn           rain     irrigation             es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)         sw(11)         sw(12)       sw_dep()             ft      plantleaf      plantstem        plantla   plantbiomass           swsi         plants           slai          no3()          nh4()     root_depth         rlv(1)         rlv(2)         rlv(3)         rlv(4)         rlv(5)         rlv(6)         rlv(7)         rlv(8)         rlv(9)        rlv(10)        rlv(11)        rlv(12)             ep             eo            rtr          sw150           petr           peta          ffasw         height       ftcanopy      sw_demand      sw_supply         runoff     cum_stress            esw       fwcanopy             ga        biomass           fvpd
            (?)            (?)        (m2/m2)        (kg/ha)        (kg/ha)          (0-1)          (0-1)            (?)           (mm)           (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)          (0-1)            (?)            (?)            (?)            (?)            (?)          (/ha)        (m2/m2)        (kg/ha)        (kg/ha)             ()       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)           (mm)           (mm)            (?)            (?)             ()             ()          (0-1)           (mm)          (0-1)           (mm)           (mm)           (mm)            (d)           (mm)          (0-1)             ()        (kg/ha)          (0-1)
     21/08/1889            233          1.214         1474.6         1958.8          1.000          0.937          0.000          0.000          0.803          0.387          0.496          0.459          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1370.361          1.000          0.000          0.000          0.000          0.000          0.000      62477.414          0.000          186.8            7.6        640.031          0.046          0.037          0.013          0.011          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          1.058          3.456          0.000          0.000          0.239          0.819          1.000        574.302          0.725          1.058          1.148          0.000          3.623        180.861          0.172          0.047         3434.2          1.000
     21/08/1890            233          1.248         1563.1         2012.5          0.745          0.924          0.000          0.000          0.466          0.254          0.389          0.426          0.320          0.253          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1330.223          1.000          0.000          0.000          0.000          0.000          0.000      62474.617          0.004          170.9           18.6       1080.783          0.071          0.050          0.008          0.006          0.004          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.639          3.310          0.000          0.000          0.223          0.635          1.000        580.698          0.550          0.857          0.639          0.000          2.666        140.723          0.000          0.048         3581.7          1.000
     21/08/1891            233          0.836          836.0         1348.3          1.000          0.868          0.000          0.000          1.585          0.442          0.490          0.385          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1354.985          1.000          0.000          0.000          0.000          0.000          0.000      62492.742          0.000          170.9           24.4        437.231          0.071          0.041          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.612          3.399          0.000          0.000          0.115          0.498          1.000        515.145          0.350          0.612          0.842          0.000          2.482        165.485          0.750          0.045         2184.8          1.000
     21/08/1892            234          0.730          940.5         1176.9          0.252          1.000          0.000          0.000          0.531          0.222          0.366          0.382          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1302.935          1.000          0.000          0.000          0.000          0.000          0.000      62490.816          0.006          180.0           32.6        644.481          0.048          0.042          0.011          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.168          3.653          0.000          0.000          0.123          0.544          1.000        527.267          0.625          0.667          0.168          0.000         22.730        113.435          0.000          0.046         2126.7          1.000
     21/08/1893            233          0.868          916.6         1400.1          0.853          1.000          2.600          0.000          0.659          0.308          0.425          0.414          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1334.331          1.000          0.000          0.000          0.000          0.000          0.000      62491.277          0.002          191.1           34.6        666.333          0.041          0.042          0.026          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.617          3.399          0.000          0.000          0.144          0.579          1.000        524.692          0.950          0.723          0.617          0.000          5.050        144.831          0.000          0.046         2319.2          1.000
     21/08/1894            233          0.695          788.9         1121.4          0.399          1.000         11.500          0.000          0.342          0.219          0.388          0.385          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1306.813          1.000          0.000          0.000          0.000          0.000          0.000      62493.539          0.004          207.6           34.9        705.001          0.045          0.047          0.017          0.002          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.223          3.561          0.000          0.000          0.110          0.449          1.000        509.945          0.800          0.559          0.223          0.000         14.841        117.313          0.000          0.045         1917.4          1.000
     21/08/1895            233          0.182          256.0          293.3          0.026          1.000          0.000          0.000          3.029          0.192          0.320          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1289.801          1.000          0.000          0.000          0.000          0.000          0.000      62499.320          0.002          240.1           35.0        300.314          0.033          0.010          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.004          3.575          0.000          0.000          0.011          0.143          1.000        411.770          0.650          0.154          0.004          0.000         59.258        100.301          0.000          0.041          552.2          1.000
     21/08/1896            234          0.472          472.3          761.3          1.000          0.995          0.000          0.000          0.587          0.350          0.428          0.380          0.300          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1330.510          1.000          0.000          0.000          0.000          0.000          0.000      62497.684          0.000          250.3           38.8        334.834          0.049          0.042          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.388          3.619          0.000          0.000          0.056          0.332          1.000        461.642          0.525          0.388          0.527          0.000         17.435        141.009          0.711          0.043         1233.8          1.000
     21/08/1897            233          0.467          451.9          753.9          1.000          0.994          1.700          0.000          2.520          0.361          0.473          0.381          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1339.439          1.000          0.000          0.000          0.000          0.000          0.000      62497.879          0.000          266.9           42.7        367.220          0.027          0.041          0.002          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.391          3.590          0.000          0.000          0.055          0.335          1.000        457.110          0.775          0.391          0.640          0.000         24.432        149.939          1.000          0.043         1206.0          1.000
