Summary_file = p70N0c_h.sum
Title = p70N0
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1952            102     11/04/1952       1000.300              75.138            513.802         50.129          3.168          2.238          2.094          1.395          1.366          1.350          1.337          1.324          1.310          0.000          0.046          1.919          0.384          0.183         12.359         37.691       1322.722         417.105          0.151          0.232          0.250          0.262          0.271          0.279          0.289          0.297          0.300          0.300        462.781         79.647          0.134          0.134                 0.477                 0.273                 0.477             43          0.000       3961.081          0.381          1.966       1700.000         57.081          1.074          0.466          0.185          0.070          0.026          0.005          0.007          0.009          0.015          0.062         61.199          6.582              ?              ?              ?
           1953            108     18/04/1953        918.900              38.332            404.413         49.673          3.337          2.342          2.207          1.434          1.349          1.345          1.333          1.320          1.308          0.000          0.675          1.174          0.372          4.173        297.674         49.344       1318.484         448.104          0.220          0.284          0.292          0.298          0.299          0.300          0.300          0.300          0.301          0.301        499.231        111.231          0.608          0.608                 0.363                 0.187                 1.000             49          0.000       2929.386          0.303          1.501       1700.000         42.650          0.490          0.290          0.154          0.106          0.048          0.018          0.012          0.010          0.012          0.033         93.635          3.217              ?              ?              ?
           1954             97     07/04/1954        668.500              33.152            297.476         51.180          3.270          2.299          2.174          1.413          1.346          1.323          1.306          1.294          1.282          0.000          0.688          1.410          0.385          4.162        291.745         58.054       1314.576         352.566          0.195          0.257          0.269          0.278          0.285          0.291          0.296          0.299          0.300          0.300        482.018         94.499          0.493          0.493                 0.384                 0.208                 1.000             36          0.000       3636.334          0.371          1.798       1700.000         50.830          0.861          0.279          0.112          0.058          0.027          0.007          0.007          0.007          0.011          0.039        122.248          2.005              ?              ?              ?
           1955             92     02/04/1955       1006.700              82.078            495.193         54.418          3.351          2.324          2.195          1.377          1.298          1.285          1.271          1.261          1.251          0.000          0.759          1.419          0.427          4.504        320.167         65.723       1311.200         432.031          0.193          0.267          0.278          0.287          0.292          0.296          0.299          0.300          0.300          0.300        488.620        101.280          0.428          0.428                 0.386                 0.193                 1.000             32          0.000       2984.048          0.289          1.638       1700.000         36.873          0.842          0.259          0.119          0.068          0.032          0.011          0.007          0.007          0.011          0.063        150.324          5.476              ?              ?              ?
           1956             97     06/04/1956       1000.800              72.825            448.884         53.500          3.296          2.289          2.173          1.368          1.307          1.286          1.274          1.264          1.253          0.000          0.496          1.529          0.461          3.078        212.326         67.411       1307.468         446.862          0.199          0.271          0.281          0.289          0.293          0.296          0.299          0.300          0.300          0.300        490.570        102.708          0.120          0.120                 0.368                 0.218                 1.000             39         17.952       4391.997          0.451          2.475       1700.000         62.155          1.015          0.235          0.110          0.073          0.034          0.011          0.010          0.010          0.011          0.019        179.095          3.320              ?              ?              ?
           1957             91     01/04/1957       1059.200              58.843            513.279         57.128          3.164          2.220          2.127          1.324          1.257          1.253          1.243          1.234          1.225          0.000          0.727          1.504          0.445          4.698        308.719         73.178       1304.251         475.500          0.184          0.259          0.272          0.281          0.288          0.292          0.297          0.299          0.300          0.300        483.012         96.629          0.552          0.552                 0.383                 0.213                 0.997             33          0.000       3202.221          0.315          1.739       1700.000         42.541          0.933          0.272          0.117          0.070          0.037          0.015          0.010          0.010          0.012          0.027        204.670          5.212              ?              ?              ?
           1958            101     11/04/1958        816.000              67.283            367.294         54.402          3.206          2.259          2.147          1.348          1.301          1.272          1.259          1.249          1.238          0.000          0.471          2.238          0.548          3.022        201.731         73.969       1301.419         375.769          0.228          0.247          0.254          0.263          0.272          0.280          0.290          0.297          0.300          0.300        473.050         85.050          0.433          0.433                 0.355                 0.207                 1.000             43        241.950       4557.303          0.491          2.469       1700.000         66.691          1.557          0.358          0.139          0.071          0.030          0.010          0.006          0.008          0.013          0.047        232.299          5.556              ?              ?              ?
           1959            116     26/04/1959        797.300              34.868            324.359         55.761          3.187          2.266          2.143          1.344          1.285          1.269          1.262          1.251          1.241          0.000          0.691          2.301          0.385          4.367        304.845         80.355       1299.607         417.166          0.159          0.229          0.245          0.255          0.265          0.274          0.286          0.295          0.299          0.300        458.500         74.574          1.125          1.125                 0.361                 0.200                 0.990             55          5.404       4004.121          0.381          1.986       1700.000         56.633          1.501          0.320          0.155          0.079          0.037          0.015          0.013          0.008          0.017          0.155        256.721          7.375              ?              ?              ?
           1960             92     01/04/1960        663.400              30.198            299.726         58.587          3.192          2.247          2.139          1.305          1.252          1.237          1.219          1.211          1.202          0.000          0.945          1.683          0.444          5.984        425.546         85.029       1298.354         320.591          0.190          0.266          0.278          0.287          0.292          0.295          0.299          0.300          0.300          0.300        487.757        100.796          2.412          2.412                 0.396                 0.213                 1.000             32          0.000       3610.093          0.365          1.888       1700.000         49.329          1.087          0.269          0.117          0.066          0.035          0.018          0.010          0.008          0.013          0.059        277.027          2.765              ?              ?              ?
           1961             85     26/03/1961        989.300              40.986            455.362         58.961          3.403          2.309          2.214          1.315          1.241          1.211          1.200          1.194          1.186          0.000          0.575          1.988          0.761          3.598        250.933         80.972       1295.905         438.856          0.259          0.288          0.294          0.297          0.298          0.299          0.300          0.300          0.300          0.300        503.073        115.073          0.193          0.193                 0.368                 0.222                 1.000             29         85.704       4633.111          0.482          2.816       1700.000         66.733          1.311          0.309          0.153          0.105          0.044          0.015          0.008          0.007          0.009          0.028        298.841          3.375              ?              ?              ?
           1962             97     07/04/1962        869.300              45.478            351.300         59.190          3.302          2.271          2.192          1.312          1.238          1.214          1.202          1.194          1.186          0.000          0.621          2.170          0.607          4.162        269.603         84.045       1293.945         451.717          0.246          0.281          0.290          0.296          0.298          0.300          0.300          0.300          0.300          0.300        500.648        112.649          0.524          0.524                 0.372                 0.208                 0.995             39          0.000       3955.686          0.391          2.208       1700.000         51.839          1.307          0.309          0.156          0.095          0.037          0.018          0.010          0.008          0.023          0.207        321.538          4.135              ?              ?              ?
           1963             95     05/04/1963       1055.400             133.855            536.216         61.948          3.318          2.261          2.188          1.277          1.205          1.187          1.178          1.173          1.167          0.000          0.691          2.038          0.525          4.573        300.625         85.449       1292.485         395.404          0.218          0.280          0.285          0.285          0.282          0.286          0.293          0.298          0.300          0.300        487.099         99.099          0.365          0.365                 0.386                 0.215                 1.000             33          0.000       3846.372          0.386          2.106       1700.000         51.204          1.404          0.327          0.129          0.080          0.038          0.008          0.006          0.006          0.010          0.029        338.974          5.319              ?              ?              ?
           1964            102     11/04/1964        670.000              38.104            259.163         60.717          3.127          2.211          2.133          1.272          1.212          1.198          1.189          1.182          1.174          0.000          1.170          1.764          0.364          7.641        503.324         94.973       1292.414         346.812          0.142          0.224          0.244          0.256          0.267          0.275          0.287          0.296          0.299          0.300        457.154         74.921          2.917          2.917                 0.352                 0.190                 0.996             47          0.000       3206.881          0.311          1.497       1700.000         49.227          1.054          0.313          0.152          0.088          0.039          0.012          0.009          0.008          0.014          0.074        357.233          2.195              ?              ?              ?
           1965            106     16/04/1965        903.200              91.364            477.710         62.971          3.226          2.255          2.154          1.266          1.202          1.188          1.177          1.171          1.165          0.000          1.091          2.326          0.391          6.882        478.645         95.658       1291.858         359.636          0.153          0.230          0.247          0.257          0.266          0.274          0.285          0.294          0.299          0.300        458.152         74.848          1.923          1.923                 0.386                 0.203                 1.000             46          0.000       2889.921          0.276          1.406       1700.000         40.083          1.470          0.310          0.136          0.074          0.041          0.016          0.009          0.006          0.017          0.246        372.790          7.145              ?              ?              ?
           1966            103     13/04/1966        830.000              37.474            399.632         62.598          3.262          2.249          2.159          1.240          1.198          1.179          1.170          1.164          1.158          0.000          0.961          1.588          0.765          6.030        426.039         93.315       1291.081         352.696          0.251          0.292          0.298          0.300          0.301          0.302          0.303          0.303          0.304          0.304        507.508        119.508          1.043          1.043                 0.378                 0.243                 1.000             41          0.000       3958.287          0.388          2.216       1700.000         50.362          0.811          0.287          0.184          0.160          0.063          0.024          0.012          0.008          0.010          0.030        387.793          4.790              ?              ?              ?
           1967            127     07/05/1967        841.400              47.681            402.396         60.761          3.238          2.228          2.121          1.254          1.209          1.191          1.183          1.177          1.170          0.000          0.674          2.432          0.486          4.350        295.667         92.677       1290.287         412.908          0.156          0.234          0.251          0.263          0.272          0.279          0.289          0.295          0.299          0.300        463.691         80.114          1.452          1.452                 0.353                 0.211                 0.995             68        382.832       4745.462          0.477          2.460       1700.000         74.740          1.761          0.264          0.105          0.053          0.024          0.007          0.004          0.006          0.017          0.191        405.091          9.956              ?              ?              ?
           1968            108     17/04/1968        654.300              41.350            252.020         62.272          3.315          2.271          2.168          1.233          1.163          1.158          1.161          1.156          1.149          0.000          1.191          2.087          0.372          7.935        586.994         98.369       1290.241         352.015          0.153          0.229          0.246          0.258          0.267          0.276          0.287          0.295          0.300          0.300        459.234         75.937          6.022          6.022                 0.387                 0.202                 0.996             50          0.000       3025.867          0.293          1.468       1700.000         43.902          1.330          0.285          0.126          0.093          0.047          0.023          0.014          0.008          0.017          0.143        418.652          2.467              ?              ?              ?
           1969             87     28/03/1969        654.000              19.071            245.240         64.691          3.415          2.292          2.192          1.232          1.173          1.146          1.133          1.129          1.124          0.000          0.964          2.178          0.564          6.174        449.326         95.100       1289.499         367.106          0.283          0.288          0.287          0.293          0.296          0.298          0.300          0.300          0.300          0.300        503.132        115.132          0.547          0.547                 0.386                 0.229                 0.997             31        198.186       3950.696          0.417          2.318       1700.000         54.142          1.523          0.289          0.102          0.056          0.026          0.012          0.008          0.006          0.016          0.142        430.781          3.891              ?              ?              ?
           1970            105     15/04/1970        970.700              60.253            434.190         63.414          3.250          2.215          2.134          1.223          1.173          1.148          1.137          1.132          1.127          0.000          0.817          2.989          0.467          5.339        374.669         98.771       1289.364         464.763          0.237          0.219          0.228          0.235          0.244          0.255          0.274          0.289          0.297          0.300        447.459         59.459          0.447          0.447                 0.352                 0.191                 1.000             46          0.000       3751.688          0.381          1.877       1700.000         54.073          2.035          0.289          0.116          0.072          0.037          0.012          0.008          0.008          0.037          0.374        445.814          8.137              ?              ?              ?
           1971             87     28/03/1971        706.200              47.340            307.485         66.404          3.193          2.192          2.116          1.188          1.138          1.127          1.120          1.115          1.111          0.000          1.096          1.952          0.458          6.831        484.284        100.322       1289.264         349.725          0.171          0.251          0.265          0.276          0.283          0.288          0.295          0.299          0.300          0.300        476.794         91.676          2.464          2.464                 0.386                 0.208                 0.997             29          0.000       3580.905          0.346          1.810       1700.000         49.266          1.367          0.275          0.110          0.073          0.038          0.014          0.007          0.007          0.011          0.051        456.333          3.393              ?              ?              ?
           1972             91     31/03/1972        913.200              78.462            384.483         66.015          3.198          2.184          2.106          1.183          1.140          1.119          1.113          1.109          1.105          0.000          0.831          2.142          0.581          5.225        371.019         97.412       1288.844         408.313          0.288          0.301          0.306          0.306          0.306          0.306          0.306          0.306          0.306          0.306        517.838        129.838          0.784          0.784                 0.369                 0.205                 0.999             31        466.854       4258.595          0.495          2.326       1700.000         64.668          0.712          0.470          0.335          0.330          0.155          0.066          0.028          0.014          0.010          0.022        467.839          2.687              ?              ?              ?
           1973            101     11/04/1973        636.100              18.088            229.611         64.195          3.216          2.222          2.147          1.223          1.153          1.137          1.129          1.123          1.118          0.000          0.785          2.302          0.514          4.900        360.405         93.435       1287.899         343.574          0.221          0.258          0.269          0.279          0.285          0.290          0.296          0.299          0.300          0.300        484.583         96.583          6.162          6.162                 0.343                 0.224                 0.975             47          0.000       4279.237          0.444          2.308       1700.000         64.860          1.621          0.233          0.100          0.063          0.034          0.016          0.006          0.008          0.026          0.195        480.638          4.046              ?              ?              ?
           1974             98     08/04/1974       1186.900              71.762            616.215         67.029          3.433          2.253          2.174          1.188          1.123          1.098          1.101          1.099          1.096          0.000          0.898          1.737          0.714          5.651        393.223         92.753       1287.122         480.433          0.228          0.280          0.289          0.296          0.298          0.299          0.300          0.300          0.300          0.300        498.158        110.158          0.086          0.086                 0.390                 0.230                 1.000             38          0.000       3247.550          0.316          2.045       1700.000         39.341          1.325          0.191          0.072          0.049          0.029          0.018          0.012          0.005          0.008          0.029        490.578          6.623              ?              ?              ?
           1975             87     28/03/1975       1165.200             151.564            557.791         67.916          3.290          2.196          2.132          1.180          1.137          1.109          1.096          1.093          1.089          0.000          0.676          1.880          0.472          4.547        297.693         89.950       1286.143         443.932          0.184          0.261          0.274          0.283          0.289          0.293          0.298          0.300          0.300          0.300        484.357         97.946          0.224          0.224                 0.379                 0.220                 1.000             29        162.500       4075.123          0.408          2.340       1700.000         53.432          1.432          0.204          0.081          0.055          0.031          0.014          0.009          0.006          0.010          0.037        499.229          7.940              ?              ?              ?
           1976            103     12/04/1976        801.900              33.157            310.125         66.572          3.418          2.265          2.175          1.194          1.136          1.113          1.102          1.098          1.094          0.000          0.536          1.709          0.639          3.608        242.700         83.259       1284.160         407.220          0.274          0.295          0.302          0.301          0.299          0.296          0.299          0.300          0.300          0.300        506.288        118.288          0.329          0.329                 0.357                 0.209                 1.000             43        145.620       4553.067          0.482          2.665       1700.000         67.096          1.072          0.343          0.110          0.050          0.021          0.010          0.006          0.005          0.010          0.082        509.121          3.508              ?              ?              ?
           1977            112     22/04/1977       1122.500             122.546            548.427         66.040          3.367          2.258          2.173          1.194          1.134          1.114          1.107          1.103          1.098          0.000          0.684          1.870          0.446          4.605        302.767         84.795       1282.689         451.409          0.186          0.258          0.270          0.278          0.284          0.289          0.296          0.299          0.300          0.300        480.587         93.995          0.179          0.179                 0.360                 0.212                 0.993             51         48.368       4223.183          0.411          2.358       1700.000         52.636          1.472          0.177          0.076          0.050          0.031          0.016          0.011          0.008          0.010          0.019        518.650          4.533              ?              ?              ?
           1978             97     07/04/1978       1159.600              78.683            620.004         66.682          3.488          2.287          2.197          1.191          1.128          1.101          1.092          1.089          1.085          0.000          0.490          1.960          0.598          3.286        218.869         78.325       1280.219         420.237          0.225          0.286          0.293          0.298          0.298          0.298          0.298          0.299          0.300          0.300        498.764        110.764          0.089          0.089                 0.371                 0.224                 1.000             40        505.512       4701.320          0.539          2.872       1700.000         67.929          1.393          0.299          0.109          0.064          0.030          0.014          0.008          0.009          0.013          0.020        526.909          4.989              ?              ?              ?
           1979            108     18/04/1979        678.800              19.704            233.498         66.891          3.272          2.213          2.142          1.182          1.125          1.098          1.093          1.089          1.085          0.000          0.859          1.771          0.397          5.882        398.349         85.503       1279.371         396.234          0.215          0.265          0.276          0.284          0.290          0.294          0.298          0.300          0.300          0.300        488.863        100.863          1.554          1.554                 0.354                 0.183                 0.999             49          0.000       3318.194          0.345          1.650       1700.000         48.942          1.267          0.183          0.071          0.048          0.029          0.016          0.012          0.006          0.014          0.124        535.144          3.215              ?              ?              ?
           1980             82     22/03/1980        661.100              25.791            296.393         69.194          3.293          2.209          2.127          1.158          1.116          1.089          1.077          1.074          1.070          0.000          0.841          1.864          0.429          5.367        369.614         85.776       1278.204         341.487          0.191          0.266          0.277          0.285          0.290          0.294          0.298          0.300          0.300          0.300        486.702         99.622          1.209          1.209                 0.381                 0.207                 1.000             27          0.000       3480.517          0.345          1.900       1700.000         46.495          1.245          0.214          0.094          0.059          0.030          0.015          0.009          0.006          0.018          0.175        541.449          4.804              ?              ?              ?
           1981             87     28/03/1981       1027.800              81.742            503.099         68.721          3.367          2.219          2.139          1.153          1.106          1.080          1.074          1.071          1.068          0.000          0.723          1.802          0.469          4.702        317.370         85.145       1276.929         430.292          0.196          0.269          0.280          0.287          0.292          0.295          0.298          0.300          0.300          0.300        488.883        101.240          0.277          0.277                 0.358                 0.217                 1.000             29          0.000       3884.282          0.390          2.270       1700.000         52.519          1.385          0.196          0.083          0.055          0.029          0.013          0.007          0.007          0.009          0.017        548.878          2.884              ?              ?              ?
           1982             92     02/04/1982        781.000              53.091            324.060         68.828          3.181          2.167          2.094          1.147          1.108          1.082          1.075          1.072          1.068          0.000          0.680          1.887          0.436          4.541        296.168         86.748       1275.782         357.605          0.173          0.248          0.262          0.272          0.280          0.286          0.294          0.298          0.300          0.300        474.274         88.949          1.220          1.220                 0.349                 0.200                 1.000             35          0.000       4137.694          0.419          2.101       1700.000         61.281          1.378          0.225          0.090          0.051          0.029          0.011          0.006          0.006          0.012          0.079        555.303          3.058              ?              ?              ?
           1983             99     09/04/1983        492.900               7.669            116.367         67.834          3.155          2.163          2.105          1.153          1.104          1.084          1.078          1.074          1.071          0.000          0.726          2.284          0.459          4.638        315.062         90.071       1275.013         334.193          0.165          0.246          0.262          0.273          0.281          0.287          0.294          0.298          0.300          0.300        473.948         89.490          6.009          6.009                 0.328                 0.198                 0.977             45        622.725       3747.104          0.422          2.141       1700.000         56.504          1.616          0.234          0.087          0.057          0.034          0.014          0.006          0.006          0.026          0.204        562.629          2.398              ?              ?              ?
           1984            108     17/04/1984        627.200              16.556            211.337         68.198          3.249          2.195          2.123          1.161          1.106          1.076          1.076          1.072          1.068          0.000          0.511          1.783          0.502          3.448        252.497         82.981       1273.355         356.806          0.186          0.263          0.274          0.283          0.288          0.292          0.297          0.299          0.300          0.300        484.365         97.720          2.422          2.422                 0.350                 0.210                 0.989             51         99.894       4477.438          0.464          2.563       1700.000         66.572          1.335          0.179          0.070          0.045          0.026          0.014          0.013          0.007          0.012          0.082        569.034          3.786              ?              ?              ?
           1985             95     05/04/1985       1049.100              47.534            556.328         68.865          3.409          2.224          2.154          1.142          1.087          1.079          1.064          1.062          1.059          0.000          0.741          1.775          0.456          4.997        336.886         83.739       1271.907         432.815          0.194          0.269          0.280          0.287          0.292          0.295          0.299          0.300          0.300          0.300        488.811        101.444          0.265          0.265                 0.371                 0.200                 1.000             38          0.000       3621.721          0.361          1.946       1700.000         49.604          1.349          0.180          0.074          0.062          0.039          0.022          0.013          0.008          0.010          0.018        574.769          3.504              ?              ?              ?
           1986            107     17/04/1986        931.300              58.532            464.828         69.290          3.339          2.206          2.129          1.153          1.111          1.072          1.064          1.061          1.058          0.000          0.692          1.868          0.399          4.538        307.485         82.269       1270.381         403.958          0.187          0.258          0.270          0.279          0.286          0.290          0.296          0.299          0.300          0.300        481.503         94.847          0.307          0.307                 0.355                 0.206                 1.000             49          0.000       3822.128          0.381          2.025       1700.000         54.457          1.416          0.193          0.078          0.048          0.029          0.015          0.007          0.006          0.009          0.067        580.244          6.872              ?              ?              ?
           1987             95     05/04/1987        650.000              30.242            263.074         69.276          3.212          2.165          2.114          1.142          1.098          1.069          1.061          1.059          1.055          0.000          0.833          1.901          0.417          5.390        367.285         86.509       1269.455         310.990          0.208          0.278          0.287          0.293          0.295          0.297          0.299          0.300          0.300          0.300        494.136        106.136          2.368          2.368                 0.357                 0.202                 0.988             42        109.413       3387.353          0.360          1.787       1700.000         51.953          1.313          0.207          0.094          0.068          0.034          0.016          0.007          0.005          0.016          0.141        585.512          3.916              ?              ?              ?
           1988             95     04/04/1988        914.300              88.582            507.582         70.228          3.329          2.210          2.139          1.146          1.093          1.066          1.060          1.056          1.053          0.000          0.551          1.973          0.402          3.526        244.091         79.613       1267.405         309.276          0.220          0.260          0.272          0.280          0.286          0.291          0.296          0.299          0.300          0.300        485.713         97.713          0.905          0.905                 0.342                 0.205                 1.000             39          0.000       4236.713          0.431          2.398       1700.000         60.811          1.582          0.170          0.072          0.050          0.028          0.014          0.008          0.007          0.010          0.032        590.434          7.866              ?              ?              ?
