Summary_file = p0N75c_h.sum
Title = p0N75
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1952            104     13/04/1952       1000.300              77.667            489.787          3.932          2.571          2.011          1.932          1.345          1.368          1.353          1.340          1.328          1.314          0.000          0.046         11.872          0.431          0.280         13.990         37.937       1322.883         429.891          0.156          0.244          0.265          0.278          0.287          0.293          0.298          0.300          0.300          0.300        477.874         94.248          0.148          0.148                 0.481                 0.481                 0.266             45       1121.406       3846.950          0.265          6.185       1700.000         60.238          1.382          2.005          0.908          0.498          0.275          0.155          0.431          0.907          1.816          3.495         39.920         60.157              ?              ?              ?
           1953            109     19/04/1953        918.900              42.754            386.264          4.044          2.390          1.965          1.935          1.349          1.373          1.353          1.335          1.323          1.310          0.000          0.032         36.534          0.504          0.932         24.472         50.825       1319.435         456.673          0.217          0.283          0.292          0.299          0.300          0.300          0.300          0.300          0.300          0.301        499.340        111.340          0.000          0.000                 0.367                 0.364                 0.237             49       1320.948       3837.908          0.303          6.238       1700.000         57.090          2.593          1.961          1.970          4.529          5.144          5.166          4.771          4.141          3.449          2.809         39.273         40.907              ?              ?              ?
           1954            100     10/04/1954        668.500              34.787            277.177          3.508          2.393          1.954          1.933          1.335          1.358          1.333          1.313          1.301          1.288          0.000          0.041         49.080          0.440          2.039         44.814         54.645       1315.414         363.409          0.202          0.264          0.277          0.287          0.294          0.298          0.300          0.300          0.300          0.300        490.235        102.235          0.015          0.015                 0.390                 0.388                 0.269             39       1118.760       3548.795          0.269          5.690       1700.000         53.015          4.956          2.634          2.412          5.881          7.234          7.250          6.510          5.275          4.001          2.927         38.707         43.224              ?              ?              ?
           1955             95     05/04/1955       1006.700              83.235            481.091          3.984          2.329          1.930          1.917          1.290          1.313          1.292          1.277          1.267          1.256          0.000          0.036         22.082          0.481          1.758         40.170         53.851       1310.568         429.501          0.191          0.268          0.280          0.290          0.296          0.299          0.300          0.300          0.300          0.300        490.804        103.654          0.000          0.000                 0.394                 0.392                 0.302             35       1247.753       3987.141          0.302          6.355       1700.000         60.216          3.849          2.524          1.908          2.152          1.433          1.053          1.254          1.745          2.531          3.635         38.310         58.441              ?              ?              ?
           1956            102     11/04/1956       1005.400              70.909            435.396          4.741          2.322          1.920          1.920          1.300          1.325          1.301          1.282          1.272          1.261          0.000          0.025         35.217          0.476          1.090         25.969         58.291       1306.813         468.854          0.196          0.271          0.282          0.291          0.296          0.299          0.300          0.300          0.300          0.300        492.251        104.676          0.000          0.000                 0.379                 0.376                 0.310             44       1467.673       4254.460          0.347          6.472       1700.000         64.840          2.412          1.525          1.562          3.594          4.149          4.528          4.671          4.581          4.303          3.892         37.879         53.467              ?              ?              ?
           1957             97     07/04/1957       1059.200              62.980            489.245          4.547          2.380          1.920          1.916          1.271          1.298          1.274          1.254          1.244          1.235          0.000          0.024         37.931          0.504          1.035         25.210         63.716       1303.822         483.465          0.188          0.264          0.278          0.289          0.295          0.299          0.300          0.300          0.300          0.300        489.612        102.831          0.000          0.000                 0.399                 0.396                 0.331             38       1260.294       3570.670          0.288          5.549       1700.000         52.653          2.814          2.155          2.082          4.513          4.896          4.866          4.629          4.320          3.998          3.657         37.419         52.724              ?              ?              ?
           1958            102     12/04/1958        811.400              68.363            347.639          5.231          2.474          1.976          1.951          1.287          1.306          1.280          1.262          1.252          1.241          0.000          0.016         41.998          0.656          0.571         14.764         62.007       1300.250         387.444          0.235          0.265          0.272          0.282          0.290          0.295          0.300          0.300          0.300          0.300        490.352        102.352          0.000          0.000                 0.362                 0.359                 0.288             43       1300.442       4003.625          0.304          6.370       1700.000         59.942          4.465          2.270          1.734          4.010          5.047          5.358          5.491          5.132          4.565          3.926         37.198         53.113              ?              ?              ?
           1959            118     28/04/1959        797.300              36.068            335.484          4.829          2.606          2.043          1.983          1.295          1.303          1.281          1.265          1.255          1.244          0.000          0.021         38.480          0.581          0.833         21.057         68.316       1298.138         425.125          0.144          0.229          0.250          0.263          0.273          0.281          0.288          0.295          0.300          0.300        462.419         80.040          0.000          0.000                 0.365                 0.362                 0.249             57        912.811       3764.785          0.231          6.301       1700.000         59.209          5.374          3.132          2.919          4.813          3.960          3.156          3.603          3.837          3.925          3.763         37.209         48.698              ?              ?              ?
           1960             99     08/04/1960        663.400              31.641            286.167          4.312          2.414          1.942          1.923          1.247          1.272          1.244          1.230          1.222          1.212          0.000          0.034         44.695          0.520          1.820         41.934         75.121       1296.820         329.447          0.186          0.267          0.281          0.291          0.298          0.300          0.300          0.300          0.300          0.300        491.115        104.482          0.059          0.059                 0.410                 0.408                 0.240             39       1160.637       3822.540          0.272          6.289       1700.000         58.632          4.191          2.885          2.711          6.034          6.597          5.991          5.384          4.500          3.594          2.807         36.928         42.899              ?              ?              ?
           1961             86     27/03/1961        990.100              44.668            442.939          5.316          2.326          1.889          1.903          1.220          1.246          1.221          1.204          1.196          1.188          0.000          0.019         37.638          0.828          0.825         19.735         68.310       1293.878         456.559          0.245          0.287          0.294          0.299          0.300          0.300          0.300          0.300          0.300          0.301        502.646        114.646          0.000          0.000                 0.377                 0.374                 0.258             30       1619.893       4419.234          0.382          7.024       1700.000         68.121          4.420          2.758          2.461          4.077          3.979          4.073          4.176          4.150          3.947          3.598         36.695         59.712              ?              ?              ?
