APSIM output file, version = 5.4
Title = p20N150
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1976            103     12/04/1976        733.700              40.008            199.199         13.119          2.717          2.027          1.905          1.120          1.125          1.118          1.114          1.117          1.113          0.000          0.037          4.510          0.488          0.227         11.255         34.764       1320.514         356.068          0.283          0.297          0.302          0.302          0.302          0.302          0.302          0.301          0.301          0.300        510.098        122.098          0.050          0.050                 0.472                 0.472                 0.912             43       5317.456      12083.502          1.177         15.347       1700.000        170.136          1.384          1.070          0.587          0.309          0.081          0.002          0.009          0.048          0.227          0.792         41.929         25.770              ?              ?              ?
           1977            113     23/04/1977       1122.500             142.305            469.927         12.167          2.658          2.066          2.032          1.189          1.047          1.060          1.094          1.158          1.128          0.000          0.066         16.295          0.741          2.064         62.858         71.624       1318.543         425.548          0.181          0.262          0.274          0.282          0.287          0.291          0.296          0.299          0.300          0.300        482.938         96.810          0.000          0.000                 0.362                 0.359                 0.928             52       5565.028      10682.185          1.083         13.979       1700.000        123.568          4.406          1.666          0.910          0.892          0.694          0.596          0.861          1.331          1.993          2.947         44.427         73.627              ?              ?              ?
           1978             97     07/04/1978       1159.600             107.528            505.476         12.739          2.631          2.038          2.037          1.246          1.255          1.215          1.173          1.130          1.111          0.000          0.044          9.193          0.917          1.300         40.449         71.909       1315.763         387.436          0.245          0.287          0.294          0.299          0.300          0.300          0.300          0.300          0.300          0.301        502.612        114.612          0.000          0.000                 0.372                 0.370                 0.953             40       6145.714      13105.671          1.369         16.985       1700.000        171.886          4.078          1.873          1.012          0.814          0.405          0.224          0.158          0.138          0.166          0.325         47.069         51.803              ?              ?              ?
           1979            112     22/04/1979        678.800              18.340            188.072         15.668          2.784          2.103          2.102          1.312          1.306          1.262          1.214          1.158          1.121          0.000          0.104         62.879          0.794          3.818        119.714        109.746       1318.035         392.237          0.196          0.256          0.265          0.270          0.267          0.268          0.277          0.287          0.295          0.299        464.426         76.786          0.081          0.081                 0.361                 0.358                 0.895             52       3327.113       8526.467          0.714         11.690       1700.000        101.429         15.444         11.494         10.770         12.573          5.187          1.995          1.498          1.360          1.289          1.269         49.353         18.301              ?              ?              ?
           1980             85     25/03/1980        661.100              25.662            252.364         16.108          2.745          2.081          2.066          1.229          1.217          1.189          1.150          1.114          1.094          0.000          0.087         61.821          0.849          3.680        109.561        114.908       1319.302         329.531          0.186          0.259          0.270          0.276          0.273          0.243          0.257          0.279          0.293          0.298        455.451         68.898          0.047          0.047                 0.391                 0.388                 0.881             30       3477.904       8401.077          0.796         12.150       1700.000        116.490         13.956         11.179         10.158         11.009          4.881          1.833          1.971          2.101          2.285          2.446         51.834         36.841              ?              ?              ?
           1981             88     29/03/1981       1027.800             124.235            390.922         15.723          2.633          2.013          2.002          1.210          1.216          1.189          1.155          1.107          1.096          0.000          0.049         35.790          1.175          1.774         52.473        123.738       1323.044         398.352          0.298          0.303          0.306          0.306          0.306          0.306          0.306          0.306          0.306          0.306        519.137        131.137          0.000          0.000                 0.362                 0.360                 0.981             30       5121.600      12754.103          1.362         15.637       1700.000        143.578          2.541          2.253          2.088          3.358          3.159          3.498          4.356          4.938          4.981          4.618         54.153         60.224              ?              ?              ?
           1982             92     02/04/1982        781.000              69.834            224.164         16.028          2.743          2.080          2.065          1.256          1.245          1.215          1.158          1.123          1.101          0.000          0.089         37.491          0.848          2.888        112.217        134.457       1326.619         341.473          0.173          0.251          0.265          0.274          0.278          0.279          0.284          0.293          0.298          0.300        470.211         84.944          0.422          0.422                 0.350                 0.347                 0.919             35       3912.714       9960.771          0.838         14.325       1700.000        142.805          9.326          5.504          5.254          7.591          4.186          1.809          1.106          0.859          0.862          0.995         56.577         26.629              ?              ?              ?
           1983             98     08/04/1983        492.900               7.567            100.373         21.128          2.967          2.183          2.189          1.309          1.264          1.233          1.173          1.128          1.105          0.000          0.051        106.514          1.130          1.830         59.689        141.008       1331.272         329.167          0.142          0.230          0.244          0.245          0.225          0.229          0.260          0.281          0.294          0.299        428.125         45.899          0.198          0.198                 0.324                 0.323                 0.902             45       3117.840       7481.307          0.660         10.807       1700.000        102.236         34.139         22.688         18.458         18.176          5.806          2.376          1.728          1.254          1.010          0.880         59.651         13.100              ?              ?              ?
           1984            112     21/04/1984        627.200              18.344            133.672         18.073          2.686          2.073          2.067          1.279          1.272          1.241          1.177          1.126          1.110          0.000          0.039         85.407          0.961          1.577         46.574        119.539       1332.565         349.712          0.176          0.255          0.268          0.277          0.283          0.288          0.295          0.299          0.300          0.300        478.215         92.645          0.023          0.023                 0.356                 0.354                 0.922             54       4904.262       9771.685          1.030         12.819       1700.000        113.654         11.467          9.799         12.150         22.466         14.416          6.906          3.437          2.131          1.469          1.166         63.378         27.065              ?              ?              ?
           1985             95     05/04/1985       1049.100              54.937            453.007         15.466          2.651          2.004          2.024          1.222          1.215          1.169          1.123          1.107          1.093          0.000          0.046         15.214          0.841          1.615         50.519        114.466       1334.243         394.214          0.213          0.276          0.285          0.293          0.296          0.298          0.300          0.300          0.300          0.300        494.677        106.677          0.000          0.000                 0.375                 0.372                 0.921             38       5497.305      12654.212          1.221         15.911       1700.000        171.241          6.728          1.689          1.030          1.078          0.638          0.358          0.286          0.349          0.791          2.269         65.887         73.277              ?              ?              ?
           1986            107     17/04/1986        931.300              61.632            388.993         16.026          2.739          2.055          2.061          1.259          1.254          1.205          1.174          1.125          1.098          0.000          0.057         22.030          0.875          1.908         57.012        116.444       1336.754         385.281          0.189          0.258          0.269          0.275          0.274          0.258          0.260          0.280          0.293          0.298        459.316         72.456          0.000          0.000                 0.355                 0.353                 0.938             49       5070.645      11695.363          1.106         16.193       1700.000        162.529          7.570          2.367          1.735          1.778          0.936          0.536          0.665          0.919          1.677          3.847         68.199         76.420              ?              ?              ?
           1987             95     05/04/1987        650.000              31.491            212.141         18.807          2.819          2.095          2.145          1.288          1.271          1.235          1.175          1.126          1.094          0.000          0.060         59.240          1.008          2.309         64.504        138.929       1341.276         299.013          0.210          0.272          0.276          0.269          0.221          0.227          0.259          0.281          0.294          0.299        445.659         57.659          0.069          0.069                 0.356                 0.354                 0.895             43       3100.009       8564.800          0.764         13.377       1700.000        132.893         12.105          8.621          8.342         12.280          5.811          3.367          2.856          2.263          1.905          1.691         70.442         34.323              ?              ?              ?
