APSIM output file, version = 5.3
Title = p10N50
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1952            103     12/04/1952       1000.300              74.902            490.454          9.798          2.797          2.043          1.918          1.125          1.134          1.126          1.122          1.118          1.111          0.000          0.049          2.213          0.407          0.249         14.677         37.716       1322.726         409.948          0.138          0.229          0.251          0.264          0.273          0.280          0.289          0.296          0.300          0.300        462.120         80.344          0.118          0.118                 0.479                 0.383                 0.875             44       2470.058       6732.642          0.548          5.422       1700.000        107.227          0.991          0.456          0.190          0.065          0.020          0.001          0.001          0.007          0.044          0.437         40.877         31.289              ?              ?              ?
           1953            108     18/04/1953        918.900              47.270            372.911          7.511          2.553          1.999          1.943          1.109          1.054          1.067          1.112          1.126          1.116          0.000          0.109          1.779          0.534          2.126        119.634         57.474       1319.504         429.748          0.220          0.285          0.293          0.298          0.300          0.300          0.300          0.300          0.301          0.301        499.830        111.830          0.154          0.154                 0.364                 0.314                 0.888             49       2323.662       6095.619          0.549          5.366       1700.000         95.596          0.912          0.349          0.184          0.130          0.061          0.028          0.026          0.019          0.019          0.050         41.996          7.357              ?              ?              ?
           1954             97     07/04/1954        668.500              40.825            255.590          8.424          2.599          1.995          1.969          1.197          1.183          1.168          1.137          1.118          1.109          0.000          0.094          2.303          0.515          2.143        108.387         69.083       1316.789         343.833          0.207          0.263          0.275          0.284          0.291          0.295          0.299          0.300          0.300          0.300        488.427        100.427          0.107          0.107                 0.384                 0.359                 0.865             36       2426.913       6430.137          0.554          6.467       1700.000         94.098          1.595          0.285          0.119          0.073          0.044          0.024          0.027          0.016          0.022          0.098         42.875          7.620              ?              ?              ?
           1955             92     02/04/1955       1006.700              84.054            471.913          8.771          2.494          1.959          1.947          1.178          1.193          1.165          1.127          1.107          1.099          0.000          0.072          2.440          0.572          1.786         81.157         73.039       1314.066         398.353          0.200          0.269          0.280          0.289          0.294          0.297          0.299          0.300          0.300          0.300        490.932        102.932          0.015          0.015                 0.386                 0.332                 0.904             32       3070.690       7382.880          0.692          6.455       1700.000        107.586          1.517          0.272          0.125          0.077          0.041          0.022          0.022          0.018          0.031          0.316         43.903         28.222              ?              ?              ?
           1956             98     07/04/1956       1002.100              82.356            410.570          8.834          2.480          1.956          1.969          1.201          1.191          1.168          1.133          1.112          1.104          0.000          0.079          2.201          0.564          1.794         89.819         77.084       1311.593         441.736          0.215          0.272          0.283          0.291          0.295          0.298          0.300          0.300          0.300          0.300        493.762        105.762          0.060          0.060                 0.369                 0.348                 0.898             41       2831.538       7066.488          0.667          7.112       1700.000        106.134          1.499          0.259          0.126          0.097          0.057          0.033          0.032          0.021          0.021          0.056         44.988         12.667              ?              ?              ?
           1957             96     06/04/1957       1058.200              68.902            469.275          9.847          2.540          1.954          1.959          1.195          1.210          1.174          1.129          1.105          1.097          0.000          0.083          4.449          0.612          2.230        100.933         81.244       1309.456         471.690          0.200          0.258          0.272          0.282          0.289          0.294          0.298          0.300          0.300          0.300        485.522         97.563          0.083          0.083                 0.393                 0.386                 0.862             37       2435.501       5715.373          0.528          6.573       1700.000         76.403          1.627          0.973          0.517          0.429          0.270          0.163          0.121          0.075          0.074          0.200         46.038         20.884              ?              ?              ?
           1958            101     11/04/1958        815.700              78.107            328.122         10.765          2.680          2.024          1.996          1.199          1.209          1.172          1.129          1.113          1.105          0.000          0.051          3.806          0.723          1.344         56.524         77.737       1307.293         372.527          0.231          0.252          0.262          0.273          0.281          0.287          0.293          0.298          0.300          0.300        480.986         92.986          0.029          0.029                 0.359                 0.342                 0.887             43       2576.432       7014.621          0.584          7.809       1700.000        106.575          2.502          0.481          0.190          0.115          0.061          0.032          0.029          0.020          0.059          0.319         47.385         23.180              ?              ?              ?
           1959            117     27/04/1959        797.300              35.191            315.590         11.553          2.822          2.106          2.052          1.230          1.218          1.185          1.143          1.123          1.111          0.000          0.055          4.087          0.649          1.657         63.203         87.968       1306.776         417.369          0.129          0.220          0.242          0.254          0.264          0.273          0.283          0.292          0.298          0.300        451.765         70.848          0.041          0.041                 0.362                 0.348                 0.859             56       1710.174       6131.301          0.415          7.143       1700.000         99.052          2.318          0.332          0.182          0.114          0.059          0.031          0.035          0.040          0.119          0.857         48.774         30.763              ?              ?              ?
           1960            105     14/04/1960        663.400              30.070            261.282         10.008          2.607          2.015          1.994          1.205          1.211          1.177          1.146          1.119          1.104          0.000          0.090          5.312          0.644          3.471        117.796        100.144       1307.182         331.038          0.180          0.261          0.276          0.286          0.293          0.296          0.297          0.298          0.300          0.300        485.592         99.568          0.176          0.176                 0.399                 0.409                 0.842             45       1765.950       5665.265          0.419          7.044       1700.000         88.758          2.099          0.990          0.467          0.320          0.186          0.120          0.101          0.108          0.212          0.708         49.874         21.292              ?              ?              ?
           1961             85     26/03/1961        989.300              51.448            408.543         10.351          2.428          1.918          1.940          1.170          1.182          1.138          1.117          1.101          1.090          0.000          0.043          4.024          1.046          1.465         48.511         91.097       1306.974         417.632          0.270          0.291          0.297          0.300          0.300          0.300          0.300          0.300          0.301          0.301        506.156        118.156          0.000          0.000                 0.382                 0.354                 0.910             29       3582.396       8672.303          0.862          8.932       1700.000        131.329          2.482          0.621          0.313          0.223          0.097          0.043          0.024          0.021          0.037          0.163         50.890         23.305              ?              ?              ?
