Summary_file = p20N100c_h.sum
Title = p20N100
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)         (g/m2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1952       102     11/04/1952       1000.300              74.175            476.250             12.725              2.649              2.049              1.962              1.342              1.354              1.337              1.326              1.317              1.305          0.000          0.052          3.213          0.376          0.285         15.227         37.684       1322.698         403.697              0.126              0.219              0.240              0.251              0.260              0.269              0.282              0.293              0.298              0.300        449.351         68.717          0.110          0.110                 0.477                 0.422                 0.379             43       3626.915       9317.786          0.789          8.658       1700.000        137.474              0.977              0.442              0.195              0.074              0.020              0.001              0.001              0.013              0.142              1.348         45.244         64.360              ?              ?              ?
      1953       108     18/04/1953        918.900              48.101            349.832              9.783              2.436              2.008              1.974              1.320              1.278              1.276              1.303              1.332              1.311          0.000          0.120          2.094          0.673          2.789        135.444         66.508       1320.448         408.919              0.229              0.285              0.293              0.298              0.300              0.300              0.300              0.300              0.301              0.301        500.678        112.678          0.088          0.088                 0.363                 0.339                 0.290             49       3540.066       9004.074          0.826          9.236       1700.000        136.276              1.071              0.380              0.203              0.146              0.071              0.035              0.033              0.028              0.034              0.095         51.499         15.114              ?              ?              ?
      1954        97     07/04/1954        668.500              48.327            212.475             11.060              2.497              2.011              2.013              1.405              1.408              1.382              1.339              1.306              1.284          0.000          0.111          5.691          0.639          3.213        131.927         85.857       1319.498         334.900              0.205              0.266              0.278              0.287              0.293              0.297              0.300              0.300              0.300              0.300        490.186        102.186          0.045          0.045                 0.384                 0.374                 0.413             36       3829.697       9551.968          0.849         11.030       1700.000        138.085              3.222              0.865              0.409              0.296              0.190              0.119              0.117              0.085              0.101              0.287         56.408         14.598              ?              ?              ?
      1955        92     02/04/1955       1006.700              87.214            436.607             11.684              2.449              1.991              2.000              1.367              1.390              1.359              1.316              1.272              1.253          0.000          0.081          3.914          0.726          2.484         90.546         92.613       1319.151         382.249              0.206              0.269              0.280              0.289              0.294              0.297              0.299              0.300              0.300              0.300        491.196        103.196          0.000          0.000                 0.386                 0.355                 0.411             32       5047.530      11291.527          1.101         11.106       1700.000        155.583              2.126              0.286              0.135              0.090              0.053              0.033              0.038              0.041              0.103              1.010         61.645         57.844              ?              ?              ?
      1956        97     06/04/1956       1000.800              89.405            375.978             11.824              2.447              1.993              2.027              1.391              1.401              1.369              1.326              1.278              1.255          0.000          0.092          7.186          0.731          2.525        106.514         99.766       1319.305         426.751              0.209              0.273              0.283              0.291              0.295              0.297              0.299              0.300              0.300              0.300        492.807        104.807          0.034          0.034                 0.368                 0.363                 0.414             39       4448.950      10108.584          1.016         11.796       1700.000        134.965              3.312              0.973              0.706              0.812              0.480              0.277              0.179              0.125              0.112              0.211         66.918         26.323              ?              ?              ?
      1957        95     05/04/1957       1059.500              73.990            437.179             14.175              2.518              1.992              2.010              1.356              1.384              1.348              1.303              1.250              1.231          0.000          0.086          8.658          0.836          2.723        103.725        104.914       1319.919         461.224              0.172              0.254              0.269              0.280              0.287              0.292              0.297              0.300              0.300              0.300        480.495         95.291          0.043          0.043                 0.390                 0.387                 0.489             36       4229.326       8593.120          0.840         11.580       1700.000        101.603              2.626              1.367              0.885              0.914              0.575              0.364              0.307              0.325              0.443              0.851         71.793         42.319              ?              ?              ?
      1958       101     11/04/1958        815.700              79.777            317.442             14.660              2.630              2.059              2.055              1.362              1.369              1.337              1.292              1.257              1.239          0.000          0.060          6.136          0.751          1.740         62.062        102.088       1320.638         360.012              0.220              0.225              0.234              0.242              0.250              0.261              0.278              0.291              0.298              0.300        452.107         64.107          0.013          0.013                 0.358                 0.354                 0.331             43       4085.918      10754.982          0.906         13.232       1700.000        143.050              3.584              0.583              0.310              0.238              0.148              0.085              0.087              0.095              0.221              0.786         77.959         42.598              ?              ?              ?
      1959       117     27/04/1959        797.300              34.676            303.515             14.985              2.764              2.122              2.096              1.390              1.380              1.353              1.308              1.262              1.240          0.000          0.110          8.108          0.806          3.914        134.222        125.871       1323.410         412.176              0.111              0.207              0.227              0.237              0.244              0.254              0.271              0.287              0.296              0.300        432.140         53.058          0.081          0.081                 0.362                 0.359                 0.280             57       2259.769       8086.087          0.552         11.155       1700.000        128.273              3.209              0.585              0.443              0.370              0.261              0.183              0.231              0.292              0.612              1.920         83.243         47.438              ?              ?              ?
      1960       105     14/04/1960        663.400              30.797            246.840             15.201              2.570              2.060              2.061              1.363              1.368              1.330              1.289              1.252              1.221          0.000          0.116         13.990          0.888          4.993        149.130        139.951       1326.628         319.691              0.174              0.254              0.267              0.274              0.270              0.270              0.279              0.291              0.297              0.300        465.557         80.164          0.105          0.105                 0.400                 0.416                 0.306             45       3033.913       8313.486          0.669         12.286       1700.000        121.312              5.452              2.093              1.149              0.887              0.496              0.319              0.413              0.557              0.927              1.697         87.792         43.631              ?              ?              ?
      1961        85     26/03/1961        989.300              52.326            335.229             14.041              2.462              1.970              1.996              1.296              1.311              1.266              1.240              1.219              1.193          0.000          0.054          4.707          1.391          2.012         58.173        124.970       1331.089         399.433              0.276              0.292              0.297              0.299              0.299              0.300              0.300              0.300              0.300              0.301        506.290        118.290          0.000          0.000                 0.382                 0.370                 0.370             29       5734.942      13853.644          1.411         15.289       1700.000        182.830              2.788              0.592              0.295              0.216              0.096              0.047              0.034              0.040              0.106              0.491         91.958         45.291              ?              ?              ?
