Summary_file = p20N13c_h.sum
Title = p20N13
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)         (g/m2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1962        98     08/04/1962        873.400              44.946            349.591             15.973              2.751              2.075              2.066              1.300              1.273              1.223              1.208              1.197              1.188          0.000          0.573          2.160          0.688          4.241        324.982         83.860       1295.800         442.078              0.256              0.281              0.290              0.296              0.299              0.300              0.300              0.300              0.300              0.300        501.679        113.679          0.777          0.777                 0.370                 0.245                 0.991             39       1037.654       5098.217          0.664          3.150       1700.000         77.632              1.292              0.286              0.144              0.093              0.045              0.027              0.022              0.010              0.026              0.216        107.176          5.143              ?              ?              ?
      1963        95     05/04/1963       1051.300             143.627            519.734             17.061              2.797              2.074              2.062              1.256              1.235              1.206              1.181              1.174              1.167          0.000          0.699          2.044          0.545          4.917        386.187         85.370       1294.283         384.938              0.218              0.281              0.287              0.288              0.283              0.286              0.293              0.298              0.300              0.300        488.378        100.378          0.832          0.832                 0.387                 0.225                 0.989             33        743.875       4973.309          0.620          2.947       1700.000         75.601              1.359              0.332              0.136              0.089              0.046              0.016              0.013              0.007              0.012              0.036        111.216          7.831              ?              ?              ?
      1964       103     12/04/1964        670.000              38.355            254.518             17.323              2.866              2.130              2.098              1.285              1.234              1.207              1.192              1.183              1.174          0.000          1.216          1.913          0.380          8.068        618.682         96.622       1294.324         342.924              0.133              0.220              0.241              0.253              0.263              0.272              0.284              0.294              0.299              0.300        452.557         71.257          4.669          4.669                 0.354                 0.212                 0.973             48       1165.506       4173.302          0.408          2.378       1700.000         70.808              1.122              0.317              0.162              0.106              0.053              0.024              0.023              0.012              0.015              0.078        115.650          2.529              ?              ?              ?
      1965       106     16/04/1965        903.200              90.709            476.456             17.902              2.847              2.130              2.086              1.262              1.226              1.208              1.181              1.172              1.165          0.000          0.850          2.592          0.391          6.955        564.790         96.045       1293.709         348.425              0.145              0.227              0.244              0.254              0.262              0.270              0.282              0.292              0.298              0.300        452.962         70.482          2.868          2.868                 0.388                 0.226                 0.882             46        743.058       4079.023          0.444          2.213       1700.000         67.060              1.530              0.316              0.143              0.086              0.051              0.027              0.024              0.009              0.025              0.380        119.622         11.478              ?              ?              ?
      1966       106     16/04/1966        830.000              39.385            400.382             16.294              2.679              2.046              2.026              1.232              1.229              1.205              1.176              1.168              1.161          0.000          0.846          1.822          0.597          6.729        561.097         94.811       1293.049         347.362              0.220              0.284              0.292              0.298              0.299              0.300              0.300              0.300              0.301              0.301        499.489        111.489          2.153          2.153                 0.384                 0.275                 0.976             45       1155.334       4882.686          0.705          3.118       1700.000         73.750              1.141              0.260              0.146              0.125              0.054              0.026              0.018              0.011              0.011              0.030        123.500          6.048              ?              ?              ?
      1967       128     08/05/1967        841.400              47.778            393.924             17.512              2.811              2.082              2.047              1.252              1.241              1.212              1.185              1.179              1.172          0.000          0.717          2.469          0.507          5.041        408.495         94.101       1292.248         405.969              0.151              0.231              0.249              0.260              0.268              0.274              0.284              0.293              0.298              0.300        458.550         75.439          2.731          2.731                 0.357                 0.227                 0.988             69       1430.641       5624.674          0.570          3.340       1700.000         94.503              1.678              0.272              0.116              0.068              0.037              0.017              0.013              0.006              0.021              0.241        127.889         12.662              ?              ?              ?
      1968       108     17/04/1968        654.300              40.761            246.765             17.093              2.909              2.136              2.096              1.235              1.190              1.170              1.158              1.157              1.149          0.000          0.825          2.267          0.434          7.880        663.656         99.718       1292.272         342.924              0.145              0.226              0.244              0.254              0.264              0.272              0.284              0.294              0.299              0.300        454.849         72.366          7.321          7.321                 0.387                 0.222                 0.990             50       1024.884       4273.521          0.472          2.407       1700.000         72.793              1.423              0.288              0.132              0.108              0.058              0.032              0.025              0.013              0.023              0.166        131.219          4.172              ?              ?              ?
      1969        87     28/03/1969        654.000              19.113            243.051             16.322              2.755              2.064              2.047              1.213              1.195              1.167              1.138              1.130              1.124          0.000          0.693          2.229          0.596          6.556        557.967         95.376       1291.505         351.024              0.287              0.290              0.289              0.295              0.298              0.299              0.300              0.300              0.300              0.300        504.854        116.854          1.258          1.258                 0.386                 0.237                 0.995             31       1472.890       5068.737          0.790          3.357       1700.000         81.083              1.510              0.296              0.109              0.067              0.036              0.022              0.016              0.009              0.018              0.147        133.844          5.003              ?              ?              ?
      1970       105     15/04/1970        970.700              60.132            433.740             18.159              2.884              2.093              2.071              1.226              1.207              1.170              1.138              1.131              1.125          0.000          0.761          3.106          0.453          5.921        491.393         98.653       1291.245         462.969              0.231              0.210              0.220              0.225              0.232              0.245              0.267              0.285              0.296              0.300        435.917         47.917          0.967          0.967                 0.352                 0.203                 0.987             46        826.218       4819.385          0.465          2.680       1700.000         78.846              1.984              0.290              0.119              0.082              0.051              0.029              0.025              0.010              0.052              0.465        137.180         11.655              ?              ?              ?
      1971        87     28/03/1971        706.200              49.394            297.917             18.160              2.728              2.013              1.988              1.161              1.161              1.145              1.122              1.117              1.111          0.000          0.847          2.140          0.471          7.484        626.213        100.378       1291.118         339.461              0.175              0.255              0.269              0.280              0.287              0.292              0.297              0.299              0.300              0.300        480.759         95.214          4.185          4.185                 0.386                 0.218                 0.987             29        973.668       4460.630          0.553          2.611       1700.000         71.966              1.475              0.282              0.118              0.090              0.053              0.027              0.019              0.010              0.012              0.054        139.762          3.635              ?              ?              ?
      1972        91     31/03/1972        913.200              80.226            378.677             17.085              2.688              2.012              2.010              1.184              1.172              1.140              1.116              1.110              1.105          0.000          0.713          2.249          0.585          5.770        486.725         97.500       1290.640         400.592              0.290              0.301              0.306              0.306              0.306              0.306              0.306              0.306              0.306              0.306        518.140        130.140          1.693          1.693                 0.369                 0.224                 0.988             31       1700.615       5391.745          0.771          3.292       1700.000         87.122              0.720              0.483              0.346              0.350              0.171              0.080              0.041              0.019              0.013              0.027        142.362          3.655              ?              ?              ?
      1973       107     17/04/1973        636.200              17.806            219.808             17.928              2.706              2.042              2.039              1.222              1.195              1.167              1.135              1.128              1.121          0.000          0.655          2.341          0.553          5.300        448.672         94.877       1289.778         349.039              0.189              0.254              0.267              0.277              0.284              0.290              0.296              0.299              0.300              0.300        480.332         93.409          7.305          7.305                 0.353                 0.266                 0.948             52       1476.484       5053.805          0.557          3.332       1700.000         78.856              1.566              0.236              0.100              0.069              0.042              0.025              0.018              0.014              0.029              0.241        145.570          5.718              ?              ?              ?
      1974        98     08/04/1974       1186.800              76.231            618.266             18.225              2.957              2.093              2.074              1.179              1.151              1.123              1.108              1.102              1.097          0.000          0.529          1.657          0.811          5.383        447.682         88.700       1288.450         445.425              0.238              0.282              0.290              0.296              0.298              0.299              0.300              0.300              0.300              0.300        499.719        111.719          0.200          0.200                 0.394                 0.257                 1.000             38        695.683       4883.739          0.598          3.120       1700.000         71.448              1.206              0.192              0.075              0.054              0.033              0.021              0.018              0.009              0.011              0.039        147.986         11.320              ?              ?              ?
      1975        87     28/03/1975       1165.200             157.873            550.157             18.506              2.759              2.017              2.026              1.173              1.161              1.132              1.100              1.095              1.091          0.000          0.725          1.830          0.476          5.835        443.391         91.109       1287.622         437.311              0.185              0.265              0.277              0.287              0.292              0.296              0.299              0.300              0.300              0.300        487.479        100.941          0.547          0.547                 0.379                 0.220                 1.000             29       1141.897       4628.156          0.621          2.934       1700.000         71.260              1.318              0.205              0.085              0.068              0.043              0.026              0.019              0.008              0.013              0.045        150.018         10.227              ?              ?              ?
      1976       103     12/04/1976        801.900              34.756            304.981             17.157              2.724              2.025              2.026              1.180              1.172              1.135              1.105              1.100              1.095          0.000          0.505          1.759          0.646          3.890        310.470         83.053       1285.492         396.715              0.278              0.296              0.302              0.302              0.301              0.300              0.300              0.300              0.300              0.300        508.049        120.049          0.749          0.749                 0.357                 0.215                 1.000             43       1296.069       5697.364          0.821          3.662       1700.000         93.198              1.066              0.344              0.113              0.058              0.028              0.017              0.014              0.006              0.012              0.100        152.418          5.493              ?              ?              ?
      1977       113     23/04/1977       1122.500             125.985            545.980             17.168              2.750              2.048              2.036              1.177              1.163              1.132              1.107              1.105              1.099          0.000          0.726          1.896          0.491          4.963        385.524         83.540       1283.790         436.375              0.186              0.263              0.275              0.283              0.289              0.293              0.298              0.300              0.300              0.300        484.907         98.310          0.399          0.399                 0.362                 0.224                 0.983             52       1441.887       5138.626          0.745          3.325       1700.000         76.256              1.434              0.184              0.081              0.059              0.041              0.025              0.024              0.014              0.011              0.022        154.607          5.781              ?              ?              ?
      1978        97     07/04/1978       1159.600              94.377            604.515             16.678              2.793              2.051              2.049              1.175              1.157              1.130              1.099              1.091              1.086          0.000          0.493          1.930          0.668          3.380        273.422         75.403       1280.806         403.467              0.236              0.287              0.294              0.299              0.300              0.300              0.300              0.300              0.301              0.301        501.853        113.853          0.362          0.362                 0.372                 0.231                 1.000             40       1714.345       5721.923          0.917          3.812       1700.000         92.360              1.316              0.294              0.115              0.076              0.040              0.024              0.018              0.011              0.014              0.022        156.392          6.617              ?              ?              ?
      1979       108     18/04/1979        678.800              18.439            218.385             18.336              2.746              2.024              2.027              1.171              1.159              1.121              1.098              1.091              1.086          0.000          0.913          1.842          0.437          5.686        453.556         82.008       1279.660         392.255              0.217              0.264              0.274              0.283              0.289              0.293              0.297              0.300              0.300              0.300        487.716         99.716          2.234          2.234                 0.354                 0.205                 0.992             49        358.600       4943.509          0.546          2.621       1700.000         78.824              1.253              0.188              0.075              0.056              0.036              0.024              0.023              0.012              0.018              0.155        158.054          3.932              ?              ?              ?
      1980        82     22/03/1980        661.100              26.193            288.346             19.406              2.864              2.068              2.046              1.151              1.135              1.114              1.084              1.076              1.071          0.000          1.089          1.926          0.440          6.889        529.822         88.506       1278.870         334.140              0.193              0.266              0.277              0.286              0.291              0.294              0.298              0.300              0.300              0.300        487.450        100.125          1.735          1.735                 0.381                 0.219                 0.992             27        408.781       4396.784          0.483          2.486       1700.000         66.434              1.214              0.218              0.099              0.072              0.044              0.028              0.023              0.011              0.022              0.196        159.640          5.740              ?              ?              ?
      1981        88     29/03/1981       1027.800              93.219            491.128             18.751              2.866              2.055              2.048              1.156              1.142              1.109              1.081              1.072              1.068          0.000          0.899          2.076          0.565          5.899        445.263         91.181       1278.185         417.470              0.296              0.303              0.306              0.306              0.306              0.306              0.306              0.306              0.306              0.306        518.879        130.879          0.418          0.418                 0.360                 0.231                 0.990             30        668.071       4963.322          0.600          3.093       1700.000         73.754              0.767              0.462              0.305              0.277              0.127              0.060              0.031              0.017              0.013              0.017        161.628          3.450              ?              ?              ?
      1982        92     02/04/1982        781.000              62.901            303.629             18.867              2.724              2.010              2.006              1.148              1.141              1.107              1.079              1.073              1.069          0.000          0.822          2.107          0.445          5.476        403.656         94.338       1277.695         350.672              0.175              0.250              0.264              0.275              0.282              0.288              0.295              0.299              0.300              0.300        476.445         90.978          1.879          1.879                 0.350                 0.209                 0.995             35        995.651       5153.911          0.604          3.043       1700.000         83.852              1.518              0.231              0.095              0.063              0.041              0.023              0.017              0.007              0.015              0.098        163.279          4.298              ?              ?              ?
      1983        99     09/04/1983        492.900               7.634            104.280             18.496              2.730              2.014              2.013              1.152              1.138              1.106              1.081              1.076              1.071          0.000          0.696          2.537          0.513          4.876        379.935         96.650       1277.370         332.793              0.162              0.243              0.259              0.270              0.277              0.282              0.288              0.293              0.298              0.300        467.804         83.616          9.168          9.168                 0.328                 0.216                 0.970             45       2087.694       4910.240          0.595          3.234       1700.000         73.129              1.743              0.247              0.097              0.072              0.048              0.027              0.021              0.008              0.033              0.242        165.403          3.168              ?              ?              ?
      1984       112     21/04/1984        627.200              17.951            194.168             17.358              2.575              1.950              1.963              1.143              1.148              1.112              1.079              1.074              1.069          0.000          0.395          2.062          0.536          3.209        256.920         86.951       1275.970         353.609              0.181              0.259              0.272              0.281              0.287              0.292              0.297              0.299              0.300              0.300        482.548         96.426          2.375          2.375                 0.357                 0.238                 0.860             54       1845.852       5775.417          0.827          3.882       1700.000         90.430              1.557              0.187              0.072              0.049              0.031              0.019              0.022              0.011              0.012              0.102        167.257          4.876              ?              ?              ?
      1985        95     05/04/1985       1049.100              53.553            551.303             17.707              2.761              2.001              2.002              1.116              1.109              1.102              1.071              1.064              1.060          0.000          0.536          1.950          0.471          4.287        348.491         82.023       1274.170         408.322              0.202              0.273              0.283              0.291              0.295              0.297              0.299              0.300              0.300              0.300        492.197        104.197          0.685          0.685                 0.375                 0.215                 0.996             38       1311.900       5093.421          0.748          3.118       1700.000         83.422              1.475              0.183              0.076              0.069              0.047              0.028              0.021              0.012              0.014              0.025        168.168          4.767              ?              ?              ?
      1986       107     17/04/1986        931.300              56.858            460.621             18.478              2.816              2.030              2.029              1.155              1.141              1.099              1.070              1.063              1.059          0.000          0.689          1.912          0.422          4.637        377.909         79.954       1272.278         394.087              0.188              0.261              0.273              0.282              0.289              0.293              0.298              0.300              0.300              0.300        484.486         97.724          0.761          0.761                 0.355                 0.211                 1.000             49       1109.249       4873.363          0.658          2.919       1700.000         79.662              1.367              0.197              0.083              0.061              0.042              0.028              0.020              0.012              0.013              0.089        169.359          9.992              ?              ?              ?
      1987        95     05/04/1987        650.000              29.679            257.130             18.032              2.745              2.012              2.026              1.145              1.135              1.096              1.067              1.060              1.056          0.000          0.827          2.033          0.432          5.423        447.713         84.024       1271.057         306.155              0.214              0.279              0.288              0.294              0.295              0.294              0.289              0.294              0.299              0.300        491.117        103.117          4.318          4.318                 0.357                 0.220                 0.980             43       1388.302       4484.978          0.641          2.711       1700.000         76.245              1.348              0.211              0.101              0.082              0.049              0.031              0.024              0.007              0.020              0.161        170.640          4.806              ?              ?              ?
      1988        95     04/04/1988        914.300              96.369            491.904             19.091              2.765              2.019              2.025              1.144              1.133              1.095              1.057              1.059              1.054          0.000          0.524          1.957          0.422          3.762        309.518         77.881       1268.751         301.855              0.222              0.262              0.273              0.282              0.287              0.292              0.297              0.299              0.300              0.300        487.197         99.197          1.498          1.498                 0.342                 0.215                 0.995             39        852.118       5283.031          0.641          3.280       1700.000         83.617              1.491              0.174              0.077              0.059              0.037              0.023              0.021              0.016              0.014              0.045        171.860         10.504              ?              ?              ?
      1989       103     13/04/1989        831.300              32.906            368.772             18.890              2.733              2.007              2.016              1.125              1.115              1.090              1.064              1.053              1.049          0.000          0.686          1.756          0.445          4.862        377.031         83.309       1267.481         375.427              0.195              0.270              0.280              0.287              0.288              0.288              0.292              0.297              0.300              0.300        484.872         97.350          0.884          0.884                 0.361                 0.223                 0.993             43        725.504       4730.807          0.580          2.834       1700.000         70.840              1.362              0.149              0.066              0.049              0.035              0.023              0.021              0.011              0.009              0.031        173.130          2.933              ?              ?              ?
      1990        85     26/03/1990        799.000              46.574            442.819             19.754              2.781              2.017              2.025              1.123              1.115              1.086              1.056              1.048              1.045          0.000          0.887          2.026          0.481          6.010        462.840         87.740       1266.772         300.080              0.278              0.247              0.259              0.270              0.278              0.285              0.293              0.298              0.300              0.300        483.470         95.470          3.033          3.033                 0.375                 0.230                 0.988             29        615.315       4610.197          0.498          2.544       1700.000         71.841              1.497              0.236              0.089              0.069              0.040              0.026              0.019              0.009              0.010              0.032        173.869          2.934              ?              ?              ?
      1991        84     25/03/1991        824.900              53.372            312.163             19.081              2.772              2.006              2.022              1.121              1.115              1.076              1.051              1.046              1.043          0.000          0.639          2.097          0.655          4.426        348.482         87.021       1265.639         385.326              0.271              0.293              0.299              0.301              0.301              0.301              0.301              0.301              0.301              0.301        507.366        119.366          0.930          0.930                 0.341                 0.216                 1.000             31        878.806       5249.997          0.683          3.314       1700.000         84.458              1.336              0.349              0.131              0.082              0.041              0.021              0.011              0.007              0.014              0.104        174.968          4.128              ?              ?              ?
      1992        68     08/03/1992         87.100               2.451             26.404             20.353              3.061              2.101              2.089              1.119              1.083              1.053              1.046              1.040              1.037          0.000          0.580          3.954          0.354          3.910        296.312         94.605       1265.406         118.627              0.159              0.200              0.200              0.201              0.202              0.205              0.242              0.270              0.289              0.297        397.264         13.367         91.059         91.059                 0.291                 0.188                 0.966             23       1229.540       4268.171          0.337          2.455       1700.000         80.120              2.854              0.360              0.127              0.105              0.062              0.033              0.029              0.023              0.067              0.295        176.131          0.505              ?              ?              ?
      1993        87     28/03/1993        775.000              98.519            354.172             20.086              2.691              1.931              1.922              1.053              1.059              1.051              1.049              1.044              1.041          0.000          0.460          2.321          0.505          4.037        317.972         91.184       1264.716         295.733              0.164              0.244              0.260              0.271              0.279              0.286              0.293              0.298              0.300              0.300        472.309         87.874          4.436          4.436                 0.319                 0.183                 0.504             29       1057.724       4308.227          0.496          2.712       1700.000         58.795              1.646              0.215              0.091              0.078              0.056              0.037              0.031              0.009              0.020              0.138        177.658          7.162              ?              ?              ?
      1994        82     23/03/1994        439.400              39.298            161.599             20.519              2.760              1.970              2.006              1.121              1.120              1.072              1.040              1.037              1.034          0.000          0.617          2.305          0.282          5.585        452.859         94.052       1264.434         259.925              0.132              0.204              0.223              0.233              0.243              0.254              0.272              0.288              0.296              0.300        433.273         52.063         14.641         14.641                 0.358                 0.205                 0.955             23       1117.438       4237.447          0.350          2.350       1700.000         69.803              1.534              0.182              0.085              0.078              0.056              0.032              0.018              0.005              0.032              0.283        178.768          5.612              ?              ?              ?
      1995       118     28/04/1995        584.500              27.229            204.522             19.344              2.642              1.949              1.969              1.116              1.123              1.081              1.049              1.048              1.044          0.000          0.594          2.156          0.355          6.167        526.384         94.642       1264.105         292.061              0.193              0.251              0.263              0.273              0.281              0.287              0.295              0.299              0.300              0.300        477.533         90.277         10.943         10.943                 0.341                 0.229                 0.608             59        956.710       4148.638          0.463          2.601       1700.000         63.628              1.517              0.217              0.087              0.069              0.037              0.021              0.019              0.011              0.016              0.161        180.627          4.600              ?              ?              ?
      1996        80     20/03/1996        574.700              36.125            255.819             18.758              2.640              1.940              1.972              1.087              1.089              1.065              1.045              1.038              1.035          0.000          0.466          2.222          0.454          4.660        380.091         93.198       1263.605         257.533              0.214              0.277              0.286              0.293              0.296              0.298              0.300              0.300              0.300              0.300        495.422        107.422          4.608          4.608                 0.370                 0.248                 0.951             31       1390.424       4182.423          0.667          3.093       1700.000         63.497              1.610              0.208              0.105              0.103              0.058              0.031              0.020              0.014              0.016              0.057        181.130          4.024              ?              ?              ?
      1997       101     11/04/1997        748.800              45.167            252.005             18.813              2.657              1.954              1.994              1.113              1.108              1.060              1.040              1.037              1.034          0.000          0.317          1.753          0.519          2.751        214.368         83.607       1262.141         391.473              0.192              0.266              0.277              0.285              0.290              0.294              0.298              0.299              0.300              0.300        486.778         99.603          0.504          0.504                 0.346                 0.220                 1.000             39        964.524       6305.446          0.763          3.910       1700.000         91.091              1.346              0.129              0.064              0.054              0.033              0.018              0.010              0.007              0.011              0.082        181.808          3.914              ?              ?              ?
      1998       102     12/04/1998       1164.300             159.211            592.380             19.927              2.700              1.971              1.982              1.087              1.080              1.040              1.037              1.036              1.032          0.000          0.692          1.572          0.454          5.096        385.836         87.354       1261.191         366.550              0.179              0.259              0.272              0.282              0.289              0.293              0.298              0.300              0.300              0.300        483.527         97.592          1.407          1.407                 0.372                 0.209                 1.000             44        736.128       4388.686          0.531          2.390       1700.000         74.682              1.133              0.153              0.067              0.062              0.044              0.028              0.020              0.013              0.015              0.038        182.156          6.874              ?              ?              ?
