Summary_file = P40N0c_h.sum
Title = P40N0
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)         (g/m2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1962        97     07/04/1962        869.300              45.493            351.242             34.665              3.176              2.225              2.161              1.303              1.240              1.214              1.202              1.194              1.186          0.000          0.620          2.170          0.607          4.159        269.461         84.005       1293.950         451.769              0.246              0.281              0.290              0.296              0.298              0.300              0.300              0.300              0.300              0.300        500.649        112.649          0.524          0.524                 0.372                 0.209                 0.993             39          0.000       3968.018          0.392          2.211       1700.000         51.848              1.305              0.309              0.156              0.095              0.037              0.018              0.010              0.008              0.023              0.208        196.780          4.138              ?              ?              ?
      1963        95     05/04/1963       1055.400             133.838            536.250             36.323              3.193              2.216              2.155              1.268              1.205              1.187              1.178              1.173              1.167          0.000          0.694          2.035          0.524          4.590        302.089         85.474       1292.495         395.461              0.218              0.280              0.285              0.285              0.282              0.286              0.293              0.298              0.300              0.300        487.127         99.127          0.370          0.370                 0.386                 0.215                 1.000             33          0.000       3838.227          0.386          2.101       1700.000         51.088              1.402              0.327              0.129              0.079              0.038              0.008              0.006              0.006              0.010              0.029        206.497          5.308              ?              ?              ?
      1964       102     11/04/1964        670.000              38.106            259.157             35.431              3.054              2.185              2.115              1.267              1.212              1.198              1.189              1.182              1.174          0.000          1.170          1.765          0.364          7.640        503.516         94.976       1292.423         346.830              0.142              0.224              0.244              0.256              0.267              0.275              0.287              0.296              0.299              0.300        457.138         74.906          2.910          2.910                 0.352                 0.190                 0.996             47          0.000       3208.819          0.310          1.498       1700.000         49.256              1.055              0.313              0.152              0.088              0.039              0.012              0.009              0.008              0.014              0.074        216.669          2.196              ?              ?              ?
      1965       106     16/04/1965        903.200              91.363            477.711             37.082              3.133              2.221              2.130              1.259              1.202              1.188              1.177              1.171              1.165          0.000          1.090          2.325          0.391          6.886        479.103         95.665       1291.867         359.636              0.153              0.230              0.247              0.257              0.266              0.274              0.285              0.294              0.299              0.300        458.161         74.856          1.924          1.924                 0.386                 0.203                 1.000             46          0.000       2888.933          0.275          1.405       1700.000         40.069              1.469              0.310              0.136              0.074              0.041              0.016              0.009              0.006              0.017              0.246        225.415          7.142              ?              ?              ?
      1966       103     13/04/1966        830.000              37.475            399.631             36.708              3.142              2.206              2.130              1.232              1.198              1.179              1.170              1.164              1.158          0.000          0.959          1.588          0.765          6.032        426.288         93.320       1291.090         352.697              0.251              0.292              0.298              0.300              0.301              0.302              0.303              0.303              0.304              0.304        507.508        119.508          1.043          1.043                 0.378                 0.243                 0.999             41          0.000       3958.448          0.388          2.216       1700.000         50.365              0.811              0.287              0.184              0.160              0.063              0.024              0.012              0.008              0.010              0.030        233.904          4.790              ?              ?              ?
      1967       127     07/05/1967        841.400              47.734            402.442             35.571              3.124              2.188              2.093              1.247              1.209              1.191              1.183              1.177              1.170          0.000          0.674          2.432          0.486          4.356        296.114         92.702       1290.298         413.331              0.156              0.233              0.251              0.263              0.272              0.279              0.288              0.295              0.299              0.300        463.356         79.767          1.454          1.454                 0.353                 0.213                 0.993             68        365.122       4749.082          0.472          2.459       1700.000         74.227              1.759              0.264              0.106              0.053              0.024              0.007              0.005              0.006              0.017              0.191        243.722          9.954              ?              ?              ?
      1968       108     17/04/1968        654.300              41.354            252.023             36.377              3.213              2.235              2.145              1.227              1.164              1.159              1.161              1.156              1.149          0.000          1.193          2.084          0.371          7.988        589.115         98.522       1290.265         351.922              0.153              0.229              0.246              0.258              0.267              0.276              0.287              0.295              0.300              0.300        459.260         75.961          5.948          5.948                 0.387                 0.202                 0.996             50          0.000       3023.867          0.292          1.467       1700.000         43.883              1.326              0.285              0.126              0.093              0.047              0.023              0.014              0.008              0.018              0.145        251.259          2.483              ?              ?              ?
      1969        87     28/03/1969        654.000              19.069            245.374             37.764              3.289              2.248              2.162              1.223              1.173              1.146              1.133              1.129              1.124          0.000          0.961          2.180          0.564          6.182        449.345         95.247       1289.536         367.010              0.283              0.288              0.287              0.293              0.296              0.298              0.300              0.300              0.300              0.300        503.137        115.137          0.547          0.547                 0.386                 0.229                 0.996             31        200.069       3950.845          0.417          2.319       1700.000         54.151              1.525              0.289              0.102              0.056              0.026              0.012              0.008              0.006              0.016              0.142        257.991          3.888              ?              ?              ?
      1970       105     15/04/1970        970.700              60.258            434.173             37.032              3.138              2.174              2.105              1.214              1.173              1.148              1.137              1.132              1.127          0.000          0.815          2.993          0.467          5.337        374.328         98.879       1289.409         464.772              0.237              0.219              0.228              0.235              0.244              0.255              0.274              0.289              0.297              0.300        447.425         59.425          0.447          0.447                 0.352                 0.191                 1.000             46          0.000       3754.356          0.381          1.878       1700.000         54.114              2.039              0.289              0.116              0.072              0.037              0.012              0.008              0.008              0.037              0.374        266.412          8.140              ?              ?              ?
      1971        87     28/03/1971        706.200              47.339            307.536             38.910              3.074              2.148              2.085              1.179              1.138              1.127              1.120              1.116              1.111          0.000          1.094          1.955          0.458          6.831        484.140        100.413       1289.315         349.646              0.171              0.251              0.265              0.276              0.283              0.288              0.295              0.299              0.300              0.300        476.794         91.676          2.461          2.461                 0.386                 0.208                 0.996             29          0.000       3583.828          0.345          1.812       1700.000         49.311              1.369              0.275              0.110              0.073              0.037              0.014              0.007              0.007              0.011              0.051        272.271          3.391              ?              ?              ?
      1972        91     31/03/1972        913.200              78.202            384.190             38.300              3.078              2.143              2.077              1.175              1.140              1.119              1.113              1.109              1.105          0.000          0.830          2.144          0.581          5.231        371.392         97.496       1288.901         408.859              0.288              0.301              0.306              0.306              0.306              0.306              0.306              0.306              0.306              0.306        517.855        129.855          0.784          0.784                 0.369                 0.207                 0.994             31        484.381       4260.070          0.498          2.332       1700.000         64.486              0.712              0.470              0.335              0.331              0.155              0.066              0.028              0.014              0.010              0.022        278.719          2.687              ?              ?              ?
      1973       105     15/04/1973        636.100              17.858            231.075             37.341              3.059              2.165              2.103              1.213              1.156              1.139              1.131              1.126              1.120          0.000          0.789          2.199          0.508          4.919        362.765         93.538       1287.962         349.208              0.192              0.253              0.266              0.275              0.283              0.288              0.295              0.299              0.300              0.300        479.059         91.895          5.673          5.673                 0.350                 0.232                 0.968             50         45.217       4336.833          0.446          2.330       1700.000         64.450              1.545              0.228              0.095              0.060              0.032              0.015              0.006              0.008              0.023              0.188        285.941          4.069              ?              ?              ?
      1974        98     08/04/1974       1186.900              71.874            615.759             39.474              3.319              2.214              2.145              1.178              1.122              1.098              1.101              1.099              1.096          0.000          0.925          1.720          0.701          5.854        411.460         92.953       1287.194         476.310              0.227              0.280              0.289              0.296              0.298              0.299              0.300              0.300              0.300              0.300        498.111        110.111          0.101          0.101                 0.394                 0.231                 1.000             38          0.000       3159.158          0.306          1.991       1700.000         38.131              1.308              0.190              0.072              0.049              0.029              0.017              0.011              0.005              0.008              0.029        291.424          6.447              ?              ?              ?
      1975        87     28/03/1975       1165.200             151.682            557.608             39.793              3.159              2.150              2.097              1.171              1.136              1.109              1.096              1.093              1.090          0.000          0.682          1.873          0.471          4.588        302.388         89.911       1286.203         443.814              0.184              0.261              0.274              0.283              0.289              0.293              0.298              0.300              0.300              0.300        484.388         97.976          0.214          0.214                 0.379                 0.220                 1.000             29        168.766       4081.456          0.409          2.342       1700.000         53.646              1.426              0.205              0.081              0.055              0.030              0.014              0.009              0.006              0.011              0.037        296.378          7.996              ?              ?              ?
      1976       103     12/04/1976        801.900              33.153            310.207             38.784              3.256              2.210              2.137              1.184              1.135              1.112              1.102              1.098              1.094          0.000          0.542          1.706          0.637          3.654        246.782         83.269       1284.216         407.268              0.274              0.295              0.302              0.301              0.299              0.296              0.299              0.300              0.300              0.300        506.285        118.285          0.333          0.333                 0.357                 0.209                 1.000             43        140.456       4546.118          0.481          2.658       1700.000         66.975              1.069              0.342              0.110              0.050              0.021              0.010              0.006              0.005              0.010              0.082        301.935          3.500              ?              ?              ?
      1977       112     22/04/1977       1122.500             122.536            548.488             38.552              3.238              2.214              2.141              1.186              1.134              1.114              1.107              1.103              1.098          0.000          0.689          1.869          0.446          4.641        305.752         84.829       1282.747         451.382              0.186              0.258              0.270              0.278              0.284              0.289              0.296              0.299              0.300              0.300        480.598         94.006          0.178          0.178                 0.360                 0.212                 0.992             51         49.026       4221.534          0.410          2.357       1700.000         52.612              1.471              0.178              0.076              0.050              0.031              0.016              0.011              0.008              0.010              0.019        307.244          4.540              ?              ?              ?
      1978        97     07/04/1978       1159.600              78.681            620.011             38.722              3.349              2.240              2.165              1.183              1.128              1.101              1.092              1.089              1.085          0.000          0.493          1.959          0.598          3.311        220.940         78.359       1280.281         420.242              0.225              0.286              0.293              0.298              0.298              0.298              0.298              0.299              0.300              0.300        498.765        110.765          0.089          0.089                 0.371                 0.224                 1.000             40        505.163       4700.897          0.539          2.871       1700.000         67.925              1.393              0.299              0.109              0.064              0.030              0.014              0.008              0.009              0.013              0.020        311.852          4.989              ?              ?              ?
      1979       108     18/04/1979        678.800              19.703            233.494             38.970              3.128              2.160              2.103              1.171              1.125              1.098              1.093              1.089              1.085          0.000          0.861          1.771          0.397          5.904        400.167         85.536       1279.434         396.229              0.215              0.265              0.276              0.284              0.290              0.294              0.298              0.300              0.300              0.300        488.863        100.863          1.554          1.554                 0.354                 0.183                 0.998             49          0.000       3318.918          0.344          1.651       1700.000         48.945              1.267              0.183              0.071              0.048              0.029              0.016              0.012              0.006              0.014              0.124        316.348          3.214              ?              ?              ?
      1980        82     22/03/1980        661.100              25.791            296.394             40.499              3.171              2.166              2.097              1.150              1.116              1.089              1.077              1.074              1.070          0.000          0.843          1.865          0.430          5.386        371.193         85.813       1278.270         341.488              0.191              0.266              0.277              0.285              0.290              0.294              0.298              0.300              0.300              0.300        486.701         99.622          1.210          1.210                 0.381                 0.207                 1.000             27          0.000       3480.503          0.344          1.900       1700.000         46.494              1.245              0.214              0.094              0.059              0.030              0.015              0.009              0.006              0.018              0.175        319.880          4.804              ?              ?              ?
      1981        87     28/03/1981       1027.800              81.747            503.092             40.149              3.235              2.175              2.109              1.146              1.106              1.080              1.074              1.071              1.068          0.000          0.723          1.802          0.469          4.717        318.612         85.180       1276.997         430.285              0.196              0.269              0.280              0.287              0.292              0.295              0.298              0.300              0.300              0.300        488.882        101.239          0.277          0.277                 0.358                 0.217                 1.000             29          0.000       3884.983          0.389          2.271       1700.000         52.529              1.385              0.196              0.083              0.055              0.029              0.013              0.007              0.007              0.009              0.017        324.071          2.884              ?              ?              ?
      1982        92     02/04/1982        781.000              53.093            324.053             40.126              3.057              2.123              2.064              1.139              1.108              1.082              1.075              1.072              1.068          0.000          0.681          1.888          0.436          4.554        297.185         86.784       1275.853         357.602              0.173              0.248              0.262              0.272              0.280              0.286              0.294              0.298              0.300              0.300        474.271         88.946          1.220          1.220                 0.349                 0.200                 1.000             35          0.000       4138.312          0.412          2.101       1700.000         61.289              1.378              0.226              0.090              0.051              0.029              0.011              0.006              0.006              0.012              0.079        327.692          3.058              ?              ?              ?
      1983        99     09/04/1983        492.900               7.671            116.336             39.445              3.053              2.125              2.077              1.145              1.104              1.084              1.078              1.074              1.071          0.000          0.721          2.285          0.459          4.648        315.899         90.109       1275.087         334.246              0.165              0.246              0.262              0.273              0.281              0.287              0.294              0.298              0.300              0.300        473.961         89.503          6.015          6.015                 0.328                 0.198                 0.977             45        624.743       3744.774          0.418          2.142       1700.000         56.447              1.616              0.234              0.087              0.057              0.034              0.014              0.006              0.006              0.026              0.204        331.859          2.405              ?              ?              ?
      1984       111     20/04/1984        627.200              16.313            212.381             39.572              3.097              2.140              2.084              1.152              1.108              1.077              1.077              1.073              1.069          0.000          0.503          1.882          0.478          3.433        251.339         82.843       1273.406         357.943              0.183              0.259              0.271              0.280              0.286              0.291              0.296              0.299              0.300              0.300        481.643         95.328          2.428          2.428                 0.355                 0.213                 0.984             53        288.445       4528.040          0.478          2.586       1700.000         66.868              1.442              0.180              0.068              0.044              0.025              0.013              0.013              0.007              0.011              0.079        335.518          3.791              ?              ?              ?
      1985        95     05/04/1985       1049.100              47.524            556.548             40.131              3.276              2.180              2.121              1.133              1.087              1.079              1.064              1.062              1.059          0.000          0.726          1.746          0.450          4.962        346.786         82.619       1271.838         431.421              0.194              0.269              0.280              0.288              0.292              0.295              0.299              0.300              0.300              0.300        488.843        101.480          0.346          0.346                 0.374                 0.201                 1.000             38          0.000       3638.262          0.363          1.947       1700.000         50.071              1.319              0.181              0.073              0.062              0.039              0.022              0.013              0.009              0.010              0.018        338.593          3.503              ?              ?              ?
      1986       107     17/04/1986        931.300              58.579            465.127             40.455              3.227              2.166              2.101              1.147              1.111              1.072              1.064              1.061              1.058          0.000          0.708          1.840          0.392          4.664        321.093         81.628       1270.257         404.375              0.187              0.258              0.270              0.279              0.286              0.291              0.296              0.299              0.300              0.300        481.711         95.033          0.318          0.318                 0.355                 0.205                 1.000             49          0.000       3755.820          0.374          1.986       1700.000         53.535              1.386              0.194              0.078              0.048              0.030              0.015              0.007              0.006              0.009              0.066        341.685          6.782              ?              ?              ?
      1987        95     05/04/1987        650.000              30.264            263.245             40.307              3.106              2.126              2.087              1.136              1.099              1.069              1.061              1.059              1.055          0.000          0.837          1.885          0.414          5.430        373.287         85.840       1269.278         311.240              0.208              0.278              0.287              0.293              0.295              0.297              0.299              0.300              0.300              0.300        494.189        106.189          2.309          2.309                 0.357                 0.205                 0.984             42        117.528       3390.391          0.361          1.787       1700.000         51.929              1.297              0.207              0.094              0.067              0.034              0.015              0.007              0.005              0.016              0.142        344.660          3.931              ?              ?              ?
      1988        95     04/04/1988        914.300              88.372            508.005             41.033              3.185              2.160              2.105              1.137              1.093              1.066              1.060              1.057              1.053          0.000          0.560          1.957          0.398          3.590        250.747         79.217       1267.189         309.479              0.220              0.261              0.272              0.280              0.286              0.291              0.296              0.299              0.300              0.300        485.814         97.814          0.928          0.928                 0.342                 0.205                 1.000             39          0.000       4200.792          0.428          2.374       1700.000         60.313              1.566              0.169              0.072              0.050              0.027              0.013              0.008              0.008              0.010              0.032        347.497          7.804              ?              ?              ?
      1989       103     13/04/1989        831.300              31.475            373.772             40.718              3.089              2.125              2.082              1.119              1.083              1.061              1.054              1.051              1.049          0.000          0.707          1.729          0.424          4.627        309.180         83.375       1265.991         386.526              0.195              0.269              0.279              0.286              0.288              0.289              0.293              0.298              0.300              0.300        484.958         97.462          0.512          0.512                 0.361                 0.212                 0.999             43          0.000       3604.849          0.366          1.951       1700.000         49.582              1.399              0.145              0.060              0.041              0.025              0.014              0.006              0.005              0.007              0.026        350.445          2.247              ?              ?              ?
      1990        85     26/03/1990        799.000              44.495            446.273             41.446              3.086              2.116              2.078              1.113              1.085              1.056              1.050              1.047              1.044          0.000          0.845          1.994          0.456          5.455        365.340         85.899       1265.113         313.199              0.277              0.249              0.260              0.271              0.279              0.286              0.294              0.298              0.300              0.300        484.272         96.272          1.849          1.849                 0.375                 0.207                 1.000             28          0.000       3405.540          0.345          1.705       1700.000         47.253              1.538              0.229              0.082              0.057              0.028              0.015              0.006              0.006              0.008              0.025        352.236          1.973              ?              ?              ?
      1991        84     25/03/1991        824.900              50.739            320.560             41.556              3.211              2.150              2.103              1.119              1.076              1.052              1.047              1.045              1.043          0.000          0.575          2.025          0.629          3.615        248.843         82.510       1263.555         396.522              0.266              0.293              0.298              0.300              0.301              0.300              0.300              0.300              0.300              0.300        506.185        118.185          0.497          0.497                 0.341                 0.209                 1.000             31          0.000       4297.784          0.442          2.473       1700.000         63.334              1.343              0.343              0.124              0.070              0.029              0.009              0.004              0.004              0.011              0.088        354.505          3.341              ?              ?              ?
      1992        68     08/03/1992         87.100               2.463             25.591             41.026              3.274              2.165              2.116              1.113              1.058              1.047              1.044              1.041              1.038          0.000          0.608          3.124          0.343          3.946        260.152         86.907       1262.687         118.423              0.171              0.203              0.206              0.207              0.211              0.221              0.255              0.280              0.293              0.299        411.195         26.049         84.546         84.546                 0.309                 0.178                 1.000             23        454.346       3607.021          0.360          1.866       1700.000         63.496              2.283              0.253              0.094              0.067              0.043              0.019              0.012              0.015              0.057              0.280        356.766          0.478              ?              ?              ?
      1993        87     28/03/1993        775.000              97.433            369.795             42.008              3.038              2.065              2.019              1.084              1.064              1.051              1.046              1.042              1.040          0.000          0.627          1.972          0.410          4.340        322.223         83.572       1261.349         299.315              0.167              0.243              0.259              0.269              0.278              0.285              0.293              0.298              0.300              0.300        471.372         86.694          5.392          5.392                 0.319                 0.174                 1.000             29          0.000       3365.796          0.315          1.725       1700.000         42.073              1.433              0.199              0.082              0.065              0.040              0.021              0.009              0.005              0.014              0.103        359.172          4.769              ?              ?              ?
      1994        81     22/03/1994        439.400              39.291            165.409             41.725              3.032              2.058              2.035              1.100              1.083              1.048              1.039              1.037              1.034          0.000          1.025          1.818          0.232          6.816        487.216         87.370       1260.816         260.517              0.153              0.217              0.235              0.247              0.258              0.268              0.282              0.293              0.299              0.300        450.059         66.754         11.156         11.156                 0.357                 0.186                 0.985             23          0.000       2962.496          0.275          1.296       1700.000         44.948              1.112              0.206              0.088              0.061              0.036              0.017              0.007              0.005              0.026              0.261        361.183          3.909              ?              ?              ?
      1995       113     23/04/1995        578.900              26.149            222.659             40.610              3.104              2.125              2.076              1.116              1.085              1.056              1.048              1.045              1.042          0.000          1.106          1.668          0.318          7.005        523.488         88.744       1260.181         291.257              0.193              0.257              0.269              0.278              0.286              0.291              0.297              0.299              0.300              0.300        482.045         94.717          7.436          7.436                 0.332                 0.183                 0.988             54          0.000       3050.370          0.320          1.501       1700.000         46.843              1.208              0.160              0.060              0.041              0.020              0.009              0.005              0.006              0.016              0.143        363.921          3.622              ?              ?              ?
      1996        73     13/03/1996        575.500              37.800            259.517             42.581              3.136              2.105              2.065              1.085              1.054              1.042              1.037              1.034              1.032          0.000          0.909          1.561          0.672          5.606        406.777         87.986       1259.299         248.419              0.264              0.294              0.302              0.302              0.303              0.304              0.304              0.305              0.305              0.305        511.803        123.803          4.055          4.055                 0.351                 0.205                 1.000             23          0.000       3181.250          0.322          1.903       1700.000         47.949              0.659              0.257              0.188              0.204              0.102              0.047              0.023              0.013              0.014              0.054        364.960          3.093              ?              ?              ?
      1997       101     11/04/1997        753.600              42.928            279.656             41.120              3.089              2.097              2.074              1.109              1.074              1.042              1.036              1.035              1.033          0.000          0.524          1.557          0.473          3.402        234.060         82.434       1257.833         412.836              0.189              0.265              0.276              0.284              0.289              0.293              0.298              0.299              0.300              0.300        485.885         98.992          0.308          0.308                 0.340                 0.204                 1.000             39          0.000       4971.247          0.486          2.688       1700.000         66.035              1.206              0.123              0.060              0.047              0.026              0.012              0.007              0.006              0.008              0.063        367.577          2.635              ?              ?              ?
      1998       102     12/04/1998       1164.300             154.597            604.964             42.095              3.085              2.104              2.064              1.089              1.055              1.037              1.035              1.034              1.031          0.000          0.800          1.469          0.415          5.216        356.292         85.489       1256.772         375.817              0.179              0.257              0.271              0.280              0.287              0.292              0.297              0.299              0.300              0.300        481.763         95.876          1.067          1.067                 0.372                 0.200                 1.000             44          0.000       3176.985          0.321          1.564       1700.000         47.235              1.094              0.148              0.062              0.052              0.035              0.019              0.011              0.010              0.013              0.025        368.654          3.709              ?              ?              ?
