Summary_file = p60N200c_h.sum
Title = p60N200
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)         (g/m2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1978        97     07/04/1978       1159.600             102.085            496.365             37.493              2.994              2.191              2.223              1.306              1.287              1.245              1.181              1.128              1.099          0.000          0.149         37.117          1.602          2.943        126.354        168.029       1495.906         384.054              0.235              0.277              0.279              0.267              0.261              0.268              0.285              0.295              0.299              0.300        474.142         86.142          0.017          0.017                 0.371                 0.369                 1.000             40       6673.391      15724.718          2.713         19.464       1700.000        172.243              7.032              2.542              1.447              2.241              2.448              2.843              3.840              4.508              4.965              5.251        382.247         94.543              ?              ?              ?
      1979       108     18/04/1979        678.800              17.254            178.542             44.308              3.002              2.168              2.197              1.283              1.251              1.227              1.184              1.127              1.093          0.000          0.369         55.085          1.042          5.529        240.671        194.426       1501.650         380.187              0.173              0.207              0.208              0.204              0.202              0.203              0.237              0.265              0.285              0.296        397.293         11.968          0.298          0.298                 0.327                 0.351                 0.985             49       4110.313      13527.733          1.578         16.657       1700.000        160.267             15.829             12.192             10.960              9.443              2.654              0.687              0.698              0.696              0.789              1.137        386.401         20.372              ?              ?              ?
      1980        82     22/03/1980        661.100              20.169            247.099             42.478              2.855              2.077              2.057              1.107              1.141              1.139              1.160              1.115              1.076          0.000          0.230         69.675          1.546          5.806        231.641        207.945       1508.222         304.423              0.167              0.221              0.226              0.225              0.204              0.204              0.238              0.266              0.286              0.296        405.323         20.669          0.140          0.140                 0.354                 0.378                 0.993             27       5065.743      13423.515          1.977         15.818       1700.000        175.975             17.676             15.513             14.097             12.323              2.087              1.072              1.398              1.512              1.777              2.220        390.286         41.081              ?              ?              ?
      1981        87     28/03/1981       1027.800             120.550            384.110             42.401              2.998              2.192              2.253              1.336              1.322              1.274              1.215              1.132              1.085          0.000          0.187         70.792          1.908          4.126        170.462        213.426       1516.503         382.778              0.183              0.252              0.261              0.266              0.272              0.278              0.291              0.297              0.299              0.300        470.472         84.163          0.044          0.044                 0.358                 0.356                 0.998             29       5519.726      14296.752          2.286         17.193       1700.000        161.585              8.805              3.257              2.842              5.149              6.312              8.057              9.875             10.089              9.024              7.381        394.080         83.905              ?              ?              ?
      1982        92     02/04/1982        781.000              66.693            203.243             47.717              3.025              2.191              2.225              1.346              1.328              1.283              1.187              1.116              1.080          0.000          0.211         62.498          1.366          3.682        155.924        201.944       1523.753         338.052              0.141              0.203              0.207              0.208              0.210              0.216              0.253              0.278              0.293              0.298        406.361         24.220          0.381          0.381                 0.337                 0.346                 1.000             35       5552.043      15282.502          1.695         18.989       1700.000        173.731             12.866              7.273              8.450             14.102              8.444              4.093              2.569              1.787              1.510              1.406        398.891         41.656              ?              ?              ?
      1983        99     09/04/1983        492.900               7.317             94.651             50.510              3.094              2.231              2.307              1.362              1.329              1.289              1.196              1.118              1.081          0.000          0.156        132.448          1.686          4.034        165.526        213.436       1531.861         318.288              0.109              0.200              0.202              0.202              0.201              0.204              0.240              0.268              0.287              0.296        391.016         12.096          2.125          2.125                 0.292                 0.325                 0.941             45       4489.294       9921.473          1.164         13.162       1700.000        111.088             41.123             27.929             23.354             22.275              7.477              3.417              2.565              1.882              1.381              1.046        406.006         13.089              ?              ?              ?
      1984       111     20/04/1984        627.200              17.410            122.187             45.333              2.911              2.117              2.157              1.309              1.306              1.265              1.188              1.104              1.079          0.000          0.085         97.202          1.517          2.337         89.409        175.411       1535.300         337.505              0.158              0.222              0.230              0.233              0.236              0.225              0.248              0.273              0.290              0.297        421.423         37.618          0.048          0.048                 0.355                 0.353                 0.822             53       6046.939      14468.435          2.098         17.845       1700.000        160.465             14.044             11.627             15.420             28.179             15.685              4.792              2.814              2.043              1.435              1.163        414.670         22.093              ?              ?              ?
      1985        95     05/04/1985       1049.100              50.388            428.398             40.935              2.916              2.154              2.230              1.338              1.311              1.247              1.148              1.106              1.075          0.000          0.105         14.998          1.499          3.027        126.836        178.083       1540.394         380.350              0.188              0.250              0.258              0.262              0.268              0.275              0.289              0.295              0.293              0.298        465.441         78.676          0.032          0.032                 0.368                 0.371                 1.000             38       6559.367      17242.334          2.375         21.005       1700.000        185.371              5.888              0.922              0.539              0.619              0.437              0.315              0.432              0.578              1.375              3.895        418.243         94.139              ?              ?              ?
      1986       107     17/04/1986        931.300              58.490            387.850             41.997              3.092              2.210              2.237              1.326              1.293              1.243              1.176              1.114              1.074          0.000          0.190         28.251          1.076          5.536        237.411        196.565       1546.234         380.572              0.153              0.213              0.218              0.220              0.222              0.215              0.247              0.273              0.290              0.297        411.260         28.007          0.070          0.070                 0.351                 0.353                 0.999             49       5898.491      14994.607          1.844         18.433       1700.000        162.817              7.670              2.071              1.728              2.419              1.723              1.418              1.863              2.049              2.812              4.498        420.618         76.677              ?              ?              ?
      1987        95     05/04/1987        650.000              29.291            207.461             47.032              3.054              2.174              2.234              1.297              1.284              1.246              1.166              1.106              1.067          0.000          0.204         87.579          1.594          6.306        270.336        214.647       1552.846         291.331              0.188              0.244              0.246              0.230              0.204              0.208              0.245              0.273              0.290              0.297        417.169         30.397          0.888          0.888                 0.339                 0.354                 0.947             42       4563.237      10710.462          1.416         14.384       1700.000        142.719             15.103             12.809             13.453             19.450              9.567              5.670              4.317              3.094              2.310              1.806        423.658         35.983              ?              ?              ?
      1988        95     04/04/1988        914.300             104.973            394.315             45.741              3.012              2.187              2.224              1.301              1.302              1.253              1.173              1.103              1.067          0.000          0.104         83.282          1.408          3.735        132.115        175.561       1556.626         277.030              0.205              0.234              0.243              0.249              0.256              0.265              0.284              0.295              0.299              0.300        457.656         69.656          0.029          0.029                 0.342                 0.340                 1.000             39       5386.017      14338.428          2.080         17.427       1700.000        171.227              6.990              2.799              3.483             10.835             13.144             12.657             11.033              8.838              7.206              6.295        428.954        114.378              ?              ?              ?
      1989       103     13/04/1989        831.300              43.255            322.646             46.093              3.052              2.196              2.223              1.296              1.281              1.236              1.158              1.089              1.060          0.000          0.153         66.893          1.426          4.044        159.047        185.616       1562.126         357.928              0.155              0.217              0.218              0.207              0.210              0.218              0.255              0.280              0.293              0.298        411.384         27.838          0.107          0.107                 0.358                 0.358                 0.997             43       5133.776      13618.175          1.795         16.628       1700.000        139.591              8.913              3.397              3.118              7.953              8.632              7.941              8.311              7.427              6.209              4.993        432.335         79.285              ?              ?              ?
      1990        85     26/03/1990        799.000              61.827            368.315             48.313              2.980              2.150              2.174              1.259              1.260              1.210              1.143              1.075              1.053          0.000          0.163         34.501          1.391          4.956        205.221        196.072       1567.286         263.902              0.243              0.201              0.204              0.205              0.208              0.214              0.252              0.278              0.292              0.298        414.315         26.315          0.725          0.725                 0.360                 0.378                 0.995             28       5045.300      14467.634          1.512         18.131       1700.000        162.557              7.776              1.526              1.084              2.210              2.493              2.487              3.417              3.939              4.484              5.084        434.094         84.656              ?              ?              ?
      1991        84     25/03/1991        824.900              47.440            194.989             46.317              3.060              2.177              2.230              1.292              1.260              1.202              1.127              1.074              1.052          0.000          0.105         91.108          1.757          3.178        127.738        185.988       1574.538         350.546              0.271              0.285              0.282              0.259              0.230              0.232              0.264              0.285              0.295              0.299        456.572         68.572          0.053          0.053                 0.341                 0.338                 0.858             31       5189.935      14149.783          2.109         17.447       1700.000        165.609             11.607             10.184             11.967             23.043             14.302              7.897              4.960              3.171              2.236              1.741        437.236         44.170              ?              ?              ?
      1992        68     08/03/1992         87.100               1.554             22.884             57.129              3.281              2.220              2.230              1.244              1.209              1.176              1.120              1.071              1.045          0.000          0.223        161.011          4.589          4.674        194.117        199.572       1580.083         114.624              0.132              0.200              0.200              0.200              0.200              0.202              0.235              0.264              0.286              0.296        389.747          8.531        106.329        106.329                 0.204                 0.307                 0.996             23       1139.553       4760.505          0.518          8.321       1700.000        103.539            145.449              8.997              1.913              1.242              0.639              0.446              0.563              0.544              0.591              0.626        441.199          0.688              ?              ?              ?
      1993       100     10/04/1993        775.000              97.229            299.983             55.435              3.101              2.137              2.124              1.197              1.237              1.198              1.143              1.073              1.051          0.000          0.137        105.381          1.353          4.316        127.922        178.774       1582.520         297.923              0.100              0.200              0.208              0.211              0.216              0.227              0.260              0.282              0.294              0.299        408.679         30.673          0.161          0.161                 0.325                 0.339                 0.944             40       4806.800      11072.945          0.969         15.320       1700.000        122.590             12.331              6.751              8.942             18.543             14.986             10.971              9.790              8.889              7.785              6.393        449.207         91.459              ?              ?              ?
      1994        86     27/03/1994        439.400              23.222            172.260             54.933              2.986              2.111              2.167              1.233              1.217              1.170              1.084              1.051              1.039          0.000          0.243         92.193          6.617         10.166        303.908        191.791       1584.976         242.127              0.100              0.200              0.200              0.200              0.200              0.201              0.234              0.262              0.283              0.295        385.076          7.076          2.415          2.415                 0.254                 0.376                 0.366             28       1980.723       7511.219          0.620         11.890       1700.000        151.882             74.653              5.851              2.891              3.281              1.738              0.775              0.717              0.567              0.678              1.043        453.837         21.554              ?              ?              ?
      1995       117     27/04/1995        580.000              21.996            180.457             51.331              3.029              2.133              2.104              1.188              1.236              1.169              1.148              1.084              1.053          0.000          0.160        128.333          1.332          7.833        201.076        194.471       1588.050         280.396              0.174              0.204              0.209              0.211              0.213              0.209              0.241              0.269              0.288              0.296        404.101         18.722          0.540          0.540                 0.325                 0.348                 0.734             58       4481.496      10064.874          1.063         12.518       1700.000        114.679             29.753             19.014             18.660             27.893             16.505              6.053              4.141              2.856              1.966              1.493        460.752         32.814              ?              ?              ?
      1996        92     01/04/1996        579.200              45.419            176.147             49.893              2.950              2.158              2.245              1.341              1.323              1.251              1.132              1.071              1.048          0.000          0.133        116.337          1.230          5.412        174.784        185.462       1590.933         247.591              0.161              0.228              0.238              0.244              0.252              0.261              0.282              0.294              0.298              0.300        449.038         64.941          0.644          0.644                 0.376                 0.388                 0.635             40       4951.215      11154.101          1.542         13.418       1700.000        125.269              8.277              5.590              8.950             26.567             25.557             18.493             11.499              6.225              3.287              1.893        463.393         52.134              ?              ?              ?
      1997       101     11/04/1997        748.800              42.352            156.580             46.472              3.045              2.171              2.249              1.272              1.229              1.181              1.099              1.065              1.045          0.000          0.087         88.943          1.329          3.062        107.886        165.792       1593.798         369.447              0.174              0.242              0.251              0.256              0.262              0.266              0.264              0.276              0.291              0.298        449.232         63.868          0.117          0.117                 0.346                 0.355                 1.000             39       4690.715      14716.797          2.099         17.068       1700.000        163.669              7.179              6.104              9.289             23.680             20.295             12.120              4.695              2.473              1.765              1.343        466.348         36.741              ?              ?              ?
      1998       102     12/04/1998       1164.300             163.854            484.569             46.916              2.998              2.141              2.198              1.240              1.219              1.173              1.111              1.065              1.039          0.000          0.231         11.795          1.215          4.436        177.000        178.501       1597.813         346.301              0.149              0.214              0.221              0.224              0.232              0.243              0.273              0.289              0.297              0.299        429.891         47.008          0.166          0.166                 0.352                 0.369                 1.000             44       6043.711      15613.729          1.840         18.203       1700.000        185.300              4.081              0.507              0.393              0.661              0.489              0.306              0.360              0.447              0.995              3.555        467.181        109.657              ?              ?              ?
