Summary_file = p20N25c_h.sum
Title = p20N25
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)         (g/m2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1962        98     08/04/1962        873.400              44.241            342.192             14.945              2.676              2.051              2.060              1.308              1.286              1.240              1.220              1.200              1.189          0.000          0.519          2.526          0.842          4.081        307.643         95.317       1305.293         432.043              0.265              0.282              0.290              0.296              0.298              0.299              0.300              0.298              0.300              0.300        501.848        113.848          0.810          0.810                 0.370                 0.261                 0.991             39       1629.447       6418.851          0.781          4.281       1700.000         96.753              1.510              0.312              0.157              0.103              0.052              0.034              0.030              0.018              0.035              0.275        102.472          7.079              ?              ?              ?
      1963        97     07/04/1963       1051.300             150.407            504.194             15.613              2.667              2.028              2.040              1.264              1.260              1.229              1.192              1.178              1.170          0.000          0.532          2.398          0.564          4.815        373.662         97.715       1304.869         387.465              0.208              0.275              0.281              0.281              0.278              0.283              0.291              0.297              0.300              0.300        482.368         94.368          0.910          0.910                 0.390                 0.258                 0.972             35       1418.667       6077.312          0.754          4.084       1700.000         90.062              1.664              0.329              0.134              0.098              0.055              0.024              0.022              0.011              0.014              0.046        106.248         11.101              ?              ?              ?
      1964       103     12/04/1964        670.000              39.499            243.038             16.188              2.789              2.106              2.099              1.299              1.257              1.227              1.196              1.183              1.173          0.000          0.885          2.220          0.471          7.760        590.996        110.755       1305.609         338.515              0.121              0.210              0.229              0.240              0.249              0.260              0.278              0.291              0.298              0.300        439.269         59.123          5.005          5.005                 0.356                 0.238                 0.949             48       1961.452       5539.749          0.486          3.395       1700.000         89.969              1.376              0.306              0.162              0.120              0.067              0.033              0.033              0.021              0.017              0.087        110.323          3.052              ?              ?              ?
      1965       106     16/04/1965        903.200              89.869            474.622             16.566              2.751              2.103              2.080              1.273              1.238              1.219              1.189              1.173              1.164          0.000          0.660          3.124          0.444          6.794        546.329        110.102       1305.837         340.998              0.134              0.218              0.234              0.242              0.249              0.258              0.274              0.288              0.297              0.300        440.215         58.786          2.748          2.748                 0.388                 0.241                 0.510             46       1247.912       5323.419          0.563          3.069       1700.000         88.117              1.835              0.319              0.150              0.106              0.067              0.037              0.036              0.014              0.036              0.523        114.094         16.278              ?              ?              ?
      1966       106     16/04/1966        830.000              45.147            383.423             15.200              2.588              2.016              2.008              1.243              1.245              1.222              1.182              1.170              1.162          0.000          0.633          2.166          0.707          6.794        563.796        109.260       1306.132         340.884              0.219              0.284              0.292              0.297              0.299              0.300              0.300              0.300              0.301              0.301        499.089        111.089          2.546          2.546                 0.384                 0.301                 0.974             45       1816.332       6033.704          0.795          4.203       1700.000         88.100              1.369              0.289              0.166              0.146              0.065              0.035              0.028              0.018              0.014              0.036        117.780          7.133              ?              ?              ?
      1967       128     08/05/1967        841.400              48.081            390.433             16.514              2.773              2.085              2.074              1.281              1.267              1.238              1.192              1.179              1.172          0.000          0.469          2.931          0.586          4.838        384.819        107.647       1306.460         405.296              0.141              0.221              0.238              0.246              0.252              0.259              0.275              0.289              0.297              0.300        443.455         61.404          2.719          2.719                 0.357                 0.248                 0.965             69       2265.118       6971.095          0.625          4.564       1700.000        111.493              1.941              0.280              0.128              0.088              0.051              0.026              0.024              0.009              0.032              0.351        122.041         17.963              ?              ?              ?
      1968       108     17/04/1968        654.300              40.929            240.632             15.741              2.813              2.110              2.091              1.247              1.205              1.186              1.154              1.157              1.149          0.000          0.621          2.695          0.530          7.673        627.143        114.840       1307.231         337.124              0.130              0.216              0.233              0.242              0.251              0.261              0.278              0.291              0.298              0.300        441.980         60.938          7.072          7.072                 0.387                 0.249                 0.600             50       1875.728       5599.798          0.592          3.435       1700.000         91.368              1.728              0.296              0.138              0.128              0.073              0.041              0.036              0.024              0.032              0.199        125.253          6.522              ?              ?              ?
      1969        87     28/03/1969        654.000              20.415            228.601             14.674              2.618              2.021              2.031              1.219              1.210              1.181              1.147              1.133              1.125          0.000          0.487          2.709          0.726          6.045        501.248        108.576       1307.477         338.826              0.289              0.292              0.289              0.294              0.297              0.298              0.300              0.300              0.300              0.300        504.659        116.659          1.198          1.198                 0.386                 0.257                 0.871             31       2294.506       6611.730          0.986          4.652       1700.000        103.328              1.845              0.350              0.122              0.078              0.042              0.027              0.024              0.013              0.024              0.184        127.605          6.383              ?              ?              ?
      1970       105     15/04/1970        970.700              59.721            437.933             18.041              2.909              2.104              2.096              1.241              1.221              1.187              1.145              1.131              1.123          0.000          0.531          3.795          0.522          5.586        449.784        113.350       1308.248         457.699              0.221              0.202              0.208              0.210              0.215              0.227              0.258              0.280              0.293              0.299        419.451         31.451          1.057          1.057                 0.352                 0.229                 0.929             46       1534.783       5893.443          0.418          3.687       1700.000         93.832              2.455              0.322              0.122              0.091              0.059              0.038              0.042              0.019              0.072              0.577        130.702         15.508              ?              ?              ?
      1971        87     28/03/1971        706.200              53.486            280.054             16.716              2.610              1.949              1.920              1.124              1.156              1.154              1.126              1.118              1.113          0.000          0.543          2.581          0.577          6.920        567.474        114.461       1308.891         333.502              0.173              0.252              0.267              0.277              0.284              0.289              0.295              0.299              0.300              0.300        478.208         92.892          4.099          4.099                 0.386                 0.244                 0.488             29       1707.118       5806.696          0.694          3.689       1700.000         92.716              1.810              0.302              0.133              0.110              0.066              0.038              0.031              0.016              0.014              0.060        133.351          3.998              ?              ?              ?
      1972        91     31/03/1972        913.200              85.109            359.724             15.556              2.592              1.984              2.008              1.205              1.200              1.163              1.125              1.112              1.106          0.000          0.417          2.668          0.701          5.210        432.195        110.705       1309.412         395.567              0.291              0.301              0.306              0.306              0.306              0.306              0.306              0.306              0.306              0.306        518.285        130.285          1.854          1.854                 0.369                 0.244                 0.988             31       2584.980       6971.307          0.916          4.528       1700.000        108.178              0.865              0.568              0.404              0.406              0.198              0.093              0.052              0.024              0.016              0.042        135.613          5.648              ?              ?              ?
      1973       107     17/04/1973        636.200              19.061            213.280             17.563              2.718              2.059              2.075              1.255              1.225              1.193              1.141              1.130              1.121          0.000          0.370          2.801          0.628          4.901        404.108        108.309       1309.492         347.576              0.185              0.251              0.263              0.273              0.277              0.279              0.278              0.286              0.295              0.299        467.201         80.676          7.835          7.835                 0.353                 0.296                 0.903             52       2452.348       5990.151          0.530          4.542       1700.000         87.842              1.845              0.260              0.113              0.083              0.054              0.036              0.039              0.038              0.047              0.286        138.668          8.018              ?              ?              ?
      1974        98     08/04/1974       1186.800              83.685            598.981             15.863              2.722              2.013              2.025              1.184              1.178              1.149              1.119              1.104              1.099          0.000          0.300          2.001          0.990          4.443        335.094         99.996       1309.015         439.205              0.241              0.282              0.290              0.296              0.298              0.299              0.300              0.300              0.300              0.300        499.995        111.995          0.053          0.053                 0.394                 0.285                 0.436             38       1474.730       6205.444          0.892          4.497       1700.000         89.746              1.477              0.212              0.082              0.059              0.036              0.024              0.023              0.014              0.015              0.059        141.120         16.752              ?              ?              ?
      1975        87     28/03/1975       1165.200             173.275            523.302             16.631              2.613              1.967              1.998              1.176              1.178              1.147              1.108              1.097              1.092          0.000          0.535          2.159          0.567          4.872        355.197        100.831       1308.843         430.269              0.184              0.263              0.276              0.285              0.291              0.295              0.298              0.300              0.300              0.300        486.079         99.698          0.585          0.585                 0.379                 0.242                 0.988             29       1960.289       6130.229          0.858          4.184       1700.000         95.147              1.577              0.217              0.091              0.075              0.049              0.031              0.026              0.012              0.016              0.066        142.761         14.534              ?              ?              ?
      1976       103     12/04/1976        801.900              36.147            291.275             14.976              2.549              1.963              1.994              1.187              1.192              1.154              1.110              1.101              1.096          0.000          0.343          2.068          0.743          3.295        255.060         91.663       1307.421         389.020              0.280              0.296              0.302              0.301              0.300              0.297              0.299              0.300              0.300              0.300        507.330        119.330          0.791          0.791                 0.357                 0.232                 0.996             43       1890.629       7172.641          1.055          4.883       1700.000        116.384              1.246              0.393              0.128              0.066              0.035              0.023              0.023              0.011              0.015              0.129        144.811          7.727              ?              ?              ?
      1977       113     23/04/1977       1122.500             139.542            523.380             15.058              2.592              1.994              2.010              1.187              1.189              1.160              1.113              1.107              1.100          0.000          0.585          2.171          0.602          4.574        342.869         93.746       1306.524         428.958              0.183              0.261              0.273              0.281              0.287              0.291              0.296              0.299              0.300              0.300        482.578         96.313          0.395          0.395                 0.362                 0.243                 0.982             52       2237.266       6511.740          0.972          4.496       1700.000         94.160              1.634              0.195              0.087              0.068              0.049              0.033              0.035              0.028              0.014              0.029        146.648          7.239              ?              ?              ?
      1978        97     07/04/1978       1159.600             109.484            575.973             14.512              2.597              1.983              2.012              1.181              1.184              1.156              1.115              1.093              1.087          0.000          0.353          2.226          0.787          2.911        228.832         84.399       1304.361         396.837              0.239              0.287              0.294              0.299              0.299              0.300              0.300              0.300              0.300              0.300        501.746        113.745          0.392          0.392                 0.372                 0.249                 1.000             40       2530.692       7177.744          1.165          5.067       1700.000        112.881              1.518              0.325              0.127              0.087              0.048              0.031              0.028              0.018              0.017              0.028        148.074          9.190              ?              ?              ?
      1979       110     20/04/1979        678.800              18.078            201.948             16.501              2.605              1.973              2.004              1.183              1.187              1.150              1.109              1.094              1.087          0.000          0.713          2.225          0.471          5.323        411.481         93.393       1303.876         392.210              0.206              0.259              0.270              0.278              0.284              0.289              0.296              0.299              0.300              0.300        482.781         94.781          2.127          2.127                 0.357                 0.229                 0.963             50        791.380       6260.826          0.712          3.712       1700.000         95.549              1.524              0.202              0.081              0.064              0.043              0.031              0.032              0.023              0.024              0.200        149.425          4.836              ?              ?              ?
      1980        82     22/03/1980        661.100              27.034            270.883             17.211              2.664              2.000              2.010              1.156              1.154              1.132              1.099              1.077              1.071          0.000          0.920          2.421          0.517          6.753        506.040        101.358       1303.926         329.801              0.195              0.266              0.277              0.285              0.290              0.294              0.298              0.300              0.300              0.300        487.224         99.745          1.749          1.749                 0.383                 0.240                 0.970             27        989.045       5638.113          0.704          3.528       1700.000         88.129              1.533              0.233              0.106              0.081              0.051              0.035              0.033              0.021              0.035              0.294        150.787          7.884              ?              ?              ?
      1981        88     29/03/1981       1027.800             110.787            465.860             16.652              2.704              2.000              2.020              1.164              1.165              1.132              1.095              1.074              1.069          0.000          0.772          2.411          0.693          5.605        419.840        104.040       1304.176         409.173              0.297              0.303              0.306              0.306              0.306              0.306              0.306              0.306              0.306              0.306        519.017        131.017          0.510          0.510                 0.360                 0.253                 0.989             30       1208.717       6371.680          0.829          4.295       1700.000         94.435              0.899              0.525              0.346              0.316              0.146              0.071              0.041              0.028              0.017              0.021        152.464          4.222              ?              ?              ?
      1982        92     02/04/1982        781.000              69.931            280.135             17.320              2.634              1.984              2.002              1.165              1.167              1.131              1.092              1.075              1.070          0.000          0.732          2.532          0.518          5.289        386.489        108.207       1304.655         347.374              0.172              0.246              0.260              0.270              0.278              0.285              0.293              0.298              0.300              0.300        472.571         87.395          2.107          2.107                 0.350                 0.229                 0.993             35       1648.209       6555.437          0.750          4.209       1700.000        104.529              1.830              0.248              0.105              0.075              0.051              0.031              0.029              0.014              0.019              0.130        153.960          5.881              ?              ?              ?
      1983        99     09/04/1983        492.900               7.609            102.261             17.994              2.733              2.029              2.044              1.185              1.165              1.133              1.091              1.077              1.072          0.000          0.547          2.972          0.614          4.764        367.698        111.538       1305.285         330.663              0.153              0.234              0.250              0.258              0.260              0.261              0.273              0.288              0.296              0.300        450.796         67.526         10.606         10.606                 0.328                 0.241                 0.932             45       2683.917       6035.332          0.575          4.422       1700.000         85.275              2.022              0.267              0.118              0.093              0.068              0.045              0.042              0.018              0.039              0.259        156.164          3.906              ?              ?              ?
      1984       112     21/04/1984        627.200              18.837            175.281             16.415              2.509              1.937              1.967              1.164              1.182              1.148              1.094              1.076              1.070          0.000          0.315          2.423          0.655          3.088        238.171        100.471       1304.769         351.352              0.177              0.254              0.267              0.276              0.282              0.288              0.295              0.299              0.300              0.300        477.751         92.021          1.986          1.986                 0.357                 0.271                 0.402             54       3202.056       7115.947          0.909          5.327       1700.000         96.412              1.789              0.211              0.084              0.059              0.038              0.026              0.031              0.020              0.019              0.148        158.456          6.258              ?              ?              ?
      1985        95     05/04/1985       1049.100              59.379            528.856             15.638              2.600              1.945              1.982              1.135              1.143              1.123              1.080              1.067              1.061          0.000          0.301          2.366          0.583          3.485        269.748         92.873       1303.676         402.362              0.202              0.272              0.282              0.289              0.293              0.296              0.299              0.300              0.300              0.300        490.678        102.678          0.468          0.468                 0.375                 0.238                 0.952             38       2315.166       6857.399          0.975          4.512       1700.000        108.402              1.838              0.201              0.083              0.074              0.049              0.030              0.024              0.012              0.016              0.040        159.357          7.983              ?              ?              ?
      1986       107     17/04/1986        931.300              59.152            445.290             16.264              2.687              1.987              2.006              1.158              1.153              1.109              1.066              1.066              1.060          0.000          0.416          2.405          0.494          4.157        326.909         90.567       1302.470         388.670              0.190              0.259              0.271              0.280              0.286              0.291              0.296              0.299              0.300              0.300        482.314         95.298          0.698          0.698                 0.355                 0.229                 1.000             49       1768.473       6369.126          0.867          4.091       1700.000        102.730              1.755              0.213              0.090              0.069              0.048              0.033              0.028              0.025              0.017              0.126        160.191         13.349              ?              ?              ?
      1987        95     05/04/1987        650.000              30.178            248.077             17.038              2.686              1.998              2.031              1.163              1.156              1.116              1.085              1.062              1.057          0.000          0.609          2.406          0.527          5.263        422.949         97.206       1302.056         302.043              0.212              0.277              0.285              0.289              0.281              0.268              0.278              0.291              0.298              0.300        478.204         90.204          4.721          4.721                 0.357                 0.238                 0.970             43       2155.493       5793.259          0.694          3.737       1700.000         94.336              1.580              0.232              0.113              0.098              0.066              0.048              0.042              0.017              0.025              0.184        161.228          5.902              ?              ?              ?
      1988        95     04/04/1988        914.300             107.050            468.557             16.769              2.611              1.969              2.004              1.158              1.164              1.125              1.069              1.061              1.055          0.000          0.332          2.377          0.511          3.575        285.096         90.054       1300.658         294.190              0.223              0.260              0.271              0.279              0.285              0.290              0.296              0.299              0.300              0.300        485.051         97.051          1.432          1.432                 0.342                 0.234                 0.987             39       1419.748       6755.651          0.864          4.550       1700.000        106.238              1.817              0.192              0.086              0.068              0.045              0.030              0.029              0.026              0.018              0.066        162.509         13.923              ?              ?              ?
      1989       103     13/04/1989        831.300              36.607            357.629             17.030              2.612              1.968              2.002              1.139              1.139              1.112              1.084              1.055              1.050          0.000          0.549          2.103          0.555          4.766        360.926         97.554       1300.391         371.112              0.193              0.267              0.277              0.282              0.279              0.280              0.288              0.296              0.299              0.300        478.551         91.273          0.980          0.980                 0.361                 0.245                 0.991             44       1218.303       6048.988          0.758          3.960       1700.000         90.003              1.622              0.166              0.073              0.059              0.045              0.032              0.033              0.022              0.011              0.040        163.425          4.008              ?              ?              ?
      1990        85     26/03/1990        799.000              54.494            428.361             18.086              2.685              1.992              2.020              1.140              1.140              1.112              1.071              1.050              1.046          0.000          0.740          2.525          0.585          5.982        451.991        103.115       1300.550         290.809              0.277              0.243              0.255              0.265              0.273              0.281              0.291              0.297              0.300              0.300        478.660         90.660          3.379          3.379                 0.375                 0.252                 0.987             29       1143.220       6038.243          0.654          3.663       1700.000         93.435              1.895              0.258              0.101              0.081              0.049              0.035              0.031              0.019              0.012              0.043        163.990          4.277              ?              ?              ?
      1991        84     25/03/1991        824.900              56.513            290.919             17.056              2.637              1.963              2.007              1.136              1.141              1.104              1.062              1.048              1.044          0.000          0.497          2.577          0.790          4.286        333.505        101.733       1300.615         375.842              0.273              0.294              0.299              0.301              0.301              0.301              0.301              0.301              0.301              0.300        507.492        119.492          1.087          1.087                 0.341                 0.234                 1.000             31       1436.347       6712.830          0.888          4.605       1700.000        106.903              1.625              0.418              0.156              0.099              0.051              0.030              0.022              0.011              0.019              0.146        164.973          5.472              ?              ?              ?
      1992        68     08/03/1992         87.100               2.351             26.200             19.932              3.055              2.104              2.107              1.138              1.102              1.072              1.052              1.041              1.037          0.000          0.456          6.111          0.399          3.707        274.890        112.074       1301.494         118.892              0.152              0.200              0.200              0.200              0.201              0.205              0.240              0.269              0.288              0.297        395.149         11.925        109.360        109.360                 0.281                 0.242                 0.921             23       1304.974       4463.847          0.305          3.376       1700.000         87.793              4.567              0.579              0.180              0.161              0.093              0.052              0.052              0.039              0.077              0.310        166.141          0.535              ?              ?              ?
      1993        88     29/03/1993        775.000             100.224            333.668             19.025              2.627              1.908              1.910              1.056              1.070              1.057              1.061              1.046              1.042          0.000          0.295          3.025          0.669          3.466        221.033        108.164       1301.904         295.377              0.155              0.236              0.252              0.263              0.271              0.279              0.289              0.297              0.300              0.300        464.102         80.604          0.965          0.965                 0.321                 0.229                 0.297             31       2670.773       5882.493          0.621          4.489       1700.000         75.158              2.110              0.237              0.105              0.092              0.069              0.053              0.051              0.017              0.035              0.256        168.043         13.384              ?              ?              ?
      1994        82     23/03/1994        439.400              38.593            161.777             20.303              2.774              1.991              2.041              1.148              1.132              1.091              1.045              1.037              1.034          0.000          0.333          3.240          0.372          4.316        309.530        109.719       1302.081         258.919              0.109              0.200              0.215              0.222              0.230              0.243              0.266              0.284              0.295              0.299        420.196         41.321         12.262         12.262                 0.359                 0.250                 0.495             23       1292.062       5123.664          0.322          3.567       1700.000         87.135              2.345              0.215              0.092              0.087              0.065              0.036              0.029              0.008              0.041              0.322        169.445          7.566              ?              ?              ?
      1995       118     28/04/1995        584.500              26.573            190.608             18.991              2.649              1.958              1.986              1.142              1.139              1.100              1.045              1.050              1.045          0.000          0.333          2.898          0.499          5.232        358.360        113.479       1302.664         288.690              0.187              0.247              0.261              0.271              0.279              0.285              0.293              0.298              0.300              0.300        474.662         87.942          5.317          5.317                 0.341                 0.266                 0.262             59       2016.662       5070.328          0.434          3.871       1700.000         69.452              2.083              0.250              0.107              0.093              0.055              0.030              0.031              0.023              0.022              0.204        171.793          5.746              ?              ?              ?
      1996        81     21/03/1996        574.700              40.726            228.014             17.810              2.567              1.921              1.975              1.120              1.119              1.083              1.055              1.040              1.036          0.000          0.184          2.846          0.568          2.805        190.305        105.581       1302.677         257.254              0.209              0.273              0.283              0.290              0.294              0.297              0.299              0.300              0.300              0.300        492.548        104.548          2.423          2.423                 0.372                 0.318                 0.389             31       2763.310       5856.229          0.803          5.097       1700.000         75.495              2.113              0.235              0.120              0.117              0.067              0.036              0.026              0.021              0.023              0.088        172.789          6.093              ?              ?              ?
      1997       101     11/04/1997        748.800              46.545            225.156             16.689              2.504              1.905              1.967              1.119              1.127              1.078              1.045              1.038              1.035          0.000          0.113          2.016          0.607          1.683        113.283         90.334       1301.353         386.452              0.190              0.264              0.275              0.283              0.288              0.292              0.297              0.299              0.300              0.300        484.785         97.824          0.404          0.404                 0.347                 0.245                 0.994             39       1765.369       8148.316          1.019          5.599       1700.000        115.275              1.529              0.141              0.072              0.062              0.037              0.020              0.013              0.007              0.015              0.121        173.487          5.865              ?              ?              ?
      1998       102     12/04/1998       1164.300             169.475            568.834             17.736              2.598              1.939              1.968              1.094              1.092              1.047              1.030              1.038              1.033          0.000          0.488          1.916          0.508          4.473        321.436         97.110       1300.869         361.293              0.179              0.258              0.271              0.281              0.288              0.292              0.297              0.300              0.300              0.300        482.436         96.528          1.463          1.463                 0.372                 0.222                 1.000             44       1300.469       5615.863          0.727          3.280       1700.000         95.584              1.391              0.165              0.073              0.071              0.052              0.034              0.029              0.021              0.018              0.062        173.455         11.063              ?              ?              ?
