Summary_file = p10N100c_h.sum
Title = p10N100
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1952       103     12/04/1952       1000.300              75.054            482.249              8.591              2.616              2.025              1.938              1.339              1.357              1.342              1.333              1.323              1.310          0.000          0.048          4.900          0.446          0.300         14.884         37.828       1322.801         412.165              0.143              0.237              0.259              0.272              0.280              0.286              0.290              0.295              0.299              0.300        468.208         85.939          0.120          0.120                 0.479                 0.471                 0.317             44       2162.620       6873.865          0.498          8.404       1700.000        107.455              1.007              0.857              0.372              0.149              0.051              0.002              0.010              0.063              0.344              2.045         42.612         70.038              ?              ?              ?
      1953       108     18/04/1953        918.900              47.947            370.123              6.920              2.425              1.984              1.965              1.365              1.303              1.306              1.342              1.325              1.309          0.000          0.068         16.041          0.620          2.409         74.894         61.949       1320.328         434.257              0.221              0.285              0.293              0.299              0.300              0.300              0.300              0.300              0.301              0.301        500.136        112.136          0.000          0.000                 0.364                 0.361                 0.255             49       2140.022       6143.151          0.509          9.833       1700.000         94.919              2.600              1.802              1.539              2.265              1.806              1.431              1.231              1.132              1.103              1.130         45.300         31.346              ?              ?              ?
      1954        97     07/04/1954        668.500              40.136            255.259              7.895              2.454              1.981              1.974              1.373              1.396              1.367              1.319              1.298              1.283          0.000          0.065         38.584          0.559          3.143         76.584         72.346       1318.114         345.248              0.208              0.264              0.276              0.286              0.292              0.296              0.300              0.300              0.300              0.300        489.675        101.675          0.012          0.012                 0.384                 0.381                 0.351             36       2261.549       6275.630          0.521          9.636       1700.000         91.570              6.122              2.639              2.214              4.516              5.108              4.879              4.424              3.628              2.844              2.210         47.483         40.045              ?              ?              ?
      1955        92     02/04/1955       1006.700              84.462            466.933              8.344              2.389              1.956              1.955              1.322              1.343              1.317              1.284              1.264              1.252          0.000          0.055         12.990          0.591          2.535         62.010         73.751       1315.476         398.727              0.201              0.270              0.281              0.290              0.295              0.298              0.300              0.300              0.300              0.300        491.550        103.550          0.000          0.000                 0.386                 0.383                 0.365             32       2889.062       7668.213          0.665          9.958       1700.000        111.376              4.403              1.942              1.290              1.120              0.516              0.237              0.193              0.286              0.740              2.263         50.156         66.727              ?              ?              ?
      1956        98     07/04/1956       1002.100              83.785            402.560              9.265              2.388              1.956              1.973              1.343              1.367              1.333              1.290              1.267              1.255          0.000          0.041         23.742          0.610          1.596         42.902         81.172       1314.476         439.168              0.217              0.272              0.283              0.291              0.295              0.298              0.300              0.300              0.300              0.300        493.830        105.830          0.000          0.000                 0.369                 0.367                 0.388             40       3045.447       7782.576          0.718         11.119       1700.000        111.269              3.145              1.686              1.791              3.502              3.116              2.638              2.234              1.961              1.838              1.831         52.753         47.430              ?              ?              ?
      1957        96     06/04/1957       1058.200              70.582            465.080             10.109              2.463              1.960              1.969              1.319              1.347              1.313              1.271              1.243              1.233          0.000          0.042         40.754          0.688          1.711         45.865         89.636       1314.329         470.835              0.200              0.258              0.272              0.282              0.289              0.294              0.298              0.300              0.300              0.300        485.738         97.738          0.000          0.000                 0.393                 0.390                 0.435             37       2549.937       5924.449          0.550          8.341       1700.000         78.620              3.618              2.500              2.478              5.186              5.332              5.071              4.665              4.284              3.949              3.671         55.050         60.187              ?              ?              ?
      1958       101     11/04/1958        815.700              78.092            325.555             10.717              2.576              2.018              1.998              1.323              1.340              1.308              1.269              1.251              1.240          0.000          0.030         23.624          0.809          0.984         28.101         88.514       1314.048         371.855              0.231              0.252              0.262              0.272              0.281              0.287              0.293              0.298              0.300              0.300        480.699         92.699          0.000          0.000                 0.359                 0.357                 0.345             43       2607.322       7344.404          0.596         11.424       1700.000        109.557              4.702              1.864              1.136              1.806              1.931              1.870              2.257              2.483              2.697              2.878         58.198         55.159              ?              ?              ?
      1959       117     27/04/1959        797.300              35.288            316.008             11.147              2.702              2.091              2.050              1.348              1.350              1.322              1.287              1.257              1.242          0.000          0.037         29.292          0.730          1.457         38.282         99.886       1315.028         417.400              0.126              0.218              0.240              0.253              0.262              0.271              0.282              0.292              0.298              0.300        450.054         69.440          0.012          0.012                 0.362                 0.360                 0.273             56       1647.143       6196.446          0.406         10.263       1700.000         98.752              5.594              2.117              1.891              2.816              2.204              1.692              2.406              2.972              3.548              4.053         61.358         59.271              ?              ?              ?
      1960       105     14/04/1960        663.400              30.217            259.723             10.341              2.547              2.015              1.995              1.308              1.331              1.292              1.261              1.237              1.220          0.000          0.067         39.370          0.731          3.561         83.237        113.015       1316.541         329.840              0.180              0.261              0.275              0.286              0.291              0.293              0.294              0.297              0.300              0.300        483.677         97.683          0.072          0.072                 0.399                 0.416                 0.282             45       1875.259       5926.965          0.434          9.879       1700.000         92.085              5.487              3.038              2.435              4.578              4.737              4.082              4.326              4.004              3.576              3.107         63.723         53.442              ?              ?              ?
      1961        85     26/03/1961        989.300              51.334            402.928             10.284              2.390              1.928              1.945              1.255              1.272              1.236              1.218              1.202              1.189          0.000          0.033         17.252          1.160          1.413         33.795        101.692       1317.954         416.379              0.271              0.292              0.297              0.300              0.300              0.300              0.300              0.301              0.301              0.301        506.573        118.573          0.000          0.000                 0.382                 0.379                 0.314             29       3716.002       9049.586          0.873         13.149       1700.000        135.524              5.205              3.047              2.370              2.381              1.120              0.542              0.369              0.437              0.673              1.107         65.760         55.332              ?              ?              ?
