Summary_file = p70N100c_h.sum
Title = p70N100
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1952       102     11/04/1952       1000.300              76.144            472.932             42.767              3.015              2.183              2.058              1.372              1.354              1.336              1.322              1.315              1.303          0.000          0.053          2.642          0.357          0.271         15.236         37.629       1322.660         395.712              0.122              0.207              0.220              0.226              0.234              0.245              0.271              0.288              0.297              0.299        427.150         46.964          0.103          0.103                 0.477                 0.385                 0.456             43       5110.627      11366.926          1.207          8.896       1700.000        159.304              0.941              0.409              0.180              0.065              0.017              0.001              0.001              0.004              0.089              0.934         60.077         56.189              ?              ?              ?
      1953       108     18/04/1953        918.900              48.352            333.349             33.557              2.789              2.137              2.013              1.311              1.256              1.255              1.279              1.324              1.311          0.000          0.196          1.946          0.653          2.999        224.155         67.465       1320.634         399.799              0.230              0.283              0.290              0.296              0.298              0.299              0.300              0.300              0.300              0.301        498.908        110.908          0.919          0.919                 0.363                 0.285                 0.604             49       4852.265      10759.544          1.865          8.261       1700.000        155.539              0.978              0.368              0.204              0.153              0.074              0.033              0.030              0.029              0.025              0.052         88.213          9.130              ?              ?              ?
      1954        97     07/04/1954        668.500              49.084            204.700             36.451              2.893              2.194              2.151              1.442              1.384              1.359              1.337              1.305              1.284          0.000          0.332          2.565          0.711          3.611        263.170         89.221       1319.825         330.294              0.179              0.244              0.255              0.262              0.269              0.277              0.289              0.296              0.299              0.300        466.410         80.483          0.855          0.855                 0.384                 0.310                 1.000             36       5086.765      12080.449          1.873          9.726       1700.000        165.541              1.602              0.342              0.150              0.103              0.066              0.041              0.049              0.041              0.034              0.138        111.356         11.224              ?              ?              ?
      1955        92     02/04/1955       1006.700              85.875            448.992             37.542              2.972              2.228              2.184              1.440              1.391              1.368              1.322              1.279              1.256          0.000          0.372          3.122          0.751          4.778        353.594        104.524       1320.378         373.429              0.198              0.263              0.273              0.281              0.286              0.291              0.297              0.299              0.300              0.300        484.176         96.336          0.682          0.682                 0.386                 0.306                 1.000             32       4751.382      11219.909          1.973          8.998       1700.000        159.066              1.705              0.308              0.145              0.100              0.064              0.043              0.050              0.050              0.073              0.582        133.947         42.180              ?              ?              ?
      1956        97     06/04/1956       1000.800             102.074            340.292             36.868              2.938              2.197              2.180              1.453              1.415              1.382              1.338              1.286              1.255          0.000          0.395          2.900          0.767          3.758        272.818        111.317       1321.434         411.950              0.209              0.266              0.275              0.282              0.287              0.291              0.297              0.299              0.300              0.300        486.436         98.436          0.400          0.400                 0.368                 0.318                 1.000             39       5396.461      12827.961          2.229         11.200       1700.000        177.634              1.992              0.285              0.147              0.124              0.078              0.051              0.053              0.045              0.037              0.088        156.985         19.384              ?              ?              ?
      1957        94     04/04/1957       1059.500              77.724            417.573             43.595              2.902              2.160              2.149              1.413              1.386              1.350              1.304              1.256              1.232          0.000          0.565          2.921          0.845          5.254        358.885        121.132       1323.072         444.607              0.164              0.238              0.251              0.259              0.267              0.275              0.288              0.296              0.299              0.300        461.924         77.492          0.860          0.860                 0.388                 0.341                 0.981             35       5338.163      11584.616          1.700         10.400       1700.000        143.982              1.727              0.356              0.169              0.129              0.088              0.061              0.065              0.064              0.065              0.197        177.358         29.840              ?              ?              ?
      1958       101     11/04/1958        815.700              80.969            313.259             44.148              3.071              2.245              2.212              1.450              1.421              1.382              1.332              1.282              1.251          0.000          0.323          4.012          0.734          4.080        278.575        125.460       1325.208         351.640              0.220              0.213              0.216              0.219              0.227              0.238              0.268              0.287              0.296              0.299        431.534         43.534          0.958          0.958                 0.358                 0.307                 0.985             43       5551.121      12837.980          1.417         11.211       1700.000        165.402              2.628              0.407              0.181              0.134              0.089              0.062              0.065              0.055              0.077              0.314        200.807         24.927              ?              ?              ?
      1959       117     27/04/1959        797.300              33.743            296.924             48.378              3.116              2.269              2.222              1.440              1.397              1.374              1.330              1.278              1.244          0.000          0.435          4.657          0.708          6.887        466.978        143.244       1328.246         406.667              0.100              0.200              0.209              0.213              0.218              0.228              0.258              0.281              0.293              0.299        408.816         30.808          1.557          1.557                 0.362                 0.322                 0.645             56       4102.942      10363.405          0.888          9.785       1700.000        147.787              2.586              0.346              0.178              0.131              0.088              0.061              0.083              0.084              0.155              0.947        222.171         35.397              ?              ?              ?
      1960       106     15/04/1960        663.400              30.647            241.663             48.065              2.931              2.192              2.121              1.356              1.353              1.344              1.308              1.262              1.223          0.000          0.337          4.689          1.061          6.712        377.140        157.036       1332.039         314.111              0.286              0.270              0.230              0.230              0.226              0.234              0.262              0.282              0.294              0.299        444.030         56.030          0.594          0.594                 0.401                 0.381                 0.366             46       5613.653      11407.236          1.185         10.814       1700.000        139.610              2.335              0.814              0.228              0.185              0.124              0.084              0.096              0.083              0.146              0.593        241.490         26.895              ?              ?              ?
      1961        86     27/03/1961        990.100              51.366            298.374             40.856              3.003              2.206              2.206              1.403              1.364              1.307              1.262              1.236              1.201          0.000          0.167          4.070          1.438          3.012        171.837        134.536       1336.041         398.296              0.268              0.286              0.290              0.293              0.293              0.295              0.299              0.300              0.300              0.300        500.333        112.333          0.066          0.066                 0.384                 0.353                 0.418             29       5763.282      14065.349          2.558         13.779       1700.000        178.744              2.496              0.446              0.224              0.174              0.091              0.053              0.046              0.045              0.092              0.404        259.979         35.818              ?              ?              ?
