APSIM output file, version = 5.3
Title = p0N100
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1952            104     13/04/1952       1000.300              77.554            489.767          3.852          2.734          2.016          1.902          1.126          1.139          1.133          1.127          1.120          1.113          0.000          0.046         28.919          0.432          0.281         14.007         37.929       1322.878         429.353          0.158          0.246          0.266          0.279          0.288          0.294          0.299          0.300          0.300          0.300        479.058         95.239          0.148          0.148                 0.481                 0.481                 0.784             45       1161.406       3826.096          0.271          6.269       1700.000         61.426          2.276          2.519          1.343          1.441          1.580          1.742          2.866          3.915          5.030          6.207         39.969         79.919              ?              ?              ?
           1953            108     18/04/1953        918.900              42.604            386.648          3.941          2.526          1.973          1.919          1.151          1.160          1.144          1.130          1.123          1.115          0.000          0.032         58.124          0.540          0.951         24.140         50.435       1319.368         455.182          0.221          0.285          0.293          0.299          0.300          0.300          0.300          0.301          0.301          0.301        500.282        112.282          0.000          0.000                 0.365                 0.362                 0.839             49       1267.358       3836.784          0.305          6.226       1700.000         58.263          2.553          2.100          2.338          6.704          8.631          9.265          8.709          7.428          5.908          4.489         39.743         58.392              ?              ?              ?
           1954            100     10/04/1954        668.500              34.756            278.679          3.221          2.511          1.956          1.917          1.154          1.163          1.142          1.125          1.118          1.110          0.000          0.041         71.743          0.443          2.014         44.978         54.881       1315.395         364.257          0.201          0.264          0.276          0.286          0.293          0.298          0.300          0.300          0.300          0.300        489.578        101.578          0.015          0.015                 0.389                 0.387                 0.813             39       1106.125       3537.778          0.268          5.629       1700.000         53.157          5.107          2.891          2.982          8.712         11.511         11.886         10.494          8.190          5.907          4.064         39.519         58.562              ?              ?              ?
           1955             95     05/04/1955       1006.700              83.201            481.238          3.899          2.414          1.925          1.900          1.131          1.143          1.124          1.113          1.108          1.100          0.000          0.036         40.132          0.483          1.741         40.310         54.104       1310.611         429.320          0.191          0.268          0.280          0.290          0.295          0.299          0.300          0.300          0.300          0.300        490.683        103.551          0.000          0.000                 0.394                 0.392                 0.816             35       1249.817       4002.244          0.303          6.361       1700.000         60.541          4.198          2.914          2.459          3.889          3.695          3.510          3.922          4.502          5.181          5.862         39.335         76.940              ?              ?              ?
           1956            102     11/04/1956       1005.400              71.020            435.302          4.867          2.408          1.916          1.906          1.146          1.158          1.136          1.120          1.113          1.106          0.000          0.026         52.624          0.482          1.086         26.142         58.540       1306.887         468.234          0.195          0.270          0.282          0.291          0.296          0.299          0.300          0.300          0.300          0.300        491.783        104.285          0.000          0.000                 0.379                 0.376                 0.834             44       1486.198       4332.906          0.355          6.542       1700.000         66.322          2.409          1.568          1.674          4.469          5.969          7.230          7.881          7.847          7.257          6.320         39.151         74.085              ?              ?              ?
           1957             97     07/04/1957       1059.200              62.750            490.389          4.640          2.448          1.911          1.901          1.138          1.155          1.130          1.112          1.105          1.098          0.000          0.024         57.430          0.509          1.035         25.583         64.301       1303.974         483.093          0.186          0.262          0.276          0.287          0.293          0.298          0.300          0.300          0.300          0.300        487.943        101.301          0.000          0.000                 0.399                 0.396                 0.821             38       1254.524       3596.216          0.292          5.534       1700.000         53.482          2.920          2.329          2.450          6.247          7.565          8.094          7.977          7.421          6.652          5.774         38.965         72.390              ?              ?              ?
           1958            101     11/04/1958        811.400              68.712            347.003          5.588          2.566          1.978          1.944          1.153          1.161          1.135          1.119          1.112          1.105          0.000          0.017         63.134          0.695          0.578         15.244         63.520       1300.715         385.465          0.239          0.267          0.274          0.283          0.291          0.296          0.300          0.300          0.300          0.300        491.940        103.940          0.000          0.000                 0.360                 0.358                 0.846             43       1349.734       4034.844          0.316          6.424       1700.000         62.188          4.629          2.533          2.244          6.308          8.490          9.275          9.155          8.158          6.842          5.500         38.841         69.724              ?              ?              ?
           1959            118     28/04/1959        797.300              36.042            335.883          5.105          2.717          2.054          1.981          1.172          1.166          1.144          1.128          1.120          1.111          0.000          0.021         60.581          0.587          0.825         20.796         69.387       1298.677         426.123          0.144          0.229          0.250          0.264          0.274          0.281          0.288          0.296          0.300          0.300        462.777         80.387          0.000          0.000                 0.364                 0.361                 0.827             57        954.486       3814.976          0.239          6.437       1700.000         61.276          6.745          4.384          4.655          8.747          7.492          6.113          6.213          5.989          5.504          4.739         38.835         61.025              ?              ?              ?
           1960             99     08/04/1960        663.400              31.708            288.148          4.394          2.456          1.931          1.914          1.142          1.158          1.127          1.112          1.106          1.098          0.000          0.034         69.538          0.524          1.822         41.279         75.668       1297.363         328.862          0.186          0.266          0.280          0.290          0.296          0.299          0.300          0.300          0.300          0.300        490.209        103.603          0.059          0.059                 0.410                 0.408                 0.801             39       1135.896       3765.165          0.276          6.207       1700.000         58.775          4.732          3.469          3.714          9.782         11.405         10.725          9.212          7.245          5.384          3.871         38.726         57.431              ?              ?              ?
           1961             86     27/03/1961        990.100              44.882            442.200          5.577          2.357          1.878          1.893          1.125          1.143          1.118          1.101          1.095          1.089          0.000          0.019         56.565          0.829          0.820         19.599         68.317       1294.386         455.769          0.245          0.287          0.294          0.299          0.300          0.300          0.300          0.300          0.300          0.300        502.368        114.368          0.000          0.000                 0.377                 0.374                 0.844             30       1604.944       4473.762          0.393          7.074       1700.000         69.811          4.469          2.868          2.695          5.427          6.369          7.258          7.649          7.428          6.703          5.698         38.608         83.022              ?              ?              ?
