APSIM output file, version = 5.3
Title = P40N100
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1952            102     11/04/1952       1000.300              75.268            474.491         30.338          3.140          2.165          2.012          1.145          1.130          1.120          1.115          1.113          1.108          0.000          0.053          2.830          0.352          0.276         15.225         37.652       1322.675         398.494          0.122          0.207          0.222          0.228          0.236          0.247          0.272          0.289          0.297          0.299        428.618         48.408          0.105          0.105                 0.477                 0.389                 0.963             43       5104.681      10956.974          1.114          8.806       1700.000        151.235          0.954          0.413          0.183          0.067          0.019          0.001          0.001          0.007          0.107          1.078         43.745         59.187              ?              ?              ?
           1953            108     18/04/1953        918.900              48.474            330.542         23.189          2.841          2.108          1.959          1.081          1.017          1.028          1.070          1.129          1.117          0.000          0.176          1.936          0.646          2.767        197.121         65.669       1320.447         400.094          0.230          0.283          0.290          0.295          0.298          0.299          0.300          0.300          0.300          0.301        498.822        110.822          0.655          0.655                 0.363                 0.287                 0.998             49       4954.778      10967.932          1.487          8.510       1700.000        157.187          0.972          0.366          0.202          0.150          0.072          0.033          0.030          0.027          0.024          0.060         49.425          9.903              ?              ?              ?
           1954             97     07/04/1954        668.500              49.091            205.061         24.123          2.935          2.164          2.114          1.250          1.180          1.161          1.145          1.125          1.110          0.000          0.223          2.528          0.702          3.592        257.174         88.118       1319.557         330.285          0.179          0.244          0.255          0.262          0.270          0.277          0.289          0.297          0.299          0.300        466.596         80.654          0.844          0.844                 0.384                 0.309                 1.000             36       5071.619      12041.144          1.486          9.668       1700.000        165.350          1.579          0.340          0.149          0.102          0.065          0.040          0.048          0.039          0.034          0.133         54.116         11.149              ?              ?              ?
           1955             92     02/04/1955       1006.700              85.884            449.161         22.546          2.854          2.142          2.110          1.267          1.228          1.210          1.162          1.123          1.102          0.000          0.287          3.099          0.746          4.740        348.802        103.660       1320.036         373.494          0.198          0.263          0.273          0.281          0.287          0.291          0.297          0.299          0.300          0.300        484.220         96.376          0.687          0.687                 0.386                 0.306                 1.000             32       4745.788      11201.688          1.766          8.970       1700.000        158.954          1.690          0.307          0.144          0.100          0.064          0.043          0.050          0.050          0.073          0.579         58.837         42.116              ?              ?              ?
           1956             97     06/04/1956       1000.800              99.826            343.642         22.069          2.786          2.098          2.105          1.288          1.264          1.233          1.189          1.136          1.105          0.000          0.262          2.884          0.772          3.747        270.414        110.852       1321.042         414.674          0.208          0.266          0.275          0.282          0.287          0.291          0.297          0.299          0.300          0.300        486.246         98.246          0.411          0.411                 0.368                 0.324                 0.995             39       5567.763      12577.449          1.972         11.217       1700.000        166.840          1.954          0.287          0.148          0.126          0.080          0.053          0.055          0.047          0.040          0.093         63.726         19.406              ?              ?              ?
           1957             94     04/04/1957       1059.500              76.284            419.034         26.145          2.787          2.074          2.078          1.269          1.263          1.225          1.177          1.127          1.096          0.000          0.272          2.938          0.837          4.843        327.238        118.701       1322.423         448.123          0.164          0.237          0.250          0.258          0.266          0.274          0.288          0.296          0.299          0.300        461.389         76.984          0.789          0.789                 0.388                 0.349                 0.977             36       5418.220      11355.711          1.520         10.549       1700.000        136.791          1.732          0.358          0.170          0.128          0.087          0.059          0.063          0.062          0.064          0.216         68.231         31.177              ?              ?              ?
           1958            101     11/04/1958        815.700              81.022            312.929         28.246          3.034          2.190          2.164          1.302          1.284          1.244          1.194          1.145          1.118          0.000          0.214          3.951          0.743          3.813        256.953        121.667       1324.184         351.794          0.223          0.215          0.218          0.222          0.230          0.241          0.269          0.287          0.296          0.299        434.718         46.718          0.858          0.858                 0.358                 0.309                 0.974             43       5569.083      12635.902          1.276         11.254       1700.000        165.474          2.598          0.409          0.180          0.130          0.084          0.057          0.059          0.049          0.073          0.314         73.741         25.266              ?              ?              ?
           1959            117     27/04/1959        797.300              33.774            298.314         30.811          3.127          2.238          2.193          1.309          1.264          1.241          1.195          1.149          1.116          0.000          0.336          4.688          0.711          6.547        419.560        139.947       1327.047         408.056          0.100          0.200          0.212          0.216          0.222          0.233          0.261          0.282          0.294          0.299        412.224         34.213          1.055          1.055                 0.362                 0.328                 0.916             56       3765.716      10041.078          0.835          9.860       1700.000        144.449          2.576          0.345          0.178          0.130          0.086          0.060          0.084          0.084          0.162          0.983         79.049         36.478              ?              ?              ?
           1960            106     15/04/1960        663.400              30.621            242.832         30.271          2.879          2.148          2.083          1.246          1.249          1.235          1.195          1.149          1.109          0.000          0.271          4.812          1.139          6.539        344.093        154.274       1330.725         314.923          0.290          0.289          0.252          0.251          0.242          0.248          0.269          0.286          0.295          0.299        461.295         73.295          0.470          0.470                 0.401                 0.401                 0.904             46       4570.128      10321.343          0.980         11.021       1700.000        136.734          2.356          0.845          0.234          0.179          0.122          0.083          0.090          0.084          0.160          0.661         84.013         29.191              ?              ?              ?
           1961             86     27/03/1961        990.100              51.554            310.615         25.100          2.812          2.099          2.121          1.281          1.262          1.203          1.162          1.137          1.102          0.000          0.118          4.173          1.454          2.742        137.101        133.553       1335.047         398.497          0.268          0.285          0.290          0.292          0.293          0.295          0.298          0.300          0.300          0.300        499.862        111.862          0.012          0.012                 0.384                 0.359                 0.997             29       5849.061      14444.374          2.135         14.467       1700.000        179.675          2.545          0.451          0.225          0.171          0.087          0.050          0.044          0.046          0.102          0.452         89.078         38.915              ?              ?              ?
