APSIM output file, version = 5.3
Title = p50N75
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1952            102     11/04/1952       1000.300              75.787            481.238         39.293          3.253          2.204          2.036          1.154          1.132          1.123          1.117          1.115          1.109          0.000          0.052          2.233          0.355          0.250         14.944         37.618       1322.654         397.294          0.129          0.213          0.229          0.237          0.246          0.257          0.277          0.291          0.298          0.300        438.339         57.471          0.104          0.104                 0.477                 0.364                 0.980             43       4375.983       9935.143          1.096          7.250       1700.000        147.115          0.966          0.432          0.184          0.067          0.018          0.001          0.001          0.002          0.046          0.515         44.811         40.145              ?              ?              ?
           1953            108     18/04/1953        918.900              48.755            353.535         30.863          2.960          2.163          2.013          1.102          1.018          1.029          1.070          1.123          1.116          0.000          0.201          1.806          0.606          2.807        224.607         62.375       1319.956         402.611          0.230          0.283          0.291          0.297          0.298          0.299          0.300          0.300          0.300          0.301        499.553        111.553          1.100          1.100                 0.363                 0.263                 0.999             49       3897.523       9073.417          1.629          6.442       1700.000        139.184          0.902          0.355          0.193          0.141          0.069          0.031          0.027          0.025          0.022          0.040         52.450          6.792              ?              ?              ?
           1954             97     07/04/1954        668.500              49.530            222.581         32.799          3.053          2.200          2.128          1.240          1.174          1.156          1.147          1.125          1.109          0.000          0.411          2.287          0.649          3.345        259.706         80.785       1318.305         331.588          0.184          0.249          0.261          0.269          0.276          0.282          0.292          0.298          0.300          0.300        472.555         86.110          1.001          1.001                 0.384                 0.286                 1.000             36       4308.221      10267.859          1.626          7.611       1700.000        150.381          1.450          0.321          0.137          0.092          0.058          0.035          0.042          0.033          0.023          0.095         58.890          7.718              ?              ?              ?
           1955             92     02/04/1955       1006.700              85.381            465.537         32.798          3.102          2.226          2.163          1.263          1.203          1.189          1.146          1.113          1.101          0.000          0.415          2.651          0.669          4.240        332.249         92.770       1317.625         377.588          0.201          0.265          0.276          0.284          0.289          0.293          0.298          0.299          0.300          0.300        486.658         98.658          0.769          0.769                 0.386                 0.285                 1.000             32       3942.248       9563.030          1.678          7.156       1700.000        142.148          1.552          0.294          0.137          0.095          0.060          0.039          0.045          0.042          0.046          0.342         65.509         30.566              ?              ?              ?
           1956             97     06/04/1956       1000.800             101.800            361.945         31.682          3.033          2.184          2.158          1.290          1.243          1.214          1.174          1.121          1.103          0.000          0.426          2.594          0.674          3.480        267.032         98.737       1317.272         414.994          0.211          0.268          0.278          0.285          0.290          0.293          0.298          0.299          0.300          0.300        488.809        100.809          0.459          0.459                 0.368                 0.296                 0.998             39       4676.725      11013.219          1.934          8.867       1700.000        160.224          1.782          0.272          0.137          0.113          0.071          0.046          0.047          0.037          0.026          0.063         72.506         14.890              ?              ?              ?
           1957             94     04/04/1957       1059.500              78.647            434.559         36.121          2.950          2.131          2.114          1.260          1.226          1.192          1.146          1.106          1.096          0.000          0.571          2.566          0.742          4.758        345.576        106.070       1317.342         448.014          0.169          0.243          0.257          0.266          0.273          0.280          0.291          0.297          0.300          0.300        468.155         83.289          0.996          0.996                 0.388                 0.320                 0.979             35       4604.000       9876.724          1.478          8.157       1700.000        131.176          1.542          0.343          0.155          0.116          0.079          0.053          0.056          0.053          0.043          0.126         78.944         22.655              ?              ?              ?
           1958            101     11/04/1958        815.700              82.213            320.118         36.877          3.150          2.228          2.189          1.310          1.278          1.237          1.188          1.137          1.114          0.000          0.324          3.482          0.738          3.575        260.690        109.452       1317.955         353.008          0.227          0.223          0.227          0.232          0.241          0.252          0.275          0.290          0.297          0.300        445.002         57.002          1.079          1.079                 0.358                 0.286                 0.989             43       4779.667      11247.627          1.301          8.961       1700.000        159.213          2.326          0.402          0.175          0.127          0.081          0.051          0.052          0.042          0.046          0.181         86.441         17.114              ?              ?              ?
           1959            117     27/04/1959        797.300              33.803            298.923         39.987          3.197          2.261          2.202          1.301          1.249          1.221          1.178          1.141          1.115          0.000          0.434          3.886          0.623          6.102        442.483        124.328       1319.704         408.476          0.113          0.201          0.216          0.222          0.229          0.240          0.265          0.284          0.295          0.299        419.732         40.419          1.799          1.799                 0.362                 0.292                 0.932             56       3924.681       9424.606          0.840          7.761       1700.000        140.311          2.282          0.325          0.173          0.122          0.083          0.059          0.074          0.063          0.089          0.616         93.499         26.124              ?              ?              ?
           1960            106     15/04/1960        663.400              30.878            244.895         38.548          2.927          2.163          2.092          1.251          1.236          1.222          1.184          1.133          1.107          0.000          0.358          3.864          0.935          5.932        384.127        136.283       1322.117         316.449          0.289          0.286          0.244          0.245          0.245          0.250          0.271          0.288          0.297          0.300        460.938         72.938          1.116          1.116                 0.401                 0.349                 0.939             46       4721.402      10072.529          1.068          8.253       1700.000        133.936          2.009          0.782          0.214          0.159          0.106          0.069          0.071          0.054          0.074          0.325        100.065         15.811              ?              ?              ?
           1961             86     27/03/1961        990.100              52.346            340.352         31.618          2.964          2.153          2.159          1.282          1.244          1.196          1.156          1.130          1.099          0.000          0.201          3.359          1.253          2.987        201.712        120.007       1324.253         399.438          0.270          0.287          0.292          0.295          0.296          0.297          0.299          0.300          0.300          0.300        502.335        114.335          0.290          0.290                 0.384                 0.322                 0.998             29       4809.804      11983.756          2.181         10.458       1700.000        170.185          2.150          0.405          0.201          0.154          0.079          0.045          0.038          0.036          0.055          0.195        106.642         22.478              ?              ?              ?
