APSIM output file, version = 5.3
Title = p70N250
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1952            102     11/04/1952       1000.300              76.037            468.920         54.443          3.323          2.222          2.061          1.148          1.114          1.108          1.107          1.108          1.103          0.000          0.054         28.521          0.362          0.324         15.580         37.688       1322.698         394.467          0.100          0.200          0.201          0.202          0.203          0.208          0.245          0.272          0.290          0.297        393.396         15.396          0.102          0.102                 0.442                 0.477                 0.977             43       5408.299      14066.133          1.346         18.677       1700.000        167.518          2.894          1.391          1.215          2.121          1.834          1.471          2.422          3.236          4.726          7.211         46.787        121.876              ?              ?              ?
           1953            108     18/04/1953        918.900              45.526            290.736         41.293          3.073          2.092          1.947          1.142          1.205          1.200          1.183          1.141          1.118          0.000          0.130         42.751          0.847          4.688        158.096         88.629       1323.376         396.486          0.221          0.274          0.281          0.283          0.271          0.256          0.277          0.291          0.298          0.300        472.685         84.685          0.021          0.021                 0.363                 0.360                 0.998             49       6153.810      15988.296          2.119         19.924       1700.000        166.852          2.998          2.047          2.365          7.118          8.246          6.356          5.209          3.755          2.660          1.996         57.229         52.407              ?              ?              ?
           1954             97     07/04/1954        668.500              47.496            180.675         42.376          3.160          2.268          2.209          1.335          1.286          1.253          1.191          1.139          1.110          0.000          0.178         45.070          0.849          5.766        234.860        130.271       1326.854         325.330          0.155          0.211          0.217          0.219          0.225          0.232          0.259          0.279          0.293          0.298        419.353         35.817          0.116          0.116                 0.384                 0.381                 1.000             36       6034.808      16943.002          2.135         20.690       1700.000        173.539          5.754          2.576          2.926          8.014          8.334          6.052          4.604          3.082          2.123          1.604         65.940         43.709              ?              ?              ?
           1955             92     02/04/1955       1006.700              83.876            420.259         40.767          3.065          2.249          2.223          1.342          1.288          1.251          1.192          1.138          1.104          0.000          0.177         36.576          1.310          5.730        241.187        161.173       1333.459         366.281          0.182          0.241          0.250          0.254          0.257          0.252          0.264          0.283          0.295          0.299        448.052         61.890          0.057          0.057                 0.386                 0.383                 1.000             32       6184.425      16559.598          2.515         20.440       1700.000        176.711          6.447          2.615          2.315          3.873          3.122          2.105          2.522          3.074          4.314          6.188         74.609         91.371              ?              ?              ?
           1956             97     06/04/1956       1000.800             100.238            301.195         44.782          3.198          2.267          2.239          1.347          1.303          1.262          1.200          1.144          1.107          0.000          0.200         84.290          1.224          4.344        185.036        166.308       1341.293         407.697          0.202          0.257          0.265          0.272          0.277          0.283          0.293          0.298          0.300          0.300        477.060         89.060          0.033          0.033                 0.368                 0.365                 1.000             39       6301.678      15997.663          2.596         19.902       1700.000        184.656          5.445          2.391          3.002          9.631         13.107         14.312         13.234         10.437          7.513          5.216         84.070         90.751              ?              ?              ?
           1957             94     04/04/1957       1059.500              76.758            396.146         52.353          3.090          2.197          2.179          1.309          1.284          1.246          1.201          1.146          1.101          0.000          0.264         88.549          1.236          4.567        196.975        170.776       1348.737         440.930          0.153          0.219          0.228          0.232          0.240          0.251          0.277          0.291          0.298          0.300        437.677         54.407          0.139          0.139                 0.388                 0.386                 0.982             35       5702.367      14269.523          1.842         17.952       1700.000        147.288          5.152          2.920          3.738         11.520         14.092         13.832         12.743         10.372          8.032          6.150         93.421        107.022              ?              ?              ?
           1958            101     11/04/1958        815.700              80.820            307.269         54.793          3.302          2.304          2.263          1.326          1.275          1.245          1.197          1.150          1.121          0.000          0.172         90.367          1.039          3.989        172.831        171.247       1355.696         348.324          0.205          0.202          0.202          0.203          0.205          0.211          0.250          0.276          0.292          0.298        407.911         19.911          0.162          0.162                 0.347                 0.355                 0.982             43       5486.382      14644.692          1.436         18.736       1700.000        167.311          8.156          2.936          3.753         11.476         13.455         12.938         12.530         10.530          8.271          6.322        104.288        102.637              ?              ?              ?
           1959            117     27/04/1959        797.300              34.293            294.526         58.325          3.337          2.324          2.272          1.358          1.309          1.278          1.220          1.152          1.117          0.000          0.209        107.031          1.114          6.272        245.767        197.718       1363.215         402.070          0.100          0.200          0.203          0.204          0.206          0.214          0.249          0.275          0.291          0.298        397.731         19.730          0.140          0.140                 0.360                 0.360                 0.919             56       4077.041      11346.992          0.908         16.533       1700.000        151.494         21.594         10.467         10.843         17.454         11.892          8.064          7.771          7.136          6.353          5.458        114.476         77.460              ?              ?              ?
           1960            106     15/04/1960        663.400              30.944            240.032         57.928          3.063          2.182          2.133          1.302          1.323          1.279          1.201          1.153          1.109          0.000          0.170        131.045          1.556          6.310        202.452        206.063       1370.483         313.937          0.285          0.244          0.209          0.207          0.207          0.213          0.250          0.275          0.291          0.298        421.779         33.779          0.084          0.084                 0.401                 0.418                 0.937             46       5840.437      12819.649          1.276         16.966       1700.000        141.375          9.199          6.971          7.477         22.402         23.869         19.709         16.481         11.826          7.968          5.144        124.079        103.851              ?              ?              ?
           1961             86     27/03/1961        990.100              51.102            265.819         49.594          3.191          2.259          2.262          1.353          1.287          1.222          1.165          1.139          1.105          0.000          0.085        122.627          1.856          2.673         91.013        169.172       1379.270         396.981          0.266          0.283          0.287          0.289          0.290          0.292          0.297          0.299          0.300          0.300        497.069        109.069          0.000          0.000                 0.384                 0.382                 0.997             29       5879.283      15870.187          2.714         19.596       1700.000        181.293          9.302          6.117          6.845         18.296         21.301         19.721         15.555         11.407          8.227          5.856        134.111        117.082              ?              ?              ?
           1962             98     08/04/1962        872.600              43.860            328.849         52.987          3.161          2.232          2.257          1.324          1.271          1.224          1.174          1.136          1.097          0.000          0.248        104.318          1.359          3.480        139.142        172.699       1387.562         406.148          0.244          0.252          0.252          0.218          0.204          0.207          0.242          0.270          0.288          0.297        419.798         31.798          0.105          0.105                 0.353                 0.382                 0.995             40       5275.150      14285.521          1.846         17.818       1700.000        161.949         11.875         11.345         15.868         26.798         16.284          8.401          5.577          3.718          2.599          1.854        144.449         63.776              ?              ?              ?
           1963             95     05/04/1963       1051.300             181.648            413.607         51.380          3.079          2.218          2.249          1.266          1.243          1.205          1.163          1.115          1.088          0.000          0.165         71.761          1.378          4.105        161.268        186.872       1395.398         361.057          0.193          0.245          0.220          0.211          0.217          0.226          0.261          0.284          0.295          0.299        424.305         37.029          0.044          0.044                 0.387                 0.384                 0.993             33       5842.342      15716.897          2.004         19.477       1700.000        162.622          8.950          3.753          2.276          6.137          7.816          8.130          9.391          9.140          8.458          7.711        152.339        127.615              ?              ?              ?
           1964            102     11/04/1964        670.000              46.686            177.685         58.032          3.179          2.260          2.272          1.343          1.293          1.259          1.201          1.132          1.090          0.000          0.301        100.992          1.373          9.013        378.563        228.411       1402.976         311.837          0.100          0.200          0.201          0.202          0.204          0.211          0.248          0.275          0.291          0.297        395.962         17.962          1.419          1.419                 0.336                 0.349                 0.930             47       3716.720      10694.627          0.851         15.883       1700.000        159.957         13.121          8.564         10.662         21.865         17.629         11.781          7.942          4.818          2.842          1.770        160.648         49.300              ?              ?              ?
           1965            106     16/04/1965        903.200              90.288            467.556         57.660          3.068          2.106          2.064          1.212          1.257          1.241          1.174          1.116          1.087          0.000          0.218         95.086          1.513          8.440        259.609        225.166       1409.596         330.407          0.100          0.200          0.200          0.200          0.200          0.202          0.235          0.262          0.284          0.295        385.441          7.441          0.047          0.047                 0.289                 0.395                 0.997             46       2966.169       9852.074          1.068         15.414       1700.000        175.742         24.628          8.534          6.112          9.985          7.036          5.062          6.059          7.084          9.030         11.556        168.892        125.452              ?              ?              ?
           1966            104     14/04/1966        830.000              52.970            283.140         51.414          2.990          2.130          2.068          1.227          1.310          1.248          1.222          1.165          1.107          0.000          0.140        131.511          2.343          5.835        162.708        208.822       1416.359         316.531          0.250          0.286          0.292          0.295          0.295          0.286          0.272          0.288          0.296          0.299        489.174        101.174          0.019          0.019                 0.380                 0.413                 0.990             43       5694.485      14941.999          2.319         18.619       1700.000        145.418          5.735          3.984          4.956         17.041         25.192         26.068         19.482         14.029          9.240          5.784        177.330        110.234              ?              ?              ?
           1967            127     07/05/1967        841.400              50.528            366.543         61.684          3.338          2.331          2.369          1.422          1.358          1.311          1.212          1.144          1.110          0.000          0.172        125.307          1.451          3.980        140.608        195.201       1425.286         400.682          0.100          0.200          0.200          0.200          0.201          0.203          0.239          0.267          0.287          0.296        388.815         10.815          0.471          0.471                 0.311                 0.356                 0.977             68       4767.560      12257.996          1.166         17.036       1700.000        167.303         14.743          7.873          8.441         17.428         15.442         13.065         13.703         12.847         11.614         10.151        187.285        140.216              ?              ?              ?
           1968            109     18/04/1968        654.300              43.702            216.587         58.699          3.242          2.277          2.325          1.227          1.237          1.224          1.190          1.140          1.095          0.000          0.184        118.549          1.465          5.717        177.635        214.370       1431.157         320.266          0.100          0.200          0.200          0.200          0.200          0.202          0.237          0.266          0.286          0.296        387.489          9.489          0.165          0.165                 0.311                 0.392                 0.987             50       4242.964      11276.868          1.201         16.376       1700.000        168.925         22.504         13.424         13.397         21.377         15.357         10.395          8.270          6.160          4.493          3.172        195.645         61.233              ?              ?              ?
           1969             87     28/03/1969        654.000              20.909            191.820         47.528          3.056          2.223          2.195          1.181          1.253          1.223          1.175          1.109          1.080          0.000          0.132        129.484          1.791          5.345        145.333        196.031       1437.956         319.791          0.278          0.245          0.244          0.229          0.206          0.211          0.247          0.274          0.290          0.297        427.829         39.829          0.009          0.009                 0.385                 0.384                 0.996             31       6415.082      15484.205          2.623         19.476       1700.000        165.898         16.400         14.787         19.114         32.873         18.127         10.759          7.562          4.855          3.047          1.960        203.192         47.026              ?              ?              ?
           1970            105     15/04/1970        970.700              64.628            369.849         61.576          3.213          2.220          2.265          1.339          1.285          1.245          1.161          1.107          1.078          0.000          0.201        133.358          1.274          4.299        147.864        209.767       1446.170         434.929          0.215          0.201          0.200          0.200          0.200          0.201          0.234          0.261          0.283          0.295        396.329          8.329          0.083          0.083                 0.249                 0.350                 1.000             46       2282.237       8426.260          0.990         13.719       1700.000        171.233         98.281         13.357          2.434          2.575          2.207          1.796          2.524          2.769          3.360          4.055        211.194        119.328              ?              ?              ?
           1971             87     28/03/1971        706.200              52.524            192.140         55.610          2.919          2.064          1.994          1.117          1.233          1.164          1.177          1.124          1.079          0.000          0.158        103.283          1.494          6.103        149.478        208.877       1452.371         325.647          0.135          0.204          0.210          0.211          0.216          0.225          0.261          0.282          0.294          0.298        412.427         30.923          0.068          0.068                 0.382                 0.383                 0.993             29       6412.438      16600.316          1.810         20.560       1700.000        172.651         10.890          6.531          9.241         24.351         22.209         14.271          7.661          4.072          2.457          1.601        218.479         51.738              ?              ?              ?
           1972             91     31/03/1972        913.200              94.649            295.775         52.090          3.060          2.210          2.284          1.393          1.323          1.286          1.192          1.122          1.079          0.000          0.131         84.183          1.848          4.479        154.039        214.573       1461.767         374.652          0.294          0.302          0.306          0.306          0.304          0.234          0.249          0.275          0.291          0.298        481.653         93.653          0.177          0.177                 0.366                 0.366                 0.996             31       6616.874      16533.838          2.183         20.214       1700.000        178.170          3.816          3.823          4.506         11.997         14.400         10.854         10.426          9.421          8.148          6.793        225.559        104.751              ?              ?              ?
           1973            104     14/04/1973        636.100              15.245            148.181         58.094          3.091          2.232          2.285          1.369          1.318          1.271          1.211          1.145          1.093          0.000          0.145        158.115          1.177          4.649        180.811        211.675       1470.605         334.037          0.162          0.205          0.208          0.209          0.204          0.203          0.238          0.266          0.286          0.296        397.711         13.510          1.567          1.567                 0.318                 0.369                 0.969             49       4232.953      11293.653          1.329         13.772       1700.000        143.094         25.068         25.844         29.819         42.436         16.804          6.829          4.616          3.083          2.109          1.508        233.976         42.351              ?              ?              ?
           1974             98     08/04/1974       1186.900             103.927            499.393         50.970          2.990          2.133          2.158          1.225          1.246          1.203          1.146          1.113          1.085          0.000          0.088         96.379          2.319          2.732        104.632        193.744       1477.496         409.235          0.257          0.279          0.285          0.289          0.290          0.290          0.294          0.297          0.299          0.300        493.841        105.841          0.000          0.000                 0.391                 0.401                 1.000             38       5780.786      15218.961          2.636         18.970       1700.000        169.054         11.639          5.878          4.735          9.456         11.706         12.465         12.070         10.589          9.390          8.452        241.028        139.136              ?              ?              ?
           1975             87     28/03/1975       1165.200             177.857            424.957         53.616          3.015          2.155          2.219          1.333          1.311          1.253          1.158          1.113          1.078          0.000          0.190         77.085          1.512          2.808        114.794        188.907       1485.116         411.522          0.164          0.233          0.243          0.249          0.256          0.265          0.284          0.295          0.299          0.300        453.485         69.064          0.071          0.071                 0.379                 0.376                 1.000             29       6550.564      16498.711          2.328         20.840       1700.000        178.216          7.736          3.247          3.157          9.015         11.251         10.733          9.701          8.183          7.296          6.766        247.258        115.574              ?              ?              ?
           1976            103     12/04/1976        801.900              34.991            204.698         45.721          3.005          2.176          2.222          1.327          1.304          1.258          1.185          1.127          1.083          0.000          0.129         91.586          1.631          3.008        126.823        174.878       1491.645         367.594          0.282          0.291          0.284          0.264          0.262          0.249          0.257          0.277          0.291          0.298        465.119         77.119          0.063          0.063                 0.357                 0.354                 1.000             43       6424.220      16727.898          2.742         20.489       1700.000        198.502         10.236          9.890         11.693         22.541         15.265          7.182          4.906          3.969          3.286          2.617        254.305         47.282              ?              ?              ?
           1977            112     22/04/1977       1122.500             152.901            442.314         51.331          3.112          2.234          2.270          1.370          1.339          1.300          1.232          1.157          1.098          0.000          0.193         78.363          1.597          3.146        130.953        185.628       1499.679         405.421          0.159          0.227          0.234          0.236          0.242          0.252          0.277          0.291          0.298          0.299        441.275         57.371          0.027          0.027                 0.360                 0.357                 0.991             51       6013.400      15561.660          2.339         19.119       1700.000        149.193          9.537          2.495          1.989          4.336          5.685          7.264         10.228         12.000         12.602         12.228        261.004        151.578              ?              ?              ?
           1978             97     07/04/1978       1159.600             102.131            496.161         46.423          3.107          2.231          2.266          1.312          1.278          1.233          1.167          1.109          1.079          0.000          0.158         71.996          1.626          2.804        120.251        169.990       1505.143         383.737          0.235          0.277          0.279          0.267          0.261          0.268          0.285          0.295          0.299          0.300        474.101         86.101          0.016          0.016                 0.371                 0.369                 1.000             40       6683.558      15760.728          2.867         19.519       1700.000        172.698          7.905          3.122          1.961          3.870          5.307          7.161          9.599         10.969         11.294         10.809        267.722        139.001              ?              ?              ?
           1979            108     18/04/1979        678.800              17.258            178.533         53.978          3.052          2.180          2.213          1.278          1.240          1.216          1.173          1.112          1.075          0.000          0.428        105.187          1.061          5.327        231.575        196.487       1511.006         380.076          0.173          0.207          0.208          0.204          0.202          0.203          0.237          0.265          0.285          0.296        397.108         11.771          0.285          0.285                 0.325                 0.351                 0.987             49       4009.383      13540.446          1.740         16.713       1700.000        162.439         23.756         23.127         23.907         22.330          5.772          1.429          1.263          1.140          1.140          1.322        273.763         24.958              ?              ?              ?
           1980             82     22/03/1980        661.100              20.119            246.940         52.236          2.871          2.062          2.024          1.063          1.135          1.129          1.150          1.104          1.063          0.000          0.314        118.722          1.513          5.745        227.253        210.039       1517.665         303.821          0.169          0.221          0.226          0.226          0.204          0.204          0.238          0.266          0.286          0.296        405.486         20.596          0.135          0.135                 0.352                 0.378                 0.994             27       5025.429      13482.760          2.009         15.871       1700.000        179.355         24.566         26.119         25.478         23.744          4.576          2.608          2.977          2.904          2.892          2.858        279.235         50.675              ?              ?              ?
           1981             87     28/03/1981       1027.800             121.629            381.315         53.808          3.102          2.233          2.299          1.348          1.336          1.272          1.217          1.128          1.075          0.000          0.200        114.891          1.989          3.571        145.994        218.748       1526.769         383.369          0.183          0.252          0.261          0.266          0.271          0.278          0.291          0.297          0.299          0.300        470.049         83.792          0.031          0.031                 0.358                 0.356                 0.999             29       5555.738      14497.683          2.332         17.422       1700.000        164.253          9.513          3.775          3.427          7.257         10.531         14.817         18.255         18.453         16.124         12.739        284.954        130.153              ?              ?              ?
           1982             92     02/04/1982        781.000              66.682            203.073         57.165          3.072          2.208          2.250          1.368          1.339          1.292          1.186          1.110          1.071          0.000          0.220        113.365          1.401          3.425        144.521        205.738       1534.376         337.478          0.141          0.203          0.207          0.208          0.210          0.216          0.253          0.278          0.293          0.298        406.297         24.166          0.374          0.374                 0.337                 0.346                 1.000             35       5555.509      15310.991          1.832         19.032       1700.000        174.280         16.159         11.918         15.452         28.842         18.556          9.579          5.486          3.352          2.313          1.709        291.282         54.991              ?              ?              ?
           1983             99     09/04/1983        492.900               7.361             94.655         62.579          3.146          2.254          2.341          1.382          1.340          1.298          1.198          1.113          1.074          0.000          0.147        187.613          1.750          3.429        140.367        216.395       1542.820         318.370          0.109          0.200          0.202          0.202          0.201          0.204          0.240          0.268          0.287          0.296        390.991         12.076          1.778          1.778                 0.291                 0.325                 0.974             45       4487.498       9927.609          1.177         13.175       1700.000        111.282         52.585         39.243         34.953         35.073         11.925          5.325          3.472          2.347          1.587          1.103        298.487         15.162              ?              ?              ?
