APSIM output file, version = 5.4
Title = p20N250
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1976            103     12/04/1976        733.700              39.972            199.222         13.104          2.716          2.027          1.905          1.118          1.121          1.116          1.114          1.117          1.113          0.000          0.037         84.918          0.488          0.228         11.283         34.762       1320.511         355.708          0.283          0.297          0.302          0.302          0.302          0.302          0.302          0.301          0.301          0.300        510.113        122.113          0.050          0.050                 0.472                 0.472                 0.912             43       5324.335      12110.061          1.179         17.004       1700.000        170.685          4.419          6.473          9.582         23.049         17.653          9.855          5.484          3.604          2.730          2.069         41.928         47.370              ?              ?              ?
           1977            113     23/04/1977       1122.500             144.157            462.275         14.140          2.718          2.090          2.050          1.271          1.262          1.235          1.206          1.159          1.128          0.000          0.040         90.465          0.825          0.968         28.201         79.418       1320.972         424.114          0.174          0.254          0.265          0.272          0.277          0.283          0.292          0.297          0.300          0.300        473.144         87.786          0.000          0.000                 0.362                 0.359                 0.944             51       5844.142      11977.208          1.199         15.055       1700.000        125.026          5.485          2.501          2.066          5.055          7.568         10.407         13.304         14.962         15.073         14.043         44.368        164.054              ?              ?              ?
           1978             97     07/04/1978       1159.600             106.677            507.001         12.623          2.626          2.039          2.032          1.233          1.236          1.199          1.161          1.129          1.111          0.000          0.045         71.193          0.992          1.216         43.513         81.859       1319.529         384.881          0.245          0.287          0.294          0.299          0.300          0.300          0.300          0.300          0.301          0.301        502.779        114.779          0.000          0.000                 0.372                 0.370                 0.950             40       5921.292      12915.854          1.338         17.227       1700.000        172.684          4.870          2.524          1.848          4.077          6.193          8.736         10.495         11.252         11.048         10.151         47.099        130.088              ?              ?              ?
           1979            111     21/04/1979        678.800              18.462            188.733         16.635          2.803          2.111          2.106          1.306          1.298          1.260          1.212          1.157          1.119          0.000          0.087        163.332          0.870          3.082         96.152        119.343       1322.677         391.475          0.197          0.254          0.263          0.267          0.262          0.261          0.271          0.284          0.294          0.299        459.262         71.535          0.051          0.051                 0.359                 0.356                 0.901             51       3499.800       8931.081          0.752         12.142       1700.000        104.811         28.203         25.340         27.758         40.475         20.546          8.881          4.829          3.270          2.350          1.680         49.407         30.528              ?              ?              ?
           1980             85     25/03/1980        661.100              25.506            252.381         16.309          2.748          2.088          2.069          1.228          1.211          1.184          1.147          1.114          1.094          0.000          0.085        160.536          0.887          3.522        106.445        122.492       1324.392         328.521          0.185          0.258          0.269          0.276          0.273          0.242          0.257          0.279          0.293          0.298        454.717         68.182          0.052          0.052                 0.389                 0.386                 0.882             30       3515.054       8467.103          0.804         12.243       1700.000        117.293         25.183         24.686         25.826         34.100         18.635          9.056          7.656          6.495          5.123          3.778         51.984         56.572              ?              ?              ?
           1981             88     29/03/1981       1027.800             124.293            390.419         15.895          2.641          2.011          2.006          1.211          1.216          1.188          1.153          1.107          1.096          0.000          0.048        110.731          1.218          1.699         50.826        128.709       1328.444         397.873          0.298          0.303          0.306          0.306          0.306          0.306          0.306          0.306          0.306          0.306        519.141        131.141          0.000          0.000                 0.362                 0.360                 0.982             30       5134.563      12847.543          1.374         15.756       1700.000        144.593          2.912          2.789          2.800          6.245          9.337         14.204         18.586         20.033         18.519         15.305         54.335        144.084              ?              ?              ?
           1982             92     02/04/1982        781.000              69.763            223.023         16.225          2.747          2.080          2.068          1.257          1.246          1.216          1.157          1.123          1.101          0.000          0.086        136.747          0.868          2.767        107.923        138.275       1332.360         341.149          0.173          0.251          0.265          0.274          0.278          0.279          0.284          0.293          0.298          0.300        470.366         85.067          0.406          0.406                 0.350                 0.347                 0.919             35       4009.139       9996.603          0.851         14.414       1700.000        142.729         16.230         14.184         18.176         35.546         24.359         13.031          6.863          4.051          2.568          1.738         56.779         53.703              ?              ?              ?
           1983             98     08/04/1983        492.900               7.566            100.341         21.217          2.970          2.183          2.191          1.310          1.265          1.233          1.172          1.127          1.105          0.000          0.050        206.140          1.168          1.781         58.204        142.946       1337.044         329.213          0.142          0.229          0.243          0.245          0.225          0.229          0.260          0.281          0.294          0.299        427.799         45.611          0.196          0.196                 0.324                 0.323                 0.902             45       3135.519       7508.621          0.663         10.849       1700.000        102.517         56.519         41.687         38.180         42.084         14.303          5.764          3.286          2.011          1.339          0.967         59.884         16.297              ?              ?              ?
           1984            112     21/04/1984        627.200              18.325            133.214         18.118          2.687          2.073          2.069          1.280          1.273          1.241          1.177          1.126          1.110          0.000          0.039        183.196          0.971          1.558         45.991        120.824       1338.364         349.609          0.176          0.255          0.268          0.277          0.283          0.288          0.295          0.299          0.300          0.300        478.122         92.564          0.023          0.023                 0.356                 0.354                 0.922             54       4924.494       9810.006          1.034         12.871       1700.000        114.147         16.533         17.387         25.052         53.447         37.147         18.638          7.783          3.764          2.096          1.350         63.619         42.855              ?              ?              ?
           1985             95     05/04/1985       1049.100              54.993            452.690         15.489          2.652          2.004          2.025          1.223          1.215          1.169          1.124          1.107          1.093          0.000          0.046         69.741          0.848          1.611         50.368        115.429       1340.052         393.866          0.213          0.276          0.285          0.293          0.296          0.298          0.300          0.300          0.300          0.300        494.707        106.707          0.000          0.000                 0.375                 0.372                 0.921             38       5514.766      12696.121          1.224         18.500       1700.000        171.917          7.842          3.162          3.141          6.843          7.260          6.994          7.371          8.126          9.082          9.919         66.128        140.732              ?              ?              ?
