APSIM output file, version = 5.4
Title = p0N50
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1976            108     17/04/1976        733.700              35.807            272.947          4.147          2.594          1.984          1.884          1.129          1.147          1.139          1.133          1.126          1.118          0.000          0.034         10.699          0.445          0.184          9.710         35.156       1320.883         403.997          0.215          0.283          0.291          0.298          0.299          0.300          0.300          0.300          0.300          0.300        498.352        110.352          0.077          0.077                 0.481                 0.481                 0.780             47       1342.355       4273.166          0.338          6.292       1700.000         63.662          2.563          2.113          1.525          1.377          0.656          0.312          0.291          0.394          0.584          0.884         39.982         19.330              ?              ?              ?
           1977            114     24/04/1977       1122.500             131.520            521.443          4.588          2.560          2.003          1.935          1.182          1.181          1.164          1.145          1.136          1.126          0.000          0.024         11.562          0.467          0.469         14.580         51.972       1317.108         454.971          0.188          0.264          0.276          0.286          0.292          0.296          0.299          0.300          0.300          0.300        487.676        100.839          0.000          0.000                 0.368                 0.366                 0.842             52       1575.833       4294.850          0.361          6.247       1700.000         60.516          3.792          1.813          1.163          1.189          0.718          0.405          0.332          0.404          0.651          1.096         39.708         42.721              ?              ?              ?
           1978             97     07/04/1978       1159.600              83.625            597.558          4.542          2.479          1.961          1.944          1.159          1.163          1.139          1.125          1.119          1.111          0.000          0.020         12.323          0.586          0.634         17.873         48.510       1310.719         439.634          0.227          0.287          0.294          0.299          0.300          0.300          0.301          0.301          0.301          0.301        501.450        113.450          0.000          0.000                 0.374                 0.371                 0.844             41       1492.787       4354.859          0.365          6.577       1700.000         66.634          2.971          1.691          1.172          1.559          1.185          0.908          0.737          0.658          0.672          0.770         39.701         38.017              ?              ?              ?
           1979            122     02/05/1979        678.800              21.182            220.931          4.438          2.592          1.993          1.947          1.187          1.196          1.165          1.142          1.134          1.125          0.000          0.028         23.607          0.457          1.008         26.534         65.073       1309.177         407.621          0.195          0.264          0.277          0.287          0.295          0.299          0.300          0.300          0.300          0.300        489.828        102.366          0.018          0.018                 0.377                 0.374                 0.814             61       1227.065       3635.019          0.279          5.884       1700.000         53.382          6.083          3.445          2.611          3.477          2.267          1.325          1.161          1.062          1.068          1.108         39.499         16.513              ?              ?              ?
           1980             93     02/04/1980        669.900              26.169            279.748          3.973          2.530          1.965          1.924          1.150          1.159          1.134          1.118          1.111          1.102          0.000          0.034         26.739          0.530          1.928         42.053         64.137       1306.340         353.543          0.190          0.264          0.277          0.288          0.294          0.298          0.300          0.300          0.300          0.300        489.269        102.236          0.023          0.023                 0.417                 0.414                 0.788             37       1060.122       3521.050          0.261          5.722       1700.000         54.616          5.813          3.929          3.104          3.676          2.230          1.399          1.408          1.563          1.740          1.876         39.432         26.708              ?              ?              ?
           1981             89     30/03/1981       1078.200              93.788            514.762          5.011          2.400          1.907          1.906          1.136          1.147          1.124          1.110          1.103          1.096          0.000          0.020         20.095          0.674          0.882         20.582         64.341       1303.209         425.790          0.287          0.297          0.302          0.303          0.304          0.304          0.305          0.305          0.305          0.306        514.873        126.873          0.000          0.000                 0.373                 0.370                 0.849             31       1597.398       4074.886          0.372          6.002       1700.000         57.559          1.882          1.755          1.708          2.705          2.170          1.902          1.872          1.960          2.055          2.087         39.221         32.610              ?              ?              ?
           1982             96     06/04/1982        723.800              53.641            276.828          4.838          2.541          1.980          1.932          1.153          1.156          1.135          1.118          1.111          1.103          0.000          0.025         22.894          0.506          1.039         26.056         67.708       1300.780         369.959          0.183          0.261          0.276          0.287          0.295          0.299          0.300          0.300          0.300          0.300        488.236        101.895          0.039          0.039                 0.358                 0.355                 0.836             39       1223.931       3815.159          0.281          6.151       1700.000         57.428          3.890          2.508          2.005          3.235          2.774          2.101          1.864          1.653          1.495          1.370         39.161         24.741              ?              ?              ?
           1983            100     10/04/1983        490.900               7.707            114.665          5.580          2.725          2.047          1.994          1.188          1.171          1.141          1.124          1.117          1.108          0.000          0.017         35.694          0.564          0.753         17.991         73.692       1299.278         339.989          0.174          0.255          0.270          0.281          0.285          0.287          0.288          0.293          0.298          0.300        476.198         90.788          0.093          0.093                 0.333                 0.331                 0.841             47        995.352       3453.157          0.247          5.690       1700.000         56.072         10.302          6.490          5.242          6.201          3.107          1.326          0.901          0.723          0.694          0.709         39.125          9.036              ?              ?              ?
           1984            115     24/04/1984        627.200              17.115            206.938          5.261          2.536          1.969          1.940          1.169          1.178          1.151          1.127          1.119          1.111          0.000          0.018         35.797          0.543          0.918         20.641         65.485       1296.114         372.119          0.182          0.262          0.276          0.286          0.293          0.297          0.300          0.300          0.300          0.300        487.166        100.934          0.027          0.027                 0.363                 0.361                 0.835             56       1328.651       3793.144          0.311          5.868       1700.000         53.610          5.480          3.818          3.730          6.624          5.243          3.651          2.620          1.929          1.490          1.212         39.355         21.233              ?              ?              ?
           1985             98     08/04/1985       1049.700              52.273            528.645          4.869          2.452          1.905          1.912          1.139          1.147          1.118          1.105          1.101          1.094          0.000          0.021          9.880          0.514          0.987         23.521         65.091       1293.298         438.445          0.193          0.271          0.283          0.292          0.296          0.299          0.300          0.300          0.300          0.300        492.111        104.847          0.000          0.000                 0.384                 0.379                 0.822             41       1294.936       4459.560          0.322          5.995       1700.000         68.996          3.577          1.497          0.989          1.022          0.554          0.274          0.165          0.192          0.434          1.176         39.310         48.081              ?              ?              ?
