Summary_file = p10N13c_h.sum
Title = p10N13
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1952            103     12/04/1952       1000.300              74.868            506.589          8.692          2.625          2.032          1.947          1.347          1.366          1.350          1.338          1.325          1.312          0.000          0.049          1.877          0.400          0.205         13.749         37.726       1322.737         413.250          0.149          0.234          0.254          0.266          0.275          0.283          0.291          0.297          0.300          0.300        466.037         83.162          0.123          0.123                 0.479                 0.300                 0.441             44       1593.733       4805.788          0.490          2.888       1700.000         79.082          1.032          0.463          0.177          0.064          0.023          0.003          0.004          0.008          0.016          0.088         42.632         10.795              ?              ?              ?
           1953            108     18/04/1953        918.900              40.158            403.606          7.490          2.466          2.000          1.966          1.340          1.329          1.326          1.334          1.322          1.309          0.000          0.193          1.396          0.432          2.377        204.797         46.946       1318.179         433.311          0.220          0.284          0.293          0.298          0.300          0.300          0.300          0.300          0.301          0.301        499.803        111.803          0.897          0.897                 0.364                 0.205                 0.778             49       1213.968       4111.432          0.520          2.497       1700.000         68.442          0.654          0.310          0.164          0.115          0.053          0.022          0.019          0.012          0.014          0.033         45.889          3.954              ?              ?              ?
           1954             97     07/04/1954        668.500              35.766            286.648          7.738          2.452          1.977          1.958          1.347          1.352          1.335          1.308          1.295          1.282          0.000          0.277          1.540          0.389          2.988        252.999         54.514       1313.887         343.747          0.203          0.261          0.273          0.283          0.289          0.294          0.298          0.300          0.300          0.300        486.629         98.629          1.062          1.062                 0.384                 0.225                 0.968             36       1399.112       4614.147          0.541          2.824       1700.000         75.178          0.963          0.274          0.111          0.064          0.035          0.015          0.015          0.008          0.012          0.044         48.532          2.593              ?              ?              ?
           1955             92     02/04/1955       1006.700              80.554            504.289          7.949          2.475          1.991          1.973          1.319          1.314          1.297          1.275          1.263          1.252          0.000          0.275          1.509          0.434          3.326        287.034         59.307       1309.582         408.001          0.198          0.270          0.281          0.290          0.295          0.298          0.300          0.300          0.300          0.300        491.521        103.684          0.793          0.793                 0.386                 0.216                 0.996             32       1124.864       4213.144          0.572          2.599       1700.000         68.809          0.895          0.254          0.117          0.070          0.037          0.018          0.017          0.010          0.014          0.076         51.094          8.486              ?              ?              ?
           1956             99     08/04/1956       1005.400              71.541            447.999          7.942          2.361          1.936          1.941          1.319          1.332          1.308          1.279          1.267          1.256          0.000          0.355          1.525          0.422          3.072        261.752         62.504       1305.302         446.642          0.201          0.272          0.283          0.291          0.296          0.298          0.300          0.300          0.300          0.300        492.542        104.542          0.538          0.538                 0.371                 0.234                 0.969             41       1632.854       4898.375          0.646          3.274       1700.000         80.113          0.983          0.236          0.108          0.073          0.040          0.020          0.017          0.012          0.013          0.022         53.823          4.512              ?              ?              ?
           1957             96     06/04/1957       1054.900              61.197            498.962          8.883          2.451          1.950          1.945          1.290          1.296          1.272          1.253          1.242          1.232          0.000          0.331          1.570          0.443          3.665        301.572         64.779       1301.265         470.701          0.199          0.256          0.270          0.281          0.288          0.293          0.298          0.300          0.300          0.300        484.310         96.387          1.038          1.038                 0.394                 0.265                 0.945             37       1510.449       4258.636          0.506          2.873       1700.000         64.348          0.917          0.303          0.128          0.078          0.046          0.024          0.019          0.010          0.013          0.032         56.326          7.835              ?              ?              ?
           1958            101     11/04/1958        815.700              70.455            356.312          8.817          2.555          2.010          1.987          1.315          1.328          1.292          1.262          1.250          1.240          0.000          0.210          2.170          0.547          2.446        202.974         66.332       1297.562         376.010          0.229          0.249          0.257          0.267          0.276          0.283          0.291          0.297          0.300          0.300        476.412         88.412          1.209          1.209                 0.359                 0.241                 0.951             43       1873.538       4987.879          0.500          3.337       1700.000         76.862          1.421          0.367          0.143          0.081          0.041          0.020          0.016          0.008          0.015          0.059         59.233          6.989              ?              ?              ?
           1959            117     27/04/1959        797.300              35.026            317.882          9.625          2.659          2.065          2.011          1.320          1.317          1.289          1.264          1.254          1.243          0.000          0.220          2.379          0.414          2.804        229.698         69.690       1294.782         420.377          0.150          0.228          0.246          0.257          0.267          0.276          0.286          0.295          0.299          0.300        458.510         75.468          1.313          1.313                 0.362                 0.239                 0.573             56       1691.203       4738.225          0.383          3.089       1700.000         75.508          1.455          0.321          0.161          0.086          0.042          0.019          0.018          0.012          0.024          0.240         62.072         11.278              ?              ?              ?
           1960            101     10/04/1960        663.400              30.739            286.067          9.118          2.501          1.982          1.959          1.266          1.272          1.260          1.238          1.226          1.215          0.000          0.263          1.885          0.449          3.664        293.851         73.617       1292.813         326.255          0.177          0.257          0.271          0.281          0.288          0.293          0.298          0.300          0.300          0.300        482.370         96.666          2.463          2.463                 0.413                 0.259                 0.385             40       1613.162       4571.432          0.460          2.909       1700.000         70.359          1.161          0.329          0.135          0.077          0.043          0.024          0.020          0.013          0.016          0.066         64.372          3.854              ?              ?              ?
           1961             85     26/03/1961        989.300              44.956            447.259          8.475          2.388          1.926          1.952          1.248          1.259          1.221          1.205          1.196          1.187          0.000          0.185          1.860          0.719          2.384        194.882         68.983       1288.968         426.674          0.266          0.290          0.296          0.299          0.300          0.300          0.300          0.300          0.300          0.301        505.263        117.263          0.493          0.493                 0.377                 0.241                 0.726             29       1608.045       5348.565          0.695          3.646       1700.000         87.530          1.158          0.301          0.151          0.111          0.053          0.023          0.011          0.009          0.011          0.033         66.438          4.605              ?              ?              ?
