Summary_file = p10N25c_h.sum
Title = p10N25
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1952       103     12/04/1952       1000.300              75.122            499.454              8.562              2.606              2.028              1.943              1.344              1.364              1.348              1.336              1.324              1.311          0.000          0.049          1.929          0.389          0.222         14.269         37.747       1322.748         412.321              0.143              0.229              0.248              0.260              0.269              0.277              0.288              0.296              0.299              0.300        459.705         77.411          0.120          0.120                 0.479                 0.327                 0.405             44       2035.696       5874.341          0.503          3.775       1700.000         92.175              1.014              0.457              0.187              0.066              0.022              0.001              0.002              0.007              0.020              0.152         42.616         16.171              ?              ?              ?
      1953       108     18/04/1953        918.900              43.028            389.448              7.023              2.412              1.985              1.954              1.328              1.313              1.311              1.331              1.323              1.309          0.000          0.191          1.495          0.459          2.552        212.926         51.232       1318.760         429.906              0.220              0.284              0.292              0.298              0.300              0.300              0.300              0.300              0.301              0.301        499.532        111.532          1.047          1.047                 0.364                 0.235                 0.462             49       1564.401       5040.834          0.532          3.254       1700.000         79.649              0.716              0.322              0.171              0.119              0.056              0.025              0.022              0.015              0.015              0.035         45.668          4.264              ?              ?              ?
      1954        97     07/04/1954        668.500              38.130            272.848              7.571              2.464              1.985              1.969              1.354              1.357              1.340              1.312              1.296              1.283          0.000          0.215          1.741          0.440          3.032        248.749         61.899       1315.261         344.507              0.199              0.259              0.270              0.280              0.287              0.292              0.297              0.300              0.300              0.300        483.651         95.789          1.161          1.161                 0.384                 0.258                 0.887             36       1988.149       5596.929          0.515          3.769       1700.000         82.765              1.112              0.287              0.117              0.069              0.039              0.019              0.020              0.010              0.014              0.054         48.071          3.362              ?              ?              ?
      1955        92     02/04/1955       1006.700              81.803            495.733              7.546              2.390              1.954              1.949              1.317              1.324              1.306              1.277              1.264              1.252          0.000          0.226          1.736          0.479          3.192        264.928         67.086       1311.829         400.324              0.198              0.269              0.280              0.289              0.294              0.297              0.299              0.300              0.300              0.300        490.444        102.614          0.718          0.718                 0.386                 0.246                 0.601             32       1550.402       5475.349          0.626          3.603       1700.000         85.556              1.065              0.263              0.120              0.072              0.039              0.020              0.019              0.013              0.016              0.108         50.487         12.044              ?              ?              ?
      1956        99     08/04/1956       1005.400              77.739            429.311              7.785              2.370              1.944              1.957              1.330              1.336              1.314              1.282              1.268              1.256          0.000          0.233          1.733          0.474          3.199        261.975         71.881       1308.571         445.370              0.201              0.271              0.281              0.290              0.294              0.297              0.299              0.300              0.300              0.300        491.257        103.257          0.579          0.579                 0.371                 0.271                 0.957             41       2196.576       5982.952          0.619          4.356       1700.000         90.843              1.142              0.246              0.115              0.081              0.046              0.025              0.023              0.013              0.014              0.027         52.962          6.236              ?              ?              ?
      1957        96     06/04/1957       1054.900              64.242            484.105              8.827              2.461              1.957              1.958              1.304              1.312              1.284              1.255              1.242              1.232          0.000          0.239          1.803          0.512          3.697        288.535         74.660       1305.523         470.400              0.196              0.254              0.268              0.278              0.286              0.291              0.296              0.299              0.300              0.300        481.855         94.266          0.942          0.942                 0.394                 0.303                 0.704             37       2347.496       5192.580          0.494          3.998       1700.000         70.131              1.075              0.320              0.136              0.087              0.053              0.030              0.026              0.014              0.015              0.049         55.384         10.753              ?              ?              ?
      1958       101     11/04/1958        815.700              74.497            344.733              8.980              2.568              2.018              1.997              1.324              1.340              1.302              1.264              1.251              1.240          0.000          0.142          2.515          0.597          2.165        165.149         74.508       1302.742         375.692              0.227              0.248              0.257              0.268              0.276              0.283              0.291              0.297              0.300              0.300        476.178         88.178          0.683          0.683                 0.359                 0.277                 0.338             43       2193.714       5783.667          0.496          4.655       1700.000         88.417              1.693              0.378              0.151              0.086              0.044              0.023              0.019              0.009              0.019              0.094         58.323          9.869              ?              ?              ?
      1959       117     27/04/1959        797.300              35.150            313.268              9.734              2.674              2.076              2.024              1.331              1.326              1.297              1.263              1.255              1.243          0.000          0.139          2.875          0.523          2.445        164.275         79.783       1300.960         419.776              0.144              0.227              0.246              0.259              0.269              0.277              0.286              0.295              0.299              0.300        458.574         76.217          0.359          0.359                 0.362                 0.289                 0.292             56       1571.366       5224.878          0.373          4.335       1700.000         85.354              1.758              0.323              0.168              0.090              0.046              0.022              0.023              0.019              0.041              0.385         61.194         15.933              ?              ?              ?
      1960       101     10/04/1960        663.400              31.131            270.110              9.079              2.510              1.989              1.969              1.277              1.281              1.270              1.246              1.228              1.215          0.000          0.152          2.319          0.535          3.236        188.767         87.051       1300.116         327.119              0.181              0.263              0.277              0.288              0.295              0.299              0.300              0.300              0.300              0.300        488.604        102.489          0.619          0.619                 0.413                 0.336                 0.305             41       1971.527       5263.529          0.439          4.292       1700.000         81.250              1.542              0.325              0.134              0.079              0.045              0.027              0.025              0.019              0.022              0.101         63.405          5.856              ?              ?              ?
      1961        85     26/03/1961        989.300              51.626            426.465              8.836              2.376              1.921              1.953              1.257              1.269              1.225              1.208              1.197              1.188          0.000          0.079          2.282          0.873          1.545         90.043         77.976       1297.490         423.363              0.267              0.290              0.295              0.298              0.299              0.299              0.300              0.300              0.300              0.301        504.628        116.628          0.035          0.035                 0.377                 0.283                 0.379             29       2693.401       7223.390          0.736          5.582       1700.000        108.261              1.470              0.342              0.169              0.122              0.058              0.026              0.011              0.010              0.014              0.060         65.527          8.997              ?              ?              ?
