Summary_file = roma1500.sum
Title = Roma 1500mm wet soil
            day           year            lai        biomass          yield         sum_ep
          (day)         (year)        (m2/m2)        (kg/ha)        (kg/ha)             ()
             21           1958          0.550       6015.211       1294.445        204.783
             19           1959          1.886      11763.964       5720.449        319.339
             16           1960          1.870       9628.943       3595.922        248.635
             21           1961          0.927       8825.602       2930.187        223.937
             16           1962          1.688      12282.420       6293.312        306.565
             22           1963          1.655      10830.885       5097.457        267.770
             15           1964          1.866      12001.455       6243.608        295.541
             23           1965          0.671       8029.868       2153.080        216.547
             17           1966          1.762      12888.957       6394.776        297.208
             14           1967          1.142       8585.730       2688.905        211.157
             18           1968          1.664      11466.531       5290.537        291.661
             19           1969          1.888       9036.955       3555.167        261.492
             18           1970          0.662       9312.510       2722.487        235.742
             22           1971          1.778      14667.974       7066.059        376.358
             24           1972          1.688      11919.598       5684.556        313.089
             15           1973          2.345      10808.231       4413.573        285.192
             16           1974          1.694      11264.888       5256.949        249.891
             28           1975          1.009       8500.507       2450.751        234.620
             19           1976          1.759      11314.389       5465.256        265.308
             23           1977          1.617       9071.195       2529.068        247.334
             15           1978          0.697       7558.669       1869.293        202.248
             23           1979          0.859       9743.700       3517.417        243.975
             15           1980          1.264       8492.969       3055.620        255.673
             17           1981          1.735      13064.897       6498.081        320.111
             18           1982          1.622       9057.132       2944.390        247.968
             16           1983          1.841       9434.127       3321.684        269.039
             22           1984          1.617      13956.368       6621.766        290.520
             20           1985          2.029      11813.207       5616.342        326.120
             18           1986          1.289      10005.568       3960.617        258.178
             20           1987          2.078       9695.688       3098.141        254.140
             18           1988          0.913       8303.915       2319.023        223.516
             16           1989          0.744       9193.056       3026.281        230.613
             16           1990          1.144      10402.416       4361.687        245.654
             17           1991          1.810       8396.459       2561.719        228.633
             12           1992          1.191       9544.675       3876.823        251.672
             21           1993          0.447       7526.995       1828.802        199.416
             19           1994          0.478       8075.869       2494.477        194.343
             18           1995          1.024       9697.541       3753.712        222.044
             21           1996          1.624      14210.333       6937.315        308.312
             25           1997          0.775       9619.729       3369.378        247.307
             17           1998          1.712      10336.846       4862.952        275.671
             20           1999          1.835      12965.322       6473.129        307.263
             27           2000          1.703      14738.350       7069.537        309.767
             20           2001          1.244      10053.315       4476.344        230.728
             20           2002          2.108      10562.227       4678.830        274.365
